"year","bildungsniveau","sex","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2004","(Fach-)Abitur","maennlich","5.58","5.5","1063","5.42","5.74"
"2004","(Fach-)Abitur","weiblich","5.46","5.5","1231","5.31","5.61"
"2004","(noch) kein Abschluss","maennlich","4.25","4.5","361","3.96","4.54"
"2004","(noch) kein Abschluss","weiblich","4.68","4.5","387","4.38","4.98"
"2004","AkademikerIn","maennlich","6.62","6.5","2402","6.53","6.71"
"2004","AkademikerIn","weiblich","5.93","5.5","1820","5.81","6.05"
"2004","Hauptschule","maennlich","5.65","5.5","3867","5.57","5.73"
"2004","Hauptschule","weiblich","5.21","4.5","3930","5.13","5.29"
"2004","Realschule","maennlich","5.7","5.5","2376","5.6","5.8"
"2004","Realschule","weiblich","5.24","4.5","3075","5.15","5.33"
"2005","(Fach-)Abitur","maennlich","5.43","5.5","1007","5.27","5.59"
"2005","(Fach-)Abitur","weiblich","5.47","5.5","1186","5.31","5.63"
"2005","(noch) kein Abschluss","maennlich","4.46","4.5","349","4.15","4.77"
"2005","(noch) kein Abschluss","weiblich","4.42","4.5","385","4.1","4.74"
"2005","AkademikerIn","maennlich","6.7","6.5","2301","6.61","6.79"
"2005","AkademikerIn","weiblich","5.95","6.5","1795","5.83","6.07"
"2005","Hauptschule","maennlich","5.59","5.5","3632","5.51","5.67"
"2005","Hauptschule","weiblich","5.21","4.5","3703","5.12","5.3"
"2005","Realschule","maennlich","5.78","5.5","2278","5.68","5.88"
"2005","Realschule","weiblich","5.27","4.5","2961","5.17","5.37"
"2006","(Fach-)Abitur","maennlich","5.58","5.5","1036","5.43","5.73"
"2006","(Fach-)Abitur","weiblich","5.4","5.5","1317","5.25","5.55"
"2006","(noch) kein Abschluss","maennlich","4.72","4.5","266","4.36","5.08"
"2006","(noch) kein Abschluss","weiblich","4.35","4.5","292","4","4.7"
"2006","AkademikerIn","maennlich","6.58","6.5","2537","6.49","6.67"
"2006","AkademikerIn","weiblich","5.93","6.5","1975","5.81","6.05"
"2006","Hauptschule","maennlich","5.59","5.5","3888","5.51","5.67"
"2006","Hauptschule","weiblich","5.19","4.5","3979","5.11","5.27"
"2006","Realschule","maennlich","5.74","5.5","2406","5.64","5.84"
"2006","Realschule","weiblich","5.29","4.5","3186","5.2","5.38"
"2007","(Fach-)Abitur","maennlich","5.66","5.5","1019","5.51","5.81"
"2007","(Fach-)Abitur","weiblich","5.32","4.5","1253","5.17","5.47"
"2007","(noch) kein Abschluss","maennlich","4.95","4.5","212","4.53","5.37"
"2007","(noch) kein Abschluss","weiblich","3.89","3.5","251","3.52","4.26"
"2007","AkademikerIn","maennlich","6.7","6.5","2396","6.61","6.79"
"2007","AkademikerIn","weiblich","6.03","6.5","1936","5.92","6.14"
"2007","Hauptschule","maennlich","5.54","5.5","3537","5.46","5.62"
"2007","Hauptschule","weiblich","4.98","4.5","3613","4.89","5.07"
"2007","Realschule","maennlich","5.74","5.5","2259","5.64","5.84"
"2007","Realschule","weiblich","5.26","4.5","3016","5.16","5.36"
"2008","(Fach-)Abitur","maennlich","5.71","5.5","951","5.55","5.87"
"2008","(Fach-)Abitur","weiblich","5.43","5.5","1154","5.28","5.58"
"2008","(noch) kein Abschluss","maennlich","4.86","4.5","212","4.47","5.25"
"2008","(noch) kein Abschluss","weiblich","4.53","4.5","226","4.16","4.9"
"2008","AkademikerIn","maennlich","6.67","6.5","2285","6.58","6.76"
"2008","AkademikerIn","weiblich","6.18","6.5","1852","6.07","6.29"
"2008","Hauptschule","maennlich","5.58","5.5","3275","5.5","5.66"
"2008","Hauptschule","weiblich","5.16","4.5","3374","5.07","5.25"
"2008","Realschule","maennlich","5.77","5.5","2142","5.67","5.87"
"2008","Realschule","weiblich","5.29","4.5","2857","5.19","5.39"
"2009","(Fach-)Abitur","maennlich","5.73","5.5","875","5.56","5.9"
"2009","(Fach-)Abitur","weiblich","5.51","5.5","1070","5.35","5.67"
"2009","(noch) kein Abschluss","maennlich","4.67","4.5","214","4.26","5.08"
"2009","(noch) kein Abschluss","weiblich","4","3.5","202","3.58","4.42"
"2009","AkademikerIn","maennlich","6.64","6.5","2178","6.55","6.73"
"2009","AkademikerIn","weiblich","6.26","6.5","1814","6.15","6.37"
"2009","Hauptschule","maennlich","5.59","5.5","2995","5.5","5.68"
"2009","Hauptschule","weiblich","5.23","4.5","3105","5.14","5.32"
"2009","Realschule","maennlich","5.86","5.5","2009","5.75","5.97"
"2009","Realschule","weiblich","5.37","5.5","2706","5.27","5.47"
