year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No answer / don't know,,,,,,,,,,,,
1985,Urban regions,,,,,,,,,,,,
1985,Rural regions,,,,,,,,,,,,
1986,Urban regions,,,,,,,,,,,,
1986,Rural regions,,,,,,,,,,,,
1987,Urban regions,,,,,,,,,,,,
1987,Rural regions,,,,,,,,,,,,
1988,Urban regions,,,,,,,,,,,,
1988,Rural regions,,,,,,,,,,,,
1989,Urban regions,,,,,,,,,,,,
1989,Rural regions,,,,,,,,,,,,
1990,No answer / don't know,,,,,,,,,,,,
1990,Urban regions,,,,,,,,,,,,
1990,Rural regions,,,,,,,,,,,,
1991,No answer / don't know,,,,,,,,,,,,
1991,Urban regions,,,,,,,,,,,,
1991,Rural regions,,,,,,,,,,,,
1992,No answer / don't know,,,,,,,,,,,,
1992,Urban regions,,,,,,,,,,,,
1992,Rural regions,,,,,,,,,,,,
1993,Urban regions,,,,,,,,,,,,
1993,Rural regions,,,,,,,,,,,,
1994,Urban regions,,,,,,,,,,,,
1994,Rural regions,,,,,,,,,,,,
1995,Urban regions,,,,,,,,,,,,
1995,Rural regions,,,,,,,,,,,,
1996,Urban regions,,,,,,,,,,,,
1996,Rural regions,,,,,,,,,,,,
1997,No answer / don't know,,,,,,,,,,,,
1997,Urban regions,2912,13.46893,12.88526,14.05261,0.00000,10.00000,20.00000,0.0,50.00000,,,
1997,Rural regions,1640,13.23291,12.37837,14.08745,0.00000,8.00000,20.00000,0.0,50.00000,,,
1998,Urban regions,3166,14.41195,13.81969,15.00421,0.00000,10.00000,20.00000,0.0,50.00000,,,
1998,Rural regions,1836,12.86722,12.10367,13.63077,0.00000,8.00000,20.00000,0.0,50.00000,,,
1999,Urban regions,3116,14.20527,13.61487,14.79566,0.00000,10.00000,20.00000,0.0,50.00000,,,
1999,Rural regions,1784,13.13070,12.35856,13.90285,0.00000,8.00000,20.00000,0.0,50.00000,,,
2000,Urban regions,5271,13.51138,13.04842,13.97434,0.00000,10.00000,20.00000,0.0,50.00000,,,
2000,Rural regions,2858,12.35294,11.75997,12.94590,0.00000,8.00000,19.00000,0.0,47.50000,,,
2001,Urban regions,,,,,,,,,,,,
2001,Rural regions,,,,,,,,,,,,
2002,Urban regions,5191,13.31696,12.86147,13.77245,0.00000,9.00000,20.00000,0.0,50.00000,,,
2002,Rural regions,2641,12.36567,11.70498,13.02636,0.00000,8.00000,16.00000,0.0,40.00000,,,
2003,Urban regions,4943,12.86792,12.41201,13.32383,0.00000,8.00000,20.00000,0.0,50.00000,,,
2003,Rural regions,2531,11.58364,10.99062,12.17666,0.00000,7.00000,16.00000,0.0,40.00000,,,
2004,Urban regions,4764,12.93262,12.45808,13.40716,0.00000,8.00000,20.00000,0.0,50.00000,,,
2004,Rural regions,2423,11.90217,11.28522,12.51912,0.00000,8.00000,16.00000,0.0,40.00000,,,
2005,Urban regions,4430,13.56509,13.06157,14.06861,0.00000,9.00000,20.00000,0.0,50.00000,,,
2005,Rural regions,2257,11.35835,10.69751,12.01918,0.00000,7.00000,15.00000,0.0,37.50000,,,
2006,Urban regions,4878,13.90629,13.43803,14.37456,0.00000,10.00000,20.00000,0.0,50.00000,,,
