year,pgisced97,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Pre-primary Level,Urban regions,,,,,,,,,,,,
1985,Pre-primary Level,Rural regions,,,,,,,,,,,,
1985,Primary Level,Urban regions,,,,,,,,,,,,
1985,Primary Level,Rural regions,,,,,,,,,,,,
1985,Lower Secondary Level,Urban regions,,,,,,,,,,,,
1985,Lower Secondary Level,Rural regions,,,,,,,,,,,,
1985,Upper Secondary Level,Urban regions,,,,,,,,,,,,
1985,Upper Secondary Level,Rural regions,,,,,,,,,,,,
1985,Post-secondary Non-tertiary Level,Urban regions,,,,,,,,,,,,
1985,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
1985,First Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1985,First Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1985,Second Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1985,Second Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1986,Pre-primary Level,Urban regions,,,,,,,,,,,,
1986,Pre-primary Level,Rural regions,,,,,,,,,,,,
1986,Primary Level,Urban regions,372,4.906157789097016,4.279026946713583,5.533288631480448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,Primary Level,Rural regions,54,7.671754208254814,5.634030275784095,9.709478140725533,0.0,0.0,12.0,0.0,30.0,0.0,-12.0,0.0
1986,Lower Secondary Level,Urban regions,1089,3.615913138857182,3.3383078757566356,3.8935184019577287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,Lower Secondary Level,Rural regions,318,2.970227140362339,2.4804127224330497,3.4600415582916284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,Upper Secondary Level,Urban regions,2414,6.244901166819427,5.994942608723819,6.4948597249150355,0.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0
1986,Upper Secondary Level,Rural regions,696,6.431092071132025,5.911162136554353,6.951022005709698,0.0,0.0,6.0,0.0,15.0,0.0,0.0,0.0
1986,Post-secondary Non-tertiary Level,Urban regions,158,5.98104559485185,5.16962381388058,6.79246737582312,0.0,0.0,9.610292558606467,0.0,24.025731396516168,0.0,-2.0,0.0
1986,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
1986,First Stage of Tertiary Education,Urban regions,302,8.438534917648091,7.612733189401864,9.264336645894318,0.0,0.0,12.0,0.0,30.0,0.0,0.0,0.0
1986,First Stage of Tertiary Education,Rural regions,89,11.749914169106162,9.593672391405324,13.906155946807,0.0,0.0,15.766202708077966,0.0,39.41550677019491,0.0,0.0,0.0
1986,Second Stage of Tertiary Education,Urban regions,470,9.92163854481104,9.162387802207185,10.680889287414896,0.0,0.0,15.0,0.0,37.5,0.0,0.0,0.0
1986,Second Stage of Tertiary Education,Rural regions,93,9.008698277093298,7.48523884701955,10.532157707167046,0.0,0.0,14.150674671407339,0.0,35.37668667851835,0.0,-2.0,0.0
1987,Pre-primary Level,Urban regions,,,,,,,,,,,,
1987,Pre-primary Level,Rural regions,,,,,,,,,,,,
1987,Primary Level,Urban regions,,,,,,,,,,,,
1987,Primary Level,Rural regions,,,,,,,,,,,,
1987,Lower Secondary Level,Urban regions,,,,,,,,,,,,
1987,Lower Secondary Level,Rural regions,,,,,,,,,,,,
1987,Upper Secondary Level,Urban regions,,,,,,,,,,,,
1987,Upper Secondary Level,Rural regions,,,,,,,,,,,,
1987,Post-secondary Non-tertiary Level,Urban regions,,,,,,,,,,,,
1987,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
1987,First Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1987,First Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1987,Second Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1987,Second Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1988,Pre-primary Level,Urban regions,,,,,,,,,,,,
1988,Pre-primary Level,Rural regions,,,,,,,,,,,,
1988,Primary Level,Urban regions,309,4.006291971071328,3.443318276693465,4.569265665449191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Primary Level,Rural regions,51,5.502964428474351,4.190867980135133,6.815060876813568,0.0,0.0,8.183407443729962,0.0,20.458518609324905,0.0,-3.1250000000000284,0.0
1988,Lower Secondary Level,Urban regions,1067,3.9037280263007212,3.6330935529930786,4.174362499608364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Lower Secondary Level,Rural regions,289,4.485999820288499,3.714545668144464,5.2574539724325335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Upper Secondary Level,Urban regions,2276,6.395555172268839,6.131578757059933,6.659531587477745,0.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0
1988,Upper Secondary Level,Rural regions,665,6.36756494999928,5.839884590794886,6.895245309203673,0.0,0.0,6.0,0.0,15.0,0.0,0.0,0.0
1988,Post-secondary Non-tertiary Level,Urban regions,156,7.914501789934042,6.87329123922196,8.955712340646125,0.0,0.0,13.746997418436026,0.0,34.36749354609007,0.0,-1.0500000000000114,0.0
1988,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
1988,First Stage of Tertiary Education,Urban regions,289,8.573851814235216,7.79457128015126,9.353132348319171,0.0,0.0,14.85202025490788,0.0,37.1300506372697,0.0,-3.0,0.0
1988,First Stage of Tertiary Education,Rural regions,81,10.676947149093374,8.571659314146993,12.782234984039755,0.0,0.0,15.0,0.0,37.5,0.0,-3.0,0.0
1988,Second Stage of Tertiary Education,Urban regions,461,9.928895065618986,9.186780882563417,10.671009248674556,0.0,0.0,15.0,0.0,37.5,0.0,-0.025000000000005684,0.0
1988,Second Stage of Tertiary Education,Rural regions,85,7.119954406756679,5.506758817390519,8.733149996122838,0.0,0.0,5.953541753937182,0.0,14.883854384842957,0.0,0.0,0.0
1989,Pre-primary Level,Urban regions,,,,,,,,,,,,
1989,Pre-primary Level,Rural regions,,,,,,,,,,,,
1989,Primary Level,Urban regions,285,5.621984718110265,4.774119851807663,6.4698495844128665,0.0,0.0,1.0397138285286165,0.0,2.599284571321541,0.0,0.0,0.0
1989,Primary Level,Rural regions,52,3.2814425557732503,1.914648022162728,4.648237089383772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,Lower Secondary Level,Urban regions,1059,4.393414406162341,4.078108827654908,4.7087199846697745,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0
1989,Lower Secondary Level,Rural regions,261,3.5675219257631308,3.019891246020743,4.115152605505518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,Upper Secondary Level,Urban regions,2265,7.038136892333824,6.751093244912779,7.32518053975487,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1989,Upper Secondary Level,Rural regions,654,7.9249716324898705,7.293095837809267,8.556847427170473,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1989,Post-secondary Non-tertiary Level,Urban regions,168,8.466528025850756,7.3959995358136785,9.537056515887834,0.0,0.0,10.0,0.0,25.0,0.0,-2.0,0.0
1989,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
1989,First Stage of Tertiary Education,Urban regions,275,8.596801601507321,7.801950979896909,9.391652223117735,0.0,0.0,12.0,0.0,30.0,0.0,-2.0,0.0
1989,First Stage of Tertiary Education,Rural regions,77,6.315777834918888,4.936982994031485,7.69457267580629,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1989,Second Stage of Tertiary Education,Urban regions,460,11.309402843700752,10.544772551983115,12.07403313541839,0.0,0.0,18.392117116282616,0.0,45.98029279070654,0.0,-5.0,0.0
1989,Second Stage of Tertiary Education,Rural regions,80,9.306559426978334,7.441143664387997,11.17197518956867,0.0,0.0,14.0,0.0,35.0,0.0,-0.05000000000001137,0.0
1990,Pre-primary Level,Urban regions,,,,,,,,,,,,
1990,Pre-primary Level,Rural regions,,,,,,,,,,,,
1990,Primary Level,Urban regions,290,3.9454343803885297,3.4131646484571316,4.477704112319928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,Primary Level,Rural regions,51,2.476995320672185,1.3066713657792526,3.647319275565117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,Lower Secondary Level,Urban regions,1085,4.908660779856317,4.603741393125565,5.213580166587068,0.0,0.0,5.0,0.0,12.5,0.0,0.0,0.0
1990,Lower Secondary Level,Rural regions,439,2.6817787135202917,2.3429804542667547,3.0205769727738288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,Upper Secondary Level,Urban regions,2823,6.9594955881571074,6.705002016804584,7.213989159509631,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1990,Upper Secondary Level,Rural regions,1994,6.930179243596244,6.634843416455605,7.225515070736884,0.0,0.0,9.0,0.0,22.5,0.0,0.0,0.0
1990,Post-secondary Non-tertiary Level,Urban regions,191,7.531904538492042,6.670473814731782,8.393335262252302,0.0,0.0,11.0,0.0,27.5,0.0,-3.0250000000000057,0.0
1990,Post-secondary Non-tertiary Level,Rural regions,57,4.0414073684710345,3.155715666798648,4.927099070143421,0.0,0.0,8.27401160201376,0.0,20.6850290050344,0.0,0.0,0.0
1990,First Stage of Tertiary Education,Urban regions,336,8.913964212615062,8.130828148409389,9.697100276820734,0.0,0.0,14.815566116259216,0.0,37.038915290648035,0.0,-4.0,0.0
1990,First Stage of Tertiary Education,Rural regions,221,8.03001950349473,7.110928731270981,8.949110275718478,0.0,0.0,11.212488128893781,0.0,28.031220322234454,0.0,0.0,0.0
1990,Second Stage of Tertiary Education,Urban regions,792,9.600635399612253,9.087266938105751,10.114003861118755,0.0,0.0,15.0,0.0,37.5,0.0,-4.0,0.0
1990,Second Stage of Tertiary Education,Rural regions,560,7.945088010892611,7.362454190689308,8.527721831095914,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1991,Pre-primary Level,Urban regions,,,,,,,,,,,,
1991,Pre-primary Level,Rural regions,,,,,,,,,,,,
1991,Primary Level,Urban regions,294,4.003210754066814,3.467929476068818,4.538492032064809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,Primary Level,Rural regions,53,2.6986310832303118,1.618520276396596,3.7787418900640275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,Lower Secondary Level,Urban regions,1062,4.72574192945469,4.40447046505362,5.04701339385576,0.0,0.0,4.624008065419373,0.0,11.560020163548433,0.0,0.0,0.0
1991,Lower Secondary Level,Rural regions,372,4.071351792806536,3.4980852355523395,4.644618350060733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,Upper Secondary Level,Urban regions,2704,8.001906279650337,7.717926896867644,8.28588566243303,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1991,Upper Secondary Level,Rural regions,1773,6.7213085989886645,6.399581108336898,7.043036089640431,0.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0
1991,Post-secondary Non-tertiary Level,Urban regions,205,7.4336734730029415,6.619930900972183,8.247416045033699,0.0,0.0,10.0,0.0,25.0,0.0,-4.0,0.0
1991,Post-secondary Non-tertiary Level,Rural regions,58,4.433087360702525,3.0905109105882937,5.775663810816757,0.0,0.0,5.0,0.0,12.5,0.0,0.0,0.0
1991,First Stage of Tertiary Education,Urban regions,331,7.981340381314086,7.308647341329741,8.654033421298431,0.0,0.0,12.0,0.0,30.0,0.0,-2.0500000000000114,0.0
1991,First Stage of Tertiary Education,Rural regions,216,6.86176735578992,5.855697860616994,7.867836850962846,0.0,0.0,7.938001056752265,0.0,19.84500264188066,0.0,0.0,0.0
1991,Second Stage of Tertiary Education,Urban regions,781,11.288421197270166,10.650979728545407,11.925862665994925,0.0,0.0,16.0,0.0,40.0,0.0,-2.0,0.0
1991,Second Stage of Tertiary Education,Rural regions,504,8.877025155317304,8.131193869505154,9.622856441129453,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1992,Pre-primary Level,Urban regions,,,,,,,,,,,,
1992,Pre-primary Level,Rural regions,,,,,,,,,,,,
1992,Primary Level,Urban regions,252,5.080680832296022,4.382617793306656,5.778743871285389,0.0,0.0,5.0,0.0,12.5,0.0,0.0,0.0
1992,Primary Level,Rural regions,52,1.9739103747824884,1.3715224777499864,2.5762982718149905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Lower Secondary Level,Urban regions,1009,5.41864737982517,5.03266423396597,5.804630525684371,0.0,0.0,5.0,0.0,12.5,0.0,0.0,0.0
1992,Lower Secondary Level,Rural regions,339,3.4560661455483745,2.9014886589114948,4.010643632185254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Upper Secondary Level,Urban regions,2599,7.937530235032927,7.670284388845286,8.204776081220567,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1992,Upper Secondary Level,Rural regions,1558,7.377157898724364,7.0202170005933695,7.734098796855358,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1992,Post-secondary Non-tertiary Level,Urban regions,196,7.7466106390967395,6.8542759412646275,8.638945336928852,0.0,0.0,12.0,0.0,30.0,0.0,-2.0250000000000057,0.0
1992,Post-secondary Non-tertiary Level,Rural regions,48,10.148898324154459,7.754766832219691,12.543029816089227,0.0,2.0,14.417943499812894,0.0,36.04485874953224,2.0,-6.0,4.0
1992,First Stage of Tertiary Education,Urban regions,332,7.719295790580792,7.006087971337025,8.432503609824558,0.0,0.0,10.0,0.0,25.0,0.0,-2.0250000000000057,0.0
1992,First Stage of Tertiary Education,Rural regions,208,7.032786152583343,6.136429731939329,7.929142573227357,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1992,Second Stage of Tertiary Education,Urban regions,745,10.980275763018556,10.373036552750312,11.5875149732868,0.0,0.0,16.0,0.0,40.0,0.0,-3.0250000000000057,0.0
1992,Second Stage of Tertiary Education,Rural regions,456,9.596011106367873,8.84616365782603,10.345858554909716,0.0,0.0,12.0,0.0,30.0,0.0,-3.0,0.0
1993,Pre-primary Level,Urban regions,,,,,,,,,,,,
1993,Pre-primary Level,Rural regions,,,,,,,,,,,,
1993,Primary Level,Urban regions,250,4.207318744879706,3.5252915868598462,4.889345902899566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,Primary Level,Rural regions,52,3.488702543493542,2.4345573252939543,4.54284776169313,0.0,0.0,1.915452395760357,0.0,4.788630989400893,0.0,0.0,0.0
1993,Lower Secondary Level,Urban regions,956,4.384070068004798,4.036748872046798,4.731391263962798,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0
1993,Lower Secondary Level,Rural regions,337,3.6551137138002723,3.157075782219275,4.15315164538127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,Upper Secondary Level,Urban regions,2565,7.395209987437112,7.11265333688561,7.677766637988614,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1993,Upper Secondary Level,Rural regions,1501,6.644345985516682,6.3087893506632,6.979902620370164,0.0,0.0,9.0,0.0,22.5,0.0,0.0,0.0
1993,Post-secondary Non-tertiary Level,Urban regions,198,7.056430486813877,6.179178523043267,7.933682450584487,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1993,Post-secondary Non-tertiary Level,Rural regions,54,7.414616603492408,5.387041331607991,9.442191875376825,0.0,0.0,9.860970580073175,0.0,24.652426450182936,0.0,-1.0,0.0
1993,First Stage of Tertiary Education,Urban regions,322,6.358492071460807,5.682447571969059,7.034536570952556,0.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0
1993,First Stage of Tertiary Education,Rural regions,185,7.172250798299776,6.1898192020757525,8.154682394523798,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1993,Second Stage of Tertiary Education,Urban regions,766,10.288872254465314,9.712848062036157,10.864896446894472,0.0,0.0,16.0,0.0,40.0,0.0,-3.0,0.0
1993,Second Stage of Tertiary Education,Rural regions,449,10.169851533290219,9.437123657514467,10.90257940906597,0.0,1.0,15.0,0.0,37.5,1.0,-2.0,2.0
1994,Pre-primary Level,Urban regions,,,,,,,,,,,,
1994,Pre-primary Level,Rural regions,,,,,,,,,,,,
1994,Primary Level,Urban regions,215,3.3561081907652865,2.709913683217036,4.002302698313537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,Primary Level,Rural regions,49,3.7460464630284704,2.3815137792020904,5.1105791468548505,0.0,0.0,0.7953981709071686,0.0,1.9884954272679214,0.0,0.0,0.0
1994,Lower Secondary Level,Urban regions,805,4.827662878126257,4.396079802022693,5.259245954229821,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0
1994,Lower Secondary Level,Rural regions,318,4.4729816967774685,3.774955606674753,5.171007786880184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,Upper Secondary Level,Urban regions,2487,7.464601078384112,7.186246070666769,7.742956086101454,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
