year,hhtyp,regtyp,hlf0291,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Single-person household,Urban regions,No,0.96963,937,937,0.95864,0.98062
1985,Single-person household,Rural regions,No,0.98729,176,176,0.97070,1.00389
1985,Couple without children,Urban regions,Yes,0.04884,36,963,0.03522,0.06246
1985,Couple without children,Urban regions,No,0.94719,927,963,0.93305,0.96132
1985,Couple without children,Rural regions,No,0.92490,243,243,0.89169,0.95810
1985,Single parent,Urban regions,No,0.95556,224,224,0.92852,0.98261
1985,Single parent,Rural regions,No,0.98040,60,60,0.94503,1.01577
1985,Couple with children,Urban regions,Yes,0.01796,36,1872,0.01194,0.02398
1985,Couple with children,Urban regions,No,0.97959,1836,1872,0.97318,0.98600
1985,Couple with children,Rural regions,No,0.97517,487,487,0.96133,0.98900
1985,Multi-generational household,Urban regions,No,0.79393,58,58,0.68893,0.89894
1985,Multi-generational household,Rural regions,No,0.71062,32,32,0.55098,0.87025
1985,Other Combinations,Urban regions,No,0.76207,79,79,0.66757,0.85657
1986,Single-person household,Urban regions,No,0.96535,888,888,0.95331,0.97738
1986,Single-person household,Rural regions,No,0.97767,165,165,0.95506,1.00028
1986,Couple without children,Urban regions,Yes,0.04345,32,965,0.03058,0.05632
1986,Couple without children,Urban regions,No,0.95117,933,965,0.93756,0.96477
1986,Couple without children,Rural regions,No,0.90718,219,219,0.86866,0.94570
1986,Single parent,Urban regions,No,0.96041,213,213,0.93416,0.98666
1986,Couple with children,Urban regions,Yes,0.02299,41,1758,0.01598,0.03000
1986,Couple with children,Urban regions,No,0.97611,1717,1758,0.96897,0.98325
1986,Couple with children,Rural regions,No,0.97964,469,469,0.96685,0.99244
1986,Multi-generational household,Urban regions,No,0.90986,65,65,0.83970,0.98002
1986,Other Combinations,Urban regions,No,0.75635,75,75,0.65854,0.85416
1987,Single-person household,Urban regions,No,0.95516,878,878,0.94147,0.96886
1987,Single-person household,Rural regions,No,0.94910,161,161,0.91504,0.98315
1987,Couple without children,Urban regions,No,0.96445,922,922,0.95249,0.97641
1987,Couple without children,Rural regions,No,0.91265,227,227,0.87584,0.94946
1987,Single parent,Urban regions,No,0.96539,207,207,0.94043,0.99035
1987,Single parent,Rural regions,No,0.97373,64,64,0.93423,1.01322
1987,Couple with children,Urban regions,Yes,0.02135,37,1722,0.01452,0.02817
1987,Couple with children,Urban regions,No,0.97644,1685,1722,0.96928,0.98361
1987,Couple with children,Rural regions,No,0.97941,458,458,0.96639,0.99243
1987,Multi-generational household,Urban regions,No,0.88330,73,73,0.80914,0.95746
1987,Multi-generational household,Rural regions,No,0.76666,31,31,0.61531,0.91801
1987,Other Combinations,Urban regions,No,0.75286,76,76,0.65524,0.85049
1988,Single-person household,Urban regions,No,0.95781,840,840,0.94421,0.97141
1988,Single-person household,Rural regions,No,0.96405,162,162,0.93529,0.99281
1988,Couple without children,Urban regions,Yes,0.04553,34,934,0.03216,0.05891
1988,Couple without children,Urban regions,No,0.95098,900,934,0.93712,0.96483
1988,Couple without children,Rural regions,No,0.90943,213,213,0.87079,0.94806
1988,Single parent,Urban regions,No,0.97730,209,209,0.95706,0.99754
1988,Couple with children,Urban regions,Yes,0.02227,35,1645,0.01513,0.02940
1988,Couple with children,Urban regions,No,0.97235,1610,1645,0.96442,0.98028
1988,Couple with children,Rural regions,No,0.97488,428,428,0.96003,0.98972
1988,Multi-generational household,Urban regions,No,0.90004,63,63,0.82538,0.97470
1988,Other Combinations,Urban regions,No,0.80379,70,70,0.71008,0.89749
1989,Single-person household,Urban regions,No,0.96625,854,854,0.95413,0.97837
1989,Single-person household,Rural regions,No,0.97094,159,159,0.94475,0.99713
1989,Couple without children,Urban regions,No,0.97251,902,902,0.96183,0.98318
1989,Couple without children,Rural regions,No,0.92563,219,219,0.89080,0.96046
1989,Single parent,Urban regions,No,0.96978,199,199,0.94593,0.99362
1989,Couple with children,Urban regions,Yes,0.02221,33,1583,0.01494,0.02947
1989,Couple with children,Urban regions,No,0.97519,1550,1583,0.96753,0.98286
