year,migback,quintil_oecd,ple0012,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,1st Quintile,Yes,0.09989,224,2175,0.08729,0.11250
2009,No migration background,1st Quintile,No,0.90011,1951,2175,0.88750,0.91271
2009,No migration background,2nd Quintile,Yes,0.10270,283,2634,0.09111,0.11430
2009,No migration background,2nd Quintile,No,0.89730,2351,2634,0.88570,0.90889
2009,No migration background,3rd Quintile,Yes,0.07475,222,2998,0.06534,0.08417
2009,No migration background,3rd Quintile,No,0.92525,2776,2998,0.91583,0.93466
2009,No migration background,4th Quintile,Yes,0.06364,223,3377,0.05541,0.07188
2009,No migration background,4th Quintile,No,0.93636,3154,3377,0.92812,0.94459
2009,No migration background,5th Quintile,Yes,0.04898,219,4462,0.04264,0.05531
2009,No migration background,5th Quintile,No,0.95102,4243,4462,0.94469,0.95736
2009,Direct migration background,1st Quintile,Yes,0.07653,45,516,0.05357,0.09949
2009,Direct migration background,1st Quintile,No,0.92347,471,516,0.90051,0.94643
2009,Direct migration background,2nd Quintile,Yes,0.09089,35,379,0.06191,0.11987
2009,Direct migration background,2nd Quintile,No,0.90911,344,379,0.88013,0.93809
2009,Direct migration background,3rd Quintile,No,0.94473,269,269,0.91737,0.97209
2009,Direct migration background,4th Quintile,No,0.93919,244,244,0.90914,0.96923
2009,Direct migration background,5th Quintile,No,0.97566,210,210,0.95477,0.99655
2009,Indirect migration background,1st Quintile,No,0.97351,176,176,0.94971,0.99730
2009,Indirect migration background,2nd Quintile,No,0.98391,147,147,0.96351,1.00432
2009,Indirect migration background,3rd Quintile,No,0.98856,123,123,0.96969,1.00743
2009,Indirect migration background,4th Quintile,No,0.99083,130,130,0.97437,1.00728
2009,Indirect migration background,5th Quintile,No,0.99286,126,126,0.97810,1.00762
2011,No migration background,1st Quintile,Yes,0.13743,222,1941,0.12211,0.15275
2011,No migration background,1st Quintile,No,0.86257,1719,1941,0.84725,0.87789
2011,No migration background,2nd Quintile,Yes,0.11766,262,2298,0.10449,0.13084
2011,No migration background,2nd Quintile,No,0.88234,2036,2298,0.86916,0.89551
2011,No migration background,3rd Quintile,Yes,0.08571,229,2716,0.07518,0.09624
2011,No migration background,3rd Quintile,No,0.91429,2487,2716,0.90376,0.92482
2011,No migration background,4th Quintile,Yes,0.06060,196,2997,0.05206,0.06915
2011,No migration background,4th Quintile,No,0.93940,2801,2997,0.93085,0.94794
2011,No migration background,5th Quintile,Yes,0.06143,214,3765,0.05376,0.06910
2011,No migration background,5th Quintile,No,0.93857,3551,3765,0.93090,0.94624
2011,Direct migration background,1st Quintile,Yes,0.11590,43,395,0.08429,0.14751
2011,Direct migration background,1st Quintile,No,0.88410,352,395,0.85249,0.91571
2011,Direct migration background,2nd Quintile,Yes,0.11388,31,316,0.07879,0.14896
2011,Direct migration background,2nd Quintile,No,0.88612,285,316,0.85104,0.92121
2011,Direct migration background,3rd Quintile,No,0.91121,213,213,0.87292,0.94950
2011,Direct migration background,4th Quintile,No,0.91451,173,173,0.87272,0.95629
2011,Direct migration background,5th Quintile,No,0.96213,182,182,0.93432,0.98994
2011,Indirect migration background,1st Quintile,No,0.95054,156,156,0.91641,0.98468
2011,Indirect migration background,2nd Quintile,No,0.94113,110,110,0.89694,0.98532
2011,Indirect migration background,3rd Quintile,No,0.99993,117,117,0.99841,1.00145
2011,Indirect migration background,4th Quintile,No,0.98009,104,104,0.95311,1.00707
2011,Indirect migration background,5th Quintile,No,0.99302,131,131,0.97871,1.00733
2013,No migration background,1st Quintile,Yes,0.12028,293,2441,0.10737,0.13319
2013,No migration background,1st Quintile,No,0.87972,2148,2441,0.86681,0.89263
2013,No migration background,2nd Quintile,Yes,0.13219,380,2882,0.11982,0.14455
2013,No migration background,2nd Quintile,No,0.86781,2502,2882,0.85545,0.88018
2013,No migration background,3rd Quintile,Yes,0.09751,318,3158,0.08716,0.10786
2013,No migration background,3rd Quintile,No,0.90249,2840,3158,0.89214,0.91284
2013,No migration background,4th Quintile,Yes,0.07211,267,3555,0.06360,0.08061
2013,No migration background,4th Quintile,No,0.92789,3288,3555,0.91939,0.93640
2013,No migration background,5th Quintile,Yes,0.05578,257,4382,0.04899,0.06258
2013,No migration background,5th Quintile,No,0.94422,4125,4382,0.93742,0.95101
2013,Direct migration background,1st Quintile,Yes,0.14587,58,514,0.11533,0.17642
2013,Direct migration background,1st Quintile,No,0.85413,456,514,0.82358,0.88467
2013,Direct migration background,2nd Quintile,Yes,0.10864,38,416,0.07870,0.13858
2013,Direct migration background,2nd Quintile,No,0.89136,378,416,0.86142,0.92130
2013,Direct migration background,3rd Quintile,No,0.91978,297,297,0.88883,0.95072
2013,Direct migration background,4th Quintile,No,0.91077,220,220,0.87301,0.94853
2013,Direct migration background,5th Quintile,No,0.94550,241,241,0.91678,0.97422
