year,pgisced97,regtyp,ple0012,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,Rural regions,No,0.99591,115,115,0.98420,1.00763
2009,Primary Level,Urban regions,No,0.95356,112,112,0.91441,0.99271
2009,Primary Level,Rural regions,No,0.98670,41,41,0.95119,1.02220
2009,Lower Secondary Level,Urban regions,Yes,0.11308,117,1190,0.09508,0.13108
2009,Lower Secondary Level,Urban regions,No,0.88692,1073,1190,0.86892,0.90492
2009,Lower Secondary Level,Rural regions,Yes,0.12032,70,598,0.09422,0.14642
2009,Lower Secondary Level,Rural regions,No,0.87968,528,598,0.85358,0.90578
2009,Upper Secondary Level,Urban regions,Yes,0.07980,437,5604,0.07270,0.08689
2009,Upper Secondary Level,Urban regions,No,0.92020,5167,5604,0.91311,0.92730
2009,Upper Secondary Level,Rural regions,Yes,0.07568,290,3459,0.06686,0.08450
2009,Upper Secondary Level,Rural regions,No,0.92432,3169,3459,0.91550,0.93314
2009,Post-secondary Non-tertiary Level,Urban regions,No,0.96066,711,711,0.94636,0.97496
2009,Post-secondary Non-tertiary Level,Rural regions,No,0.97820,252,252,0.96013,0.99627
2009,First Stage of Tertiary Education,Urban regions,Yes,0.08171,62,808,0.06281,0.10061
2009,First Stage of Tertiary Education,Urban regions,No,0.91829,746,808,0.89939,0.93719
2009,First Stage of Tertiary Education,Rural regions,Yes,0.06794,39,523,0.04636,0.08953
2009,First Stage of Tertiary Education,Rural regions,No,0.93206,484,523,0.91047,0.95364
2009,Second Stage of Tertiary Education,Urban regions,Yes,0.04246,140,2827,0.03503,0.04989
2009,Second Stage of Tertiary Education,Urban regions,No,0.95754,2687,2827,0.95011,0.96497
2009,Second Stage of Tertiary Education,Rural regions,Yes,0.07601,98,1208,0.06106,0.09096
2009,Second Stage of Tertiary Education,Rural regions,No,0.92399,1110,1208,0.90904,0.93894
2011,No answer / don't know,Urban regions,No,0.98687,215,215,0.97162,1.00212
2011,No answer / don't know,Rural regions,No,0.99580,95,95,0.98273,1.00887
2011,Primary Level,Urban regions,No,0.86394,145,145,0.80794,0.91994
2011,Primary Level,Rural regions,No,0.92840,61,61,0.86315,0.99364
2011,Lower Secondary Level,Urban regions,Yes,0.12533,149,1409,0.10804,0.14263
2011,Lower Secondary Level,Urban regions,No,0.87467,1260,1409,0.85737,0.89196
2011,Lower Secondary Level,Rural regions,Yes,0.12261,90,757,0.09923,0.14599
2011,Lower Secondary Level,Rural regions,No,0.87739,667,757,0.85401,0.90077
2011,Upper Secondary Level,Urban regions,Yes,0.09047,548,6401,0.08344,0.09749
2011,Upper Secondary Level,Urban regions,No,0.90953,5853,6401,0.90251,0.91656
2011,Upper Secondary Level,Rural regions,Yes,0.09428,379,4089,0.08532,0.10323
2011,Upper Secondary Level,Rural regions,No,0.90572,3710,4089,0.89677,0.91468
