year,bula_h,sex,ple0012,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,male,No,0.95793,236,236,0.93226,0.98360
2009,Schleswig-Holstein,female,No,0.96190,247,247,0.93797,0.98582
2009,Hamburg,male,No,0.90025,116,116,0.84548,0.95502
2009,Hamburg,female,No,0.94921,135,135,0.91204,0.98639
2009,Lower Saxony,male,Yes,0.09165,75,789,0.07151,0.11180
2009,Lower Saxony,male,No,0.90835,714,789,0.88820,0.92849
2009,Lower Saxony,female,Yes,0.05037,48,844,0.03560,0.06513
2009,Lower Saxony,female,No,0.94963,796,844,0.93487,0.96440
2009,Bremen,male,No,0.85039,50,50,0.75052,0.95026
2009,North Rhine-Westphalia,male,Yes,0.08377,146,1736,0.07073,0.09681
2009,North Rhine-Westphalia,male,No,0.91623,1590,1736,0.90319,0.92927
2009,North Rhine-Westphalia,female,Yes,0.06711,119,1892,0.05584,0.07839
2009,North Rhine-Westphalia,female,No,0.93289,1773,1892,0.92161,0.94416
2009,Hesse,male,Yes,0.07690,45,583,0.05525,0.09855
2009,Hesse,male,No,0.92310,538,583,0.90145,0.94475
2009,Hesse,female,Yes,0.08537,36,634,0.06360,0.10714
2009,Hesse,female,No,0.91463,598,634,0.89286,0.93640
2009,"Rhineland-Palatinate, Saarland",male,No,0.95255,433,433,0.93250,0.97260
2009,"Rhineland-Palatinate, Saarland",female,Yes,0.07276,37,561,0.05124,0.09427
2009,"Rhineland-Palatinate, Saarland",female,No,0.92724,524,561,0.90573,0.94876
2009,Baden-Wuerttemberg,male,Yes,0.04460,52,1007,0.03185,0.05736
2009,Baden-Wuerttemberg,male,No,0.95540,955,1007,0.94264,0.96815
2009,Baden-Wuerttemberg,female,Yes,0.06887,59,1100,0.05389,0.08384
2009,Baden-Wuerttemberg,female,No,0.93113,1041,1100,0.91616,0.94611
2009,Bavaria,male,Yes,0.06153,88,1235,0.04812,0.07494
2009,Bavaria,male,No,0.93847,1147,1235,0.92506,0.95188
2009,Bavaria,female,Yes,0.04702,59,1374,0.03582,0.05822
2009,Bavaria,female,No,0.95298,1315,1374,0.94178,0.96418
2009,Berlin,male,Yes,0.12089,33,317,0.08495,0.15683
2009,Berlin,male,No,0.87911,284,317,0.84317,0.91505
2009,Berlin,female,No,0.92358,341,341,0.89534,0.95182
2009,Brandenburg,male,Yes,0.12102,53,381,0.08823,0.15381
2009,Brandenburg,male,No,0.87898,328,381,0.84619,0.91177
2009,Brandenburg,female,Yes,0.10607,37,408,0.07616,0.13599
2009,Brandenburg,female,No,0.89393,371,408,0.86401,0.92384
2009,Mecklenburg-Western Pomerania,male,No,0.90040,204,204,0.85920,0.94159
2009,Mecklenburg-Western Pomerania,female,No,0.93187,233,233,0.89945,0.96429
2009,Saxony,male,Yes,0.07758,56,675,0.05739,0.09778
2009,Saxony,male,No,0.92242,619,675,0.90222,0.94261
2009,Saxony,female,Yes,0.08682,55,694,0.06586,0.10779
2009,Saxony,female,No,0.91318,639,694,0.89221,0.93414
2009,Saxony-Anhalt,male,Yes,0.11726,45,367,0.08429,0.15022
2009,Saxony-Anhalt,male,No,0.88274,322,367,0.84978,0.91571
2009,Saxony-Anhalt,female,Yes,0.11442,45,402,0.08327,0.14558
2009,Saxony-Anhalt,female,No,0.88558,357,402,0.85442,0.91673
2009,Thuringa,male,Yes,0.06718,36,393,0.04240,0.09196
2009,Thuringa,male,No,0.93282,357,393,0.90804,0.95760
2009,Thuringa,female,Yes,0.09029,37,430,0.06317,0.11741
2009,Thuringa,female,No,0.90971,393,430,0.88259,0.93683
2011,Schleswig-Holstein,male,No,0.95034,287,287,0.92517,0.97552
2011,Schleswig-Holstein,female,No,0.95495,324,324,0.93233,0.97757
2011,Hamburg,male,No,0.96870,146,146,0.94036,0.99704
2011,Hamburg,female,No,0.95123,153,153,0.91699,0.98547
2011,Lower Saxony,male,Yes,0.08923,87,899,0.07059,0.10788
2011,Lower Saxony,male,No,0.91077,812,899,0.89212,0.92941
2011,Lower Saxony,female,Yes,0.06389,61,1009,0.04879,0.07899
2011,Lower Saxony,female,No,0.93611,948,1009,0.92101,0.95121
2011,Bremen,male,No,0.92612,57,57,0.85761,0.99463
2011,North Rhine-Westphalia,male,Yes,0.09274,186,1967,0.07992,0.10556
2011,North Rhine-Westphalia,male,No,0.90726,1781,1967,0.89444,0.92008
