year,bula_h,migback,ple0012,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,No migration background,No,0.96257,432,432,0.94465,0.98049
2009,Schleswig-Holstein,Direct migration background,No,0.93304,42,42,0.85652,1.00955
2009,Hamburg,No migration background,No,0.91992,230,230,0.88477,0.95508
2009,Lower Saxony,No migration background,Yes,0.07301,113,1457,0.05965,0.08638
2009,Lower Saxony,No migration background,No,0.92699,1344,1457,0.91362,0.94035
2009,Lower Saxony,Direct migration background,No,0.92779,122,122,0.88167,0.97391
2009,Bremen,No migration background,No,0.92670,108,108,0.87732,0.97609
2009,North Rhine-Westphalia,No migration background,Yes,0.08484,234,2989,0.07485,0.09483
2009,North Rhine-Westphalia,No migration background,No,0.91516,2755,2989,0.90517,0.92515
2009,North Rhine-Westphalia,Direct migration background,No,0.95006,415,415,0.92907,0.97104
2009,North Rhine-Westphalia,Indirect migration background,No,0.98558,193,193,0.96871,1.00244
2009,Hesse,No migration background,Yes,0.08510,69,997,0.06777,0.10243
2009,Hesse,No migration background,No,0.91490,928,997,0.89757,0.93223
2009,Hesse,Direct migration background,No,0.90250,148,148,0.85454,0.95045
2009,Hesse,Indirect migration background,No,0.98831,60,60,0.96087,1.01574
2009,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.07045,60,833,0.05306,0.08784
2009,"Rhineland-Palatinate, Saarland",No migration background,No,0.92955,773,833,0.91216,0.94694
2009,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.95564,126,126,0.91955,0.99173
2009,Baden-Wuerttemberg,No migration background,Yes,0.06286,90,1604,0.05098,0.07474
2009,Baden-Wuerttemberg,No migration background,No,0.93714,1514,1604,0.92526,0.94902
2009,Baden-Wuerttemberg,Direct migration background,No,0.94225,329,329,0.91700,0.96750
2009,Baden-Wuerttemberg,Indirect migration background,No,0.99973,153,153,0.99710,1.00235
2009,Bavaria,No migration background,Yes,0.05094,121,2226,0.04180,0.06007
2009,Bavaria,No migration background,No,0.94906,2105,2226,0.93993,0.95820
2009,Bavaria,Direct migration background,No,0.91393,238,238,0.87822,0.94963
2009,Bavaria,Indirect migration background,No,0.98389,119,119,0.96118,1.00661
2009,Berlin,No migration background,Yes,0.09367,53,611,0.07055,0.11679
2009,Berlin,No migration background,No,0.90633,558,611,0.88321,0.92945
2009,Berlin,Direct migration background,No,0.92021,46,46,0.84103,0.99938
2009,Brandenburg,No migration background,Yes,0.11635,89,764,0.09360,0.13910
2009,Brandenburg,No migration background,No,0.88365,675,764,0.86090,0.90640
2009,Mecklenburg-Western Pomerania,No migration background,Yes,0.08417,33,463,0.05885,0.10949
2009,Mecklenburg-Western Pomerania,No migration background,No,0.91583,430,463,0.89051,0.94115
2009,Saxony,No migration background,Yes,0.08166,107,1336,0.06697,0.09635
2009,Saxony,No migration background,No,0.91834,1229,1336,0.90365,0.93303
2009,Saxony-Anhalt,No migration background,Yes,0.11283,86,751,0.09019,0.13548
2009,Saxony-Anhalt,No migration background,No,0.88717,665,751,0.86452,0.90981
2009,Thuringa,No migration background,Yes,0.07456,71,804,0.05639,0.09273
2009,Thuringa,No migration background,No,0.92544,733,804,0.90727,0.94361
2011,Schleswig-Holstein,No migration background,Yes,0.05241,38,573,0.03415,0.07067
2011,Schleswig-Holstein,No migration background,No,0.94759,535,573,0.92933,0.96585
2011,Schleswig-Holstein,Direct migration background,No,0.98906,62,62,0.96296,1.01516
2011,Hamburg,No migration background,No,0.95506,262,262,0.92993,0.98020
2011,Lower Saxony,No migration background,Yes,0.07911,136,1682,0.06621,0.09201
2011,Lower Saxony,No migration background,No,0.92089,1546,1682,0.90799,0.93379
2011,Lower Saxony,Direct migration background,No,0.93336,161,161,0.89471,0.97200
2011,Lower Saxony,Indirect migration background,No,0.99943,53,53,0.99291,1.00594
2011,Bremen,No migration background,No,0.94976,101,101,0.90694,0.99257
2011,North Rhine-Westphalia,No migration background,Yes,0.08913,285,3349,0.07948,0.09878
2011,North Rhine-Westphalia,No migration background,No,0.91087,3064,3349,0.90122,0.92052
2011,North Rhine-Westphalia,Direct migration background,Yes,0.07121,41,563,0.04995,0.09248
2011,North Rhine-Westphalia,Direct migration background,No,0.92879,522,563,0.90752,0.95005
2011,North Rhine-Westphalia,Indirect migration background,No,0.97644,217,217,0.95622,0.99667
2011,Hesse,No migration background,Yes,0.10071,98,1145,0.08327,0.11815
2011,Hesse,No migration background,No,0.89929,1047,1145,0.88185,0.91673
