year,pgisced97,sampreg,ple0012,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,East,No,0.99234,83,83,0.97347,1.01121
2009,Primary Level,West,No,0.96259,139,139,0.93093,0.99425
2009,Lower Secondary Level,West,Yes,0.10973,150,1525,0.09404,0.12542
2009,Lower Secondary Level,West,No,0.89027,1375,1525,0.87458,0.90596
2009,Lower Secondary Level,East,Yes,0.16157,37,263,0.11700,0.20613
2009,Lower Secondary Level,East,No,0.83843,226,263,0.79387,0.88300
2009,Upper Secondary Level,West,Yes,0.07369,491,6669,0.06742,0.07996
2009,Upper Secondary Level,West,No,0.92631,6178,6669,0.92004,0.93258
2009,Upper Secondary Level,East,Yes,0.09704,236,2394,0.08518,0.10890
2009,Upper Secondary Level,East,No,0.90296,2158,2394,0.89110,0.91482
2009,Post-secondary Non-tertiary Level,West,No,0.96250,815,815,0.94945,0.97555
2009,Post-secondary Non-tertiary Level,East,No,0.98311,148,148,0.96228,1.00394
2009,First Stage of Tertiary Education,West,Yes,0.07626,66,959,0.05945,0.09306
2009,First Stage of Tertiary Education,West,No,0.92374,893,959,0.90694,0.94055
2009,First Stage of Tertiary Education,East,Yes,0.07913,35,372,0.05167,0.10660
2009,First Stage of Tertiary Education,East,No,0.92087,337,372,0.89340,0.94833
2009,Second Stage of Tertiary Education,West,Yes,0.03952,125,2828,0.03233,0.04670
2009,Second Stage of Tertiary Education,West,No,0.96048,2703,2828,0.95330,0.96767
2009,Second Stage of Tertiary Education,East,Yes,0.09078,113,1207,0.07457,0.10700
2009,Second Stage of Tertiary Education,East,No,0.90922,1094,1207,0.89300,0.92543
2011,No answer / don't know,West,No,0.99027,260,260,0.97831,1.00222
2011,No answer / don't know,East,No,0.98626,50,50,0.95366,1.01886
2011,Primary Level,West,No,0.87240,180,180,0.82352,0.92128
2011,Lower Secondary Level,West,Yes,0.11746,191,1869,0.10286,0.13206
2011,Lower Secondary Level,West,No,0.88254,1678,1869,0.86794,0.89714
2011,Lower Secondary Level,East,Yes,0.18024,48,297,0.13645,0.22403
2011,Lower Secondary Level,East,No,0.81976,249,297,0.77597,0.86355
2011,Upper Secondary Level,West,Yes,0.08557,638,7862,0.07939,0.09176
2011,Upper Secondary Level,West,No,0.91443,7224,7862,0.90824,0.92061
2011,Upper Secondary Level,East,Yes,0.11709,289,2628,0.10479,0.12938
2011,Upper Secondary Level,East,No,0.88291,2339,2628,0.87062,0.89521
2011,Post-secondary Non-tertiary Level,West,Yes,0.03565,38,1023,0.02428,0.04701
2011,Post-secondary Non-tertiary Level,West,No,0.96435,985,1023,0.95299,0.97572
2011,Post-secondary Non-tertiary Level,East,No,0.98943,174,174,0.97419,1.00467
2011,First Stage of Tertiary Education,West,Yes,0.07999,77,1044,0.06353,0.09645
2011,First Stage of Tertiary Education,West,No,0.92001,967,1044,0.90355,0.93647
2011,First Stage of Tertiary Education,East,Yes,0.10165,47,401,0.07204,0.13127
2011,First Stage of Tertiary Education,East,No,0.89835,354,401,0.86873,0.92796
2011,Second Stage of Tertiary Education,West,Yes,0.04305,161,3300,0.03612,0.04997
2011,Second Stage of Tertiary Education,West,No,0.95695,3139,3300,0.95003,0.96388
2011,Second Stage of Tertiary Education,East,Yes,0.09604,137,1288,0.07994,0.11214
2011,Second Stage of Tertiary Education,East,No,0.90396,1151,1288,0.88786,0.92006
2013,No answer / don't know,West,No,0.96965,228,228,0.94733,0.99197
2013,No answer / don't know,East,No,0.96107,37,37,0.89789,1.02426
2013,Primary Level,West,No,0.87610,145,145,0.82228,0.92991
2013,Lower Secondary Level,West,Yes,0.12524,185,1605,0.10904,0.14143
2013,Lower Secondary Level,West,No,0.87476,1420,1605,0.85857,0.89096
2013,Lower Secondary Level,East,Yes,0.14812,36,246,0.10364,0.19260
2013,Lower Secondary Level,East,No,0.85188,210,246,0.80740,0.89636
2013,Upper Secondary Level,West,Yes,0.09197,626,7051,0.08523,0.09872
2013,Upper Secondary Level,West,No,0.90803,6425,7051,0.90128,0.91477
2013,Upper Secondary Level,East,Yes,0.13333,311,2356,0.11960,0.14706
2013,Upper Secondary Level,East,No,0.86667,2045,2356,0.85294,0.88040
2013,Post-secondary Non-tertiary Level,West,Yes,0.04753,43,926,0.03381,0.06124
2013,Post-secondary Non-tertiary Level,West,No,0.95247,883,926,0.93876,0.96619
2013,Post-secondary Non-tertiary Level,East,No,0.97776,165,165,0.95520,1.00033
2013,First Stage of Tertiary Education,West,Yes,0.08444,79,951,0.06676,0.10212
2013,First Stage of Tertiary Education,West,No,0.91556,872,951,0.89788,0.93324
2013,First Stage of Tertiary Education,East,Yes,0.11939,49,372,0.08639,0.15238
2013,First Stage of Tertiary Education,East,No,0.88061,323,372,0.84762,0.91361
2013,Second Stage of Tertiary Education,West,Yes,0.05520,186,3260,0.04736,0.06304
2013,Second Stage of Tertiary Education,West,No,0.94480,3074,3260,0.93696,0.95264
2013,Second Stage of Tertiary Education,East,Yes,0.10816,143,1206,0.09062,0.12570
2013,Second Stage of Tertiary Education,East,No,0.89184,1063,1206,0.87430,0.90938
2015,No answer / don't know,West,No,0.98622,518,518,0.97617,0.99627
2015,No answer / don't know,East,No,0.98722,83,83,0.96290,1.01153
2015,Primary Level,West,Yes,0.11658,31,361,0.08342,0.14973
2015,Primary Level,West,No,0.88342,330,361,0.85027,0.91658
2015,Primary Level,East,No,0.90862,42,42,0.82042,0.99682
2015,Lower Secondary Level,West,Yes,0.09712,181,2333,0.08510,0.10914
2015,Lower Secondary Level,West,No,0.90288,2152,2333,0.89086,0.91490
2015,Lower Secondary Level,East,Yes,0.16969,44,340,0.12973,0.20965
2015,Lower Secondary Level,East,No,0.83031,296,340,0.79035,0.87027
2015,Upper Secondary Level,West,Yes,0.08639,677,8960,0.08057,0.09221
2015,Upper Secondary Level,West,No,0.91361,8283,8960,0.90779,0.91943
2015,Upper Secondary Level,East,Yes,0.12027,293,2689,0.10797,0.13256
2015,Upper Secondary Level,East,No,0.87973,2396,2689,0.86744,0.89203
2015,Post-secondary Non-tertiary Level,West,Yes,0.04379,77,1677,0.03399,0.05359
2015,Post-secondary Non-tertiary Level,West,No,0.95621,1600,1677,0.94641,0.96601
2015,Post-secondary Non-tertiary Level,East,No,0.96121,264,264,0.93787,0.98455
2015,First Stage of Tertiary Education,West,Yes,0.09423,90,1123,0.07714,0.11133
2015,First Stage of Tertiary Education,West,No,0.90577,1033,1123,0.88867,0.92286
2015,First Stage of Tertiary Education,East,Yes,0.12082,48,397,0.08872,0.15292
2015,First Stage of Tertiary Education,East,No,0.87918,349,397,0.84708,0.91128
2015,Second Stage of Tertiary Education,West,Yes,0.05874,209,4507,0.05187,0.06560
2015,Second Stage of Tertiary Education,West,No,0.94126,4298,4507,0.93440,0.94813
2015,Second Stage of Tertiary Education,East,Yes,0.10523,149,1366,0.08895,0.12151
2015,Second Stage of Tertiary Education,East,No,0.89477,1217,1366,0.87849,0.91105
2017,No answer / don't know,West,No,0.97946,504,504,0.96706,0.99185
2017,No answer / don't know,East,No,0.98717,92,92,0.96404,1.01029
2017,Pre-primary Level,West,No,0.99225,344,344,0.98297,1.00153
2017,Primary Level,West,Yes,0.10870,39,402,0.07824,0.13917
2017,Primary Level,West,No,0.89130,363,402,0.86083,0.92176
2017,Primary Level,East,No,0.90917,42,42,0.82121,0.99713
2017,Lower Secondary Level,West,Yes,0.11310,208,2369,0.10034,0.12586
2017,Lower Secondary Level,West,No,0.88690,2161,2369,0.87414,0.89966
2017,Lower Secondary Level,East,Yes,0.15307,49,376,0.11663,0.18952
2017,Lower Secondary Level,East,No,0.84693,327,376,0.81048,0.88337
2017,Upper Secondary Level,West,Yes,0.08736,688,9227,0.08160,0.09312
2017,Upper Secondary Level,West,No,0.91264,8539,9227,0.90688,0.91840
2017,Upper Secondary Level,East,Yes,0.12548,318,2846,0.11331,0.13765
2017,Upper Secondary Level,East,No,0.87452,2528,2846,0.86235,0.88669
2017,Post-secondary Non-tertiary Level,West,Yes,0.06665,89,1883,0.05538,0.07792
2017,Post-secondary Non-tertiary Level,West,No,0.93335,1794,1883,0.92208,0.94462
2017,Post-secondary Non-tertiary Level,East,No,0.97854,318,318,0.96259,0.99449
2017,First Stage of Tertiary Education,West,Yes,0.06777,81,1131,0.05312,0.08243
2017,First Stage of Tertiary Education,West,No,0.93223,1050,1131,0.91757,0.94688
2017,First Stage of Tertiary Education,East,Yes,0.11316,50,396,0.08192,0.14440
2017,First Stage of Tertiary Education,East,No,0.88684,346,396,0.85560,0.91808
2017,Second Stage of Tertiary Education,West,Yes,0.05736,235,5082,0.05097,0.06376
2017,Second Stage of Tertiary Education,West,No,0.94264,4847,5082,0.93624,0.94903
2017,Second Stage of Tertiary Education,East,Yes,0.09261,145,1433,0.07759,0.10762
2017,Second Stage of Tertiary Education,East,No,0.90739,1288,1433,0.89238,0.92241
2019,No answer / don't know,West,No,0.96125,439,439,0.94318,0.97933
2019,No answer / don't know,East,No,0.98527,113,113,0.96295,1.00758
2019,Pre-primary Level,West,No,0.99550,276,276,0.98759,1.00341
2019,Pre-primary Level,East,No,0.98957,52,52,0.96169,1.01745
2019,Primary Level,West,Yes,0.14183,45,343,0.10485,0.17880
2019,Primary Level,West,No,0.85817,298,343,0.82120,0.89515
2019,Primary Level,East,No,0.92575,41,41,0.84451,1.00700
2019,Lower Secondary Level,West,Yes,0.11681,183,2045,0.10288,0.13073
2019,Lower Secondary Level,West,No,0.88319,1862,2045,0.86927,0.89712
2019,Lower Secondary Level,East,Yes,0.14406,38,375,0.10847,0.17965
2019,Lower Secondary Level,East,No,0.85594,337,375,0.82035,0.89153
2019,Upper Secondary Level,West,Yes,0.09155,689,8510,0.08543,0.09768
2019,Upper Secondary Level,West,No,0.90845,7821,8510,0.90232,0.91457
2019,Upper Secondary Level,East,Yes,0.12743,296,2612,0.11464,0.14022
2019,Upper Secondary Level,East,No,0.87257,2316,2612,0.85978,0.88536
2019,Post-secondary Non-tertiary Level,West,Yes,0.05603,86,1845,0.04553,0.06653
2019,Post-secondary Non-tertiary Level,West,No,0.94397,1759,1845,0.93347,0.95447
2019,Post-secondary Non-tertiary Level,East,No,0.97275,310,310,0.95460,0.99091
2019,First Stage of Tertiary Education,West,Yes,0.06681,81,1217,0.05277,0.08084
2019,First Stage of Tertiary Education,West,No,0.93319,1136,1217,0.91916,0.94723
2019,First Stage of Tertiary Education,East,Yes,0.10407,45,438,0.07544,0.13270
2019,First Stage of Tertiary Education,East,No,0.89593,393,438,0.86730,0.92456
2019,Second Stage of Tertiary Education,West,Yes,0.05669,274,5404,0.05052,0.06285
2019,Second Stage of Tertiary Education,West,No,0.94331,5130,5404,0.93715,0.94948
2019,Second Stage of Tertiary Education,East,Yes,0.08160,150,1586,0.06812,0.09508
2019,Second Stage of Tertiary Education,East,No,0.91840,1436,1586,0.90492,0.93188
2021,No answer / don't know,West,Yes,0.05561,39,673,0.03828,0.07293
2021,No answer / don't know,West,No,0.94439,634,673,0.92707,0.96172
2021,No answer / don't know,East,No,0.99947,113,113,0.99521,1.00373
2021,Primary Level,West,Yes,0.06653,72,808,0.04933,0.08372
