year,pgisced97,ple0012,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,No,0.99875,327,327,0.99493,1.00258
2009,Primary Level,No,0.96216,153,153,0.93182,0.99249
2009,Lower Secondary Level,Yes,0.11539,187,1788,0.10057,0.13020
2009,Lower Secondary Level,No,0.88461,1601,1788,0.86980,0.89943
2009,Upper Secondary Level,Yes,0.07833,727,9063,0.07280,0.08387
2009,Upper Secondary Level,No,0.92167,8336,9063,0.91613,0.92720
2009,Post-secondary Non-tertiary Level,Yes,0.03512,32,995,0.02368,0.04657
2009,Post-secondary Non-tertiary Level,No,0.96488,963,995,0.95343,0.97632
2009,First Stage of Tertiary Education,Yes,0.07689,101,1331,0.06258,0.09121
2009,First Stage of Tertiary Education,No,0.92311,1230,1331,0.90879,0.93742
2009,Second Stage of Tertiary Education,Yes,0.05116,238,4035,0.04436,0.05796
2009,Second Stage of Tertiary Education,No,0.94884,3797,4035,0.94204,0.95564
2011,No answer / don't know,No,0.98986,310,310,0.97869,1.00103
2011,Primary Level,No,0.88066,206,206,0.83628,0.92504
2011,Lower Secondary Level,Yes,0.12443,239,2166,0.11053,0.13834
2011,Lower Secondary Level,No,0.87557,1927,2166,0.86166,0.88947
2011,Upper Secondary Level,Yes,0.09182,927,10490,0.08630,0.09735
2011,Upper Secondary Level,No,0.90818,9563,10490,0.90265,0.91370
2011,Post-secondary Non-tertiary Level,Yes,0.03279,41,1200,0.02271,0.04287
2011,Post-secondary Non-tertiary Level,No,0.96721,1159,1200,0.95713,0.97729
2011,First Stage of Tertiary Education,Yes,0.08488,124,1445,0.07051,0.09926
2011,First Stage of Tertiary Education,No,0.91512,1321,1445,0.90074,0.92949
2011,Second Stage of Tertiary Education,Yes,0.05440,298,4588,0.04783,0.06096
2011,Second Stage of Tertiary Education,No,0.94560,4290,4588,0.93904,0.95217
2013,No answer / don't know,No,0.96891,265,265,0.94797,0.98985
2013,Primary Level,No,0.88708,174,174,0.83992,0.93424
2013,Lower Secondary Level,Yes,0.12782,221,1851,0.11260,0.14303
2013,Lower Secondary Level,No,0.87218,1630,1851,0.85697,0.88740
2013,Upper Secondary Level,Yes,0.10057,937,9407,0.09449,0.10665
2013,Upper Secondary Level,No,0.89943,8470,9407,0.89335,0.90551
2013,Post-secondary Non-tertiary Level,Yes,0.04440,48,1096,0.03220,0.05660
2013,Post-secondary Non-tertiary Level,No,0.95560,1048,1096,0.94340,0.96780
2013,First Stage of Tertiary Education,Yes,0.09294,128,1323,0.07729,0.10860
2013,First Stage of Tertiary Education,No,0.90706,1195,1323,0.89140,0.92271
2013,Second Stage of Tertiary Education,Yes,0.06645,329,4466,0.05914,0.07376
2013,Second Stage of Tertiary Education,No,0.93355,4137,4466,0.92624,0.94086
2015,No answer / don't know,No,0.98631,601,601,0.97701,0.99561
2015,Primary Level,Yes,0.11401,37,409,0.08317,0.14485
2015,Primary Level,No,0.88599,372,409,0.85515,0.91683
2015,Lower Secondary Level,Yes,0.10526,225,2673,0.09362,0.11690
2015,Lower Secondary Level,No,0.89474,2448,2673,0.88310,0.90638
2015,Upper Secondary Level,Yes,0.09310,970,11649,0.08783,0.09838
2015,Upper Secondary Level,No,0.90690,10679,11649,0.90162,0.91217
2015,Post-secondary Non-tertiary Level,Yes,0.04322,88,1952,0.03420,0.05224
2015,Post-secondary Non-tertiary Level,No,0.95678,1864,1952,0.94776,0.96580
2015,First Stage of Tertiary Education,Yes,0.10053,138,1520,0.08541,0.11566
2015,First Stage of Tertiary Education,No,0.89947,1382,1520,0.88434,0.91459
2015,Second Stage of Tertiary Education,Yes,0.06754,358,5873,0.06112,0.07396
2015,Second Stage of Tertiary Education,No,0.93246,5515,5873,0.92604,0.93888
2017,No answer / don't know,No,0.98039,596,596,0.96924,0.99153
2017,Pre-primary Level,No,0.99338,410,410,0.98552,1.00124
2017,Primary Level,Yes,0.10701,48,453,0.07851,0.13551
2017,Primary Level,No,0.89299,405,453,0.86449,0.92149
2017,Lower Secondary Level,Yes,0.11738,257,2745,0.10534,0.12942
2017,Lower Secondary Level,No,0.88262,2488,2745,0.87058,0.89466
2017,Upper Secondary Level,Yes,0.09467,1006,12073,0.08945,0.09990
2017,Upper Secondary Level,No,0.90533,11067,12073,0.90010,0.91055
2017,Post-secondary Non-tertiary Level,Yes,0.06111,99,2211,0.05113,0.07110
2017,Post-secondary Non-tertiary Level,No,0.93889,2112,2211,0.92890,0.94887
2017,First Stage of Tertiary Education,Yes,0.07815,131,1527,0.06468,0.09161
2017,First Stage of Tertiary Education,No,0.92185,1396,1527,0.90839,0.93532
2017,Second Stage of Tertiary Education,Yes,0.06368,380,6515,0.05775,0.06961
2017,Second Stage of Tertiary Education,No,0.93632,6135,6515,0.93039,0.94225
2019,No answer / don't know,No,0.96488,552,552,0.94951,0.98025
2019,Pre-primary Level,No,0.99443,328,328,0.98637,1.00250
2019,Primary Level,Yes,0.13586,50,390,0.10181,0.16991
2019,Primary Level,No,0.86414,340,390,0.83009,0.89819
2019,Lower Secondary Level,Yes,0.11970,222,2424,0.10678,0.13263
2019,Lower Secondary Level,No,0.88030,2202,2424,0.86737,0.89322
2019,Upper Secondary Level,Yes,0.09831,986,11150,0.09279,0.10384
2019,Upper Secondary Level,No,0.90169,10164,11150,0.89616,0.90721
2019,Post-secondary Non-tertiary Level,Yes,0.05255,97,2174,0.04317,0.06194
2019,Post-secondary Non-tertiary Level,No,0.94745,2077,2174,0.93806,0.95683
2019,First Stage of Tertiary Education,Yes,0.07552,126,1657,0.06280,0.08825
2019,First Stage of Tertiary Education,No,0.92448,1531,1657,0.91175,0.93720
2019,Second Stage of Tertiary Education,Yes,0.06089,424,7023,0.05530,0.06648
2019,Second Stage of Tertiary Education,No,0.93911,6599,7023,0.93352,0.94470
2021,No answer / don't know,Yes,0.04869,41,788,0.03365,0.06372
2021,No answer / don't know,No,0.95131,747,788,0.93628,0.96635
2021,Primary Level,Yes,0.06096,80,927,0.04555,0.07637
2021,Primary Level,No,0.93904,847,927,0.92363,0.95445
2021,Lower Secondary Level,Yes,0.13152,168,1744,0.11565,0.14739
2021,Lower Secondary Level,No,0.86848,1576,1744,0.85261,0.88435
2021,Upper Secondary Level,Yes,0.10064,676,7297,0.09374,0.10754
2021,Upper Secondary Level,No,0.89936,6621,7297,0.89246,0.90626
2021,Post-secondary Non-tertiary Level,Yes,0.03972,76,1589,0.03011,0.04932
2021,Post-secondary Non-tertiary Level,No,0.96028,1513,1589,0.95068,0.96989
2021,First Stage of Tertiary Education,Yes,0.09090,94,992,0.07300,0.10880
2021,First Stage of Tertiary Education,No,0.90910,898,992,0.89120,0.92700
2021,Second Stage of Tertiary Education,Yes,0.05345,333,5635,0.04757,0.05932
2021,Second Stage of Tertiary Education,No,0.94655,5302,5635,0.94068,0.95243
