year,quintil_oecd,ple0012,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,Yes,0.08947,270,2868,0.07902,0.09992
2009,1st Quintile,No,0.91053,2598,2868,0.90008,0.92098
2009,2nd Quintile,Yes,0.09541,320,3162,0.08517,0.10565
2009,2nd Quintile,No,0.90459,2842,3162,0.89435,0.91483
2009,3rd Quintile,Yes,0.06981,239,3407,0.06125,0.07837
2009,3rd Quintile,No,0.93019,3168,3407,0.92163,0.93875
2009,4th Quintile,Yes,0.06126,242,3770,0.05360,0.06892
2009,4th Quintile,No,0.93874,3528,3770,0.93108,0.94640
2009,5th Quintile,Yes,0.04612,227,4806,0.04019,0.05205
2009,5th Quintile,No,0.95388,4579,4806,0.94795,0.95981
2011,1st Quintile,Yes,0.12901,266,2493,0.11585,0.14217
2011,1st Quintile,No,0.87099,2227,2493,0.85783,0.88415
2011,2nd Quintile,Yes,0.11451,296,2727,0.10256,0.12647
2011,2nd Quintile,No,0.88549,2431,2727,0.87353,0.89744
2011,3rd Quintile,Yes,0.08288,247,3064,0.07311,0.09264
2011,3rd Quintile,No,0.91712,2817,3064,0.90736,0.92689
2011,4th Quintile,Yes,0.06114,211,3289,0.05295,0.06933
2011,4th Quintile,No,0.93886,3078,3289,0.93067,0.94705
2011,5th Quintile,Yes,0.05789,225,4089,0.05073,0.06505
2011,5th Quintile,No,0.94211,3864,4089,0.93495,0.94927
2013,1st Quintile,Yes,0.12186,355,3100,0.11034,0.13338
2013,1st Quintile,No,0.87814,2745,3100,0.86662,0.88966
2013,2nd Quintile,Yes,0.12657,419,3441,0.11546,0.13768
2013,2nd Quintile,No,0.87343,3022,3441,0.86232,0.88454
2013,3rd Quintile,Yes,0.09390,343,3604,0.08438,0.10343
2013,3rd Quintile,No,0.90610,3261,3604,0.89657,0.91562
2013,4th Quintile,Yes,0.07222,292,3917,0.06411,0.08033
2013,4th Quintile,No,0.92778,3625,3917,0.91967,0.93589
2013,5th Quintile,Yes,0.05453,277,4800,0.04811,0.06096
2013,5th Quintile,No,0.94547,4523,4800,0.93904,0.95189
2015,1st Quintile,Yes,0.11394,459,5082,0.10520,0.12268
2015,1st Quintile,No,0.88606,4623,5082,0.87732,0.89480
2015,2nd Quintile,Yes,0.10540,474,5249,0.09709,0.11371
2015,2nd Quintile,No,0.89460,4775,5249,0.88629,0.90291
2015,3rd Quintile,Yes,0.08343,356,4842,0.07564,0.09122
2015,3rd Quintile,No,0.91657,4486,4842,0.90878,0.92436
2015,4th Quintile,Yes,0.06618,278,4755,0.05911,0.07324
2015,4th Quintile,No,0.93382,4477,4755,0.92676,0.94089
2015,5th Quintile,Yes,0.05459,262,5108,0.04836,0.06082
2015,5th Quintile,No,0.94541,4846,5108,0.93918,0.95164
2017,1st Quintile,Yes,0.10766,416,4717,0.09882,0.11651
2017,1st Quintile,No,0.89234,4301,4717,0.88349,0.90118
2017,2nd Quintile,Yes,0.12333,452,4793,0.11402,0.13264
2017,2nd Quintile,No,0.87667,4341,4793,0.86736,0.88598
2017,3rd Quintile,Yes,0.09538,350,4414,0.08672,0.10405
2017,3rd Quintile,No,0.90462,4064,4414,0.89595,0.91328
2017,4th Quintile,Yes,0.06481,243,4358,0.05750,0.07212
2017,4th Quintile,No,0.93519,4115,4358,0.92788,0.94250
2017,5th Quintile,Yes,0.05247,233,4554,0.04600,0.05895
2017,5th Quintile,No,0.94753,4321,4554,0.94105,0.95400
2019,1st Quintile,Yes,0.11638,444,4445,0.10695,0.12581
2019,1st Quintile,No,0.88362,4001,4445,0.87419,0.89305
2019,2nd Quintile,Yes,0.10073,438,4769,0.09219,0.10928
2019,2nd Quintile,No,0.89927,4331,4769,0.89072,0.90781
2019,3rd Quintile,Yes,0.09476,352,4422,0.08613,0.10340
2019,3rd Quintile,No,0.90524,4070,4422,0.89660,0.91387
2019,4th Quintile,Yes,0.06535,267,4273,0.05794,0.07276
2019,4th Quintile,No,0.93465,4006,4273,0.92724,0.94206
2019,5th Quintile,Yes,0.05721,279,4818,0.05065,0.06377
2019,5th Quintile,No,0.94279,4539,4818,0.93623,0.94935
2021,1st Quintile,Yes,0.11585,458,4772,0.10677,0.12493
2021,1st Quintile,No,0.88415,4314,4772,0.87507,0.89323
2021,2nd Quintile,Yes,0.09660,314,3528,0.08685,0.10635
2021,2nd Quintile,No,0.90340,3214,3528,0.89365,0.91315
2021,3rd Quintile,Yes,0.08471,238,3124,0.07494,0.09448
2021,3rd Quintile,No,0.91529,2886,3124,0.90552,0.92506
2021,4th Quintile,Yes,0.06361,210,3182,0.05513,0.07209
2021,4th Quintile,No,0.93639,2972,3182,0.92791,0.94487
2021,5th Quintile,Yes,0.05535,233,4254,0.04848,0.06222
2021,5th Quintile,No,0.94465,4021,4254,0.93778,0.95152
