year,ple0012,age_gr,quintil_oecd,proportion,n,lower_confidence,upper_confidence
2009,Yes,66 and older,3rd Quintile,0.162557781201849,21983,0.15768031915565553,0.16743524324804246
2009,Yes,66 and older,2nd Quintile,0.1517719568567026,21983,0.14702883074996653,0.1565150829634387
2009,Yes,46-65 y.,5th Quintile,0.10400616332819723,21983,0.09997068851982127,0.10804163813657319
2009,Yes,66 and older,4th Quintile,0.10323574730354391,21983,0.0992135183464826,0.10725797626060524
2009,Yes,66 and older,5th Quintile,0.09322033898305085,21983,0.08937691040075951,0.09706376756534218
2009,Yes,46-65 y.,4th Quintile,0.08089368258859785,21983,0.07728911834485713,0.08449824683233856
2009,Yes,66 and older,1st Quintile,0.06856702619414484,21983,0.06522626022774405,0.07190779216054563
2009,Yes,46-65 y.,3rd Quintile,0.06317411402157165,21983,0.0599581468073702,0.0663900812357731
2009,Yes,46-65 y.,2nd Quintile,0.04930662557781202,21983,0.04644452121434221,0.05216872994128183
2009,Yes,46-65 y.,1st Quintile,0.04930662557781202,21983,0.04644452121434221,0.05216872994128183
2009,Yes,30-45 y.,4th Quintile,0.015408320493066256,21983,0.013780080852640684,0.017036560133491828
2009,Yes,30-45 y.,3rd Quintile,0.01386748844375963,21983,0.01232159649143865,0.01541338039608061
2009,Yes,30-45 y.,2nd Quintile,0.013097072419106317,21983,0.011594148748546949,0.014599996089665685
2009,Yes,30-45 y.,5th Quintile,0.011556240369799691,21983,0.010143387764947512,0.012969092974651871
2009,Yes,30-45 y.,1st Quintile,0.01078582434514638,21983,0.009420347221474713,0.012151301468818047
2009,Yes,18-29 y.,2nd Quintile,0.004622496147919877,21983,0.0037258010801240445,0.00551919121571571
2009,Yes,18-29 y.,3rd Quintile,0.0030816640986132513,21983,0.0023489491823841155,0.003814379014842387
2009,Yes,18-29 y.,5th Quintile,0.0007704160246533128,21983,0.00040363413219121906,0.0011371979171154066
2009,Yes,18-29 y.,1st Quintile,0.0007704160246533128,21983,0.00040363413219121906,0.0011371979171154066
2009,No,46-65 y.,5th Quintile,0.14599282296650717,21983,0.14132505665990816,0.1506605892731062
2009,No,46-65 y.,4th Quintile,0.08827751196172248,21983,0.08452718642509126,0.0920278374983537
2009,No,30-45 y.,5th Quintile,0.07900717703349282,21983,0.07544123740236555,0.08257311666462008
2009,No,30-45 y.,4th Quintile,0.07446172248803828,21983,0.0709913481531438,0.07793209682293277
2009,No,30-45 y.,3rd Quintile,0.05909090909090909,21983,0.05597383762578802,0.06220798055603016
2009,No,46-65 y.,3rd Quintile,0.05562200956937799,21983,0.052592245174280926,0.05865177396447505
2009,No,66 and older,3rd Quintile,0.05149521531100478,21983,0.04857364869316039,0.054416781928849176
2009,No,66 and older,5th Quintile,0.05101674641148325,21983,0.04810805100709046,0.053925441815876045
2009,No,66 and older,4th Quintile,0.043002392344497604,21983,0.04032066681694934,0.04568411787204587
2009,No,18-29 y.,4th Quintile,0.042165071770334926,21983,0.03950842173249105,0.044821721808178804
2009,No,66 and older,2nd Quintile,0.04013157894736842,21983,0.03753703180039546,0.042726126094341385
2009,No,30-45 y.,2nd Quintile,0.03923444976076555,21983,0.036667868105998716,0.04180103141553239
2009,No,18-29 y.,5th Quintile,0.03588516746411483,21983,0.03342630372629117,0.038344031201938494
2009,No,18-29 y.,3rd Quintile,0.0354066985645933,21983,0.03296367627698368,0.03784972085220292
2009,No,46-65 y.,2nd Quintile,0.03409090909090909,21983,0.03169207611957639,0.03648974206224179
2009,No,18-29 y.,1st Quintile,0.030801435406698566,21983,0.02851739148785302,0.033085479325544113
2009,No,46-65 y.,1st Quintile,0.027392344497607655,21983,0.025234619784716125,0.029550069210499186
2009,No,18-29 y.,2nd Quintile,0.02577751196172249,21983,0.023682617420818373,0.027872406502626606
2009,No,30-45 y.,1st Quintile,0.02284688995215311,21983,0.020871706467499272,0.024822073436806945
2009,No,66 and older,1st Quintile,0.018301435406698565,21983,0.016529514852016734,0.020073355961380396
2011,Yes,66 and older,3rd Quintile,0.1646586345381526,41903,0.16110757657184624,0.16820969250445897
2011,Yes,66 and older,2nd Quintile,0.13092369477911647,41903,0.1276939247953711,0.13415346476286186
2011,Yes,46-65 y.,5th Quintile,0.1140562248995984,41903,0.11101256522851516,0.11709988457068163
2011,Yes,66 and older,4th Quintile,0.11004016064257029,41903,0.1070437983352306,0.11303652294990997
2011,Yes,66 and older,5th Quintile,0.10200803212851406,41903,0.09911010858162048,0.10490595567540764
2011,Yes,46-65 y.,4th Quintile,0.09076305220883533,41903,0.08801245754177933,0.09351364687589134
2011,Yes,46-65 y.,3rd Quintile,0.0714859437751004,41903,0.06901912024794107,0.07395276730225972
2011,Yes,66 and older,1st Quintile,0.05783132530120482,41903,0.05559631558363,0.06006633501877964
2011,Yes,46-65 y.,1st Quintile,0.04819277108433735,41903,0.046142086050813054,0.05024345611786165
2011,Yes,46-65 y.,2nd Quintile,0.04176706827309237,41903,0.039851551076976695,0.04368258546920805
2011,Yes,30-45 y.,5th Quintile,0.015261044176706828,41903,0.014087265550449223,0.016434822802964433
2011,Yes,30-45 y.,4th Quintile,0.014457831325301205,41903,0.013314893264369817,0.015600769386232593
2011,Yes,30-45 y.,3rd Quintile,0.012048192771084338,41903,0.011003563125078846,0.01309282241708983
2011,Yes,30-45 y.,2nd Quintile,0.007228915662650603,41903,0.006417777842031436,0.008040053483269768
2011,Yes,30-45 y.,1st Quintile,0.00642570281124498,41903,0.005660645438437914,0.007190760184052046
2011,Yes,18-29 y.,3rd Quintile,0.004016064257028112,41903,0.003410500316706277,0.004621628197349947
2011,Yes,18-29 y.,4th Quintile,0.00321285140562249,41903,0.0026710001951797714,0.0037547026160652088
2011,Yes,18-29 y.,1st Quintile,0.0024096385542168677,41903,0.0019401926149475042,0.002879084493486231
2011,Yes,18-29 y.,2nd Quintile,0.001606425702811245,41903,0.0012229704215425247,0.0019898809840799654
2011,Yes,18-29 y.,5th Quintile,0.001606425702811245,41903,0.0012229704215425247,0.0019898809840799654
2011,No,46-65 y.,5th Quintile,0.16395034329703864,41903,0.16040542920798,0.16749525738609727
2011,No,46-65 y.,4th Quintile,0.09702475899854358,41903,0.09419067498431144,0.09985884301277573
2011,No,30-45 y.,5th Quintile,0.07760593661141549,41903,0.07504417192413088,0.0801677012987001
2011,No,30-45 y.,4th Quintile,0.07386087800818365,41903,0.07135662121291057,0.07636513480345673
2011,No,66 and older,5th Quintile,0.05832582009848117,41903,0.05608186443840936,0.06056977575855298
2011,No,46-65 y.,3rd Quintile,0.05700811429364033,41903,0.054788099703878004,0.05922812888340266
2011,No,66 and older,3rd Quintile,0.0522227616339552,41903,0.05009258033646448,0.05435294293144592
2011,No,30-45 y.,3rd Quintile,0.051529232262986335,41903,0.04941246883233453,0.05364599569363814
2011,No,66 and older,4th Quintile,0.04820029128233581,41903,0.0461494543582398,0.050251128206431815
2011,No,18-29 y.,4th Quintile,0.042443997503294265,41903,0.04051370224181935,0.04437429276476918
2011,No,66 and older,2nd Quintile,0.03946182120812816,41903,0.03759767749316662,0.0413259649230897
2011,No,18-29 y.,5th Quintile,0.03627158610167141,41903,0.03448141674737762,0.0380617554559652
2011,No,46-65 y.,2nd Quintile,0.03273458630973022,41903,0.031030821002038127,0.03443835161742231
2011,No,18-29 y.,3rd Quintile,0.031139468756501837,41903,0.029476363467794937,0.03280257404520874
2011,No,30-45 y.,2nd Quintile,0.03044593938553298,41903,0.028800870012880803,0.03209100875818515
2011,No,46-65 y.,1st Quintile,0.025036410291975866,41903,0.023540471784983183,0.02653234879896855
2011,No,18-29 y.,2nd Quintile,0.02427352798391012,41903,0.022799980931421132,0.025747075036399107
2011,No,18-29 y.,1st Quintile,0.02323323392745683,41903,0.02179084034054812,0.02467562751436554
2011,No,30-45 y.,1st Quintile,0.018725293016159234,41903,0.017427387355865777,0.02002319867645269
2011,No,66 and older,1st Quintile,0.01650599902905888,41903,0.01528605395400011,0.01772594410411765
2013,Yes,66 and older,3rd Quintile,0.17368109069353882,44486,0.17016067047099,0.17720151091608763
2013,Yes,66 and older,4th Quintile,0.13870776526378187,44486,0.135495805872516,0.14191972465504774
2013,Yes,46-65 y.,5th Quintile,0.12092471843509188,44486,0.11789491140300655,0.12395452546717721
2013,Yes,66 and older,2nd Quintile,0.1114404267931239,44486,0.10851621347281623,0.11436464011343156
2013,Yes,66 and older,5th Quintile,0.1001778304682869,44486,0.0973878025560727,0.10296785838050111
2013,Yes,46-65 y.,4th Quintile,0.09662122110254891,44486,0.09387575809925292,0.0993666841058449
2013,Yes,46-65 y.,3rd Quintile,0.06698280972139893,44486,0.06465969372233576,0.0693059257204621
2013,Yes,46-65 y.,2nd Quintile,0.04979253112033195,44486,0.0477712081366511,0.05181385410401279
2013,Yes,46-65 y.,1st Quintile,0.04682868998221695,44486,0.04486539354775861,0.048791986416675294
2013,Yes,66 and older,1st Quintile,0.04386484884410195,44486,0.041961745582479594,0.04576795210572431
2013,Yes,30-45 y.,5th Quintile,0.011262596324836989,44486,0.01028196867689177,0.012243223972782206
2013,Yes,30-45 y.,1st Quintile,0.00948429164196799,44486,0.008583597109802256,0.010384986174133724
