year,migback,sex,ple0012,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,male,Yes,0.08099,642,7498,0.07481,0.08716
2009,No migration background,male,No,0.91901,6856,7498,0.91284,0.92519
2009,No migration background,female,Yes,0.07018,529,8152,0.06463,0.07573
2009,No migration background,female,No,0.92982,7623,8152,0.92427,0.93537
2009,Direct migration background,male,Yes,0.06923,60,760,0.05117,0.08729
2009,Direct migration background,male,No,0.93077,700,760,0.91271,0.94883
2009,Direct migration background,female,Yes,0.06839,60,899,0.05188,0.08490
2009,Direct migration background,female,No,0.93161,839,899,0.91510,0.94812
2009,Indirect migration background,male,No,0.98083,337,337,0.96617,0.99549
2009,Indirect migration background,female,No,0.98754,365,365,0.97614,0.99893
2011,No migration background,male,Yes,0.09077,823,8519,0.08467,0.09687
2011,No migration background,male,No,0.90923,7696,8519,0.90313,0.91533
2011,No migration background,female,Yes,0.07824,661,9414,0.07282,0.08367
2011,No migration background,female,No,0.92176,8753,9414,0.91633,0.92718
2011,Direct migration background,male,Yes,0.08682,80,892,0.06833,0.10531
2011,Direct migration background,male,No,0.91318,812,892,0.89469,0.93167
2011,Direct migration background,female,Yes,0.08608,80,1124,0.06967,0.10248
2011,Direct migration background,female,No,0.91392,1044,1124,0.89752,0.93033
2011,Indirect migration background,male,No,0.97244,373,373,0.95581,0.98908
2011,Indirect migration background,female,No,0.97966,411,411,0.96599,0.99332
2013,No migration background,male,Yes,0.09892,842,7745,0.09227,0.10557
2013,No migration background,male,No,0.90108,6903,7745,0.89443,0.90773
2013,No migration background,female,Yes,0.08429,674,8676,0.07844,0.09013
2013,No migration background,female,No,0.91571,8002,8676,0.90987,0.92156
2013,Direct migration background,male,Yes,0.12621,85,752,0.10246,0.14996
2013,Direct migration background,male,No,0.87379,667,752,0.85004,0.89754
2013,Direct migration background,female,Yes,0.08295,69,994,0.06580,0.10011
2013,Direct migration background,female,No,0.91705,925,994,0.89989,0.93420
2013,Indirect migration background,male,No,0.96119,329,329,0.94028,0.98209
2013,Indirect migration background,female,No,0.98928,353,353,0.97852,1.00004
2015,No migration background,male,Yes,0.09885,827,8737,0.09259,0.10511
2015,No migration background,male,No,0.90115,7910,8737,0.89489,0.90741
2015,No migration background,female,Yes,0.07932,695,10286,0.07410,0.08454
2015,No migration background,female,No,0.92068,9591,10286,0.91546,0.92590
2015,Direct migration background,male,Yes,0.08956,143,2001,0.07705,0.10208
2015,Direct migration background,male,No,0.91044,1858,2001,0.89792,0.92295
2015,Direct migration background,female,Yes,0.05578,123,2472,0.04673,0.06483
2015,Direct migration background,female,No,0.94422,2349,2472,0.93517,0.95327
2015,Indirect migration background,male,No,0.97158,705,705,0.95931,0.98386
2015,Indirect migration background,female,No,0.97728,798,798,0.96693,0.98762
2017,No migration background,male,Yes,0.10055,889,9364,0.09446,0.10664
2017,No migration background,male,No,0.89945,8475,9364,0.89336,0.90554
2017,No migration background,female,Yes,0.07902,708,10747,0.07392,0.08412
2017,No migration background,female,No,0.92098,10039,10747,0.91588,0.92608
2017,Direct migration background,male,Yes,0.09523,149,2133,0.08277,0.10769
2017,Direct migration background,male,No,0.90477,1984,2133,0.89231,0.91723
2017,Direct migration background,female,Yes,0.06366,152,2683,0.05442,0.07291
2017,Direct migration background,female,No,0.93634,2531,2683,0.92709,0.94558
2017,Indirect migration background,male,No,0.97252,744,744,0.96077,0.98428
2017,Indirect migration background,female,No,0.98621,836,836,0.97830,0.99412
2019,No migration background,male,Yes,0.09617,906,9729,0.09031,0.10203
2019,No migration background,male,No,0.90383,8823,9729,0.89797,0.90969
2019,No migration background,female,Yes,0.07926,686,10388,0.07407,0.08446
2019,No migration background,female,No,0.92074,9702,10388,0.91554,0.92593
2019,Direct migration background,male,Yes,0.09850,143,1805,0.08475,0.11226
2019,Direct migration background,male,No,0.90150,1662,1805,0.88774,0.91525
2019,Direct migration background,female,Yes,0.08274,140,2225,0.07129,0.09419
2019,Direct migration background,female,No,0.91726,2085,2225,0.90581,0.92871
2019,Indirect migration background,male,No,0.97010,722,722,0.95766,0.98253
2019,Indirect migration background,female,Yes,0.04225,35,828,0.02854,0.05596
2019,Indirect migration background,female,No,0.95775,793,828,0.94404,0.97146
2021,No migration background,male,Yes,0.09319,612,6164,0.08594,0.10045
2021,No migration background,male,No,0.90681,5552,6164,0.89955,0.91406
2021,No migration background,female,Yes,0.07811,489,6882,0.07177,0.08445
2021,No migration background,female,No,0.92189,6393,6882,0.91555,0.92823
2021,Direct migration background,male,Yes,0.07698,174,2685,0.06690,0.08707
2021,Direct migration background,male,No,0.92302,2511,2685,0.91293,0.93310
2021,Direct migration background,female,Yes,0.07205,151,2499,0.06191,0.08219
2021,Direct migration background,female,No,0.92795,2348,2499,0.91781,0.93809
2021,Indirect migration background,male,No,0.95535,419,419,0.93555,0.97515
2021,Indirect migration background,female,No,0.92659,465,465,0.90286,0.95032
