year,migback,regtyp,ple0012,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,Urban regions,Yes,0.07493,689,9786,0.06971,0.08014
2009,No migration background,Urban regions,No,0.92507,9097,9786,0.91986,0.93029
2009,No migration background,Rural regions,Yes,0.07647,482,5864,0.06967,0.08327
2009,No migration background,Rural regions,No,0.92353,5382,5864,0.91673,0.93033
2009,Direct migration background,Urban regions,Yes,0.06525,96,1341,0.05203,0.07848
2009,Direct migration background,Urban regions,No,0.93475,1245,1341,0.92152,0.94797
2009,Direct migration background,Rural regions,No,0.91724,294,294,0.88569,0.94879
2009,Indirect migration background,Urban regions,No,0.98061,585,585,0.96943,0.99180
2011,No migration background,Urban regions,Yes,0.08275,875,11186,0.07764,0.08785
2011,No migration background,Urban regions,No,0.91725,10311,11186,0.91215,0.92236
2011,No migration background,Rural regions,Yes,0.08753,609,6747,0.08078,0.09427
2011,No migration background,Rural regions,No,0.91247,6138,6747,0.90573,0.91922
2011,Direct migration background,Urban regions,Yes,0.08618,125,1549,0.07220,0.10016
2011,Direct migration background,Urban regions,No,0.91382,1424,1549,0.89984,0.92780
2011,Direct migration background,Rural regions,Yes,0.08720,35,467,0.06159,0.11282
2011,Direct migration background,Rural regions,No,0.91280,432,467,0.88718,0.93841
2011,Indirect migration background,Urban regions,No,0.97134,647,647,0.95848,0.98421
2011,Indirect migration background,Rural regions,No,0.99587,137,137,0.98509,1.00665
2013,No migration background,Urban regions,Yes,0.08877,886,10189,0.08325,0.09430
2013,No migration background,Urban regions,No,0.91123,9303,10189,0.90570,0.91675
2013,No migration background,Rural regions,Yes,0.09629,630,6232,0.08897,0.10362
2013,No migration background,Rural regions,No,0.90371,5602,6232,0.89638,0.91103
2013,Direct migration background,Urban regions,Yes,0.10077,112,1322,0.08454,0.11700
2013,Direct migration background,Urban regions,No,0.89923,1210,1322,0.88300,0.91546
2013,Direct migration background,Rural regions,Yes,0.11134,42,424,0.08137,0.14132
2013,Direct migration background,Rural regions,No,0.88866,382,424,0.85868,0.91863
2013,Indirect migration background,Urban regions,No,0.96978,551,551,0.95548,0.98409
2013,Indirect migration background,Rural regions,No,0.99251,131,131,0.97769,1.00733
2015,No migration background,Urban regions,Yes,0.08781,880,11612,0.08266,0.09296
2015,No migration background,Urban regions,No,0.91219,10732,11612,0.90704,0.91734
2015,No migration background,Rural regions,Yes,0.09066,642,7411,0.08412,0.09720
2015,No migration background,Rural regions,No,0.90934,6769,7411,0.90280,0.91588
2015,Direct migration background,Urban regions,Yes,0.07296,195,3335,0.06413,0.08178
2015,Direct migration background,Urban regions,No,0.92704,3140,3335,0.91822,0.93587
2015,Direct migration background,Rural regions,Yes,0.06856,71,1138,0.05387,0.08325
2015,Direct migration background,Rural regions,No,0.93144,1067,1138,0.91675,0.94613
2015,Indirect migration background,Urban regions,Yes,0.02950,34,1253,0.02013,0.03888
2015,Indirect migration background,Urban regions,No,0.97050,1219,1253,0.96112,0.97987
2015,Indirect migration background,Rural regions,No,0.99262,284,284,0.98265,1.00259
2017,No migration background,Urban regions,Yes,0.08708,908,12289,0.08210,0.09207
2017,No migration background,Urban regions,No,0.91292,11381,12289,0.90793,0.91790
2017,No migration background,Rural regions,Yes,0.09439,689,7822,0.08791,0.10087
2017,No migration background,Rural regions,No,0.90561,7133,7822,0.89913,0.91209
2017,Direct migration background,Urban regions,Yes,0.08192,225,3553,0.07290,0.09094
2017,Direct migration background,Urban regions,No,0.91808,3328,3553,0.90906,0.92710
2017,Direct migration background,Rural regions,Yes,0.06544,76,1263,0.05180,0.07908
2017,Direct migration background,Rural regions,No,0.93456,1187,1263,0.92092,0.94820
2017,Indirect migration background,Urban regions,Yes,0.02251,33,1338,0.01456,0.03046
2017,Indirect migration background,Urban regions,No,0.97749,1305,1338,0.96954,0.98544
2017,Indirect migration background,Rural regions,No,0.98781,275,275,0.97482,1.00080
2019,No migration background,No answer / don't know,Yes,0.05716,33,484,0.03646,0.07787
2019,No migration background,No answer / don't know,No,0.94284,451,484,0.92213,0.96354
2019,No migration background,Urban regions,Yes,0.08317,895,12180,0.07826,0.08807
2019,No migration background,Urban regions,No,0.91683,11285,12180,0.91193,0.92174
2019,No migration background,Rural regions,Yes,0.09738,664,7459,0.09065,0.10411
2019,No migration background,Rural regions,No,0.90262,6795,7459,0.89589,0.90935
2019,Direct migration background,Urban regions,Yes,0.09096,218,2967,0.08061,0.10130
2019,Direct migration background,Urban regions,No,0.90904,2749,2967,0.89870,0.91939
2019,Direct migration background,Rural regions,Yes,0.09063,65,1031,0.07310,0.10817
2019,Direct migration background,Rural regions,No,0.90937,966,1031,0.89183,0.92690
2019,Indirect migration background,Urban regions,Yes,0.03333,40,1244,0.02335,0.04330
2019,Indirect migration background,Urban regions,No,0.96667,1204,1244,0.95670,0.97665
2019,Indirect migration background,Rural regions,No,0.94532,273,273,0.91831,0.97234
2021,No migration background,Urban regions,Yes,0.08370,668,8244,0.07773,0.08968
2021,No migration background,Urban regions,No,0.91630,7576,8244,0.91032,0.92227
2021,No migration background,Rural regions,Yes,0.08890,433,4808,0.08086,0.09695
2021,No migration background,Rural regions,No,0.91110,4375,4808,0.90305,0.91914
2021,Direct migration background,Urban regions,Yes,0.07052,242,4034,0.06262,0.07842
2021,Direct migration background,Urban regions,No,0.92948,3792,4034,0.92158,0.93738
2021,Direct migration background,Rural regions,Yes,0.08874,83,1150,0.07230,0.10519
2021,Direct migration background,Rural regions,No,0.91126,1067,1150,0.89481,0.92770
2021,Indirect migration background,Urban regions,Yes,0.06246,31,734,0.04494,0.07997
2021,Indirect migration background,Urban regions,No,0.93754,703,734,0.92003,0.95506
2021,Indirect migration background,Rural regions,No,0.96087,181,181,0.93254,0.98920
