year,regtyp,sampreg,ple0012,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Urban regions,West,Yes,0.06930,669,10186,0.06437,0.07424
2009,Urban regions,West,No,0.93070,9517,10186,0.92576,0.93563
2009,Urban regions,East,Yes,0.07857,123,1533,0.06509,0.09204
2009,Urban regions,East,No,0.92143,1410,1533,0.90796,0.93491
2009,Rural regions,West,Yes,0.05957,203,3291,0.05148,0.06766
2009,Rural regions,West,No,0.94043,3088,3291,0.93234,0.94852
2009,Rural regions,East,Yes,0.09980,303,3008,0.08908,0.11051
2009,Rural regions,East,No,0.90020,2705,3008,0.88949,0.91092
2011,Urban regions,West,Yes,0.07845,851,11730,0.07359,0.08332
2011,Urban regions,West,No,0.92155,10879,11730,0.91668,0.92641
2011,Urban regions,East,Yes,0.10164,159,1662,0.08711,0.11617
2011,Urban regions,East,No,0.89836,1503,1662,0.88383,0.91289
2011,Rural regions,West,Yes,0.06940,278,4110,0.06163,0.07717
2011,Rural regions,West,No,0.93060,3832,4110,0.92283,0.93837
2011,Rural regions,East,Yes,0.11340,368,3243,0.10249,0.12432
2011,Rural regions,East,No,0.88660,2875,3243,0.87568,0.89751
2013,Urban regions,West,Yes,0.08524,842,10563,0.07992,0.09057
2013,Urban regions,West,No,0.91476,9721,10563,0.90943,0.92008
2013,Urban regions,East,Yes,0.11440,168,1511,0.09834,0.13045
2013,Urban regions,East,No,0.88560,1343,1511,0.86955,0.90166
2013,Rural regions,West,Yes,0.07822,298,3851,0.06974,0.08670
2013,Rural regions,West,No,0.92178,3553,3851,0.91330,0.93026
2013,Rural regions,East,Yes,0.12435,379,2941,0.11242,0.13627
2013,Rural regions,East,No,0.87565,2562,2941,0.86373,0.88758
2015,Urban regions,West,Yes,0.07920,930,14361,0.07478,0.08362
2015,Urban regions,West,No,0.92080,13431,14361,0.91638,0.92522
2015,Urban regions,East,Yes,0.10887,179,1839,0.09463,0.12311
2015,Urban regions,East,No,0.89113,1660,1839,0.87689,0.90537
2015,Rural regions,West,Yes,0.06964,347,5426,0.06287,0.07642
2015,Rural regions,West,No,0.93036,5079,5426,0.92358,0.93713
2015,Rural regions,East,Yes,0.11741,373,3414,0.10661,0.12821
2015,Rural regions,East,No,0.88259,3041,3414,0.87179,0.89339
2017,Urban regions,West,Yes,0.08080,995,15231,0.07647,0.08513
2017,Urban regions,West,No,0.91920,14236,15231,0.91487,0.92353
2017,Urban regions,East,Yes,0.09106,171,1949,0.07828,0.10384
2017,Urban regions,East,No,0.90894,1778,1949,0.89616,0.92172
2017,Rural regions,West,Yes,0.07270,362,5728,0.06597,0.07942
2017,Rural regions,West,No,0.92730,5366,5728,0.92058,0.93403
2017,Rural regions,East,Yes,0.12058,412,3641,0.11000,0.13116
2017,Rural regions,East,No,0.87942,3229,3641,0.86884,0.89000
2019,No answer / don't know,Does not apply,No,0.97248,74,74,0.93495,1.01001
2019,No answer / don't know,West,No,0.95255,377,377,0.93106,0.97404
2019,No answer / don't know,East,No,0.92174,70,70,0.85836,0.98511
2019,Urban regions,West,Yes,0.08005,984,14493,0.07563,0.08447
2019,Urban regions,West,No,0.91995,13509,14493,0.91553,0.92437
2019,Urban regions,East,Yes,0.08955,169,1898,0.07670,0.10240
2019,Urban regions,East,No,0.91045,1729,1898,0.89760,0.92330
2019,Rural regions,West,Yes,0.08443,372,5207,0.07688,0.09198
2019,Rural regions,West,No,0.91557,4835,5207,0.90802,0.92312
2019,Rural regions,East,Yes,0.11578,375,3574,0.10529,0.12628
2019,Rural regions,East,No,0.88422,3199,3574,0.87372,0.89471
2021,Urban regions,West,Yes,0.07928,806,11514,0.07434,0.08421
2021,Urban regions,West,No,0.92072,10708,11514,0.91579,0.92566
2021,Urban regions,East,Yes,0.08695,135,1498,0.07268,0.10123
2021,Urban regions,East,No,0.91305,1363,1498,0.89877,0.92732
2021,Rural regions,West,Yes,0.07773,291,3801,0.06922,0.08624
2021,Rural regions,West,No,0.92227,3510,3801,0.91376,0.93078
2021,Rural regions,East,Yes,0.10607,236,2349,0.09362,0.11853
2021,Rural regions,East,No,0.89393,2113,2349,0.88147,0.90638
