year,pgisced97,sex,ple0012,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,male,No,0.99773,173,173,0.99061,1.00484
2009,Primary Level,male,No,0.97104,64,64,0.92962,1.01245
2009,Primary Level,female,No,0.95436,89,89,0.91076,0.99797
2009,Lower Secondary Level,male,Yes,0.08511,43,556,0.06189,0.10832
2009,Lower Secondary Level,male,No,0.91489,513,556,0.89168,0.93811
2009,Lower Secondary Level,female,Yes,0.12948,144,1232,0.11073,0.14824
2009,Lower Secondary Level,female,No,0.87052,1088,1232,0.85176,0.88927
2009,Upper Secondary Level,male,Yes,0.08598,394,4275,0.07757,0.09438
2009,Upper Secondary Level,male,No,0.91402,3881,4275,0.90562,0.92243
2009,Upper Secondary Level,female,Yes,0.07102,333,4788,0.06375,0.07830
2009,Upper Secondary Level,female,No,0.92898,4455,4788,0.92170,0.93625
2009,Post-secondary Non-tertiary Level,male,No,0.94365,369,369,0.92009,0.96721
2009,Post-secondary Non-tertiary Level,female,No,0.98004,594,594,0.96878,0.99130
2009,First Stage of Tertiary Education,male,Yes,0.08455,68,783,0.06505,0.10405
2009,First Stage of Tertiary Education,male,No,0.91545,715,783,0.89595,0.93495
2009,First Stage of Tertiary Education,female,Yes,0.06586,33,548,0.04508,0.08665
2009,First Stage of Tertiary Education,female,No,0.93414,515,548,0.91335,0.95492
2009,Second Stage of Tertiary Education,male,Yes,0.06821,177,2186,0.05764,0.07878
2009,Second Stage of Tertiary Education,male,No,0.93179,2009,2186,0.92122,0.94236
2009,Second Stage of Tertiary Education,female,Yes,0.02957,61,1849,0.02185,0.03729
2009,Second Stage of Tertiary Education,female,No,0.97043,1788,1849,0.96271,0.97815
2011,No answer / don't know,male,No,0.98958,157,157,0.97364,1.00551
2011,No answer / don't know,female,No,0.99021,153,153,0.97455,1.00586
2011,Primary Level,male,No,0.88268,78,78,0.81080,0.95456
2011,Primary Level,female,No,0.87920,128,128,0.82252,0.93588
2011,Lower Secondary Level,male,Yes,0.10265,66,666,0.07958,0.12572
2011,Lower Secondary Level,male,No,0.89735,600,666,0.87428,0.92042
2011,Lower Secondary Level,female,Yes,0.13553,173,1500,0.11821,0.15286
2011,Lower Secondary Level,female,No,0.86447,1327,1500,0.84714,0.88179
2011,Upper Secondary Level,male,Yes,0.09907,503,4901,0.09070,0.10743
2011,Upper Secondary Level,male,No,0.90093,4398,4901,0.89257,0.90930
2011,Upper Secondary Level,female,Yes,0.08493,424,5589,0.07762,0.09224
2011,Upper Secondary Level,female,No,0.91507,5165,5589,0.90776,0.92238
2011,Post-secondary Non-tertiary Level,male,No,0.95924,428,428,0.94048,0.97799
2011,Post-secondary Non-tertiary Level,female,No,0.97334,731,731,0.96165,0.98502
2011,First Stage of Tertiary Education,male,Yes,0.08769,86,897,0.06917,0.10622
2011,First Stage of Tertiary Education,male,No,0.91231,811,897,0.89378,0.93083
2011,First Stage of Tertiary Education,female,Yes,0.08014,38,548,0.05738,0.10289
2011,First Stage of Tertiary Education,female,No,0.91986,510,548,0.89711,0.94262
2011,Second Stage of Tertiary Education,male,Yes,0.07621,221,2468,0.06574,0.08668
2011,Second Stage of Tertiary Education,male,No,0.92379,2247,2468,0.91332,0.93426
2011,Second Stage of Tertiary Education,female,Yes,0.02765,77,2120,0.02067,0.03463
2011,Second Stage of Tertiary Education,female,No,0.97235,2043,2120,0.96537,0.97933
2013,No answer / don't know,male,No,0.96858,138,138,0.93936,0.99779
2013,No answer / don't know,female,No,0.96932,127,127,0.93921,0.99943
2013,Primary Level,male,No,0.90129,77,77,0.83423,0.96835
2013,Primary Level,female,No,0.87659,97,97,0.81079,0.94238
2013,Lower Secondary Level,male,Yes,0.11062,62,582,0.08512,0.13613
2013,Lower Secondary Level,male,No,0.88938,520,582,0.86387,0.91488
2013,Lower Secondary Level,female,Yes,0.13631,159,1269,0.11743,0.15520
2013,Lower Secondary Level,female,No,0.86369,1110,1269,0.84480,0.88257
2013,Upper Secondary Level,male,Yes,0.11317,517,4318,0.10372,0.12262
2013,Upper Secondary Level,male,No,0.88683,3801,4318,0.87738,0.89628
2013,Upper Secondary Level,female,Yes,0.08897,420,5089,0.08115,0.09680
2013,Upper Secondary Level,female,No,0.91103,4669,5089,0.90320,0.91885
2013,Post-secondary Non-tertiary Level,male,No,0.94708,391,391,0.92486,0.96930
2013,Post-secondary Non-tertiary Level,female,No,0.96232,657,657,0.94775,0.97689
2013,First Stage of Tertiary Education,male,Yes,0.08963,84,820,0.07007,0.10919
2013,First Stage of Tertiary Education,male,No,0.91037,736,820,0.89081,0.92993
2013,First Stage of Tertiary Education,female,Yes,0.09887,44,503,0.07276,0.12498
2013,First Stage of Tertiary Education,female,No,0.90113,459,503,0.87502,0.92724
2013,Second Stage of Tertiary Education,male,Yes,0.08974,239,2353,0.07819,0.10129
2013,Second Stage of Tertiary Education,male,No,0.91026,2114,2353,0.89871,0.92181
2013,Second Stage of Tertiary Education,female,Yes,0.03802,90,2113,0.02987,0.04618
2013,Second Stage of Tertiary Education,female,No,0.96198,2023,2113,0.95382,0.97013
2015,No answer / don't know,male,No,0.98949,307,307,0.97807,1.00092
2015,No answer / don't know,female,No,0.98225,294,294,0.96713,0.99737
2015,Primary Level,male,No,0.91158,149,149,0.86584,0.95732
2015,Primary Level,female,No,0.86875,223,223,0.82434,0.91317
2015,Lower Secondary Level,male,Yes,0.08344,68,1018,0.06644,0.10044
2015,Lower Secondary Level,male,No,0.91656,950,1018,0.89956,0.93356
2015,Lower Secondary Level,female,Yes,0.11912,157,1655,0.10351,0.13473
2015,Lower Secondary Level,female,No,0.88088,1498,1655,0.86527,0.89649
2015,Upper Secondary Level,male,Yes,0.10819,520,5211,0.09976,0.11663
2015,Upper Secondary Level,male,No,0.89181,4691,5211,0.88337,0.90024
2015,Upper Secondary Level,female,Yes,0.07947,450,6438,0.07286,0.08608
2015,Upper Secondary Level,female,No,0.92053,5988,6438,0.91392,0.92714
2015,Post-secondary Non-tertiary Level,male,Yes,0.04749,39,711,0.03185,0.06314
2015,Post-secondary Non-tertiary Level,male,No,0.95251,672,711,0.93686,0.96815
