year,age_gr,ple0012,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,No,0.99325,2843,2843,0.99024,0.99626
2009,30-45 y.,Yes,0.01495,84,4675,0.01147,0.01843
2009,30-45 y.,No,0.98505,4591,4675,0.98157,0.98853
2009,46-65 y.,Yes,0.07477,450,6325,0.06828,0.08125
2009,46-65 y.,No,0.92523,5875,6325,0.91875,0.93172
2009,66 and older,Yes,0.17860,752,4163,0.16697,0.19024
2009,66 and older,No,0.82140,3411,4163,0.80976,0.83303
2011,17-29 y.,No,0.99259,2972,2972,0.98951,0.99567
2011,30-45 y.,Yes,0.01984,90,4856,0.01592,0.02377
2011,30-45 y.,No,0.98016,4766,4856,0.97623,0.98408
2011,46-65 y.,Yes,0.08292,620,7774,0.07679,0.08905
2011,46-65 y.,No,0.91708,7154,7774,0.91095,0.92321
2011,66 and older,Yes,0.17903,924,5121,0.16853,0.18953
2011,66 and older,No,0.82097,4197,5121,0.81047,0.83147
2013,17-29 y.,No,0.99703,2523,2523,0.99491,0.99916
2013,30-45 y.,Yes,0.01461,73,4073,0.01092,0.01829
2013,30-45 y.,No,0.98539,4000,4073,0.98171,0.98908
2013,46-65 y.,Yes,0.08987,643,7319,0.08331,0.09642
2013,46-65 y.,No,0.91013,6676,7319,0.90358,0.91669
2013,66 and older,Yes,0.18752,958,4938,0.17664,0.19841
2013,66 and older,No,0.81248,3980,4938,0.80159,0.82336
2015,17-29 y.,No,0.99594,3893,3893,0.99394,0.99794
2015,30-45 y.,Yes,0.01687,155,7356,0.01393,0.01982
2015,30-45 y.,No,0.98313,7201,7356,0.98018,0.98607
2015,46-65 y.,Yes,0.09058,706,8877,0.08461,0.09656
2015,46-65 y.,No,0.90942,8171,8877,0.90344,0.91539
2015,66 and older,Yes,0.18321,938,4884,0.17236,0.19407
2015,66 and older,No,0.81679,3946,4884,0.80593,0.82764
2017,17-29 y.,Yes,0.00702,36,4359,0.00454,0.00950
2017,17-29 y.,No,0.99298,4323,4359,0.99050,0.99546
2017,30-45 y.,Yes,0.01853,152,7257,0.01543,0.02164
2017,30-45 y.,No,0.98147,7105,7257,0.97836,0.98457
2017,46-65 y.,Yes,0.09326,812,9973,0.08755,0.09897
2017,46-65 y.,No,0.90674,9161,9973,0.90103,0.91245
2017,66 and older,Yes,0.18473,940,4960,0.17393,0.19553
2017,66 and older,No,0.81527,4020,4960,0.80447,0.82607
2019,17-29 y.,Yes,0.00983,35,3843,0.00671,0.01295
2019,17-29 y.,No,0.99017,3808,3843,0.98705,0.99329
2019,30-45 y.,Yes,0.02117,150,6288,0.01761,0.02472
2019,30-45 y.,No,0.97883,6138,6288,0.97528,0.98239
2019,46-65 y.,Yes,0.09240,789,10420,0.08684,0.09796
2019,46-65 y.,No,0.90760,9631,10420,0.90204,0.91316
2019,66 and older,Yes,0.18270,959,5175,0.17217,0.19323
2019,66 and older,No,0.81730,4216,5175,0.80677,0.82783
2021,17-29 y.,No,0.98616,3152,3152,0.98208,0.99024
2021,30-45 y.,Yes,0.01978,146,5205,0.01600,0.02356
2021,30-45 y.,No,0.98022,5059,5205,0.97644,0.98400
2021,46-65 y.,Yes,0.08861,628,7214,0.08205,0.09517
2021,46-65 y.,No,0.91139,6586,7214,0.90483,0.91795
2021,66 and older,Yes,0.17846,666,3564,0.16589,0.19103
2021,66 and older,No,0.82154,2898,3564,0.80897,0.83411
