"ple0012","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2009","(noch) kein Abschluss","Westdeutschland","15","","",""
"Ja","2009","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Ja","2009","Hauptschule","Westdeutschland","517","0.100349432028075","0.0920958792814178","0.108602984774733"
"Ja","2009","Hauptschule","Ostdeutschland","225","","",""
"Ja","2009","Realschule","Westdeutschland","155","","",""
"Ja","2009","Realschule","Ostdeutschland","78","0.0502199927108866","0.0397390607351224","0.0607009246866509"
"Ja","2009","(Fach-)Abitur","Westdeutschland","56","0.035679103197512","0.0267480106300597","0.0446101957649644"
"Ja","2009","(Fach-)Abitur","Ostdeutschland","6","0.015342464749894","0.00241023161936359","0.0282746978804244"
"Ja","2009","AkademikerIn","Westdeutschland","125","","",""
"Ja","2009","AkademikerIn","Ostdeutschland","113","","",""
"Nein","2009","(noch) kein Abschluss","Westdeutschland","397","0.974995356720097","0.959918490254976","0.990072223185217"
"Nein","2009","(noch) kein Abschluss","Ostdeutschland","71","0.987758476933112","0.962358989463834","1.01315796440239"
"Nein","2009","Hauptschule","Westdeutschland","4574","0.899650567971925","0.891397015225267","0.907904120718582"
"Nein","2009","Hauptschule","Ostdeutschland","896","0.80155038529744","0.778203130210014","0.824897640384866"
"Nein","2009","Realschule","Westdeutschland","2989","","",""
"Nein","2009","Realschule","Ostdeutschland","1590","","",""
"Nein","2009","(Fach-)Abitur","Westdeutschland","1601","","",""
"Nein","2009","(Fach-)Abitur","Ostdeutschland","341","0.984657535250106","0.971725302119576","0.997589768380636"
"Nein","2009","AkademikerIn","Westdeutschland","2703","","",""
"Nein","2009","AkademikerIn","Ostdeutschland","1094","","",""
"Ja","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2010","Hauptschule","Westdeutschland","","","",""
"Ja","2010","Hauptschule","Ostdeutschland","","","",""
"Ja","2010","Realschule","Westdeutschland","","","",""
"Ja","2010","Realschule","Ostdeutschland","","","",""
"Ja","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2010","AkademikerIn","Westdeutschland","","","",""
"Ja","2010","AkademikerIn","Ostdeutschland","","","",""
"Nein","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2010","Hauptschule","Westdeutschland","","","",""
"Nein","2010","Hauptschule","Ostdeutschland","","","",""
"Nein","2010","Realschule","Westdeutschland","","","",""
"Nein","2010","Realschule","Ostdeutschland","","","",""
"Nein","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2010","AkademikerIn","Westdeutschland","","","",""
"Nein","2010","AkademikerIn","Ostdeutschland","","","",""
"Ja","2011","(noch) kein Abschluss","Westdeutschland","27","","",""
"Ja","2011","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Ja","2011","Hauptschule","Westdeutschland","655","0.115246658722823","0.107129623346295","0.123363694099352"
"Ja","2011","Hauptschule","Ostdeutschland","251","","",""
"Ja","2011","Realschule","Westdeutschland","202","","",""
"Ja","2011","Realschule","Ostdeutschland","124","","",""
"Ja","2011","(Fach-)Abitur","Westdeutschland","76","0.0373296966139974","0.0290934014538582","0.0455659917741366"
"Ja","2011","(Fach-)Abitur","Ostdeutschland","9","0.0151250164202156","0.00325302552799526","0.026997007312436"
"Ja","2011","AkademikerIn","Westdeutschland","161","","",""
"Ja","2011","AkademikerIn","Ostdeutschland","137","","",""
"Nein","2011","(noch) kein Abschluss","Westdeutschland","468","0.925444739221777","0.90230492414972","0.948584554293833"
"Nein","2011","(noch) kein Abschluss","Ostdeutschland","63","0.964634464320985","0.920074213089503","1.00919471555247"
"Nein","2011","Hauptschule","Westdeutschland","5290","0.884753341277177","0.876636305900648","0.892870376653705"
