"ple0012","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2009","(noch) kein Abschluss","maennlich","3","","",""
"Ja","2009","(noch) kein Abschluss","weiblich","13","","",""
"Ja","2009","Hauptschule","maennlich","366","0.107345062629873","0.0962791701667432","0.118410955093003"
"Ja","2009","Hauptschule","weiblich","376","0.11773111178975","0.106575010799375","0.128887212780124"
"Ja","2009","Realschule","maennlich","120","","",""
"Ja","2009","Realschule","weiblich","113","","",""
"Ja","2009","(Fach-)Abitur","maennlich","37","0.0414084611207176","0.0283044893371536","0.0545124329042817"
"Ja","2009","(Fach-)Abitur","weiblich","25","","",""
"Ja","2009","AkademikerIn","maennlich","177","","",""
"Ja","2009","AkademikerIn","weiblich","61","0.029590199518526","0.0218663968591088","0.0373140021779431"
"Nein","2009","(noch) kein Abschluss","maennlich","243","","",""
"Nein","2009","(noch) kein Abschluss","weiblich","225","","",""
"Nein","2009","Hauptschule","maennlich","2640","","",""
"Nein","2009","Hauptschule","weiblich","2830","","",""
"Nein","2009","Realschule","maennlich","1901","","",""
"Nein","2009","Realschule","weiblich","2678","","",""
"Nein","2009","(Fach-)Abitur","maennlich","851","0.958591538879282","0.945487567095718","0.971695510662846"
"Nein","2009","(Fach-)Abitur","weiblich","1091","","",""
"Nein","2009","AkademikerIn","maennlich","2009","","",""
"Nein","2009","AkademikerIn","weiblich","1788","","",""
"Ja","2010","(noch) kein Abschluss","maennlich","","","",""
"Ja","2010","(noch) kein Abschluss","weiblich","","","",""
"Ja","2010","Hauptschule","maennlich","","","",""
"Ja","2010","Hauptschule","weiblich","","","",""
"Ja","2010","Realschule","maennlich","","","",""
"Ja","2010","Realschule","weiblich","","","",""
"Ja","2010","(Fach-)Abitur","maennlich","","","",""
"Ja","2010","(Fach-)Abitur","weiblich","","","",""
"Ja","2010","AkademikerIn","maennlich","","","",""
"Ja","2010","AkademikerIn","weiblich","","","",""
"Nein","2010","(noch) kein Abschluss","maennlich","","","",""
"Nein","2010","(noch) kein Abschluss","weiblich","","","",""
"Nein","2010","Hauptschule","maennlich","","","",""
"Nein","2010","Hauptschule","weiblich","","","",""
"Nein","2010","Realschule","maennlich","","","",""
"Nein","2010","Realschule","weiblich","","","",""
"Nein","2010","(Fach-)Abitur","maennlich","","","",""
"Nein","2010","(Fach-)Abitur","weiblich","","","",""
"Nein","2010","AkademikerIn","maennlich","","","",""
"Nein","2010","AkademikerIn","weiblich","","","",""
"Ja","2011","(noch) kein Abschluss","maennlich","12","","",""
"Ja","2011","(noch) kein Abschluss","weiblich","18","","",""
"Ja","2011","Hauptschule","maennlich","461","0.128426250156196","0.117218366520862","0.13963413379153"
"Ja","2011","Hauptschule","weiblich","445","0.128762977659049","0.118009917852236","0.139516037465861"
"Ja","2011","Realschule","maennlich","165","","",""
"Ja","2011","Realschule","weiblich","161","","",""
"Ja","2011","(Fach-)Abitur","maennlich","45","0.0339581426381409","0.0231006592230222","0.0448156260532597"
"Ja","2011","(Fach-)Abitur","weiblich","40","0.034874723371097","0.0251669804694342","0.0445824662727598"
"Ja","2011","AkademikerIn","maennlich","221","","",""
"Ja","2011","AkademikerIn","weiblich","77","0.0280890805343173","0.0210557317777905","0.0351224292908442"
"Nein","2011","(noch) kein Abschluss","maennlich","257","","",""
"Nein","2011","(noch) kein Abschluss","weiblich","274","","",""
"Nein","2011","Hauptschule","maennlich","2962","","",""
"Nein","2011","Hauptschule","weiblich","3282","0.871237022340951","0.860483962534138","0.881990082147764"
"Nein","2011","Realschule","maennlich","2139","","",""
"Nein","2011","Realschule","weiblich","3050","0.940173307684661","0.93197018148525","0.948376433884072"
"Nein","2011","(Fach-)Abitur","maennlich","1024","","",""
"Nein","2011","(Fach-)Abitur","weiblich","1332","","",""
"Nein","2011","AkademikerIn","maennlich","2247","","",""
"Nein","2011","AkademikerIn","weiblich","2043","","",""
"Ja","2012","(noch) kein Abschluss","maennlich","","","",""
"Ja","2012","(noch) kein Abschluss","weiblich","","","",""
"Ja","2012","Hauptschule","maennlich","","","",""
"Ja","2012","Hauptschule","weiblich","","","",""
"Ja","2012","Realschule","maennlich","","","",""
"Ja","2012","Realschule","weiblich","","","",""
"Ja","2012","(Fach-)Abitur","maennlich","","","",""
"Ja","2012","(Fach-)Abitur","weiblich","","","",""
"Ja","2012","AkademikerIn","maennlich","","","",""
"Ja","2012","AkademikerIn","weiblich","","","",""
"Nein","2012","(noch) kein Abschluss","maennlich","","","",""
"Nein","2012","(noch) kein Abschluss","weiblich","","","",""
"Nein","2012","Hauptschule","maennlich","","","",""
"Nein","2012","Hauptschule","weiblich","","","",""
"Nein","2012","Realschule","maennlich","","","",""
"Nein","2012","Realschule","weiblich","","","",""
"Nein","2012","(Fach-)Abitur","maennlich","","","",""
"Nein","2012","(Fach-)Abitur","weiblich","","","",""
"Nein","2012","AkademikerIn","maennlich","","","",""
"Nein","2012","AkademikerIn","weiblich","","","",""
"Ja","2013","(noch) kein Abschluss","maennlich","8","0.057752298885543","0.0275390428297645","0.0879655549413214"
"Ja","2013","(noch) kein Abschluss","weiblich","17","","",""
"Ja","2013","Hauptschule","maennlich","443","0.141932108376985","0.129381319646837","0.154482897107132"
"Ja","2013","Hauptschule","weiblich","417","0.132706517871333","0.121037451369894","0.144375584372772"
"Ja","2013","Realschule","maennlich","186","","",""
"Ja","2013","Realschule","weiblich","176","","",""
"Ja","2013","(Fach-)Abitur","maennlich","54","0.0479995388810993","0.0345954307957484","0.0614036469664502"
"Ja","2013","(Fach-)Abitur","weiblich","41","0.0351222544220838","0.0248677398676436","0.0453767689765239"
"Ja","2013","AkademikerIn","maennlich","239","","",""
"Ja","2013","AkademikerIn","weiblich","90","0.0382344749383139","0.030058105419455","0.0464108444571728"
"Nein","2013","(noch) kein Abschluss","maennlich","221","","",""
"Nein","2013","(noch) kein Abschluss","weiblich","238","","",""
"Nein","2013","Hauptschule","maennlich","2527","","",""
"Nein","2013","Hauptschule","weiblich","2830","","",""
"Nein","2013","Realschule","maennlich","1894","","",""
"Nein","2013","Realschule","weiblich","2784","","",""
"Nein","2013","(Fach-)Abitur","maennlich","923","0.952000461118901","0.93859635303355","0.965404569204252"
"Nein","2013","(Fach-)Abitur","weiblich","1197","","",""
"Nein","2013","AkademikerIn","maennlich","2114","","",""
"Nein","2013","AkademikerIn","weiblich","2023","","",""
"Ja","2014","(noch) kein Abschluss","maennlich","","","",""
"Ja","2014","(noch) kein Abschluss","weiblich","","","",""
"Ja","2014","Hauptschule","maennlich","","","",""
"Ja","2014","Hauptschule","weiblich","","","",""
"Ja","2014","Realschule","maennlich","","","",""
"Ja","2014","Realschule","weiblich","","","",""
"Ja","2014","(Fach-)Abitur","maennlich","","","",""
"Ja","2014","(Fach-)Abitur","weiblich","","","",""
"Ja","2014","AkademikerIn","maennlich","","","",""
"Ja","2014","AkademikerIn","weiblich","","","",""
"Nein","2014","(noch) kein Abschluss","maennlich","","","",""
