year,age_gr,regtyp,ple0012,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2009,30-45 y.,Urban regions,No,0.9957310565635006,21983,0.9948691824872368,0.9965929306397644
2009,30-45 y.,Urban regions,Yes,0.004268943436499467,21983,0.0034070693602356785,0.005130817512763255
2009,30-45 y.,Rural regions,No,0.9959225280326198,21983,0.9950801231768245,0.9967649328884152
2009,30-45 y.,Rural regions,Yes,0.004077471967380225,21983,0.0032350671115849014,0.004919876823175548
2009,46-65 y.,Urban regions,No,0.9850357839947951,21983,0.9834308189450756,0.9866407490445146
2009,46-65 y.,Urban regions,Yes,0.014964216005204945,21983,0.013359250955485444,0.016569181054924446
2009,46-65 y.,Rural regions,No,0.9762796504369539,21983,0.9742679641645876,0.9782913367093201
2009,46-65 y.,Rural regions,Yes,0.02372034956304619,21983,0.02170866329067996,0.025732035835412424
2009,66 and older,Urban regions,No,0.9321110009910802,21983,0.9287855840046563,0.9354364179775042
2009,66 and older,Urban regions,Yes,0.06788899900891972,21983,0.06456358202249575,0.07121441599534369
2009,66 and older,Rural regions,No,0.9231105286151158,21983,0.9195886621832178,0.9266323950470138
2009,66 and older,Rural regions,Yes,0.07688947138488422,21983,0.07336760495298626,0.08041133781678218
2009,,Urban regions,No,0.8287620459599704,21983,0.8237820667070125,0.8337420252129283
2009,,Urban regions,Yes,0.17123795404002964,21983,0.16625797478707177,0.17621793329298752
2009,,Rural regions,No,0.8019125683060109,21983,0.7966438550636358,0.807181281548386
2009,,Rural regions,Yes,0.19808743169398907,21983,0.192818718451614,0.20335614493636414
2011,30-45 y.,Urban regions,No,0.9935129740518962,41903,0.9927442984406588,0.9942816496631336
2011,30-45 y.,Urban regions,Yes,0.006487025948103792,41903,0.005718350336866386,0.007255701559341198
2011,30-45 y.,Rural regions,No,0.990909090909091,41903,0.9900003207105483,0.9918178611076336
2011,30-45 y.,Rural regions,Yes,0.00909090909090909,41903,0.008182138892366481,0.0099996792894517
2011,46-65 y.,Urban regions,No,0.9805703541209652,41903,0.9792487379770963,0.981891970264834
2011,46-65 y.,Urban regions,Yes,0.019429645879034785,41903,0.018108029735165985,0.020751262022903585
2011,46-65 y.,Rural regions,No,0.9831831831831832,41903,0.9819520001258014,0.984414366240565
2011,46-65 y.,Rural regions,Yes,0.016816816816816817,41903,0.015585633759435,0.018047999874198632
2011,66 and older,Urban regions,No,0.9259106812101255,41903,0.9234028641018712,0.9284184983183799
2011,66 and older,Urban regions,Yes,0.07408931878987446,41903,0.0715815016816201,0.07659713589812882
2011,66 and older,Rural regions,No,0.9108367626886146,41903,0.9081081197904313,0.9135654055867979
2011,66 and older,Rural regions,Yes,0.08916323731138547,41903,0.0864345944132022,0.09189188020956873
2011,,Urban regions,No,0.8266787658802178,41903,0.8230544354078551,0.8303030963525806
2011,,Urban regions,Yes,0.1733212341197822,41903,0.16969690364741946,0.17694556459214494
2011,,Rural regions,No,0.8065049614112458,41903,0.8027225222488048,0.8102874005736869
2011,,Rural regions,Yes,0.19349503858875414,41903,0.18971259942631313,0.19727747775119514
2013,30-45 y.,Urban regions,No,0.9982476635514018,44486,0.9978590013636272,0.9986363257391765
2013,30-45 y.,Urban regions,Yes,0.0017523364485981308,44486,0.0013636742608234857,0.002140998636372776
2013,30-45 y.,Rural regions,No,0.9878640776699029,44486,0.986846589465181,0.9888815658746248
2013,30-45 y.,Rural regions,Yes,0.012135922330097087,44486,0.011118434125375151,0.013153410534819023
2013,46-65 y.,Urban regions,No,0.9808917197452229,44486,0.9796194894649789,0.982163950025467
2013,46-65 y.,Urban regions,Yes,0.01910828025477707,44486,0.01783604997453298,0.02038051053502116
2013,46-65 y.,Rural regions,No,0.9843304843304843,44486,0.9831763864412382,0.9854845822197305
2013,46-65 y.,Rural regions,Yes,0.01566951566951567,44486,0.01451541778026949,0.01682361355876185
2013,66 and older,Urban regions,No,0.9193584317219871,44486,0.9168281649813218,0.9218886984626523
2013,66 and older,Urban regions,Yes,0.08064156827801292,44486,0.0781113015373476,0.08317183501867823
2013,66 and older,Rural regions,No,0.9007417873542918,44486,0.8979631762088427,0.9035203984997409
2013,66 and older,Rural regions,Yes,0.09925821264570824,44486,0.09647960150025918,0.10203682379115729
2013,,Urban regions,No,0.8133459238275103,44486,0.8097251551543511,0.8169666925006694
2013,,Urban regions,Yes,0.18665407617248977,44486,0.18303330749933053,0.19027484484564902
2013,,Rural regions,No,0.7926136363636364,44486,0.788846032263777,0.7963812404634957
2013,,Rural regions,Yes,0.20738636363636365,44486,0.20361875953650438,0.21115396773622291
2015,30-45 y.,Urban regions,No,0.9935459377372817,38036,0.9927411725091044,0.994350702965459
2015,30-45 y.,Urban regions,Yes,0.006454062262718299,38036,0.005649297034540997,0.007258827490895602
2015,30-45 y.,Rural regions,No,0.9899146625290923,38036,0.9889105029212003,0.9909188221369843
2015,30-45 y.,Rural regions,Yes,0.01008533747090768,38036,0.009081177863015648,0.011089497078799714
2015,46-65 y.,Urban regions,No,0.978202200539755,38036,0.976734696531583,0.9796697045479271
2015,46-65 y.,Urban regions,Yes,0.021797799460244967,38036,0.020330295452072836,0.023265303468417098
2015,46-65 y.,Rural regions,No,0.9803072075620323,38036,0.9789108604163927,0.9817035547076718
2015,46-65 y.,Rural regions,Yes,0.019692792437967704,38036,0.018296445292328142,0.021089139583607266
2015,66 and older,Urban regions,No,0.9252618498135985,38036,0.9226190628721956,0.9279046367550013
2015,66 and older,Urban regions,Yes,0.07473815018640156,38036,0.0720953632449987,0.07738093712780443
2015,66 and older,Rural regions,No,0.9121725731895224,38036,0.9093280319373128,0.915017114441732
2015,66 and older,Rural regions,Yes,0.08782742681047766,38036,0.08498288555826808,0.09067196806268724
2015,,Urban regions,No,0.8169744088111435,38036,0.8130882657210416,0.8208605519012453
2015,,Urban regions,Yes,0.1830255911888565,38036,0.1791394480987547,0.1869117342789583
2015,,Rural regions,No,0.7923162583518931,38036,0.788239554294404,0.7963929624093823
2015,,Rural regions,Yes,0.2076837416481069,38036,0.2036070375906177,0.2117604457055961
2017,30-45 y.,Urban regions,No,0.9908132017693093,45410,0.9899356791865016,0.991690724352117
2017,30-45 y.,Urban regions,Yes,0.00918679823069071,45410,0.008309275647883032,0.01006432081349839
2017,30-45 y.,Rural regions,No,0.9929627023223082,45410,0.9921938379281288,0.9937315667164877
2017,30-45 y.,Rural regions,Yes,0.007037297677691766,45410,0.0062684332835122765,0.007806162071871256
2017,46-65 y.,Urban regions,No,0.9768163941213,45410,0.975432262842758,0.9782005253998419
