year,age_gr,sampreg,ple0012,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,West,No,0.99193,2121,2121,0.98812,0.99574
2009,17-29 y.,East,No,0.99875,722,722,0.99618,1.00133
2009,30-45 y.,West,Yes,0.01548,64,3610,0.01145,0.01951
2009,30-45 y.,West,No,0.98452,3546,3610,0.98049,0.98855
2009,30-45 y.,East,No,0.98766,1045,1045,0.98096,0.99436
2009,46-65 y.,West,Yes,0.07001,309,4689,0.06271,0.07731
2009,46-65 y.,West,No,0.92999,4380,4689,0.92269,0.93729
2009,46-65 y.,East,Yes,0.09495,141,1636,0.08074,0.10916
2009,46-65 y.,East,No,0.90505,1495,1636,0.89084,0.91926
2009,66 and older,West,Yes,0.16609,489,3047,0.15288,0.17931
2009,66 and older,West,No,0.83391,2558,3047,0.82069,0.84712
2009,66 and older,East,Yes,0.22817,263,1116,0.20353,0.25280
2009,66 and older,East,No,0.77183,853,1116,0.74720,0.79647
2011,17-29 y.,West,No,0.99259,2305,2305,0.98909,0.99609
2011,17-29 y.,East,No,0.99259,667,667,0.98608,0.99910
2011,30-45 y.,West,Yes,0.02037,72,3773,0.01587,0.02488
2011,30-45 y.,West,No,0.97963,3701,3773,0.97512,0.98413
2011,30-45 y.,East,No,0.98289,1065,1065,0.97510,0.99068
2011,46-65 y.,West,Yes,0.07675,418,5891,0.06995,0.08355
2011,46-65 y.,West,No,0.92325,5473,5891,0.91645,0.93005
2011,46-65 y.,East,Yes,0.10834,202,1883,0.09430,0.12238
2011,46-65 y.,East,No,0.89166,1681,1883,0.87762,0.90570
2011,66 and older,West,Yes,0.16581,622,3854,0.15407,0.17755
2011,66 and older,West,No,0.83419,3232,3854,0.82245,0.84593
2011,66 and older,East,Yes,0.23594,302,1267,0.21255,0.25933
2011,66 and older,East,No,0.76406,965,1267,0.74067,0.78745
2013,17-29 y.,West,No,0.99708,2024,2024,0.99473,0.99943
2013,17-29 y.,East,No,0.99682,499,499,0.99188,1.00177
2013,30-45 y.,West,Yes,0.01451,59,3160,0.01034,0.01868
2013,30-45 y.,West,No,0.98549,3101,3160,0.98132,0.98966
2013,30-45 y.,East,No,0.98496,899,899,0.97700,0.99292
2013,46-65 y.,West,Yes,0.08403,430,5500,0.07670,0.09137
2013,46-65 y.,West,No,0.91597,5070,5500,0.90863,0.92330
2013,46-65 y.,East,Yes,0.11193,213,1819,0.09743,0.12642
2013,46-65 y.,East,No,0.88807,1606,1819,0.87358,0.90257
2013,66 and older,West,Yes,0.17069,641,3720,0.15860,0.18278
2013,66 and older,West,No,0.82931,3079,3720,0.81722,0.84140
2013,66 and older,East,Yes,0.26150,317,1218,0.23681,0.28619
2013,66 and older,East,No,0.73850,901,1218,0.71381,0.76319
2015,17-29 y.,West,No,0.99576,3244,3244,0.99353,0.99800
2015,17-29 y.,East,No,0.99692,649,649,0.99265,1.00119
2015,30-45 y.,West,Yes,0.01798,128,5893,0.01459,0.02137
2015,30-45 y.,West,No,0.98202,5765,5893,0.97863,0.98541
