year,quintil_oecd,sampreg,ple0012,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,West,Yes,0.08994,177,1941,0.07721,0.10267
2009,1st Quintile,West,No,0.91006,1764,1941,0.89733,0.92279
2009,1st Quintile,East,Yes,0.08800,93,927,0.06975,0.10624
2009,1st Quintile,East,No,0.91200,834,927,0.89376,0.93025
2009,2nd Quintile,West,Yes,0.08473,172,2094,0.07280,0.09666
2009,2nd Quintile,West,No,0.91527,1922,2094,0.90334,0.92720
2009,2nd Quintile,East,Yes,0.13033,148,1068,0.11013,0.15053
2009,2nd Quintile,East,No,0.86967,920,1068,0.84947,0.88987
2009,3rd Quintile,West,Yes,0.06296,143,2332,0.05310,0.07282
2009,3rd Quintile,West,No,0.93704,2189,2332,0.92718,0.94690
2009,3rd Quintile,East,Yes,0.09372,96,1075,0.07629,0.11115
2009,3rd Quintile,East,No,0.90628,979,1075,0.88885,0.92371
2009,4th Quintile,West,Yes,0.05870,182,2967,0.05024,0.06716
2009,4th Quintile,West,No,0.94130,2785,2967,0.93284,0.94976
2009,4th Quintile,East,Yes,0.07521,60,803,0.05695,0.09346
2009,4th Quintile,East,No,0.92479,743,803,0.90654,0.94305
2009,5th Quintile,West,Yes,0.04657,198,4138,0.04015,0.05299
2009,5th Quintile,West,No,0.95343,3940,4138,0.94701,0.95985
2009,5th Quintile,East,No,0.95813,639,639,0.94259,0.97367
2011,1st Quintile,West,Yes,0.12697,161,1645,0.11088,0.14307
2011,1st Quintile,West,No,0.87303,1484,1645,0.85693,0.88912
2011,1st Quintile,East,Yes,0.13462,105,848,0.11164,0.15761
2011,1st Quintile,East,No,0.86538,743,848,0.84239,0.88836
2011,2nd Quintile,West,Yes,0.10742,158,1735,0.09285,0.12199
2011,2nd Quintile,West,No,0.89258,1577,1735,0.87801,0.90715
2011,2nd Quintile,East,Yes,0.13488,138,992,0.11361,0.15615
2011,2nd Quintile,East,No,0.86512,854,992,0.84385,0.88639
2011,3rd Quintile,West,Yes,0.07089,152,2214,0.06020,0.08159
2011,3rd Quintile,West,No,0.92911,2062,2214,0.91841,0.93980
2011,3rd Quintile,East,Yes,0.12755,95,850,0.10511,0.14999
2011,3rd Quintile,East,No,0.87245,755,850,0.85001,0.89489
2011,4th Quintile,West,Yes,0.05971,160,2590,0.05058,0.06884
2011,4th Quintile,West,No,0.94029,2430,2590,0.93116,0.94942
2011,4th Quintile,East,Yes,0.06833,51,699,0.04962,0.08705
2011,4th Quintile,East,No,0.93167,648,699,0.91295,0.95038
2011,5th Quintile,West,Yes,0.06053,205,3576,0.05271,0.06834
2011,5th Quintile,West,No,0.93947,3371,3576,0.93166,0.94729
2011,5th Quintile,East,No,0.97100,493,493,0.95618,0.98583
2013,1st Quintile,West,Yes,0.11691,216,2079,0.10309,0.13072
2013,1st Quintile,West,No,0.88309,1863,2079,0.86928,0.89691
2013,1st Quintile,East,Yes,0.13369,139,1021,0.11281,0.15458
2013,1st Quintile,East,No,0.86631,882,1021,0.84542,0.88719
2013,2nd Quintile,West,Yes,0.11077,232,2324,0.09801,0.12353
2013,2nd Quintile,West,No,0.88923,2092,2324,0.87647,0.90199
2013,2nd Quintile,East,Yes,0.17530,187,1117,0.15299,0.19761
2013,2nd Quintile,East,No,0.82470,930,1117,0.80239,0.84701
2013,3rd Quintile,West,Yes,0.08700,222,2667,0.07630,0.09769
2013,3rd Quintile,West,No,0.91300,2445,2667,0.90231,0.92370
2013,3rd Quintile,East,Yes,0.11897,121,937,0.09823,0.13971
2013,3rd Quintile,East,No,0.88103,816,937,0.86029,0.90177
