"year","bildungsniveau","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1986","(Fach-)Abitur","Ostdeutschland","","","","",""
"1986","(Fach-)Abitur","Westdeutschland","18.77","14.5","139","15.88","21.66"
"1986","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1986","(noch) kein Abschluss","Westdeutschland","20.39","13","89","15.8","24.98"
"1986","AkademikerIn","Ostdeutschland","","","","",""
"1986","AkademikerIn","Westdeutschland","22.13","16.5","239","19.55","24.71"
"1986","Hauptschule","Ostdeutschland","","","","",""
"1986","Hauptschule","Westdeutschland","18.69","12.5","986","17.65","19.73"
"1986","Realschule","Ostdeutschland","","","","",""
"1986","Realschule","Westdeutschland","17.95","11.5","382","16.3","19.6"
"1987","(Fach-)Abitur","Ostdeutschland","","","","",""
"1987","(Fach-)Abitur","Westdeutschland","","","","",""
"1987","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1987","(noch) kein Abschluss","Westdeutschland","","","","",""
"1987","AkademikerIn","Ostdeutschland","","","","",""
"1987","AkademikerIn","Westdeutschland","","","","",""
"1987","Hauptschule","Ostdeutschland","","","","",""
"1987","Hauptschule","Westdeutschland","","","","",""
"1987","Realschule","Ostdeutschland","","","","",""
"1987","Realschule","Westdeutschland","","","","",""
"1988","(Fach-)Abitur","Ostdeutschland","","","","",""
"1988","(Fach-)Abitur","Westdeutschland","19.22","14.5","154","16.41","22.03"
"1988","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1988","(noch) kein Abschluss","Westdeutschland","16.96","9.5","81","13.53","20.39"
"1988","AkademikerIn","Ostdeutschland","","","","",""
"1988","AkademikerIn","Westdeutschland","22.5","19","236","20.03","24.97"
"1988","Hauptschule","Ostdeutschland","","","","",""
"1988","Hauptschule","Westdeutschland","18.92","11.5","962","17.82","20.02"
"1988","Realschule","Ostdeutschland","","","","",""
"1988","Realschule","Westdeutschland","17.8","11.5","375","16.12","19.48"
"1989","(Fach-)Abitur","Ostdeutschland","","","","",""
"1989","(Fach-)Abitur","Westdeutschland","19.62","11.5","152","16.71","22.53"
"1989","(noch) kein Abschluss","Ostdeutschland","","","","",""
