"year","bildungsniveau","sex","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1986","(Fach-)Abitur","maennlich","21.15","14.5","101","17.45","24.85"
"1986","(Fach-)Abitur","weiblich","14.02","9.5","38","10.56","17.48"
"1986","(noch) kein Abschluss","maennlich","19.57","11","73","14.42","24.72"
"1986","(noch) kein Abschluss","weiblich","","","","",""
"1986","AkademikerIn","maennlich","23.48","19.5","185","20.59","26.37"
"1986","AkademikerIn","weiblich","17.77","14.5","54","12.11","23.43"
"1986","Hauptschule","maennlich","19.51","14.5","764","18.34","20.68"
"1986","Hauptschule","weiblich","16.18","9.5","222","13.97","18.39"
"1986","Realschule","maennlich","21.93","17","209","19.52","24.34"
"1986","Realschule","weiblich","13.42","9.5","173","11.44","15.4"
"1987","(Fach-)Abitur","maennlich","","","","",""
"1987","(Fach-)Abitur","weiblich","","","","",""
"1987","(noch) kein Abschluss","maennlich","","","","",""
"1987","(noch) kein Abschluss","weiblich","","","","",""
"1987","AkademikerIn","maennlich","","","","",""
"1987","AkademikerIn","weiblich","","","","",""
"1987","Hauptschule","maennlich","","","","",""
"1987","Hauptschule","weiblich","","","","",""
"1987","Realschule","maennlich","","","","",""
"1987","Realschule","weiblich","","","","",""
"1988","(Fach-)Abitur","maennlich","21.77","13","97","17.87","25.67"
"1988","(Fach-)Abitur","weiblich","15.71","9","57","12.11","19.31"
"1988","(noch) kein Abschluss","maennlich","17.73","11.5","64","13.64","21.82"
"1988","(noch) kein Abschluss","weiblich","","","","",""
"1988","AkademikerIn","maennlich","23.6","19","184","20.72","26.48"
"1988","AkademikerIn","weiblich","18.73","13.5","52","14","23.46"
"1988","Hauptschule","maennlich","20.3","14.5","712","18.96","21.64"
"1988","Hauptschule","weiblich","15.27","9","250","13.49","17.05"
"1988","Realschule","maennlich","21.61","14.5","201","18.94","24.28"
"1988","Realschule","weiblich","13.46","9.5","174","11.82","15.1"
"1989","(Fach-)Abitur","maennlich","23.95","19.5","86","20.09","27.81"
"1989","(Fach-)Abitur","weiblich","14.57","8.5","66","10.21","18.93"
"1989","(noch) kein Abschluss","maennlich","16.93","9.5","64","13.22","20.64"
"1989","(noch) kein Abschluss","weiblich","","","","",""
"1989","AkademikerIn","maennlich","23.82","19.5","192","21.39","26.25"
"1989","AkademikerIn","weiblich","20.8","13.5","53","14.35","27.25"
"1989","Hauptschule","maennlich","22.13","15.5","724","20.77","23.49"
"1989","Hauptschule","weiblich","15.04","9.5","253","13.05","17.03"
"1989","Realschule","maennlich","21.19","15.5","220","18.78","23.6"
"1989","Realschule","weiblich","12.43","8.5","199","10.59","14.27"
"1990","(Fach-)Abitur","maennlich","23.17","15.5","113","19.42","26.92"
"1990","(Fach-)Abitur","weiblich","13.58","10.5","71","11.05","16.11"
"1990","(noch) kein Abschluss","maennlich","16.93","11","59","12.39","21.47"
"1990","(noch) kein Abschluss","weiblich","","","","",""
"1990","AkademikerIn","maennlich","21.78","17.5","401","20","23.56"
"1990","AkademikerIn","weiblich","14","9","210","12.2","15.8"
"1990","Hauptschule","maennlich","21.15","15.5","912","20.05","22.25"
