"year","migback","quintil_oecd","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1995","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","18.21","13","164","4","8","25","40","53","16.18","20.24","1","88","10","15"
"1995","direkter Migrationshintergrund","2","16.44","13.5","143","4","8","20","30","60","14.11","18.77","2","99","10","15"
"1995","direkter Migrationshintergrund","3","21.64","14.5","78","6","10","30","44","80","17.89","25.39","1","80","10","20"
"1995","direkter Migrationshintergrund","4","18.18","11","53","4","10","20","50","99","12.32","24.04","1","99","10","20"
"1995","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","14.48","9","40","4","8","15","20","80","9.84","19.12","2","80","8","12"
"1995","indirekter Migrationshintergrund","2","15.75","9","37","4","4","24","40","45","11.8","19.7","2","45","8","20"
"1995","indirekter Migrationshintergrund","3","","","","","","","","","","","","","",""
"1995","indirekter Migrationshintergrund","4","","","","","","","","","","","","","",""
"1995","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","18.08","11.5","571","4","7","20","40","80","16.69","19.47","0","99","12","15"
"1995","kein Migrationshintergrund","2","17.02","11.5","757","3","6","20","40","90","15.75","18.29","1","99","10","12"
"1995","kein Migrationshintergrund","3","20.15","14.5","601","4","7","28","40","90","18.71","21.59","0","99","12","15"
"1995","kein Migrationshintergrund","4","21.31","15.5","476","4","8","30","45","80","19.59","23.03","1","99","15","20"
"1995","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","24.42","19.5","219","6","10","30","50","84","21.7","27.14","1","99","15","20"
"1995","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"1995","Migrationshintergrund - n. w. differenzierbar","2","","","","","","","","","","","","","",""
"1995","Migrationshintergrund - n. w. differenzierbar","3","","","","","","","","","","","","","",""
"1995","Migrationshintergrund - n. w. differenzierbar","4","","","","","","","","","","","","","",""
"1995","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1996","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","16.78","11.5","149","4","6","20","40","58","14.6","18.96","1","99","10","16"
"1996","direkter Migrationshintergrund","2","19.42","12.5","132","5","8","25","40","99","16.72","22.12","1","99","10","17"
"1996","direkter Migrationshintergrund","3","17.14","11","84","3","7","24","40","80","13.51","20.77","1","80","10","15"
"1996","direkter Migrationshintergrund","4","22.47","15.5","50","5","8","30","40","99","17.35","27.59","3","99","12","20"
"1996","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1996","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","15.28","11.5","41","5","8","20","30","40","12.43","18.13","1","40","8","12"
"1996","indirekter Migrationshintergrund","2","19.27","18","33","5","10","30","30","60","15.22","23.32","4","60","10","15"
"1996","indirekter Migrationshintergrund","3","","","","","","","","","","","","","",""
"1996","indirekter Migrationshintergrund","4","","","","","","","","","","","","","",""
"1996","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1996","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","16.46","10.5","475","3","8","20","37","80","14.95","17.97","1","99","10","14"
"1996","kein Migrationshintergrund","2","17.68","11.5","718","4","8","20","40","80","16.47","18.89","1","99","12","15"
"1996","kein Migrationshintergrund","3","17.1","11.5","624","4","7","20","40","80","15.85","18.35","1","99","10","12"
"1996","kein Migrationshintergrund","4","19.15","14.5","492","4","8","25","40","80","17.62","20.68","1","99","12","15"
"1996","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","25.52","19","258","6","10","40","50","85","23.08","27.96","1","99","15","20"
"1996","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"1996","Migrationshintergrund - n. w. differenzierbar","2","","","","","","","","","","","","","",""
"1996","Migrationshintergrund - n. w. differenzierbar","3","","","","","","","","","","","","","",""
"1996","Migrationshintergrund - n. w. differenzierbar","4","","","","","","","","","","","","","",""
"1996","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1997","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","14.28","9.5","124","4","6","20","30","50","12.16","16.4","1","72","10","15"
"1997","direkter Migrationshintergrund","2","19.4","14.5","130","5","8","20","40","80","16.77","22.03","1","80","10","16"
"1997","direkter Migrationshintergrund","3","18.75","13","98","5","8","29","40","64","15.77","21.73","1","70","10","18"
"1997","direkter Migrationshintergrund","4","16.24","9","60","5","8","20","30","70","12.1","20.38","3","80","10","19"
"1997","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1997","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","16.16","14","33","6","10","18","25","50","12.86","19.46","2","50","10","15"
