"year","bildungsniveau","quintil_oecd","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","14.46","9.5","52","2","5","20","35","50","10.83","18.09","1","50","8","15"
"1995","(Fach-)Abitur","2","19.75","9","70","2","5","25","40","99","14.35","25.15","2","99","8","16"
"1995","(Fach-)Abitur","3","21.95","14.5","53","5","8","30","49","80","16.81","27.09","2","80","10","20"
"1995","(Fach-)Abitur","4","18","11.5","50","2","5","25","43","80","13.42","22.58","1","80","8","15"
"1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","15.35","9","33","2","6","20","40","50","11.43","19.27","2","50","8","16"
"1995","(noch) kein Abschluss","2","","","","","","","","","","","","","",""
"1995","(noch) kein Abschluss","3","","","","","","","","","","","","","",""
"1995","(noch) kein Abschluss","4","","","","","","","","","","","","","",""
"1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","AkademikerIn","1 Einkommensschwächstes Quintil","20.01","14.5","94","6","9","22","40","80","15.77","24.25","1","90","11","20"
"1995","AkademikerIn","2","19.59","14.5","181","3","8","28","40","78","17.06","22.12","2","99","10","20"
"1995","AkademikerIn","3","24.22","19.5","163","5","10","35","44","86","21.31","27.13","1","90","15","20"
"1995","AkademikerIn","4","23.73","18.5","156","5","10","35","50","90","20.53","26.93","1","99","15","20"
"1995","AkademikerIn","5 Einkommensstärkstes Quintil","26.97","19.5","98","8","12","40","60","99","22.53","31.41","1","99","15","25"
"1995","Hauptschule","1 Einkommensschwächstes Quintil","19.33","14.5","310","4","8","25","40","80","17.58","21.08","0","99","12","16"
"1995","Hauptschule","2","16.26","11.5","344","4","6","20","35","90","14.55","17.97","2","99","10","14"
"1995","Hauptschule","3","21.07","14.5","237","5","9","25","50","86","18.74","23.4","1","99","12","17"
"1995","Hauptschule","4","20.85","15.5","174","4","8","30","46","80","18.14","23.56","1","99","12","20"
"1995","Hauptschule","5 Einkommensstärkstes Quintil","25.51","19","39","6","10","33","65","90","18.42","32.6","4","90","10","28"
"1995","Realschule","1 Einkommensschwächstes Quintil","16.9","9.5","264","4","6","20","35","99","14.96","18.84","0","99","10","15"
"1995","Realschule","2","15.43","9.5","303","3","6","20","32","80","13.52","17.34","1","99","10","12"
"1995","Realschule","3","16.45","9.5","214","3","5","20","35","90","14.27","18.63","0","90","10","12"
"1995","Realschule","4","19.35","12.5","151","4","7","26","40","99","16.33","22.37","1","99","10","18"
"1995","Realschule","5 Einkommensstärkstes Quintil","20.92","17","71","6","10","25","50","84","17.11","24.73","2","84","12","20"
"1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","16.56","9.5","58","2","5","20","40","99","11.68","21.44","1","99","10","18"
"1996","(Fach-)Abitur","2","17.16","11.5","67","5","8","25","34","80","13.77","20.55","1","80","10","15"
"1996","(Fach-)Abitur","3","17.81","9","68","4","6","25","40","70","13.53","22.09","1","99","10","20"
"1996","(Fach-)Abitur","4","14.97","9","50","5","8","20","30","50","11.69","18.25","3","50","10","15"
"1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"1996","(noch) kein Abschluss","2","","","","","","","","","","","","","",""
"1996","(noch) kein Abschluss","3","","","","","","","","","","","","","",""
"1996","(noch) kein Abschluss","4","","","","","","","","","","","","","",""
"1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1996","AkademikerIn","1 Einkommensschwächstes Quintil","19.76","9.5","66","3","5","25","40","99","14.62","24.9","2","99","10","20"
"1996","AkademikerIn","2","21.82","14.5","174","5","10","28","45","99","18.96","24.68","2","99","12","18"
"1996","AkademikerIn","3","20.64","12.5","151","5","8","25","50","80","17.48","23.8","2","99","10","18"
"1996","AkademikerIn","4","23.11","19","166","5","10","30","40","99","20.34","25.88","2","99","15","20"
"1996","AkademikerIn","5 Einkommensstärkstes Quintil","27.11","19","128","9","12","40","50","85","23.5","30.72","2","99","20","27"
"1996","Hauptschule","1 Einkommensschwächstes Quintil","16.91","11.5","268","3","8","20","35","80","15.03","18.79","1","99","12","15"
"1996","Hauptschule","2","17.44","13.5","299","4","8","20","38","63","15.78","19.1","1","90","10","16"
"1996","Hauptschule","3","17.49","14.5","248","4","8","22","40","60","15.75","19.23","1","80","10","15"
"1996","Hauptschule","4","17.94","14.5","178","5","8","20","36","68","15.63","20.25","1","99","12","16"
"1996","Hauptschule","5 Einkommensstärkstes Quintil","22.51","15.5","40","4","10","30","50","99","15.71","29.31","2","99","10","24"
"1996","Realschule","1 Einkommensschwächstes Quintil","15.2","9.5","224","3","7","20","35","70","13.36","17.04","1","80","10","15"
"1996","Realschule","2","16.51","11.5","298","4","7","20","36","80","14.67","18.35","1","99","10","15"
"1996","Realschule","3","14.11","9.5","236","4","6","20","30","55","12.34","15.88","1","99","10","10"
"1996","Realschule","4","17.72","9.5","150","3","5","22","40","80","14.75","20.69","1","87","10","15"
"1996","Realschule","5 Einkommensstärkstes Quintil","22.56","13.5","80","6","10","36","40","80","19.04","26.08","1","80","12","20"
"1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","19.38","11","37","5","7","21","40","80","14.55","24.21","2","80","10","20"
"1997","(Fach-)Abitur","2","15.31","14","72","4","6","20","31","45","12.48","18.14","2","58","8","15"
"1997","(Fach-)Abitur","3","16.63","9.5","86","3","6","25","30","91","13.49","19.77","1","91","10","15"
"1997","(Fach-)Abitur","4","24.53","13","54","3","8","37","70","99","18.69","30.37","1","99","10","16"
"1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"1997","(noch) kein Abschluss","2","","","","","","","","","","","","","",""
"1997","(noch) kein Abschluss","3","","","","","","","","","","","","","",""
"1997","(noch) kein Abschluss","4","","","","","","","","","","","","","",""
"1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1997","AkademikerIn","1 Einkommensschwächstes Quintil","17.53","10.5","93","5","8","25","40","60","14.54","20.52","1","60","10","20"
"1997","AkademikerIn","2","20.22","11","147","4","7","25","50","90","16.99","23.45","1","99","10","15"
"1997","AkademikerIn","3","20.45","14.5","171","5","10","30","40","80","17.63","23.27","2","99","12","19"
"1997","AkademikerIn","4","23.02","17.5","170","4","10","32","50","80","20.25","25.79","2","90","15","20"
"1997","AkademikerIn","5 Einkommensstärkstes Quintil","27.97","24.5","140","5","10","40","60","80","24.08","31.86","1","99","16","26"
"1997","Hauptschule","1 Einkommensschwächstes Quintil","15.81","11","225","4","7","20","31","50","13.91","17.71","1","99","10","15"
"1997","Hauptschule","2","17.72","14.5","310","4","8","20","35","80","15.92","19.52","1","93","12","16"
"1997","Hauptschule","3","19.98","13.5","256","5","8","28","47","80","18.04","21.92","1","90","10","15"
"1997","Hauptschule","4","18.79","11.5","160","4","8","21","40","76","16.09","21.49","1","80","10","20"
"1997","Hauptschule","5 Einkommensstärkstes Quintil","18.01","13.5","49","6","6","23","35","90","12.7","23.32","2","90","10","20"
"1997","Realschule","1 Einkommensschwächstes Quintil","15.81","9.5","228","5","8","20","32","70","13.97","17.65","1","75","10","15"
"1997","Realschule","2","18.6","14.5","305","4","7","22","40","96","16.68","20.52","1","99","12","15"
"1997","Realschule","3","15.23","9.5","227","4","6","20","30","60","13.37","17.09","1","99","10","14"
"1997","Realschule","4","16.33","11","160","5","8","20","30","80","13.93","18.73","1","90","10","15"
"1997","Realschule","5 Einkommensstärkstes Quintil","25.8","19.5","77","7","10","35","50","99","20.84","30.76","2","99","14","24"
"1998","(Fach-)Abitur","1 Einkommensschwächstes Quintil","13.14","10.5","60","3","5","20","23","80","9.52","16.76","1","80","10","20"
"1998","(Fach-)Abitur","2","18.43","14.5","81","5","8","20","40","80","14.96","21.9","1","80","10","17"
"1998","(Fach-)Abitur","3","18.4","10.5","78","5","8","22","33","99","14.1","22.7","2","99","10","15"
"1998","(Fach-)Abitur","4","16.76","9","82","2","5","20","30","85","13.54","19.98","1","85","10","13"
"1998","(Fach-)Abitur","5 Einkommensstärkstes Quintil","27.71","22.5","41","6","10","30","80","99","20.57","34.85","3","99","12","25"
"1998","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"1998","(noch) kein Abschluss","2","","","","","","","","","","","","","",""
"1998","(noch) kein Abschluss","3","","","","","","","","","","","","","",""
"1998","(noch) kein Abschluss","4","","","","","","","","","","","","","",""
"1998","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1998","AkademikerIn","1 Einkommensschwächstes Quintil","22.62","18.5","100","5","8","30","40","80","19.14","26.1","2","80","10","20"
"1998","AkademikerIn","2","19.9","15.5","152","4","10","22","40","80","16.94","22.86","1","90","12","18"
"1998","AkademikerIn","3","18.51","14.5","166","4","8","25","40","70","15.89","21.13","1","99","10","20"
"1998","AkademikerIn","4","24.53","15.5","196","6","10","33","50","99","21.78","27.28","1","99","15","20"
"1998","AkademikerIn","5 Einkommensstärkstes Quintil","24.21","19","174","8","10","35","50","81","21.57","26.85","2","98","18","20"
"1998","Hauptschule","1 Einkommensschwächstes Quintil","17.41","14.5","246","4","8","20","30","80","15.47","19.35","1","97","12","18"
"1998","Hauptschule","2","16.78","11.5","332","4","6","20","40","60","15.17","18.39","1","90","10","15"
"1998","Hauptschule","3","21.26","14.5","259","5","10","30","40","99","19.09","23.43","2","99","12","16"
"1998","Hauptschule","4","19.28","14.5","159","6","9","23","40","80","16.76","21.8","2","80","15","20"
"1998","Hauptschule","5 Einkommensstärkstes Quintil","23.73","15.5","66","8","10","25","50","99","18.9","28.56","2","99","12","20"
"1998","Realschule","1 Einkommensschwächstes Quintil","19.63","11.5","239","4","8","25","40","99","17.31","21.95","1","99","10","16"
"1998","Realschule","2","17.67","13.5","347","5","8","22","36","80","16.08","19.26","1","98","11","15"
"1998","Realschule","3","18.19","11.5","234","5","8","20","42","68","16.31","20.07","1","80","10","12"
"1998","Realschule","4","18.62","11.5","194","4","8","25","40","90","15.9","21.34","1","99","10","15"
"1998","Realschule","5 Einkommensstärkstes Quintil","22.77","15.5","94","7","10","40","45","80","19.35","26.19","1","80","12","20"
"1999","(Fach-)Abitur","1 Einkommensschwächstes Quintil","14.4","9","49","5","8","21","28","38","10.98","17.82","2","60","10","18"
"1999","(Fach-)Abitur","2","16.98","14.5","89","3","6","20","30","80","13.67","20.29","1","80","10","18"
"1999","(Fach-)Abitur","3","13.2","9","90","3","6","15","25","62","10.36","16.04","2","90","8","12"
"1999","(Fach-)Abitur","4","18.69","14","93","5","8","20","42","70","15.57","21.81","2","80","10","15"
"1999","(Fach-)Abitur","5 Einkommensstärkstes Quintil","20.86","13.5","41","5","10","30","40","80","15.65","26.07","3","80","10","20"
"1999","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"1999","(noch) kein Abschluss","2","","","","","","","","","","","","","",""
"1999","(noch) kein Abschluss","3","","","","","","","","","","","","","",""
"1999","(noch) kein Abschluss","4","","","","","","","","","","","","","",""
"1999","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1999","AkademikerIn","1 Einkommensschwächstes Quintil","22.88","14.5","62","4","9","25","60","90","17.8","27.96","1","90","10","20"
"1999","AkademikerIn","2","22.68","19","155","6","10","30","40","80","19.86","25.5","1","90","12","20"
"1999","AkademikerIn","3","22.74","15.5","164","5","8","30","50","80","19.5","25.98","1","99","12","20"
"1999","AkademikerIn","4","21.96","17","205","5","10","30","50","80","19.43","24.49","1","99","15","20"
"1999","AkademikerIn","5 Einkommensstärkstes Quintil","24.36","19","211","5","10","30","50","80","21.69","27.03","1","90","15","20"
"1999","Hauptschule","1 Einkommensschwächstes Quintil","19.7","13","231","5","8","24","44","90","17.3","22.1","2","99","12","16"
"1999","Hauptschule","2","18.15","14.5","330","4","8","25","36","80","16.54","19.76","1","99","12","16"
"1999","Hauptschule","3","18.16","14.5","251","4","7","20","40","80","16.19","20.13","1","99","12","16"
"1999","Hauptschule","4","19.98","14.5","201","3","8","25","45","90","17.75","22.21","1","90","14","19"
"1999","Hauptschule","5 Einkommensstärkstes Quintil","25.25","19","66","10","12","35","46","80","20.49","30.01","4","95","15","24"
"1999","Realschule","1 Einkommensschwächstes Quintil","17.32","11.5","205","3","8","20","45","68","15.18","19.46","2","84","10","15"
"1999","Realschule","2","16.75","11.5","363","4","8","20","31","80","15.21","18.29","1","95","10","15"
"1999","Realschule","3","16.64","11.5","239","4","7","20","35","73","14.79","18.49","1","96","10","15"
"1999","Realschule","4","19.68","14.5","202","4","10","21","40","80","17.27","22.09","1","99","12","15"
"1999","Realschule","5 Einkommensstärkstes Quintil","19.9","14.5","105","5","10","30","40","99","16.27","23.53","2","99","12","20"
"2000","(Fach-)Abitur","1 Einkommensschwächstes Quintil","17.15","11.5","88","3","7","20","40","80","13.34","20.96","1","90","10","15"
"2000","(Fach-)Abitur","2","18.15","11.5","133","4","5","20","40","99","14.96","21.34","1","99","10","17"
"2000","(Fach-)Abitur","3","16.69","11.5","148","4","6","20","31","76","14.12","19.26","1","99","10","15"
"2000","(Fach-)Abitur","4","19.42","14","152","5","10","25","40","80","17.01","21.83","1","80","12","17"
"2000","(Fach-)Abitur","5 Einkommensstärkstes Quintil","21.6","19","86","6","10","28","40","99","17.77","25.43","1","99","13","20"
"2000","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2000","(noch) kein Abschluss","2","","","","","","","","","","","","","",""
"2000","(noch) kein Abschluss","3","","","","","","","","","","","","","",""
"2000","(noch) kein Abschluss","4","","","","","","","","","","","","","",""
"2000","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2000","AkademikerIn","1 Einkommensschwächstes Quintil","18.2","9","83","2","5","25","40","80","14.14","22.26","1","99","10","15"
"2000","AkademikerIn","2","18.28","13.5","202","4","8","25","40","80","16","20.56","1","99","10","15"
"2000","AkademikerIn","3","19.55","14.5","293","4","10","25","40","80","17.68","21.42","1","99","12","15"
"2000","AkademikerIn","4","23.78","19.5","367","5","10","30","50","99","21.64","25.92","1","99","15","20"
"2000","AkademikerIn","5 Einkommensstärkstes Quintil","24.88","19.5","426","5","10","33","50","99","22.96","26.8","1","99","16","20"
"2000","Hauptschule","1 Einkommensschwächstes Quintil","19.22","14.5","333","5","9","25","40","80","17.33","21.11","1","99","12","17"
"2000","Hauptschule","2","17.15","13.5","525","4","8","20","35","70","15.91","18.39","1","99","12","15"
"2000","Hauptschule","3","18.79","12.5","398","5","8","21","40","90","17.22","20.36","2","90","12","15"
"2000","Hauptschule","4","19.36","11.5","342","5","8","24","40","90","17.43","21.29","1","99","12","15"
"2000","Hauptschule","5 Einkommensstärkstes Quintil","26.55","16.5","114","8","10","35","80","99","22.31","30.79","1","99","14","20"
"2000","Realschule","1 Einkommensschwächstes Quintil","17.6","11.5","292","5","8","20","39","90","15.63","19.57","1","99","10","15"
"2000","Realschule","2","17.57","11.5","537","5","8","20","35","98","16.19","18.95","1","99","10","14"
"2000","Realschule","3","17.25","11.5","439","4","8","20","40","80","15.84","18.66","1","99","10","14"
"2000","Realschule","4","16.46","11.5","413","4","7","20","30","90","14.91","18.01","1","99","10","15"
"2000","Realschule","5 Einkommensstärkstes Quintil","18.65","14.5","193","5","8","24","40","70","16.49","20.81","1","90","10","16"
"2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","17.8","11","67","4","9","24","40","80","13.24","22.36","1","99","10","15"
"2001","(Fach-)Abitur","2","16.29","11.5","130","4","5","20","32","80","13.76","18.82","1","80","10","15"
"2001","(Fach-)Abitur","3","16.54","9.5","130","4","6","20","30","90","13.57","19.51","1","90","10","15"
"2001","(Fach-)Abitur","4","19.74","14.5","155","5","8","25","42","80","17.01","22.47","1","99","12","18"
"2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","18.7","14.5","90","6","10","25","30","99","14.76","22.64","1","99","12","18"
"2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","2","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","3","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","4","","","","","","","","","","","","","",""
