year,regtyp,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,male,,,,,,,,,,,,
1985,Urban regions,female,,,,,,,,,,,,
1985,Rural regions,male,,,,,,,,,,,,
1985,Rural regions,female,,,,,,,,,,,,
1986,Urban regions,male,,,,,,,,,,,,
1986,Urban regions,female,,,,,,,,,,,,
1986,Rural regions,male,,,,,,,,,,,,
1986,Rural regions,female,,,,,,,,,,,,
1987,Urban regions,male,,,,,,,,,,,,
1987,Urban regions,female,,,,,,,,,,,,
1987,Rural regions,male,,,,,,,,,,,,
1987,Rural regions,female,,,,,,,,,,,,
1988,Urban regions,male,,,,,,,,,,,,
1988,Urban regions,female,,,,,,,,,,,,
1988,Rural regions,male,,,,,,,,,,,,
1988,Rural regions,female,,,,,,,,,,,,
1989,Urban regions,male,,,,,,,,,,,,
1989,Urban regions,female,,,,,,,,,,,,
1989,Rural regions,male,,,,,,,,,,,,
1989,Rural regions,female,,,,,,,,,,,,
1990,Urban regions,male,,,,,,,,,,,,
1990,Urban regions,female,,,,,,,,,,,,
1990,Rural regions,male,,,,,,,,,,,,
1990,Rural regions,female,,,,,,,,,,,,
1991,Urban regions,male,,,,,,,,,,,,
1991,Urban regions,female,,,,,,,,,,,,
1991,Rural regions,male,,,,,,,,,,,,
1991,Rural regions,female,,,,,,,,,,,,
1992,Urban regions,male,,,,,,,,,,,,
1992,Urban regions,female,,,,,,,,,,,,
1992,Rural regions,male,,,,,,,,,,,,
1992,Rural regions,female,,,,,,,,,,,,
1993,Urban regions,male,,,,,,,,,,,,
1993,Urban regions,female,,,,,,,,,,,,
1993,Rural regions,male,,,,,,,,,,,,
1993,Rural regions,female,,,,,,,,,,,,
1994,Urban regions,male,,,,,,,,,,,,
1994,Urban regions,female,,,,,,,,,,,,
1994,Rural regions,male,,,,,,,,,,,,
1994,Rural regions,female,,,,,,,,,,,,
1995,Urban regions,male,,,,,,,,,,,,
1995,Urban regions,female,,,,,,,,,,,,
1995,Rural regions,male,,,,,,,,,,,,
1995,Rural regions,female,,,,,,,,,,,,
1996,Urban regions,male,,,,,,,,,,,,
1996,Urban regions,female,,,,,,,,,,,,
1996,Rural regions,male,,,,,,,,,,,,
1996,Rural regions,female,,,,,,,,,,,,
1997,Urban regions,male,,,,,,,,,,,,
1997,Urban regions,female,,,,,,,,,,,,
1997,Rural regions,male,,,,,,,,,,,,
1997,Rural regions,female,,,,,,,,,,,,
1998,Urban regions,male,,,,,,,,,,,,
1998,Urban regions,female,,,,,,,,,,,,
1998,Rural regions,male,,,,,,,,,,,,
1998,Rural regions,female,,,,,,,,,,,,
1999,Urban regions,male,,,,,,,,,,,,
1999,Urban regions,female,,,,,,,,,,,,
1999,Rural regions,male,,,,,,,,,,,,
1999,Rural regions,female,,,,,,,,,,,,
2000,Urban regions,male,,,,,,,,,,,,
2000,Urban regions,female,,,,,,,,,,,,
2000,Rural regions,male,,,,,,,,,,,,
2000,Rural regions,female,,,,,,,,,,,,
2001,Urban regions,male,,,,,,,,,,,,
2001,Urban regions,female,,,,,,,,,,,,
2001,Rural regions,male,,,,,,,,,,,,
2001,Rural regions,female,,,,,,,,,,,,
2002,Urban regions,male,7323,81.85402643665485,81.54487744254884,82.16317543076086,73.0,80.0,90.0,47.5,115.5,80.0,80.0,80.0
2002,Urban regions,female,7829,67.412158396291,67.13225092615413,67.69206586642788,59.0,65.0,75.0,35.0,99.0,65.0,64.0,65.0
2002,Rural regions,male,3762,81.8823295263434,81.46665959368761,82.29799945899919,73.0,80.0,90.0,47.5,115.5,80.0,79.0,80.0
2002,Rural regions,female,3917,68.32265760510987,67.92803161666195,68.71728359355778,60.0,67.0,75.0,38.0,97.5,67.0,66.0,69.0
2003,Urban regions,male,,,,,,,,,,,,
2003,Urban regions,female,,,,,,,,,,,,
2003,Rural regions,male,,,,,,,,,,,,
2003,Rural regions,female,,,,,,,,,,,,
2004,Urban regions,male,6825,82.38220569111833,82.05387426238381,82.71053711985284,73.0,80.0,90.0,47.5,115.5,80.0,79.0,80.0
2004,Urban regions,female,7370,67.9949793315191,67.69814945022809,68.29180921281012,59.0,66.0,75.0,35.0,99.0,66.0,66.0,67.0
2004,Rural regions,male,3492,82.48207509404452,82.0313416088663,82.93280857922274,74.0,80.0,90.0,50.0,114.0,80.0,78.0,80.0
2004,Rural regions,female,3690,69.19739017801729,68.75807443921698,69.63670591681759,60.0,68.0,77.0,37.0,102.5,68.0,67.975,69.0
2005,Urban regions,male,,,,,,,,,,,,
2005,Urban regions,female,,,,,,,,,,,,
2005,Rural regions,male,,,,,,,,,,,,
2005,Rural regions,female,,,,,,,,,,,,
2006,Urban regions,male,6935,83.02231169696185,82.68696123394568,83.35766215997802,74.0,81.0,90.0,50.0,114.0,81.0,80.975,82.0
2006,Urban regions,female,7548,68.35480855522101,68.05037463070106,68.65924247974097,59.0,66.0,75.0,35.0,99.0,66.0,65.0,67.0
2006,Rural regions,male,3641,83.77111843205408,83.31882606021907,84.2234108038891,75.0,82.0,92.0,49.5,117.5,82.0,82.0,83.0
2006,Rural regions,female,3933,69.97881293972878,69.53936693796477,70.4182589414928,60.0,68.0,78.0,35.0,105.0,68.0,67.0,68.0
2007,Urban regions,male,,,,,,,,,,,,
2007,Urban regions,female,,,,,,,,,,,,
2007,Rural regions,male,,,,,,,,,,,,
2007,Rural regions,female,,,,,,,,,,,,
2008,Urban regions,male,6055,83.92029963710452,83.53189872362726,84.30870055058178,74.0,82.0,92.0,47.0,119.0,82.0,82.0,83.0
2008,Urban regions,female,6634,68.82319377872255,68.4975220904815,69.14886546696361,60.0,67.0,76.0,36.0,100.0,67.0,67.0,68.0
2008,Rural regions,male,3241,84.72481972400517,84.22283655213076,85.22680289587959,75.0,83.0,93.0,48.0,120.0,83.0,82.0,84.0
2008,Rural regions,female,3432,70.31408971590062,69.84542812643329,70.78275130536795,60.0,68.0,78.0,35.0,105.0,68.0,66.0,68.0
2009,Urban regions,male,,,,,,,,,,,,
2009,Urban regions,female,,,,,,,,,,,,
2009,Rural regions,male,,,,,,,,,,,,
2009,Rural regions,female,,,,,,,,,,,,
2010,Urban regions,male,5242,84.67337141486536,84.2200296584223,85.12671317130841,74.0,82.0,92.0,47.0,119.0,82.0,81.0,83.0
2010,Urban regions,female,5774,69.33042819582633,68.96714177419345,69.69371461745921,60.0,67.0,76.0,36.0,100.0,67.0,66.0,68.0
2010,Rural regions,male,2825,85.45567280024667,84.91264518780058,85.99870041269277,75.0,84.0,94.0,46.5,122.5,84.0,83.0,85.0
2010,Rural regions,female,2989,70.5800044586272,70.06753217740261,71.09247673985179,60.0,69.0,79.0,31.5,107.5,69.0,68.0,70.0
2011,Urban regions,male,,,,,,,,,,,,
2011,Urban regions,female,,,,,,,,,,,,
2011,Rural regions,male,,,,,,,,,,,,
2011,Rural regions,female,,,,,,,,,,,,
2012,Urban regions,male,6248,84.60415373407434,84.22087119104403,84.98743627710466,75.0,83.0,92.0,49.5,117.5,83.0,83.0,84.0
