year,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,,,,,,,,,,,,
1984,Direct migration background,,,,,,,,,,,,
1984,Indirect migration background,,,,,,,,,,,,
1985,No migration background,,,,,,,,,,,,
1985,Direct migration background,,,,,,,,,,,,
1985,Indirect migration background,,,,,,,,,,,,
1986,No migration background,,,,,,,,,,,,
1986,Direct migration background,,,,,,,,,,,,
1986,Indirect migration background,,,,,,,,,,,,
1987,No migration background,,,,,,,,,,,,
1987,Direct migration background,,,,,,,,,,,,
1987,Indirect migration background,,,,,,,,,,,,
1988,No migration background,,,,,,,,,,,,
1988,Direct migration background,,,,,,,,,,,,
1988,Indirect migration background,,,,,,,,,,,,
1989,No migration background,,,,,,,,,,,,
1989,Direct migration background,,,,,,,,,,,,
1989,Indirect migration background,,,,,,,,,,,,
1990,No migration background,,,,,,,,,,,,
1990,Direct migration background,,,,,,,,,,,,
1990,Indirect migration background,,,,,,,,,,,,
1991,No migration background,,,,,,,,,,,,
1991,Direct migration background,,,,,,,,,,,,
1991,Indirect migration background,,,,,,,,,,,,
1992,No migration background,,,,,,,,,,,,
1992,Direct migration background,,,,,,,,,,,,
1992,Indirect migration background,,,,,,,,,,,,
1993,No migration background,,,,,,,,,,,,
1993,Direct migration background,,,,,,,,,,,,
1993,Indirect migration background,,,,,,,,,,,,
1994,No migration background,,,,,,,,,,,,
1994,Direct migration background,,,,,,,,,,,,
1994,Indirect migration background,,,,,,,,,,,,
1995,No migration background,,,,,,,,,,,,
1995,Direct migration background,,,,,,,,,,,,
1995,Indirect migration background,,,,,,,,,,,,
1996,No migration background,,,,,,,,,,,,
1996,Direct migration background,,,,,,,,,,,,
1996,Indirect migration background,,,,,,,,,,,,
1997,No migration background,,,,,,,,,,,,
1997,Direct migration background,,,,,,,,,,,,
1997,Indirect migration background,,,,,,,,,,,,
1998,No migration background,,,,,,,,,,,,
1998,Direct migration background,,,,,,,,,,,,
1998,Indirect migration background,,,,,,,,,,,,
1999,No migration background,,,,,,,,,,,,
1999,Direct migration background,,,,,,,,,,,,
1999,Indirect migration background,,,,,,,,,,,,
2000,No migration background,,,,,,,,,,,,
2000,Direct migration background,,,,,,,,,,,,
2000,Indirect migration background,,,,,,,,,,,,
2001,No migration background,,,,,,,,,,,,
2001,Direct migration background,,,,,,,,,,,,
2001,Indirect migration background,,,,,,,,,,,,
2002,No migration background,19284,74.96338,74.75285,75.17391,64.00000,74.00000,84.00000,34.00000,114.00000,74.00000,74.00000,75.00000
2002,Direct migration background,2784,73.35979,72.84802,73.87156,63.00000,73.00000,82.00000,39.00000,110.50000,73.00000,72.00000,74.00000
2002,Indirect migration background,763,69.77238,68.76319,70.78156,60.00000,69.00000,79.00000,36.00000,107.50000,69.00000,66.00000,70.00000
2003,No migration background,,,,,,,,,,,,
2003,Direct migration background,,,,,,,,,,,,
2003,Indirect migration background,,,,,,,,,,,,
2004,No migration background,18089,75.58821,75.36379,75.81263,65.00000,75.00000,85.00000,35.00000,115.00000,75.00000,74.00000,75.00000
2004,Direct migration background,2509,74.03765,73.48754,74.58775,64.00000,74.00000,83.00000,35.50000,111.50000,74.00000,73.00000,75.00000
2004,Indirect migration background,779,71.38132,70.42834,72.33431,60.00000,70.00000,80.00000,39.00000,110.00000,70.00000,70.00000,72.02500
2005,No migration background,,,,,,,,,,,,
2005,Direct migration background,,,,,,,,,,,,
2005,Indirect migration background,,,,,,,,,,,,
2006,No migration background,18840,76.29479,76.06825,76.52133,65.00000,75.00000,85.00000,35.00000,115.00000,75.00000,75.00000,75.00000
2006,Direct migration background,2374,74.65211,74.06762,75.23659,64.00000,75.00000,84.00000,35.00000,114.00000,75.00000,73.00000,75.00000
2006,Indirect migration background,843,72.40655,71.42670,73.38640,61.00000,70.00000,81.00000,39.00000,111.00000,70.00000,70.00000,74.00000
2007,No migration background,,,,,,,,,,,,
2007,Direct migration background,,,,,,,,,,,,
2007,Indirect migration background,,,,,,,,,,,,
2008,No migration background,16651,76.99410,76.74515,77.24304,65.00000,75.00000,86.00000,35.00000,117.50000,75.00000,75.00000,75.00000
2008,Direct migration background,1897,75.36640,74.66968,76.06311,65.00000,75.00000,84.00000,36.50000,112.50000,75.00000,74.00000,75.00000
2008,Indirect migration background,814,72.91702,71.89117,73.94287,62.00000,72.00000,83.00000,40.00000,114.50000,72.00000,70.00000,74.00000
2009,No migration background,,,,,,,,,,,,
2009,Direct migration background,,,,,,,,,,,,
2009,Indirect migration background,,,,,,,,,,,,
2010,No migration background,14638,77.67476,77.39655,77.95298,65.00000,75.00000,87.00000,32.00000,120.00000,75.00000,75.00000,76.00000
2010,Direct migration background,1470,75.22508,74.43968,76.01049,65.00000,75.00000,85.00000,35.00000,115.00000,75.00000,74.00000,75.00000
2010,Indirect migration background,722,74.76704,73.55668,75.97739,62.00000,72.00000,85.00000,39.00000,119.50000,72.00000,70.00000,76.00000
2011,No migration background,,,,,,,,,,,,
2011,Direct migration background,,,,,,,,,,,,
2011,Indirect migration background,,,,,,,,,,,,
2012,No migration background,17899,77.81857,77.57134,78.06581,65.00000,76.00000,88.00000,34.00000,122.50000,76.00000,75.00000,76.00000
2012,Direct migration background,1984,75.35444,74.65948,76.04939,65.00000,75.00000,85.00000,35.00000,115.00000,75.00000,73.00000,75.00000
2012,Indirect migration background,861,74.70321,73.53377,75.87266,60.00000,72.00000,85.00000,30.00000,122.50000,72.00000,70.00000,75.00000
2013,No migration background,,,,,,,,,,,,
2013,Direct migration background,,,,,,,,,,,,
2013,Indirect migration background,,,,,,,,,,,,
2014,No migration background,20240,78.22866,77.98988,78.46744,65.00000,76.00000,88.00000,35.00000,122.50000,76.00000,76.00000,77.00000
2014,Direct migration background,5217,75.51923,75.08256,75.95590,64.00000,75.00000,85.00000,32.50000,116.50000,75.00000,74.00000,75.00000
2014,Indirect migration background,1814,75.16869,74.37116,75.96622,63.00000,73.00000,86.85875,30.00000,122.64688,73.00000,72.00000,75.00000
2015,No migration background,,,,,,,,,,,,
2015,Direct migration background,,,,,,,,,,,,
2015,Indirect migration background,,,,,,,,,,,,
2016,No migration background,17883,78.80973,78.54929,79.07017,66.00000,77.00000,89.00000,33.00000,123.50000,77.00000,76.00000,78.00000
2016,Direct migration background,4845,76.11193,75.65899,76.56487,64.00000,75.00000,86.00000,31.00000,119.00000,75.00000,75.00000,76.00000
2016,Indirect migration background,1551,76.02164,75.12769,76.91559,64.00000,73.25753,86.00000,40.00000,119.00000,73.00000,72.00000,75.00000
2017,No migration background,,,,,,,,,,,,
2017,Direct migration background,,,,,,,,,,,,
2017,Indirect migration background,,,,,,,,,,,,
2018,No migration background,19439,79.41833,79.16224,79.67443,66.00000,78.00000,90.00000,35.00000,126.00000,78.00000,77.00000,78.00000
2018,Direct migration background,7626,75.89434,75.54591,76.24277,65.00000,75.00000,85.00000,35.00000,115.00000,75.00000,74.00000,76.00000
2018,Indirect migration background,1688,76.47325,75.57244,77.37406,63.00000,73.00000,86.00000,40.00000,120.50000,73.00000,72.00000,75.00000
2019,No migration background,,,,,,,,,,,,
2019,Direct migration background,,,,,,,,,,,,
2019,Indirect migration background,,,,,,,,,,,,
2020,No migration background,18620,79.86238,79.59563,80.12913,67.00000,78.00000,90.00000,36.00000,124.50000,78.00000,78.00000,79.00000
2020,Direct migration background,5531,77.02400,76.60415,77.44385,65.00000,76.00000,86.00000,37.00000,117.50000,76.00000,75.00000,78.00000
2020,Indirect migration background,1589,78.25872,77.25826,79.25918,65.00000,75.00000,88.00000,39.00000,122.50000,75.00000,73.00000,76.00000
2021,No migration background,,,,,,,,,,,,
2021,Direct migration background,,,,,,,,,,,,
2021,Indirect migration background,,,,,,,,,,,,
