year,bula_h,regtyp,hlf0613,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Schleswig-Holstein,Urban regions,Yes,0.54128,109,236,0.47757,0.60499
2016,Schleswig-Holstein,Urban regions,No,0.45771,127,236,0.39401,0.52140
2016,Schleswig-Holstein,Rural regions,Yes,0.53996,217,392,0.49056,0.58937
2016,Schleswig-Holstein,Rural regions,No,0.46004,175,392,0.41063,0.50944
2016,Hamburg,Urban regions,Yes,0.62266,186,287,0.56649,0.67884
2016,Hamburg,Urban regions,No,0.37499,101,287,0.31888,0.43110
2016,Lower Saxony,Urban regions,Yes,0.59143,401,709,0.55522,0.62764
2016,Lower Saxony,Urban regions,No,0.40691,308,709,0.37073,0.44310
2016,Lower Saxony,Rural regions,Yes,0.60010,529,861,0.56736,0.63284
2016,Lower Saxony,Rural regions,No,0.39347,332,861,0.36082,0.42612
2016,Bremen,Urban regions,Yes,0.54769,69,129,0.46146,0.63391
2016,Bremen,Urban regions,No,0.45231,60,129,0.36609,0.53854
2016,North Rhine-Westphalia,Urban regions,Yes,0.59981,1952,3291,0.58307,0.61655
2016,North Rhine-Westphalia,Urban regions,No,0.39645,1339,3291,0.37973,0.41316
2016,North Rhine-Westphalia,Rural regions,Yes,0.48162,33,78,0.37002,0.59323
2016,North Rhine-Westphalia,Rural regions,No,0.44340,45,78,0.33244,0.55436
2016,Hesse,Urban regions,Yes,0.62347,552,906,0.59190,0.65504
2016,Hesse,Urban regions,No,0.37582,354,906,0.34426,0.40737
2016,Hesse,Rural regions,Yes,0.50623,114,217,0.43956,0.57291
2016,Hesse,Rural regions,No,0.48823,103,217,0.42157,0.55490
2016,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.55820,405,789,0.52352,0.59287
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.44117,384,789,0.40650,0.47584
2016,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.50231,127,242,0.43918,0.56544
2016,"Rhineland-Palatinate, Saarland",Rural regions,No,0.44174,115,242,0.37904,0.50444
2016,Baden-Wuerttemberg,Urban regions,Yes,0.60970,990,1644,0.58611,0.63329
2016,Baden-Wuerttemberg,Urban regions,No,0.38671,654,1644,0.36316,0.41026
2016,Baden-Wuerttemberg,Rural regions,Yes,0.61739,128,220,0.55302,0.68176
2016,Baden-Wuerttemberg,Rural regions,No,0.38261,92,220,0.31824,0.44698
2016,Bavaria,Urban regions,Yes,0.67161,803,1166,0.64464,0.69857
2016,Bavaria,Urban regions,No,0.32790,363,1166,0.30094,0.35485
2016,Bavaria,Rural regions,Yes,0.56233,808,1353,0.53589,0.58878
2016,Bavaria,Rural regions,No,0.42804,545,1353,0.40166,0.45441
2016,Berlin,Urban regions,Yes,0.65361,423,670,0.61756,0.68967
2016,Berlin,Urban regions,No,0.34515,247,670,0.30912,0.38117
2016,Brandenburg,Urban regions,Yes,0.74505,33,33,0.59404,0.89606
2016,Brandenburg,Rural regions,Yes,0.46887,272,602,0.42897,0.50877
2016,Brandenburg,Rural regions,No,0.51635,330,602,0.47639,0.55630
2016,Mecklenburg-Western Pomerania,Rural regions,Yes,0.58294,172,322,0.52900,0.63688
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.41706,150,322,0.36312,0.47100
2016,Saxony,Urban regions,Yes,0.60251,307,536,0.56104,0.64398
2016,Saxony,Urban regions,No,0.39241,229,536,0.35104,0.43379
2016,Saxony,Rural regions,Yes,0.54929,237,433,0.50237,0.59621
2016,Saxony,Rural regions,No,0.45071,196,433,0.40379,0.49763
2016,Saxony-Anhalt,Urban regions,Yes,0.68643,88,150,0.61194,0.76093
2016,Saxony-Anhalt,Urban regions,No,0.30214,62,150,0.22841,0.37587
2016,Saxony-Anhalt,Rural regions,Yes,0.44219,193,420,0.39464,0.48975
2016,Saxony-Anhalt,Rural regions,No,0.55689,227,420,0.50932,0.60445
2016,Thuringa,Urban regions,Yes,0.59148,115,192,0.52177,0.66119
2016,Thuringa,Urban regions,No,0.40852,77,192,0.33881,0.47823
2016,Thuringa,Rural regions,Yes,0.47847,201,415,0.43035,0.52659
2016,Thuringa,Rural regions,No,0.52065,214,415,0.47253,0.56877
2017,Schleswig-Holstein,Urban regions,Yes,0.77542,181,270,0.72555,0.82529
2017,Schleswig-Holstein,Urban regions,No,0.22399,89,270,0.17416,0.27381
2017,Schleswig-Holstein,Rural regions,Yes,0.66826,290,449,0.62466,0.71186
2017,Schleswig-Holstein,Rural regions,No,0.33174,159,449,0.28814,0.37534
2017,Hamburg,Urban regions,Yes,0.61993,213,334,0.56779,0.67206
2017,Hamburg,Urban regions,No,0.37834,121,334,0.32625,0.43043
2017,Lower Saxony,Urban regions,Yes,0.68204,545,814,0.65003,0.71405
2017,Lower Saxony,Urban regions,No,0.31743,269,814,0.28544,0.34943
2017,Lower Saxony,Rural regions,Yes,0.63448,650,1083,0.60579,0.66318
2017,Lower Saxony,Rural regions,No,0.36544,433,1083,0.33674,0.39413
2017,Bremen,Urban regions,Yes,0.66280,96,181,0.59374,0.73187
2017,Bremen,Urban regions,No,0.33698,85,181,0.26793,0.40604
2017,North Rhine-Westphalia,Urban regions,Yes,0.63115,2225,3731,0.61566,0.64663
2017,North Rhine-Westphalia,Urban regions,No,0.36751,1506,3731,0.35204,0.38298
2017,North Rhine-Westphalia,Rural regions,Yes,0.61710,48,88,0.51495,0.71924
2017,North Rhine-Westphalia,Rural regions,No,0.38290,40,88,0.28076,0.48505
2017,Hesse,Urban regions,Yes,0.66056,610,1005,0.63127,0.68985
2017,Hesse,Urban regions,No,0.33862,395,1005,0.30935,0.36789
2017,Hesse,Rural regions,Yes,0.52205,145,266,0.46191,0.58219
2017,Hesse,Rural regions,No,0.45594,121,266,0.39597,0.51591
2017,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.58459,454,809,0.55061,0.61857
2017,"Rhineland-Palatinate, Saarland",Urban regions,No,0.41481,355,809,0.38084,0.44879
2017,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.52010,129,256,0.45878,0.58142
2017,"Rhineland-Palatinate, Saarland",Rural regions,No,0.45420,127,256,0.39309,0.51531
