year,quintil_oecd_hh,hlf0613,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,1st Quintile,Yes,0.42645,1962,5184,0.41299,0.43992
2016,1st Quintile,No,0.56894,3222,5184,0.55546,0.58243
2016,2nd Quintile,Yes,0.48725,1671,3032,0.46946,0.50505
2016,2nd Quintile,No,0.50506,1361,3032,0.48726,0.52286
2016,3rd Quintile,Yes,0.60851,1764,2737,0.59022,0.62680
2016,3rd Quintile,No,0.38978,973,2737,0.37150,0.40805
2016,4th Quintile,Yes,0.67444,1915,2651,0.65660,0.69228
2016,4th Quintile,No,0.31992,736,2651,0.30216,0.33767
2016,5th Quintile,Yes,0.75487,2176,2752,0.73880,0.77095
2016,5th Quintile,No,0.24282,576,2752,0.22680,0.25884
2017,1st Quintile,Yes,0.45386,2132,5627,0.44085,0.46687
2017,1st Quintile,No,0.54310,3495,5627,0.53008,0.55612
2017,2nd Quintile,Yes,0.54187,1919,3322,0.52493,0.55882
2017,2nd Quintile,No,0.45347,1403,3322,0.43654,0.47040
2017,3rd Quintile,Yes,0.63302,2128,3102,0.61606,0.64998
2017,3rd Quintile,No,0.36470,974,3102,0.34775,0.38164
2017,4th Quintile,Yes,0.70479,2282,3040,0.68857,0.72101
2017,4th Quintile,No,0.29296,758,3040,0.27678,0.30914
2017,5th Quintile,Yes,0.79718,2533,3093,0.78300,0.81135
2017,5th Quintile,No,0.20144,560,3093,0.18730,0.21558
2018,1st Quintile,Yes,0.45063,2233,5351,0.43730,0.46396
2018,1st Quintile,No,0.54731,3118,5351,0.53397,0.56065
2018,2nd Quintile,Yes,0.57455,2061,3442,0.55803,0.59107
2018,2nd Quintile,No,0.42297,1381,3442,0.40646,0.43948
2018,3rd Quintile,Yes,0.66596,2098,2992,0.64906,0.68286
2018,3rd Quintile,No,0.33012,894,2992,0.31327,0.34698
2018,4th Quintile,Yes,0.72722,2200,2897,0.71100,0.74344
2018,4th Quintile,No,0.26862,697,2897,0.25247,0.28476
2018,5th Quintile,Yes,0.82140,2516,3013,0.80772,0.83508
2018,5th Quintile,No,0.17698,497,3013,0.16335,0.19062
2019,1st Quintile,Yes,0.50103,1615,2944,0.48297,0.51910
2019,1st Quintile,No,0.46121,1329,2944,0.44320,0.47922
2019,2nd Quintile,Yes,0.60597,1946,3030,0.58857,0.62337
2019,2nd Quintile,No,0.39065,1084,3030,0.37327,0.40802
2019,3rd Quintile,Yes,0.67876,2065,2870,0.66168,0.69585
2019,3rd Quintile,No,0.31806,805,2870,0.30102,0.33511
2019,4th Quintile,Yes,0.74336,2299,2925,0.72753,0.75919
2019,4th Quintile,No,0.25454,626,2925,0.23875,0.27033
2019,5th Quintile,Yes,0.80747,3651,4352,0.79576,0.81919
2019,5th Quintile,No,0.19223,701,4352,0.18053,0.20394
2021,1st Quintile,Yes,0.37197,1238,3233,0.35531,0.38863
2021,1st Quintile,No,0.62471,1995,3233,0.60802,0.64140
2021,2nd Quintile,Yes,0.46361,1108,2368,0.44352,0.48370
2021,2nd Quintile,No,0.53353,1260,2368,0.51343,0.55363
2021,3rd Quintile,Yes,0.52207,1152,2069,0.50054,0.54360
2021,3rd Quintile,No,0.47536,917,2069,0.45383,0.49688
2021,4th Quintile,Yes,0.56678,1276,2096,0.54556,0.58800
2021,4th Quintile,No,0.43120,820,2096,0.40999,0.45241
2021,5th Quintile,Yes,0.62164,1800,2723,0.60342,0.63986
2021,5th Quintile,No,0.37581,923,2723,0.35762,0.39401
