year,hhtyp,hlf0613,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Single-person household,Yes,0.55225,2129,3795,0.53643,0.56807
2016,Single-person household,No,0.44375,1666,3795,0.42794,0.45956
2016,Couple without children,Yes,0.60553,2588,4148,0.59065,0.62040
2016,Couple without children,No,0.38921,1560,4148,0.37437,0.40405
2016,Single parent,Yes,0.55811,918,1703,0.53452,0.58170
2016,Single parent,No,0.43875,785,1703,0.41518,0.46233
2016,Couple with children,Yes,0.64998,3601,6187,0.63810,0.66187
2016,Couple with children,No,0.34691,2586,6187,0.33505,0.35877
2016,Multi-generational household,Yes,0.57137,69,145,0.49054,0.65220
2016,Multi-generational household,No,0.41498,76,145,0.33450,0.49546
2016,Other Combinations,Yes,0.58746,185,382,0.53802,0.63689
2016,Other Combinations,No,0.38747,197,382,0.33855,0.43639
2017,Single-person household,Yes,0.58345,2505,4284,0.56868,0.59821
2017,Single-person household,No,0.41367,1779,4284,0.39892,0.42842
2017,Couple without children,Yes,0.63732,3047,4701,0.62358,0.65107
2017,Couple without children,No,0.35977,1654,4701,0.34604,0.37349
2017,Single parent,Yes,0.57815,970,1759,0.55506,0.60124
2017,Single parent,No,0.42002,789,1759,0.39695,0.44309
2017,Couple with children,Yes,0.70423,4161,6813,0.69339,0.71507
2017,Couple with children,No,0.29441,2652,6813,0.28358,0.30523
2017,Multi-generational household,Yes,0.54631,74,162,0.46941,0.62321
2017,Multi-generational household,No,0.39194,88,162,0.31653,0.46735
2017,Other Combinations,Yes,0.67169,258,514,0.63105,0.71232
2017,Other Combinations,No,0.32759,256,514,0.28698,0.36821
2018,Single-person household,Yes,0.60554,2688,4451,0.59118,0.61990
2018,Single-person household,No,0.39164,1763,4451,0.37730,0.40598
2018,Couple without children,Yes,0.65855,3108,4629,0.64489,0.67222
2018,Couple without children,No,0.33767,1521,4629,0.32405,0.35130
2018,Single parent,Yes,0.60122,979,1740,0.57820,0.62423
2018,Single parent,No,0.39846,761,1740,0.37545,0.42147
2018,Couple with children,Yes,0.72961,4078,6445,0.71876,0.74045
2018,Couple with children,No,0.26790,2367,6445,0.25709,0.27871
2018,Multi-generational household,Yes,0.53223,76,160,0.45467,0.60979
2018,Multi-generational household,No,0.46716,84,160,0.38961,0.54471
2018,Other Combinations,Yes,0.68219,225,410,0.63706,0.72731
2018,Other Combinations,No,0.31765,185,410,0.27253,0.36277
2019,Single-person household,Yes,0.62758,2806,4139,0.61285,0.64231
2019,Single-person household,No,0.36268,1333,4139,0.34803,0.37733
2019,Couple without children,Yes,0.67782,3643,5089,0.66498,0.69066
2019,Couple without children,No,0.32026,1446,5089,0.30744,0.33308
2019,Single parent,Yes,0.65433,935,1416,0.62955,0.67911
2019,Single parent,No,0.33099,481,1416,0.30648,0.35551
2019,Couple with children,Yes,0.73043,3953,5153,0.71831,0.74255
2019,Couple with children,No,0.25332,1200,5153,0.24144,0.26519
2019,Multi-generational household,Yes,0.68387,74,105,0.59451,0.77324
2019,Multi-generational household,No,0.29971,31,105,0.21166,0.38776
2019,Other Combinations,Yes,0.71880,167,223,0.65965,0.77794
2019,Other Combinations,No,0.23861,56,223,0.18254,0.29468
2021,Single-person household,Yes,0.46982,1773,3527,0.45334,0.48629
2021,Single-person household,No,0.52722,1754,3527,0.51074,0.54370
2021,Couple without children,Yes,0.51018,1902,3476,0.49356,0.52680
2021,Couple without children,No,0.48793,1574,3476,0.47131,0.50455
2021,Single parent,Yes,0.50142,482,1024,0.47078,0.53206
2021,Single parent,No,0.49647,542,1024,0.46584,0.52711
2021,Couple with children,Yes,0.58778,2186,3999,0.57252,0.60304
2021,Couple with children,No,0.40928,1813,3999,0.39404,0.42453
2021,Multi-generational household,Yes,0.67455,47,93,0.57881,0.77029
2021,Multi-generational household,No,0.32545,46,93,0.22971,0.42119
2021,Other Combinations,Yes,0.50382,172,353,0.45158,0.55605
2021,Other Combinations,No,0.48957,181,353,0.43735,0.54179
