,Unnamed: 0,year,hhtyp,rentown,hlf0613,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
0,0,2016,Single-person household,Owner,Yes,0.55855,547,14210,0.53129,0.58975
1,1,2016,Single-person household,Owner,No,0.44145,385,14210,0.41553,0.47081
2,2,2016,Single-person household,Tenant,Yes,0.55473,1429,14210,0.52997,0.57427
3,3,2016,Single-person household,Tenant,No,0.44527,1018,14210,0.42889,0.46392
4,4,2016,Couple without children,Owner,Yes,0.62554,1426,14210,0.59499,0.65232
5,5,2016,Couple without children,Owner,No,0.37446,789,14210,0.34874,0.4028
6,6,2016,Couple without children,Tenant,Yes,0.58805,1151,14210,0.55553,0.62439
7,7,2016,Couple without children,Tenant,No,0.41195,720,14210,0.38165,0.44667
8,8,2016,Single parent,Owner,Yes,0.62179,248,14210,0.54612,0.71978
9,9,2016,Single parent,Owner,No,0.37821,134,14210,0.32659,0.43702
10,10,2016,Single parent,Tenant,Yes,0.54019,625,14210,0.4954,0.58487
11,11,2016,Single parent,Tenant,No,0.45981,513,14210,0.41117,0.5107
12,12,2016,Couple with children,Owner,Yes,0.68827,1914,14210,0.65075,0.72919
13,13,2016,Couple with children,Owner,No,0.31173,743,14210,0.28771,0.34158
14,14,2016,Couple with children,Tenant,Yes,0.60452,1402,14210,0.5647,0.64718
15,15,2016,Couple with children,Tenant,No,0.39548,917,14210,0.36191,0.42562
16,16,2016,Multi-generational household,Owner,Yes,1.0,38,14210,0.69299,1.42036
17,17,2016,Multi-generational household,Tenant,No,1.0,35,14210,0.5618,1.55912
18,18,2016,Other Combinations,Owner,Yes,1.0,34,14210,0.67676,1.46205
19,19,2016,Other Combinations,Tenant,Yes,0.58256,90,14210,0.46411,0.72895
20,20,2016,Other Combinations,Tenant,No,0.41744,52,14210,0.33077,0.51137
21,21,2017,Single-person household,Owner,Yes,0.60486,635,17395,0.57879,0.63863
22,22,2017,Single-person household,Owner,No,0.39514,381,17395,0.37263,0.41744
23,23,2017,Single-person household,Tenant,Yes,0.57695,1825,17395,0.55291,0.60273
24,24,2017,Single-person household,Tenant,No,0.42305,1284,17395,0.40548,0.44284
25,25,2017,Couple without children,Owner,Yes,0.64669,1695,17395,0.61965,0.67478
26,26,2017,Couple without children,Owner,No,0.35331,828,17395,0.33333,0.3777
27,27,2017,Couple without children,Tenant,Yes,0.6296,1351,17395,0.59823,0.6648
28,28,2017,Couple without children,Tenant,No,0.3704,793,17395,0.34684,0.39821
29,29,2017,Single parent,Owner,Yes,0.65325,277,17395,0.57338,0.73099
30,30,2017,Single parent,Owner,No,0.34675,133,17395,0.28675,0.41754
31,31,2017,Single parent,Tenant,Yes,0.54821,685,17395,0.50966,0.59511
32,32,2017,Single parent,Tenant,No,0.45179,604,17395,0.40762,0.50525
33,33,2017,Couple with children,Owner,Yes,0.75099,2286,17395,0.71264,0.7886
34,34,2017,Couple with children,Owner,No,0.24901,666,17395,0.22474,0.27296
35,35,2017,Couple with children,Tenant,Yes,0.64363,1809,17395,0.59973,0.6848
36,36,2017,Couple with children,Tenant,No,0.35637,1660,17395,0.32343,0.39085
37,37,2017,Multi-generational household,Owner,Yes,1.0,37,17395,0.69034,1.45306
38,38,2017,Multi-generational household,Tenant,Yes,0.49343,35,17395,0.25685,0.75878
39,39,2017,Multi-generational household,Tenant,No,0.50657,50,17395,0.33473,0.65847
40,40,2017,Other Combinations,Owner,Yes,1.0,71,17395,0.77662,1.2056
41,41,2017,Other Combinations,Tenant,Yes,0.64178,151,17395,0.51205,0.75993
42,42,2017,Other Combinations,Tenant,No,0.35822,139,17395,0.25678,0.45079
43,43,2018,Single-person household,Owner,Yes,0.65895,681,17760,0.62255,0.69321
44,44,2018,Single-person household,Owner,No,0.34105,326,17760,0.31147,0.36433
45,45,2018,Single-person household,Tenant,Yes,0.58288,2007,17760,0.55977,0.60696
46,46,2018,Single-person household,Tenant,No,0.41712,1437,17760,0.39352,0.4373
47,47,2018,Couple without children,Owner,Yes,0.66719,1708,17760,0.63715,0.69384
48,48,2018,Couple without children,Owner,No,0.33281,751,17760,0.31013,0.35685
49,49,2018,Couple without children,Tenant,Yes,0.65117,1400,17760,0.61214,0.6856
50,50,2018,Couple without children,Tenant,No,0.34883,770,17760,0.32297,0.38533
