year,hhtyp,regtyp,hlf0613,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Single-person household,Urban regions,Yes,0.57278,1530,2604,0.55378,0.59178
2016,Single-person household,Urban regions,No,0.42722,1074,2604,0.40822,0.44622
2016,Single-person household,Rural regions,Yes,0.51020,599,1191,0.48179,0.53860
2016,Single-person household,Rural regions,No,0.48980,592,1191,0.46140,0.51821
2016,Couple without children,Urban regions,Yes,0.64965,1733,2608,0.63133,0.66796
2016,Couple without children,Urban regions,No,0.35035,875,2608,0.33204,0.36867
2016,Couple without children,Rural regions,Yes,0.53145,855,1540,0.50652,0.55638
2016,Couple without children,Rural regions,No,0.46855,685,1540,0.44362,0.49348
2016,Single parent,Urban regions,Yes,0.56377,614,1117,0.53468,0.59287
2016,Single parent,Urban regions,No,0.43623,503,1117,0.40713,0.46532
2016,Single parent,Rural regions,Yes,0.55257,304,586,0.51228,0.59287
2016,Single parent,Rural regions,No,0.44743,282,586,0.40713,0.48772
2016,Couple with children,Urban regions,Yes,0.66567,2411,4118,0.65126,0.68008
2016,Couple with children,Urban regions,No,0.33433,1707,4118,0.31992,0.34874
2016,Couple with children,Rural regions,Yes,0.62129,1190,2069,0.60038,0.64219
2016,Couple with children,Rural regions,No,0.37871,879,2069,0.35781,0.39962
2016,Multi-generational household,Urban regions,Yes,0.49488,41,90,0.39101,0.59875
2016,Multi-generational household,Urban regions,No,0.50512,49,90,0.40125,0.60899
2016,Other Combinations,Urban regions,Yes,0.58141,130,268,0.52223,0.64058
2016,Other Combinations,Urban regions,No,0.41859,138,268,0.35942,0.47777
2016,Other Combinations,Rural regions,Yes,0.66681,55,114,0.57990,0.75372
2016,Other Combinations,Rural regions,No,0.33319,59,114,0.24628,0.42010
2017,Single-person household,Urban regions,Yes,0.60511,1767,2899,0.58731,0.62290
2017,Single-person household,Urban regions,No,0.39489,1132,2899,0.37710,0.41269
2017,Single-person household,Rural regions,Yes,0.53661,738,1385,0.51034,0.56288
2017,Single-person household,Rural regions,No,0.46339,647,1385,0.43712,0.48966
2017,Couple without children,Urban regions,Yes,0.66195,1999,2961,0.64490,0.67899
2017,Couple without children,Urban regions,No,0.33805,962,2961,0.32101,0.35510
2017,Couple without children,Rural regions,Yes,0.59331,1048,1740,0.57022,0.61639
2017,Couple without children,Rural regions,No,0.40669,692,1740,0.38361,0.42978
2017,Single parent,Urban regions,Yes,0.58916,637,1161,0.56085,0.61747
2017,Single parent,Urban regions,No,0.41084,524,1161,0.38253,0.43915
2017,Single parent,Rural regions,Yes,0.55904,333,598,0.51922,0.59887
2017,Single parent,Rural regions,No,0.44096,265,598,0.40113,0.48078
2017,Couple with children,Urban regions,Yes,0.70879,2798,4517,0.69554,0.72205
2017,Couple with children,Urban regions,No,0.29121,1719,4517,0.27795,0.30446
2017,Couple with children,Rural regions,Yes,0.69688,1363,2296,0.67808,0.71569
2017,Couple with children,Rural regions,No,0.30312,933,2296,0.28431,0.32192
2017,Multi-generational household,Urban regions,Yes,0.55987,51,107,0.46537,0.65437
2017,Multi-generational household,Urban regions,No,0.44013,56,107,0.34563,0.53463
2017,Multi-generational household,Rural regions,No,0.37960,32,32,0.20876,0.55043
2017,Other Combinations,Urban regions,Yes,0.69505,187,357,0.64723,0.74288
2017,Other Combinations,Urban regions,No,0.30495,170,357,0.25712,0.35277
2017,Other Combinations,Rural regions,Yes,0.60518,71,157,0.52848,0.68189
2017,Other Combinations,Rural regions,No,0.39482,86,157,0.31811,0.47152
2018,Single-person household,Urban regions,Yes,0.63126,1936,3074,0.61420,0.64832
2018,Single-person household,Urban regions,No,0.36874,1138,3074,0.35168,0.38580
2018,Single-person household,Rural regions,Yes,0.55007,752,1377,0.52378,0.57635
2018,Single-person household,Rural regions,No,0.44993,625,1377,0.42365,0.47622
2018,Couple without children,Urban regions,Yes,0.68099,2043,2926,0.66410,0.69789
2018,Couple without children,Urban regions,No,0.31901,883,2926,0.30211,0.33590
2018,Couple without children,Rural regions,Yes,0.62092,1065,1703,0.59787,0.64397
2018,Couple without children,Rural regions,No,0.37908,638,1703,0.35603,0.40213
2018,Single parent,Urban regions,Yes,0.61307,675,1182,0.58529,0.64085
2018,Single parent,Urban regions,No,0.38693,507,1182,0.35915,0.41471
2018,Single parent,Rural regions,Yes,0.57653,304,558,0.53549,0.61756
2018,Single parent,Rural regions,No,0.42347,254,558,0.38244,0.46451
2018,Couple with children,Urban regions,Yes,0.73914,2738,4324,0.72605,0.75223
2018,Couple with children,Urban regions,No,0.26086,1586,4324,0.24777,0.27395
2018,Couple with children,Rural regions,Yes,0.71377,1340,2121,0.69453,0.73301
2018,Couple with children,Rural regions,No,0.28623,781,2121,0.26699,0.30547
2018,Multi-generational household,Urban regions,Yes,0.55078,52,113,0.45866,0.64290
