"hlf0613","year","bula_h","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"ja","2016","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"ja","2016","Schleswig-Holstein","2","113","0.365797694367807","0.306911170323572","0.424684218412043"
"ja","2016","Schleswig-Holstein","3","107","0.425669742076851","0.360774493810809","0.490564990342892"
"ja","2016","Schleswig-Holstein","4","255","0.646322818388188","0.596796637136633","0.695848999639742"
"ja","2016","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"ja","2016","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"ja","2016","Hamburg","2","41","0.396826507457834","0.278795100412534","0.514857914503133"
"ja","2016","Hamburg","3","94","0.540291302858019","0.455909064734","0.624673540982039"
"ja","2016","Hamburg","4","122","0.741383179635199","0.675170189864103","0.807596169406294"
"ja","2016","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"ja","2016","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"ja","2016","Niedersachsen","2","369","0.517913717385444","0.480301898333646","0.555525536437242"
"ja","2016","Niedersachsen","3","425","0.50507695114001","0.467303368818355","0.542850533461666"
"ja","2016","Niedersachsen","4","600","0.686550210511813","0.654990777774899","0.718109643248727"
"ja","2016","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"ja","2016","Bremen","1 Einkommensschwächstes Quintil","","","",""
"ja","2016","Bremen","2","30","0.44712137548144","0.309308211074068","0.584934539888811"
"ja","2016","Bremen","3","21","","",""
"ja","2016","Bremen","4","27","","",""
"ja","2016","Bremen","5 Einkommensstärkstes Quintil","","","",""
"ja","2016","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"ja","2016","Nordrhein-Westfalen","2","809","0.472626969504926","0.447079302758599","0.498174636251254"
"ja","2016","Nordrhein-Westfalen","3","838","0.567491411685823","0.540622287099077","0.594360536272569"
"ja","2016","Nordrhein-Westfalen","4","1416","0.668283583240773","0.6471739043795","0.689393262102046"
"ja","2016","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"ja","2016","Hessen","1 Einkommensschwächstes Quintil","","","",""
"ja","2016","Hessen","2","184","0.383770646892289","0.334219433159363","0.433321860625215"
"ja","2016","Hessen","3","299","0.593384353053496","0.549023720946249","0.637744985160743"
"ja","2016","Hessen","4","425","0.714611042312383","0.678294180580757","0.750927904044008"
"ja","2016","Hessen","5 Einkommensstärkstes Quintil","","","",""
"ja","2016","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"ja","2016","Rheinland-Pfalz,Saarland","2","201","0.441923456298257","0.395254952887415","0.488591959709098"
"ja","2016","Rheinland-Pfalz,Saarland","3","218","0.514858278987322","0.466481792251568","0.563234765723077"
"ja","2016","Rheinland-Pfalz,Saarland","4","367","0.677522850723355","0.6381714773161","0.716874224130609"
"ja","2016","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"ja","2016","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"ja","2016","Baden-Wuerttemberg","2","297","0.429238233637886","0.389959289071246","0.468517178204525"
"ja","2016","Baden-Wuerttemberg","3","475","0.558965511990523","0.524793822906037","0.59313720107501"
