year,hhtyp,quintil_oecd_hh,hlf0613,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Single-person household,1st Quintile,Yes,0.45162,631,1401,0.42555,0.47769
2016,Single-person household,1st Quintile,No,0.54838,770,1401,0.52231,0.57445
2016,Single-person household,2nd Quintile,Yes,0.46745,369,727,0.43116,0.50375
2016,Single-person household,2nd Quintile,No,0.53255,358,727,0.49625,0.56884
2016,Single-person household,3rd Quintile,Yes,0.56955,374,633,0.53095,0.60816
2016,Single-person household,3rd Quintile,No,0.43045,259,633,0.39184,0.46905
2016,Single-person household,4th Quintile,Yes,0.65415,386,553,0.61447,0.69383
2016,Single-person household,4th Quintile,No,0.34585,167,553,0.30617,0.38553
2016,Single-person household,5th Quintile,Yes,0.73577,367,477,0.69616,0.77538
2016,Single-person household,5th Quintile,No,0.26423,110,477,0.22462,0.30384
2016,Couple without children,1st Quintile,Yes,0.32445,170,495,0.28317,0.36574
2016,Couple without children,1st Quintile,No,0.67555,325,495,0.63426,0.71683
2016,Couple without children,2nd Quintile,Yes,0.45128,339,709,0.41462,0.48793
2016,Couple without children,2nd Quintile,No,0.54872,370,709,0.51207,0.58538
2016,Couple without children,3rd Quintile,Yes,0.57375,455,758,0.53852,0.60898
2016,Couple without children,3rd Quintile,No,0.42625,303,758,0.39102,0.46148
2016,Couple without children,4th Quintile,Yes,0.67712,641,922,0.64692,0.70732
2016,Couple without children,4th Quintile,No,0.32288,281,922,0.29268,0.35308
2016,Couple without children,5th Quintile,Yes,0.75605,983,1264,0.73237,0.77974
2016,Couple without children,5th Quintile,No,0.24395,281,1264,0.22026,0.26763
2016,Single parent,1st Quintile,Yes,0.49148,356,835,0.45755,0.52541
2016,Single parent,1st Quintile,No,0.50852,479,835,0.47459,0.54245
2016,Single parent,2nd Quintile,Yes,0.50867,224,404,0.45986,0.55748
2016,Single parent,2nd Quintile,No,0.49133,180,404,0.44252,0.54014
2016,Single parent,3rd Quintile,Yes,0.59376,151,230,0.53015,0.65737
2016,Single parent,3rd Quintile,No,0.40624,79,230,0.34263,0.46985
2016,Single parent,4th Quintile,Yes,0.71602,117,151,0.64386,0.78818
2016,Single parent,4th Quintile,No,0.28398,34,151,0.21182,0.35614
2016,Single parent,5th Quintile,Yes,0.87072,70,70,0.79156,0.94989
2016,Couple with children,1st Quintile,Yes,0.39386,689,2132,0.37311,0.41460
2016,Couple with children,1st Quintile,No,0.60614,1443,2132,0.58540,0.62689
2016,Couple with children,2nd Quintile,Yes,0.57020,688,1110,0.54106,0.59934
2016,Couple with children,2nd Quintile,No,0.42980,422,1110,0.40066,0.45894
2016,Couple with children,3rd Quintile,Yes,0.71356,745,1055,0.68626,0.74085
2016,Couple with children,3rd Quintile,No,0.28644,310,1055,0.25915,0.31374
2016,Couple with children,4th Quintile,Yes,0.71543,749,989,0.68729,0.74356
2016,Couple with children,4th Quintile,No,0.28457,240,989,0.25644,0.31271
2016,Couple with children,5th Quintile,Yes,0.76917,730,901,0.74164,0.79670
2016,Couple with children,5th Quintile,No,0.23083,171,901,0.20330,0.25836
2016,Multi-generational household,1st Quintile,No,0.69790,52,52,0.57188,0.82392
2016,Other Combinations,1st Quintile,Yes,0.46424,95,248,0.40204,0.52644
2016,Other Combinations,1st Quintile,No,0.53576,153,248,0.47356,0.59796
2017,Single-person household,1st Quintile,Yes,0.47037,710,1555,0.44556,0.49519
2017,Single-person household,1st Quintile,No,0.52963,845,1555,0.50481,0.55444
2017,Single-person household,2nd Quintile,Yes,0.52144,460,838,0.48759,0.55528
2017,Single-person household,2nd Quintile,No,0.47856,378,838,0.44472,0.51241
2017,Single-person household,3rd Quintile,Yes,0.59776,451,708,0.56161,0.63390
2017,Single-person household,3rd Quintile,No,0.40224,257,708,0.36610,0.43839
2017,Single-person household,4th Quintile,Yes,0.67553,431,603,0.63813,0.71293
2017,Single-person household,4th Quintile,No,0.32447,172,603,0.28707,0.36187
2017,Single-person household,5th Quintile,Yes,0.77585,445,560,0.74128,0.81042
2017,Single-person household,5th Quintile,No,0.22415,115,560,0.18958,0.25872
2017,Couple without children,1st Quintile,Yes,0.34987,191,548,0.30990,0.38983
2017,Couple without children,1st Quintile,No,0.65013,357,548,0.61017,0.69010
2017,Couple without children,2nd Quintile,Yes,0.48371,385,760,0.44816,0.51927
2017,Couple without children,2nd Quintile,No,0.51629,375,760,0.48073,0.55184
2017,Couple without children,3rd Quintile,Yes,0.60290,569,889,0.57072,0.63508
2017,Couple without children,3rd Quintile,No,0.39710,320,889,0.36492,0.42928
2017,Couple without children,4th Quintile,Yes,0.68364,762,1073,0.65580,0.71148
2017,Couple without children,4th Quintile,No,0.31636,311,1073,0.28852,0.34420
2017,Couple without children,5th Quintile,Yes,0.79946,1140,1427,0.77868,0.82024
2017,Couple without children,5th Quintile,No,0.20054,287,1427,0.17976,0.22132
