"hlf0613","year","bula_h","hhtyp","n","percent","lower_confidence","upper_confidence"
"ja","2016","Schleswig-Holstein","1-Pers.- Haushalt","81","0.533807457626333","0.45552566339218","0.612089251860486"
"ja","2016","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","142","0.494947871114732","0.435088999287764","0.554806742941699"
"ja","2016","Schleswig-Holstein","Alleinerziehende","99","0.588866766186618","0.521675272553236","0.65605825982"
"ja","2016","Schleswig-Holstein","Paar mit Kind(ern)","513","0.578167911210374","0.547741226540862","0.608594595879886"
"ja","2016","Schleswig-Holstein","Sonstige","50","0.516465577268316","0.430562088167354","0.602369066369277"
"ja","2016","Hamburg","1-Pers.- Haushalt","47","0.548550527904591","0.438814954124711","0.658286101684471"
"ja","2016","Hamburg","(Ehe-)Paar ohne Kind(er)","88","0.641909192508365","0.562491464797029","0.721326920219701"
"ja","2016","Hamburg","Alleinerziehende","55","0.768500182002876","0.676072851084192","0.860927512921559"
"ja","2016","Hamburg","Paar mit Kind(ern)","267","0.742613238456278","0.699498675357603","0.785727801554953"
"ja","2016","Hamburg","Sonstige","","","",""
"ja","2016","Niedersachsen","1-Pers.- Haushalt","193","0.561924347008802","0.508066030492619","0.615782663524986"
"ja","2016","Niedersachsen","(Ehe-)Paar ohne Kind(er)","506","0.636326865478766","0.603033580633813","0.669620150323719"
"ja","2016","Niedersachsen","Alleinerziehende","233","0.496505675954933","0.450963162652071","0.542048189257795"
"ja","2016","Niedersachsen","Paar mit Kind(ern)","1474","0.652619966522627","0.634377698411912","0.670862234633342"
"ja","2016","Niedersachsen","Sonstige","150","0.551462327615803","0.492248813886739","0.610675841344868"
"ja","2016","Bremen","1-Pers.- Haushalt","","","",""
"ja","2016","Bremen","(Ehe-)Paar ohne Kind(er)","30","0.51322767348467","0.371828964158747","0.654626382810593"
"ja","2016","Bremen","Alleinerziehende","","","",""
"ja","2016","Bremen","Paar mit Kind(ern)","106","0.505505943024555","0.440032112041025","0.570979774008084"
"ja","2016","Bremen","Sonstige","","","",""
"ja","2016","Nordrhein-Westfalen","1-Pers.- Haushalt","403","0.561693404868722","0.524883978904985","0.598502830832459"
"ja","2016","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","1034","0.629456575514849","0.605733062410794","0.653180088618904"
"ja","2016","Nordrhein-Westfalen","Alleinerziehende","503","0.587580491471495","0.556227687596142","0.618933295346847"
"ja","2016","Nordrhein-Westfalen","Paar mit Kind(ern)","3334","0.633784102344438","0.621606048991966","0.64596215569691"
"ja","2016","Nordrhein-Westfalen","Sonstige","223","0.755130493616566","0.714151974070318","0.796109013162815"
"ja","2016","Hessen","1-Pers.- Haushalt","139","0.529625972520804","0.466214780619112","0.593037164422497"
"ja","2016","Hessen","(Ehe-)Paar ohne Kind(er)","382","0.617850173934697","0.578098944552234","0.657601403317161"
"ja","2016","Hessen","Alleinerziehende","153","0.605757035066561","0.551704697987332","0.65980937214579"
"ja","2016","Hessen","Paar mit Kind(ern)","1002","0.673193409163662","0.651602818686261","0.694783999641064"
"ja","2016","Hessen","Sonstige","95","0.611012681223916","0.536625354353235","0.685400008094597"
"ja","2016","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","114","0.480436370505747","0.417875561161238","0.542997179850256"
"ja","2016","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","296","0.634674172339041","0.591597408088088","0.677750936589994"
"ja","2016","Rheinland-Pfalz,Saarland","Alleinerziehende","113","0.420717242397492","0.358774042818528","0.482660441976456"
"ja","2016","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","863","0.655872436927544","0.633127721713126","0.678617152141962"
"ja","2016","Rheinland-Pfalz,Saarland","Sonstige","51","0.27257557505614","0.215277305424455","0.329873844687826"
"ja","2016","Baden-Wuerttemberg","1-Pers.- Haushalt","216","0.532819594271942","0.483617686032464","0.58202150251142"
"ja","2016","Baden-Wuerttemberg","(Ehe-)Paar ohne Kind(er)","604","0.679307567486068","0.648257266762844","0.710357868209292"
"ja","2016","Baden-Wuerttemberg","Alleinerziehende","238","0.546702935668874","0.502307156564165","0.591098714773582"
"ja","2016","Baden-Wuerttemberg","Paar mit Kind(ern)","2065","0.668256782472433","0.652728963564612","0.683784601380254"
"ja","2016","Baden-Wuerttemberg","Sonstige","102","0.611896484138192","0.547647728367587","0.676145239908796"
"ja","2016","Bayern","1-Pers.- Haushalt","346","0.611589993593162","0.570968029691069","0.652211957495255"
"ja","2016","Bayern","(Ehe-)Paar ohne Kind(er)","844","0.621268562747692","0.594736504247118","0.647800621248265"
"ja","2016","Bayern","Alleinerziehende","386","0.580662815265243","0.542100201413588","0.619225429116898"
"ja","2016","Bayern","Paar mit Kind(ern)","2687","0.657648467814081","0.643300024229163","0.671996911398999"
"ja","2016","Bayern","Sonstige","135","0.649339217546593","0.590188842569802","0.708489592523384"
"ja","2016","Berlin","1-Pers.- Haushalt","154","0.626480414239745","0.56489407970722","0.688066748772269"
"ja","2016","Berlin","(Ehe-)Paar ohne Kind(er)","232","0.702245444267346","0.653351831900957","0.751139056633735"
"ja","2016","Berlin","Alleinerziehende","115","0.557296541627769","0.490902593869149","0.623690489386389"
"ja","2016","Berlin","Paar mit Kind(ern)","394","0.725160841332697","0.69232293997442","0.757998742690974"
"ja","2016","Berlin","Sonstige","","","",""
"ja","2016","Brandenburg","1-Pers.- Haushalt","68","0.48327885304367","0.402769887379156","0.563787818708184"
"ja","2016","Brandenburg","(Ehe-)Paar ohne Kind(er)","214","0.476179524966012","0.428974258121061","0.523384791810962"
"ja","2016","Brandenburg","Alleinerziehende","81","0.385230720465976","0.312290584092281","0.458170856839672"
"ja","2016","Brandenburg","Paar mit Kind(ern)","377","0.539429661995098","0.506289578597458","0.572569745392737"
"ja","2016","Brandenburg","Sonstige","32","0.679441527586308","0.580228591592373","0.778654463580243"
"ja","2016","Mecklenburg-Vorpommern","1-Pers.- Haushalt","61","0.585708891155727","0.493654297926423","0.67776348438503"
"ja","2016","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","118","0.577907194615575","0.512345092538164","0.643469296692986"
"ja","2016","Mecklenburg-Vorpommern","Alleinerziehende","53","0.396481354391651","0.311739134526863","0.481223574256439"
"ja","2016","Mecklenburg-Vorpommern","Paar mit Kind(ern)","238","0.562640849837011","0.515534654336279","0.609747045337742"
"ja","2016","Mecklenburg-Vorpommern","Sonstige","","","",""
"ja","2016","Sachsen","1-Pers.- Haushalt","132","0.531004244513466","0.468259348101398","0.593749140925534"
"ja","2016","Sachsen","(Ehe-)Paar ohne Kind(er)","326","0.494331419490966","0.453430390216747","0.535232448765185"
"ja","2016","Sachsen","Alleinerziehende","165","0.6939413238946","0.641082147979906","0.746800499809294"
"ja","2016","Sachsen","Paar mit Kind(ern)","711","0.723622590137468","0.699414859708631","0.747830320566304"
"ja","2016","Sachsen","Sonstige","","","",""
"ja","2016","Sachsen-Anhalt","1-Pers.- Haushalt","75","0.526816246951074","0.450402647188874","0.603229846713274"
"ja","2016","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","138","0.363448894998886","0.310416301746321","0.416481488251452"
"ja","2016","Sachsen-Anhalt","Alleinerziehende","105","0.615420300335519","0.547485224454471","0.683355376216567"
"ja","2016","Sachsen-Anhalt","Paar mit Kind(ern)","398","0.623554692994719","0.587816387225658","0.659292998763779"
"ja","2016","Sachsen-Anhalt","Sonstige","","","",""
"ja","2016","Thueringen","1-Pers.- Haushalt","82","0.441963787987936","0.368173704539894","0.515753871435978"
"ja","2016","Thueringen","(Ehe-)Paar ohne Kind(er)","222","0.576596251749921","0.525976407456294","0.627216096043549"
"ja","2016","Thueringen","Alleinerziehende","78","0.631795145752252","0.555370176463457","0.708220115041047"
"ja","2016","Thueringen","Paar mit Kind(ern)","330","0.547648647086918","0.511037960550183","0.584259333623652"
"ja","2016","Thueringen","Sonstige","","","",""
"nein","2016","Schleswig-Holstein","1-Pers.- Haushalt","75","0.466192542373667","0.387910748139514","0.54447433660782"
"nein","2016","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","126","0.505052128885268","0.4451932570583","0.564911000712236"
"nein","2016","Schleswig-Holstein","Alleinerziehende","107","0.411133233813382","0.34394174018","0.478324727446764"
"nein","2016","Schleswig-Holstein","Paar mit Kind(ern)","499","0.421832088789626","0.391405404120114","0.452258773459138"
"nein","2016","Schleswig-Holstein","Sonstige","80","0.483534422731684","0.397630933630723","0.569437911832645"
"nein","2016","Hamburg","1-Pers.- Haushalt","32","0.451449472095409","0.341713898315529","0.561185045875289"
"nein","2016","Hamburg","(Ehe-)Paar ohne Kind(er)","52","0.358090807491635","0.278673079780299","0.437508535202971"
"nein","2016","Hamburg","Alleinerziehende","","","",""
"nein","2016","Hamburg","Paar mit Kind(ern)","128","0.257386761543722","0.214272198445046","0.300501324642397"
"nein","2016","Hamburg","Sonstige","","","",""
"nein","2016","Niedersachsen","1-Pers.- Haushalt","133","0.438075652991198","0.384217336475014","0.491933969507381"
"nein","2016","Niedersachsen","(Ehe-)Paar ohne Kind(er)","296","0.363673134521234","0.330379849676281","0.396966419366187"
"nein","2016","Niedersachsen","Alleinerziehende","230","0.503494324045067","0.457951810742205","0.549036837347929"
"nein","2016","Niedersachsen","Paar mit Kind(ern)","1143","0.347380033477373","0.329137765366657","0.365622301588088"
"nein","2016","Niedersachsen","Sonstige","121","0.448537672384197","0.389324158655132","0.507751186113261"
"nein","2016","Bremen","1-Pers.- Haushalt","","","",""
"nein","2016","Bremen","(Ehe-)Paar ohne Kind(er)","","","",""
"nein","2016","Bremen","Alleinerziehende","32","0.588320455851951","0.453253341494858","0.723387570209045"
"nein","2016","Bremen","Paar mit Kind(ern)","118","0.494494056975445","0.429020225991915","0.559967887958975"
"nein","2016","Bremen","Sonstige","","","",""
"nein","2016","Nordrhein-Westfalen","1-Pers.- Haushalt","295","0.438306595131278","0.401497169167541","0.475116021095015"
"nein","2016","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","558","0.370543424485151","0.346819911381096","0.394266937589205"
"nein","2016","Nordrhein-Westfalen","Alleinerziehende","444","0.412419508528505","0.381066704653153","0.443772312403858"
"nein","2016","Nordrhein-Westfalen","Paar mit Kind(ern)","2678","0.366215897655562","0.35403784430309","0.378393951008034"
"nein","2016","Nordrhein-Westfalen","Sonstige","200","0.244869506383433","0.203890986837185","0.285848025929682"
"nein","2016","Hessen","1-Pers.- Haushalt","99","0.470374027479196","0.406962835577503","0.533785219380888"
"nein","2016","Hessen","(Ehe-)Paar ohne Kind(er)","192","0.382149826065303","0.342398596682839","0.421901055447766"
"nein","2016","Hessen","Alleinerziehende","161","0.394242964933439","0.34019062785421","0.448295302012668"
"nein","2016","Hessen","Paar mit Kind(ern)","811","0.326806590836338","0.305216000358936","0.348397181313739"
"nein","2016","Hessen","Sonstige","70","0.388987318776084","0.314599991905403","0.463374645646765"
"nein","2016","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","131","0.519563629494253","0.457002820149744","0.582124438838762"
"nein","2016","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","184","0.365325827660959","0.322249063410006","0.408402591911912"
"nein","2016","Rheinland-Pfalz,Saarland","Alleinerziehende","131","0.579282757602508","0.517339558023544","0.641225957181472"
"nein","2016","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","813","0.344127563072456","0.321382847858038","0.366872278286874"
"nein","2016","Rheinland-Pfalz,Saarland","Sonstige","181","0.72742442494386","0.670126155312175","0.784722694575545"
