year,quintil_oecd_hh,regtyp,hgeqpnrj,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,Urban regions,No,0.99936,1109,1109,0.99788,1.00085
2009,1st Quintile,Rural regions,No,0.97976,632,632,0.96877,0.99075
2009,2nd Quintile,Urban regions,No,0.99574,1114,1114,0.99192,0.99957
2009,2nd Quintile,Rural regions,No,0.97723,709,709,0.96625,0.98822
2009,3rd Quintile,Urban regions,No,0.99194,1147,1147,0.98677,0.99712
2009,3rd Quintile,Rural regions,No,0.98416,726,726,0.97507,0.99325
2009,4th Quintile,Urban regions,No,0.98377,1308,1308,0.97692,0.99062
2009,4th Quintile,Rural regions,No,0.96034,647,647,0.94530,0.97539
2009,5th Quintile,Urban regions,Yes,0.02559,56,1810,0.01831,0.03287
2009,5th Quintile,Urban regions,No,0.97441,1754,1810,0.96713,0.98169
2009,5th Quintile,Rural regions,Yes,0.05884,47,608,0.04012,0.07756
2009,5th Quintile,Rural regions,No,0.94116,561,608,0.92244,0.95988
2010,1st Quintile,Urban regions,No,0.99501,1972,1972,0.99190,0.99812
2010,1st Quintile,Rural regions,No,0.98952,1127,1127,0.98357,0.99547
2010,2nd Quintile,Urban regions,Yes,0.00905,35,1750,0.00461,0.01349
2010,2nd Quintile,Urban regions,No,0.99095,1715,1750,0.98651,0.99539
2010,2nd Quintile,Rural regions,No,0.98631,1130,1130,0.97954,0.99309
2010,3rd Quintile,Urban regions,Yes,0.01076,42,1540,0.00561,0.01591
2010,3rd Quintile,Urban regions,No,0.98924,1498,1540,0.98409,0.99439
2010,3rd Quintile,Rural regions,Yes,0.01533,38,1001,0.00771,0.02294
2010,3rd Quintile,Rural regions,No,0.98467,963,1001,0.97706,0.99229
2010,4th Quintile,Urban regions,Yes,0.01528,39,1651,0.00936,0.02119
2010,4th Quintile,Urban regions,No,0.98472,1612,1651,0.97881,0.99064
2010,4th Quintile,Rural regions,Yes,0.05635,61,784,0.04019,0.07250
2010,4th Quintile,Rural regions,No,0.94365,723,784,0.92750,0.95981
2010,5th Quintile,Urban regions,Yes,0.02940,79,2079,0.02214,0.03667
2010,5th Quintile,Urban regions,No,0.97060,2000,2079,0.96333,0.97786
2010,5th Quintile,Rural regions,Yes,0.07034,42,604,0.04993,0.09075
2010,5th Quintile,Rural regions,No,0.92966,562,604,0.90925,0.95007
2011,1st Quintile,Urban regions,No,0.99549,2248,2248,0.99272,0.99826
2011,1st Quintile,Rural regions,No,0.97858,1400,1400,0.97100,0.98617
2011,2nd Quintile,Urban regions,No,0.99047,1990,1990,0.98620,0.99474
2011,2nd Quintile,Rural regions,Yes,0.01217,32,1383,0.00639,0.01795
2011,2nd Quintile,Rural regions,No,0.98783,1351,1383,0.98205,0.99361
2011,3rd Quintile,Urban regions,Yes,0.01764,61,1976,0.01184,0.02345
2011,3rd Quintile,Urban regions,No,0.98236,1915,1976,0.97655,0.98816
2011,3rd Quintile,Rural regions,Yes,0.02315,42,1238,0.01477,0.03153
2011,3rd Quintile,Rural regions,No,0.97685,1196,1238,0.96847,0.98523
2011,4th Quintile,Urban regions,Yes,0.02235,74,2068,0.01598,0.02872
2011,4th Quintile,Urban regions,No,0.97765,1994,2068,0.97128,0.98402
2011,4th Quintile,Rural regions,Yes,0.06404,81,988,0.04876,0.07931
2011,4th Quintile,Rural regions,No,0.93596,907,988,0.92069,0.95124
2011,5th Quintile,Urban regions,Yes,0.04327,111,2379,0.03509,0.05144
2011,5th Quintile,Urban regions,No,0.95673,2268,2379,0.94856,0.96491
2011,5th Quintile,Rural regions,Yes,0.06012,63,800,0.04364,0.07661
2011,5th Quintile,Rural regions,No,0.93988,737,800,0.92339,0.95636
2012,1st Quintile,Urban regions,No,0.99119,2166,2166,0.98725,0.99512
2012,1st Quintile,Rural regions,No,0.98347,1384,1384,0.97675,0.99019
2012,2nd Quintile,Urban regions,Yes,0.01644,51,2021,0.01089,0.02198
2012,2nd Quintile,Urban regions,No,0.98356,1970,2021,0.97802,0.98911
2012,2nd Quintile,Rural regions,No,0.99140,1263,1263,0.98630,0.99649
2012,3rd Quintile,Urban regions,Yes,0.01917,60,1949,0.01308,0.02525
2012,3rd Quintile,Urban regions,No,0.98083,1889,1949,0.97475,0.98692
2012,3rd Quintile,Rural regions,Yes,0.02774,49,1249,0.01863,0.03686
2012,3rd Quintile,Rural regions,No,0.97226,1200,1249,0.96314,0.98137
2012,4th Quintile,Urban regions,Yes,0.03081,82,1953,0.02315,0.03848
2012,4th Quintile,Urban regions,No,0.96919,1871,1953,0.96152,0.97685
2012,4th Quintile,Rural regions,Yes,0.04652,59,1070,0.03390,0.05915
2012,4th Quintile,Rural regions,No,0.95348,1011,1070,0.94085,0.96610
2012,5th Quintile,Urban regions,Yes,0.04015,106,2312,0.03214,0.04815
