year,age_gr,bula_h,plh0190,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,17-29 y.,Lower Saxony,Disagree,0.34778,72,186,0.27915,0.41641
1992,17-29 y.,Lower Saxony,Disagree completely,0.51560,114,186,0.44358,0.58762
1992,17-29 y.,North Rhine-Westphalia,Agree,0.12405,63,445,0.09339,0.15472
1992,17-29 y.,North Rhine-Westphalia,Disagree,0.34237,152,445,0.29823,0.38650
1992,17-29 y.,North Rhine-Westphalia,Disagree completely,0.49260,230,445,0.44609,0.53910
1992,17-29 y.,Hesse,Disagree,0.37284,65,150,0.29520,0.45049
1992,17-29 y.,Hesse,Disagree completely,0.53069,85,150,0.45056,0.61082
1992,17-29 y.,"Rhineland-Palatinate, Saarland",Disagree,0.31757,38,102,0.22678,0.40837
1992,17-29 y.,"Rhineland-Palatinate, Saarland",Disagree completely,0.53504,64,102,0.43777,0.63232
1992,17-29 y.,Baden-Wuerttemberg,Disagree,0.37560,111,275,0.31826,0.43294
1992,17-29 y.,Baden-Wuerttemberg,Disagree completely,0.52543,164,275,0.46630,0.58456
1992,17-29 y.,Bavaria,Agree,0.12563,38,344,0.09055,0.16070
1992,17-29 y.,Bavaria,Disagree,0.38089,144,344,0.32950,0.43228
1992,17-29 y.,Bavaria,Disagree completely,0.44765,162,344,0.39503,0.50028
1992,17-29 y.,Berlin,Disagree,0.35424,38,87,0.25316,0.45533
1992,17-29 y.,Berlin,Disagree completely,0.47899,49,87,0.37341,0.58458
1992,17-29 y.,Brandenburg,Disagree,0.32453,44,110,0.23663,0.41242
1992,17-29 y.,Brandenburg,Disagree completely,0.49085,66,110,0.39700,0.58471
1992,17-29 y.,Mecklenburg-Western Pomerania,Disagree,0.48389,43,77,0.37153,0.59624
1992,17-29 y.,Mecklenburg-Western Pomerania,Disagree completely,0.40031,34,77,0.29015,0.51046
1992,17-29 y.,Saxony,Agree,0.12644,32,231,0.08349,0.16939
1992,17-29 y.,Saxony,Disagree,0.34528,84,231,0.28384,0.40673
1992,17-29 y.,Saxony,Disagree completely,0.47109,115,231,0.40657,0.53560
1992,17-29 y.,Saxony-Anhalt,Disagree,0.34583,61,146,0.26841,0.42324
1992,17-29 y.,Saxony-Anhalt,Disagree completely,0.48009,85,146,0.39877,0.56141
1992,17-29 y.,Thuringa,Disagree,0.39585,71,137,0.31366,0.47804
1992,17-29 y.,Thuringa,Disagree completely,0.42832,66,137,0.34516,0.51149
1992,30-45 y.,Schleswig-Holstein,Disagree completely,0.53765,42,42,0.38504,0.69027
1992,30-45 y.,Lower Saxony,Disagree,0.35911,80,190,0.29071,0.42750
1992,30-45 y.,Lower Saxony,Disagree completely,0.46007,110,190,0.38901,0.53112
1992,30-45 y.,North Rhine-Westphalia,Agree completely,0.07408,43,667,0.05419,0.09398
1992,30-45 y.,North Rhine-Westphalia,Agree,0.13239,82,667,0.10665,0.15813
1992,30-45 y.,North Rhine-Westphalia,Disagree,0.34205,228,667,0.30602,0.37808
1992,30-45 y.,North Rhine-Westphalia,Disagree completely,0.45148,314,667,0.41369,0.48928
1992,30-45 y.,Hesse,Disagree,0.37371,63,156,0.29754,0.44987
1992,30-45 y.,Hesse,Disagree completely,0.49398,93,156,0.41528,0.57269
1992,30-45 y.,"Rhineland-Palatinate, Saarland",Disagree,0.32280,52,142,0.24563,0.39998
1992,30-45 y.,"Rhineland-Palatinate, Saarland",Disagree completely,0.51229,90,142,0.42978,0.59479
1992,30-45 y.,Baden-Wuerttemberg,Agree,0.10946,35,311,0.07470,0.14421
1992,30-45 y.,Baden-Wuerttemberg,Disagree,0.38543,124,311,0.33126,0.43961
1992,30-45 y.,Baden-Wuerttemberg,Disagree completely,0.46021,152,311,0.40473,0.51569
1992,30-45 y.,Bavaria,Agree,0.08768,37,382,0.05928,0.11608
1992,30-45 y.,Bavaria,Disagree,0.36789,149,382,0.31947,0.41631
1992,30-45 y.,Bavaria,Disagree completely,0.49576,196,382,0.44555,0.54596
1992,30-45 y.,Berlin,Disagree,0.37536,61,148,0.29708,0.45364
1992,30-45 y.,Berlin,Disagree completely,0.47156,87,148,0.39086,0.55226
1992,30-45 y.,Brandenburg,Disagree,0.29885,70,204,0.23587,0.36182
1992,30-45 y.,Brandenburg,Disagree completely,0.55881,134,204,0.49050,0.62711
1992,30-45 y.,Mecklenburg-Western Pomerania,Disagree,0.38484,52,115,0.29553,0.47416
1992,30-45 y.,Mecklenburg-Western Pomerania,Disagree completely,0.42784,63,115,0.33702,0.51867
1992,30-45 y.,Saxony,Agree,0.10039,40,371,0.06977,0.13102
1992,30-45 y.,Saxony,Disagree,0.30761,130,371,0.26059,0.35464
1992,30-45 y.,Saxony,Disagree completely,0.52756,201,371,0.47669,0.57843
1992,30-45 y.,Saxony-Anhalt,Disagree,0.31045,85,222,0.24945,0.37145
1992,30-45 y.,Saxony-Anhalt,Disagree completely,0.53467,137,222,0.46891,0.60044
1992,30-45 y.,Thuringa,Disagree,0.32310,67,196,0.25746,0.38874
1992,30-45 y.,Thuringa,Disagree completely,0.55533,129,196,0.48559,0.62508
1992,46-65 y.,Schleswig-Holstein,Disagree completely,0.37248,31,31,0.19947,0.54549
1992,46-65 y.,Lower Saxony,Disagree,0.38107,103,237,0.31911,0.44303
1992,46-65 y.,Lower Saxony,Disagree completely,0.47206,134,237,0.40836,0.53575
1992,46-65 y.,North Rhine-Westphalia,Agree,0.09605,48,476,0.06955,0.12255
1992,46-65 y.,North Rhine-Westphalia,Disagree,0.28298,144,476,0.24247,0.32349
1992,46-65 y.,North Rhine-Westphalia,Disagree completely,0.56344,284,476,0.51884,0.60805
1992,46-65 y.,Hesse,Disagree,0.27511,52,170,0.20778,0.34244
1992,46-65 y.,Hesse,Disagree completely,0.59099,118,170,0.51687,0.66512
1992,46-65 y.,"Rhineland-Palatinate, Saarland",Disagree,0.38175,58,135,0.29949,0.46400
1992,46-65 y.,"Rhineland-Palatinate, Saarland",Disagree completely,0.46321,77,135,0.37878,0.54764
1992,46-65 y.,Baden-Wuerttemberg,Agree,0.11944,37,301,0.08274,0.15614
1992,46-65 y.,Baden-Wuerttemberg,Disagree,0.31506,94,301,0.26250,0.36763
1992,46-65 y.,Baden-Wuerttemberg,Disagree completely,0.51225,170,301,0.45569,0.56882
1992,46-65 y.,Bavaria,Agree,0.11384,42,337,0.07988,0.14781
1992,46-65 y.,Bavaria,Disagree,0.35339,126,337,0.30228,0.40450
1992,46-65 y.,Bavaria,Disagree completely,0.49139,169,337,0.43794,0.54485
1992,46-65 y.,Berlin,Disagree,0.30321,35,106,0.21529,0.39113
1992,46-65 y.,Berlin,Disagree completely,0.50456,71,106,0.40893,0.60020
1992,46-65 y.,Brandenburg,Disagree,0.34094,56,148,0.26431,0.41757
1992,46-65 y.,Brandenburg,Disagree completely,0.54813,92,148,0.46768,0.62859
1992,46-65 y.,Mecklenburg-Western Pomerania,Disagree completely,0.54315,61,61,0.41710,0.66919
1992,46-65 y.,Saxony,Agree,0.10255,35,320,0.06926,0.13584
1992,46-65 y.,Saxony,Disagree,0.30204,113,320,0.25165,0.35242
1992,46-65 y.,Saxony,Disagree completely,0.51604,172,320,0.46120,0.57088
1992,46-65 y.,Saxony-Anhalt,Disagree,0.24098,52,173,0.17707,0.30490
1992,46-65 y.,Saxony-Anhalt,Disagree completely,0.59860,121,173,0.52534,0.67186
1992,46-65 y.,Thuringa,Disagree,0.37057,68,160,0.29550,0.44564
1992,46-65 y.,Thuringa,Disagree completely,0.50222,92,160,0.42451,0.57994
1992,66 and older,Lower Saxony,Disagree completely,0.60021,53,53,0.46707,0.73336
1992,66 and older,North Rhine-Westphalia,Disagree,0.30421,60,180,0.23681,0.37161
1992,66 and older,North Rhine-Westphalia,Disagree completely,0.58290,120,180,0.51066,0.65513
1992,66 and older,Hesse,Disagree completely,0.60591,60,60,0.48122,0.73060
1992,66 and older,"Rhineland-Palatinate, Saarland",Disagree,0.40408,38,78,0.29448,0.51369
1992,66 and older,"Rhineland-Palatinate, Saarland",Disagree completely,0.42755,40,78,0.31705,0.53805
1992,66 and older,Baden-Wuerttemberg,Disagree,0.33591,43,109,0.24683,0.42498
1992,66 and older,Baden-Wuerttemberg,Disagree completely,0.45450,66,109,0.36059,0.54841
1992,66 and older,Bavaria,Disagree,0.35570,66,157,0.28057,0.43082
1992,66 and older,Bavaria,Disagree completely,0.50465,91,157,0.42619,0.58311
1992,66 and older,Saxony,Disagree completely,0.58239,61,61,0.45760,0.70718
1992,66 and older,Saxony-Anhalt,Disagree completely,0.49931,41,41,0.34436,0.65426
1993,17-29 y.,Lower Saxony,Agree,0.14035,33,253,0.09747,0.18324
1993,17-29 y.,Lower Saxony,Disagree,0.40047,97,253,0.33997,0.46097
1993,17-29 y.,Lower Saxony,Disagree completely,0.36748,123,253,0.30796,0.42701
1993,17-29 y.,North Rhine-Westphalia,Agree,0.09122,67,628,0.06868,0.11375
1993,17-29 y.,North Rhine-Westphalia,Disagree,0.39856,257,628,0.36023,0.43688
1993,17-29 y.,North Rhine-Westphalia,Disagree completely,0.48009,304,628,0.44099,0.51920
1993,17-29 y.,Hesse,Disagree,0.34599,77,197,0.27939,0.41259
1993,17-29 y.,Hesse,Disagree completely,0.48037,120,197,0.41042,0.55031
1993,17-29 y.,"Rhineland-Palatinate, Saarland",Disagree,0.32847,52,126,0.24614,0.41081
1993,17-29 y.,"Rhineland-Palatinate, Saarland",Disagree completely,0.49878,74,126,0.41113,0.58643
1993,17-29 y.,Baden-Wuerttemberg,Agree,0.09604,47,506,0.07034,0.12174
1993,17-29 y.,Baden-Wuerttemberg,Disagree,0.40309,210,506,0.36031,0.44587
1993,17-29 y.,Baden-Wuerttemberg,Disagree completely,0.45550,249,506,0.41207,0.49894
1993,17-29 y.,Bavaria,Agree,0.11756,59,428,0.08701,0.14811
1993,17-29 y.,Bavaria,Disagree,0.48170,206,428,0.43430,0.52909
1993,17-29 y.,Bavaria,Disagree completely,0.34861,163,428,0.30341,0.39381
1993,17-29 y.,Berlin,Disagree,0.35802,44,102,0.26452,0.45152
1993,17-29 y.,Berlin,Disagree completely,0.42191,58,102,0.32559,0.51822
1993,17-29 y.,Brandenburg,Disagree,0.43851,58,104,0.34268,0.53433
1993,17-29 y.,Brandenburg,Disagree completely,0.35261,46,104,0.26034,0.44489
1993,17-29 y.,Mecklenburg-Western Pomerania,Disagree completely,0.40886,36,36,0.24598,0.57173
1993,17-29 y.,Saxony,Disagree,0.43669,97,192,0.36635,0.50703
1993,17-29 y.,Saxony,Disagree completely,0.42191,95,192,0.35187,0.49195
1993,17-29 y.,Saxony-Anhalt,Disagree,0.38031,60,129,0.29621,0.46442
1993,17-29 y.,Saxony-Anhalt,Disagree completely,0.42468,69,129,0.33905,0.51031
1993,17-29 y.,Thuringa,Disagree,0.51333,81,132,0.42773,0.59892
1993,17-29 y.,Thuringa,Disagree completely,0.34570,51,132,0.26425,0.42714
