"plh0190","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","männlich","1","","",""
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","weiblich","","","",""
"Stimmt ganz u.gar","1990","Hauptschule","männlich","39","0.0700366664674054","0.048993091894469","0.0910802410403418"
"Stimmt ganz u.gar","1990","Hauptschule","weiblich","33","0.0546231356115449","0.0354032080465297","0.0738430631765601"
"Stimmt ganz u.gar","1990","Realschule","männlich","45","0.0544635077988151","0.0384660749420031","0.0704609406556271"
"Stimmt ganz u.gar","1990","Realschule","weiblich","32","0.0528481613108652","0.0349014172328259","0.0707949053889044"
"Stimmt ganz u.gar","1990","(Fach-)Abitur","männlich","2","","",""
"Stimmt ganz u.gar","1990","(Fach-)Abitur","weiblich","3","","",""
"Stimmt ganz u.gar","1990","AkademikerIn","männlich","18","","",""
"Stimmt ganz u.gar","1990","AkademikerIn","weiblich","23","","",""
"Stimmt eher","1990","(noch) kein Abschluss","männlich","1","","",""
"Stimmt eher","1990","(noch) kein Abschluss","weiblich","","","",""
"Stimmt eher","1990","Hauptschule","männlich","61","0.0995585207775305","0.0748702409547129","0.124246800600348"
"Stimmt eher","1990","Hauptschule","weiblich","38","0.059498060667319","0.0394905894420177","0.0795055318926202"
"Stimmt eher","1990","Realschule","männlich","82","0.104620861248204","0.0830448591685856","0.126196863327823"
"Stimmt eher","1990","Realschule","weiblich","77","0.143495124483927","0.115373240135863","0.171617008831991"
"Stimmt eher","1990","(Fach-)Abitur","männlich","6","","",""
"Stimmt eher","1990","(Fach-)Abitur","weiblich","6","","",""
"Stimmt eher","1990","AkademikerIn","männlich","39","0.100751594160658","0.0715089467401701","0.129994241581146"
"Stimmt eher","1990","AkademikerIn","weiblich","49","0.114409415867269","0.0848682221215545","0.143950609612983"
"Stimmt eher nicht","1990","(noch) kein Abschluss","männlich","3","","",""
"Stimmt eher nicht","1990","(noch) kein Abschluss","weiblich","1","","",""
