year,sampreg,sex,plh0190,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,West,male,Agree completely,0.04660,142,3244,0.03935,0.05386
1992,West,male,Agree,0.10176,329,3244,0.09135,0.11216
1992,West,male,Disagree,0.34766,1115,3244,0.33127,0.36405
1992,West,male,Disagree completely,0.50398,1658,3244,0.48677,0.52119
1992,West,female,Agree completely,0.04638,148,3570,0.03948,0.05328
1992,West,female,Agree,0.11499,409,3570,0.10452,0.12545
1992,West,female,Disagree,0.34162,1209,3570,0.32606,0.35718
1992,West,female,Disagree completely,0.49701,1804,3570,0.48061,0.51341
1992,East,male,Agree completely,0.05633,99,1753,0.04554,0.06713
1992,East,male,Agree,0.09675,177,1753,0.08291,0.11060
1992,East,male,Disagree,0.32369,585,1753,0.30178,0.34560
1992,East,male,Disagree completely,0.52322,892,1753,0.49983,0.54661
1992,East,female,Agree completely,0.06647,118,1884,0.05522,0.07773
1992,East,female,Agree,0.10460,198,1884,0.09077,0.11842
1992,East,female,Disagree,0.30703,592,1884,0.28620,0.32787
1992,East,female,Disagree completely,0.52189,976,1884,0.49933,0.54446
1993,West,male,Agree completely,0.05968,242,4317,0.05262,0.06675
1993,West,male,Agree,0.11449,513,4317,0.10499,0.12399
1993,West,male,Disagree,0.36797,1584,4317,0.35358,0.38236
1993,West,male,Disagree completely,0.45786,1978,4317,0.44299,0.47272
1993,West,female,Agree completely,0.07301,284,4459,0.06537,0.08065
1993,West,female,Agree,0.11966,552,4459,0.11013,0.12919
1993,West,female,Disagree,0.35963,1639,4459,0.34554,0.37372
1993,West,female,Disagree completely,0.44770,1984,4459,0.43310,0.46230
1993,East,male,Agree completely,0.05533,89,1637,0.04425,0.06641
1993,East,male,Agree,0.12540,196,1637,0.10935,0.14145
1993,East,male,Disagree,0.39185,656,1637,0.36820,0.41551
1993,East,male,Disagree completely,0.42742,696,1637,0.40344,0.45139
1993,East,female,Agree completely,0.07560,115,1723,0.06311,0.08809
1993,East,female,Agree,0.12675,214,1723,0.11104,0.14247
1993,East,female,Disagree,0.39183,674,1723,0.36877,0.41488
1993,East,female,Disagree completely,0.40582,720,1723,0.38263,0.42901
1995,West,male,Agree completely,0.04974,205,4402,0.04332,0.05616
1995,West,male,Agree,0.10921,489,4402,0.09999,0.11842
1995,West,male,Disagree,0.36162,1583,4402,0.34743,0.37582
1995,West,male,Disagree completely,0.47943,2125,4402,0.46467,0.49419
1995,West,female,Agree completely,0.04896,212,4619,0.04273,0.05518
1995,West,female,Agree,0.10448,487,4619,0.09566,0.11330
1995,West,female,Disagree,0.38451,1762,4619,0.37048,0.39854
1995,West,female,Disagree completely,0.46206,2158,4619,0.44768,0.47644
1995,East,male,Agree completely,0.04683,72,1602,0.03648,0.05717
1995,East,male,Agree,0.11467,182,1602,0.09906,0.13027
1995,East,male,Disagree,0.43994,710,1602,0.41562,0.46425
1995,East,male,Disagree completely,0.39857,638,1602,0.37459,0.42256
1995,East,female,Agree completely,0.05220,92,1716,0.04167,0.06272
1995,East,female,Agree,0.11836,192,1716,0.10307,0.13364
1995,East,female,Disagree,0.38259,675,1716,0.35959,0.40560
1995,East,female,Disagree completely,0.44685,757,1716,0.42332,0.47038
1996,West,male,Agree completely,0.05137,191,4283,0.04476,0.05798
1996,West,male,Agree,0.10689,465,4283,0.09763,0.11614
1996,West,male,Disagree,0.40000,1680,4283,0.38532,0.41467
1996,West,male,Disagree completely,0.44175,1947,4283,0.42687,0.45662
1996,West,female,Agree completely,0.04476,198,4540,0.03875,0.05078
1996,West,female,Agree,0.11759,497,4540,0.10822,0.12696
1996,West,female,Disagree,0.39007,1751,4540,0.37588,0.40426
1996,West,female,Disagree completely,0.44758,2094,4540,0.43311,0.46204
1996,East,male,Agree completely,0.04628,66,1620,0.03604,0.05651
1996,East,male,Agree,0.12470,215,1620,0.10860,0.14079
1996,East,male,Disagree,0.45654,741,1620,0.43228,0.48081
1996,East,male,Disagree completely,0.37248,598,1620,0.34893,0.39603
1996,East,female,Agree completely,0.04188,68,1715,0.03239,0.05136
1996,East,female,Agree,0.12106,204,1715,0.10562,0.13651
1996,East,female,Disagree,0.41699,752,1715,0.39365,0.44033
1996,East,female,Disagree completely,0.42007,691,1715,0.39671,0.44344
1997,West,male,Agree completely,0.04536,177,4160,0.03904,0.05169
1997,West,male,Agree,0.10869,433,4160,0.09923,0.11815
1997,West,male,Disagree,0.39320,1646,4160,0.37835,0.40804
1997,West,male,Disagree completely,0.45276,1904,4160,0.43763,0.46788
1997,West,female,Agree completely,0.05220,203,4368,0.04561,0.05880
1997,West,female,Agree,0.11152,471,4368,0.10218,0.12086
1997,West,female,Disagree,0.40303,1765,4368,0.38848,0.41758
1997,West,female,Disagree completely,0.43324,1929,4368,0.41855,0.44794
1997,East,male,Agree completely,0.05092,68,1533,0.03991,0.06193
1997,East,male,Agree,0.11934,186,1533,0.10310,0.13557
1997,East,male,Disagree,0.44125,703,1533,0.41638,0.46611
1997,East,male,Disagree completely,0.38849,576,1533,0.36408,0.41290
1997,East,female,Agree completely,0.05484,89,1626,0.04377,0.06591
1997,East,female,Agree,0.11939,180,1626,0.10362,0.13516
1997,East,female,Disagree,0.42215,701,1626,0.39813,0.44616
1997,East,female,Disagree completely,0.40362,656,1626,0.37977,0.42748
2008,West,male,Agree completely,0.04806,264,6367,0.04281,0.05332
2008,West,male,Agree,0.12429,715,6367,0.11619,0.13239
2008,West,male,Disagree,0.39993,2444,6367,0.38790,0.41197
2008,West,male,Disagree completely,0.42771,2944,6367,0.41556,0.43987
2008,West,female,Agree completely,0.04976,297,7031,0.04468,0.05484
2008,West,female,Agree,0.11335,732,7031,0.10594,0.12076
2008,West,female,Disagree,0.39466,2724,7031,0.38324,0.40609
2008,West,female,Disagree completely,0.44223,3278,7031,0.43062,0.45384
2008,East,male,Agree completely,0.04435,78,2070,0.03548,0.05322
2008,East,male,Agree,0.14033,270,2070,0.12537,0.15530
2008,East,male,Disagree,0.43868,947,2070,0.41730,0.46007
2008,East,male,Disagree completely,0.37664,775,2070,0.35576,0.39752
2008,East,female,Agree completely,0.04760,79,2172,0.03864,0.05656
2008,East,female,Agree,0.12477,272,2172,0.11087,0.13867
2008,East,female,Disagree,0.43037,966,2172,0.40954,0.45120
2008,East,female,Disagree completely,0.39726,855,2172,0.37667,0.41784
2013,West,male,Agree completely,0.05151,304,6059,0.04595,0.05708
2013,West,male,Agree,0.10194,602,6059,0.09432,0.10956
2013,West,male,Disagree,0.36545,2067,6059,0.35332,0.37757
2013,West,male,Disagree completely,0.48111,3086,6059,0.46852,0.49369
2013,West,female,Agree completely,0.05644,334,6938,0.05101,0.06187
2013,West,female,Agree,0.09578,655,6938,0.08886,0.10271
2013,West,female,Disagree,0.36935,2528,6938,0.35799,0.38071
2013,West,female,Disagree completely,0.47843,3421,6938,0.46667,0.49019
2013,East,male,Agree completely,0.05116,83,1862,0.04115,0.06117
2013,East,male,Agree,0.12183,192,1862,0.10697,0.13669
2013,East,male,Disagree,0.39225,753,1862,0.37007,0.41444
2013,East,male,Disagree completely,0.43476,834,1862,0.41224,0.45728
2013,East,female,Agree completely,0.06914,115,2065,0.05820,0.08009
2013,East,female,Agree,0.09861,199,2065,0.08575,0.11148
2013,East,female,Disagree,0.39492,836,2065,0.37383,0.41601
2013,East,female,Disagree completely,0.43732,915,2065,0.41592,0.45873
2018,West,male,Agree completely,0.05452,449,8281,0.04963,0.05941
2018,West,male,Agree,0.12858,970,8281,0.12137,0.13579
2018,West,male,Disagree,0.37818,3143,8281,0.36773,0.38862
2018,West,male,Disagree completely,0.43872,3719,8281,0.42803,0.44941
2018,West,female,Agree completely,0.05586,502,9707,0.05129,0.06043
2018,West,female,Agree,0.11327,1050,9707,0.10696,0.11957
2018,West,female,Disagree,0.36321,3466,9707,0.35365,0.37278
2018,West,female,Disagree completely,0.46766,4689,9707,0.45773,0.47758
2018,East,male,Agree completely,0.04512,111,2175,0.03640,0.05385
2018,East,male,Agree,0.15920,278,2175,0.14382,0.17458
2018,East,male,Disagree,0.40865,878,2175,0.38798,0.42931
2018,East,male,Disagree completely,0.38703,908,2175,0.36656,0.40751
2018,East,female,Agree completely,0.06262,127,2474,0.05307,0.07217
2018,East,female,Agree,0.11639,262,2474,0.10375,0.12903
2018,East,female,Disagree,0.41133,1029,2474,0.39194,0.43073
2018,East,female,Disagree completely,0.40966,1056,2474,0.39028,0.42904
