year,pgisced97,regtyp,plh0190,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,No answer / don't know,Urban regions,Disagree completely,0.63352,44,44,0.48950,0.77754
1992,Pre-primary Level,Urban regions,Disagree,0.50348,40,40,0.34656,0.66040
1992,Primary Level,Urban regions,Disagree completely,0.57863,31,31,0.40193,0.75533
1992,Lower Secondary Level,Urban regions,Agree completely,0.04321,48,1148,0.03144,0.05498
1992,Lower Secondary Level,Urban regions,Agree,0.11946,144,1148,0.10069,0.13823
1992,Lower Secondary Level,Urban regions,Disagree,0.33774,392,1148,0.31037,0.36511
1992,Lower Secondary Level,Urban regions,Disagree completely,0.49959,564,1148,0.47065,0.52852
1992,Lower Secondary Level,Rural regions,Agree completely,0.05593,39,676,0.03859,0.07326
1992,Lower Secondary Level,Rural regions,Agree,0.10785,80,676,0.08445,0.13125
1992,Lower Secondary Level,Rural regions,Disagree,0.37027,246,676,0.33384,0.40669
1992,Lower Secondary Level,Rural regions,Disagree completely,0.46596,311,676,0.42832,0.50359
1992,Upper Secondary Level,No answer / don't know,Disagree completely,0.61451,37,37,0.45551,0.77350
1992,Upper Secondary Level,Urban regions,Agree completely,0.04398,149,3427,0.03712,0.05085
1992,Upper Secondary Level,Urban regions,Agree,0.11257,366,3427,0.10199,0.12316
1992,Upper Secondary Level,Urban regions,Disagree,0.33129,1138,3427,0.31553,0.34705
1992,Upper Secondary Level,Urban regions,Disagree completely,0.51215,1774,3427,0.49541,0.52889
1992,Upper Secondary Level,Rural regions,Agree completely,0.06170,129,2263,0.05178,0.07161
1992,Upper Secondary Level,Rural regions,Agree,0.11903,268,2263,0.10569,0.13238
1992,Upper Secondary Level,Rural regions,Disagree,0.35043,764,2263,0.33077,0.37009
1992,Upper Secondary Level,Rural regions,Disagree completely,0.46884,1102,2263,0.44827,0.48940
1992,Post-secondary Non-tertiary Level,Urban regions,Disagree,0.34855,69,180,0.27874,0.41835
