year,migback,sampreg,plh0190,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,No migration background,West,Agree completely,0.04647,270,6327,0.04128,0.05166
1992,No migration background,West,Agree,0.10937,686,6327,0.10168,0.11706
1992,No migration background,West,Disagree,0.34749,2165,6327,0.33576,0.35923
1992,No migration background,West,Disagree completely,0.49667,3206,6327,0.48434,0.50899
1992,No migration background,East,Agree completely,0.06094,208,3503,0.05302,0.06886
1992,No migration background,East,Agree,0.09885,356,3503,0.08896,0.10873
1992,No migration background,East,Disagree,0.31553,1136,3503,0.30014,0.33093
1992,No migration background,East,Disagree completely,0.52468,1803,3503,0.50814,0.54122
1992,Direct migration background,West,Agree,0.10160,47,403,0.07207,0.13114
1992,Direct migration background,West,Disagree,0.30863,134,403,0.26347,0.35378
1992,Direct migration background,West,Disagree completely,0.54115,222,403,0.49243,0.58986
1992,Direct migration background,East,Disagree,0.29577,36,101,0.20632,0.38522
1992,Direct migration background,East,Disagree completely,0.50235,65,101,0.40435,0.60035
1992,Indirect migration background,West,Disagree completely,0.61896,34,34,0.45326,0.78466
1993,No migration background,West,Agree completely,0.06802,387,6215,0.06176,0.07428
1993,No migration background,West,Agree,0.11489,700,6215,0.10696,0.12282
1993,No migration background,West,Disagree,0.36495,2287,6215,0.35298,0.37692
1993,No migration background,West,Disagree completely,0.45214,2841,6215,0.43976,0.46451
1993,No migration background,East,Agree completely,0.06423,195,3240,0.05579,0.07267
1993,No migration background,East,Agree,0.12674,395,3240,0.11528,0.13819
1993,No migration background,East,Disagree,0.38644,1273,3240,0.36967,0.40321
1993,No migration background,East,Disagree completely,0.42259,1377,3240,0.40558,0.43960
1993,Direct migration background,West,Agree completely,0.05884,116,2144,0.04888,0.06881
1993,Direct migration background,West,Agree,0.13429,321,2144,0.11985,0.14872
1993,Direct migration background,West,Disagree,0.35881,776,2144,0.33850,0.37912
1993,Direct migration background,West,Disagree completely,0.44806,931,2144,0.42701,0.46912
1993,Direct migration background,East,Disagree,0.51048,52,88,0.40543,0.61552
1993,Direct migration background,East,Disagree completely,0.28434,36,88,0.18955,0.37913
1993,Indirect migration background,West,Agree,0.10213,44,394,0.07219,0.13207
1993,Indirect migration background,West,Disagree,0.34106,160,394,0.29419,0.38793
1993,Indirect migration background,West,Disagree completely,0.50218,190,394,0.45275,0.55162
1995,No migration background,West,Agree completely,0.04764,263,6181,0.04233,0.05295
1995,No migration background,West,Agree,0.10322,601,6181,0.09564,0.11081
1995,No migration background,West,Disagree,0.37758,2314,6181,0.36549,0.38967
1995,No migration background,West,Disagree completely,0.47156,3003,6181,0.45911,0.48400
1995,No migration background,East,Agree completely,0.05085,161,3180,0.04321,0.05849
1995,No migration background,East,Agree,0.11536,354,3180,0.10426,0.12647
