year,migback,sex,plh0190,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,No migration background,male,Agree completely,0.04913,228,4715,0.04296,0.05530
1992,No migration background,male,Agree,0.10017,474,4715,0.09160,0.10874
1992,No migration background,male,Disagree,0.34613,1612,4715,0.33255,0.35971
1992,No migration background,male,Disagree completely,0.50457,2401,4715,0.49029,0.51884
1992,No migration background,female,Agree completely,0.04980,250,5115,0.04384,0.05576
1992,No migration background,female,Agree,0.11363,568,5115,0.10493,0.12233
1992,No migration background,female,Disagree,0.33599,1689,5115,0.32304,0.34893
1992,No migration background,female,Disagree completely,0.50058,2608,5115,0.48688,0.51429
1992,Direct migration background,male,Disagree,0.29676,74,210,0.23482,0.35869
1992,Direct migration background,male,Disagree completely,0.56294,136,210,0.49569,0.63019
1992,Direct migration background,female,Agree,0.10823,36,283,0.07197,0.14449
1992,Direct migration background,female,Disagree,0.31576,96,283,0.26151,0.37002
1992,Direct migration background,female,Disagree completely,0.51177,151,283,0.45343,0.57011
1993,No migration background,male,Agree completely,0.05691,243,4558,0.05019,0.06364
1993,No migration background,male,Agree,0.11332,515,4558,0.10412,0.12253
1993,No migration background,male,Disagree,0.37640,1743,4558,0.36233,0.39046
1993,No migration background,male,Disagree completely,0.45337,2057,4558,0.43891,0.46782
1993,No migration background,female,Agree completely,0.07687,339,4897,0.06941,0.08433
1993,No migration background,female,Agree,0.12096,580,4897,0.11182,0.13009
1993,No migration background,female,Disagree,0.36268,1817,4897,0.34922,0.37615
1993,No migration background,female,Disagree completely,0.43949,2161,4897,0.42559,0.45339
1993,Direct migration background,male,Agree completely,0.06982,75,1177,0.05525,0.08438
1993,Direct migration background,male,Agree,0.13759,173,1177,0.11790,0.15728
1993,Direct migration background,male,Disagree,0.34987,411,1177,0.32261,0.37713
1993,Direct migration background,male,Disagree completely,0.44272,518,1177,0.41433,0.47111
1993,Direct migration background,female,Agree completely,0.05275,50,1077,0.03939,0.06610
1993,Direct migration background,female,Agree,0.12652,161,1077,0.10665,0.14638
1993,Direct migration background,female,Disagree,0.38949,417,1077,0.36035,0.41862
1993,Direct migration background,female,Disagree completely,0.43125,449,1077,0.40166,0.46084
1993,Indirect migration background,male,Disagree,0.33427,86,185,0.26611,0.40244
1993,Indirect migration background,male,Disagree completely,0.45934,99,185,0.38733,0.53135
1993,Indirect migration background,female,Disagree,0.35689,79,173,0.28530,0.42849
1993,Indirect migration background,female,Disagree completely,0.53099,94,173,0.45641,0.60557
1995,No migration background,male,Agree completely,0.04575,187,4483,0.03964,0.05187
1995,No migration background,male,Agree,0.10434,462,4483,0.09539,0.11329
1995,No migration background,male,Disagree,0.38345,1755,4483,0.36922,0.39769
1995,No migration background,male,Disagree completely,0.46645,2079,4483,0.45185,0.48106
1995,No migration background,female,Agree completely,0.05065,237,4878,0.04450,0.05681
1995,No migration background,female,Agree,0.10701,493,4878,0.09833,0.11569
1995,No migration background,female,Disagree,0.38442,1890,4878,0.37077,0.39807
1995,No migration background,female,Disagree completely,0.45791,2258,4878,0.44393,0.47190
1995,Direct migration background,male,Agree completely,0.06509,76,1288,0.05162,0.07857
1995,Direct migration background,male,Agree,0.14327,183,1288,0.12413,0.16242
1995,Direct migration background,male,Disagree,0.33975,462,1288,0.31387,0.36562
1995,Direct migration background,male,Disagree completely,0.45188,567,1288,0.42469,0.47907
1995,Direct migration background,female,Agree completely,0.04459,57,1232,0.03306,0.05612
1995,Direct migration background,female,Agree,0.10830,159,1232,0.09094,0.12566
1995,Direct migration background,female,Disagree,0.38990,463,1232,0.36265,0.41714
1995,Direct migration background,female,Disagree completely,0.45721,553,1232,0.42938,0.48504
1995,Indirect migration background,male,Disagree,0.33525,76,193,0.26847,0.40202
1995,Indirect migration background,male,Disagree completely,0.46649,117,193,0.39592,0.53705
1995,Indirect migration background,female,Disagree,0.32558,84,188,0.25842,0.39274
1995,Indirect migration background,female,Disagree completely,0.54597,104,188,0.47461,0.61733
1996,No migration background,male,Agree completely,0.04265,178,4456,0.03671,0.04858
1996,No migration background,male,Agree,0.10893,510,4456,0.09979,0.11808
1996,No migration background,male,Disagree,0.41710,1875,4456,0.40262,0.43158
1996,No migration background,male,Disagree completely,0.43132,1893,4456,0.41677,0.44586
1996,No migration background,female,Agree completely,0.04489,209,4822,0.03905,0.05074
1996,No migration background,female,Agree,0.11761,533,4822,0.10851,0.12670
1996,No migration background,female,Disagree,0.39491,1972,4822,0.38111,0.40871
1996,No migration background,female,Disagree completely,0.44259,2108,4822,0.42857,0.45661
1996,Direct migration background,male,Agree completely,0.08989,66,1204,0.07373,0.10605
1996,Direct migration background,male,Agree,0.12311,152,1204,0.10454,0.14168
1996,Direct migration background,male,Disagree,0.37659,459,1204,0.34921,0.40397
1996,Direct migration background,male,Disagree completely,0.41041,527,1204,0.38261,0.43821
1996,Direct migration background,female,Agree completely,0.04182,45,1179,0.03039,0.05325
1996,Direct migration background,female,Agree,0.12399,143,1179,0.10517,0.14281
