year,bula_h,pgisced97,plh0190,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Schleswig-Holstein,Upper Secondary Level,Disagree,0.37953,51,127,0.29480,0.46426
1992,Schleswig-Holstein,Upper Secondary Level,Disagree completely,0.48367,76,127,0.39641,0.57093
1992,Lower Saxony,Lower Secondary Level,Disagree,0.30251,52,139,0.22587,0.37915
1992,Lower Saxony,Lower Secondary Level,Disagree completely,0.52207,87,139,0.43873,0.60541
1992,Lower Saxony,Upper Secondary Level,Agree,0.12746,54,435,0.09608,0.15883
1992,Lower Saxony,Upper Secondary Level,Disagree,0.38128,164,435,0.33559,0.42698
1992,Lower Saxony,Upper Secondary Level,Disagree completely,0.46631,217,435,0.41937,0.51324
1992,Lower Saxony,First Stage of Tertiary Education,Disagree completely,0.56311,37,37,0.40108,0.72514
1992,Lower Saxony,Second Stage of Tertiary Education,Disagree completely,0.55302,43,43,0.40266,0.70339
1992,Bremen,Upper Secondary Level,Disagree completely,0.69660,31,31,0.53208,0.86111
1992,North Rhine-Westphalia,Lower Secondary Level,Agree,0.12586,47,328,0.08991,0.16181
1992,North Rhine-Westphalia,Lower Secondary Level,Disagree,0.31520,107,328,0.26484,0.36556
1992,North Rhine-Westphalia,Lower Secondary Level,Disagree completely,0.51851,174,328,0.46435,0.57267
1992,North Rhine-Westphalia,Upper Secondary Level,Agree completely,0.06792,60,1020,0.05247,0.08337
1992,North Rhine-Westphalia,Upper Secondary Level,Agree,0.11319,114,1020,0.09373,0.13264
1992,North Rhine-Westphalia,Upper Secondary Level,Disagree,0.31202,318,1020,0.28357,0.34047
1992,North Rhine-Westphalia,Upper Secondary Level,Disagree completely,0.50687,528,1020,0.47618,0.53757
1992,North Rhine-Westphalia,First Stage of Tertiary Education,Disagree,0.32492,44,117,0.23969,0.41015
1992,North Rhine-Westphalia,First Stage of Tertiary Education,Disagree completely,0.56233,73,117,0.47205,0.65261
1992,North Rhine-Westphalia,Second Stage of Tertiary Education,Disagree,0.29641,59,175,0.22856,0.36427
1992,North Rhine-Westphalia,Second Stage of Tertiary Education,Disagree completely,0.57921,116,175,0.50585,0.65256
1992,Hesse,Lower Secondary Level,Disagree,0.32569,43,116,0.24004,0.41134
1992,Hesse,Lower Secondary Level,Disagree completely,0.53260,73,116,0.44141,0.62379
1992,Hesse,Upper Secondary Level,Disagree,0.29562,97,285,0.24254,0.34869
1992,Hesse,Upper Secondary Level,Disagree completely,0.55764,188,285,0.49987,0.61540
1992,Hesse,Second Stage of Tertiary Education,Disagree,0.37437,33,79,0.26697,0.48177
1992,Hesse,Second Stage of Tertiary Education,Disagree completely,0.55995,46,79,0.44978,0.67011
1992,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Disagree,0.42319,66,138,0.34046,0.50593
1992,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Disagree completely,0.44249,72,138,0.35932,0.52566
1992,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Agree,0.14430,39,274,0.10262,0.18599
1992,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Disagree,0.35550,99,274,0.29872,0.41228
1992,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Disagree completely,0.46084,136,274,0.40171,0.51997
1992,Baden-Wuerttemberg,Lower Secondary Level,Agree,0.14569,35,246,0.10152,0.18987
1992,Baden-Wuerttemberg,Lower Secondary Level,Disagree,0.35962,90,246,0.29953,0.41971
1992,Baden-Wuerttemberg,Lower Secondary Level,Disagree completely,0.46021,121,246,0.39780,0.52263
