"plh0190","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Stimmt ganz u.gar","1990","(noch) kein Abschluss","","","",""
"Stimmt ganz u.gar","1990","Hauptschule","72","0.0625593562746815","0.0482613554152761","0.0768573571340869"
"Stimmt ganz u.gar","1990","Realschule","77","0.0537915257799094","0.0418450954245266","0.0657379561352923"
"Stimmt ganz u.gar","1990","(Fach-)Abitur","","","",""
"Stimmt ganz u.gar","1990","AkademikerIn","41","0.0459776587208399","0.0319228068056374","0.0600325106360425"
"Stimmt eher","1990","(noch) kein Abschluss","","","",""
"Stimmt eher","1990","Hauptschule","99","0.0801246552013375","0.0640957127395063","0.0961535976631688"
"Stimmt eher","1990","Realschule","159","0.120792503733257","0.103535972961957","0.138049034504556"
"Stimmt eher","1990","(Fach-)Abitur","","","",""
"Stimmt eher","1990","AkademikerIn","88","0.107667837873745","0.0868670471500357","0.128468628597455"
"Stimmt eher nicht","1990","(noch) kein Abschluss","","","",""
"Stimmt eher nicht","1990","Hauptschule","276","0.249369559801395","0.223825371955493","0.274913747647297"
"Stimmt eher nicht","1990","Realschule","454","0.329545216022098","0.304654920091118","0.354435511953077"
"Stimmt eher nicht","1990","(Fach-)Abitur","33","0.401712013125916","0.296243798118534","0.507180228133298"
"Stimmt eher nicht","1990","AkademikerIn","273","0.307378979505711","0.276414877350226","0.338343081661196"
"Stimmt ganz u.gar nicht","1990","(noch) kein Abschluss","","","",""
"Stimmt ganz u.gar nicht","1990","Hauptschule","655","0.607946428722586","0.579121870707905","0.636770986737267"
"Stimmt ganz u.gar nicht","1990","Realschule","680","0.495870754464736","0.469395325755238","0.522346183174235"
"Stimmt ganz u.gar nicht","1990","(Fach-)Abitur","33","0.384877157088601","0.280200211822846","0.489554102354356"
"Stimmt ganz u.gar nicht","1990","AkademikerIn","451","0.538975523899704","0.50552367791401","0.572427369885398"
"Stimmt ganz u.gar","1991","(noch) kein Abschluss","","","",""
"Stimmt ganz u.gar","1991","Hauptschule","84","0.0598637692671253","0.0468215126886342","0.0729060258456165"
