year,quintil_oecd,sampreg,plh0190,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,1st Quintile,West,Agree completely,0.06410,34,637,0.04506,0.08313
1992,1st Quintile,West,Agree,0.11344,71,637,0.08880,0.13809
1992,1st Quintile,West,Disagree,0.36161,235,637,0.32427,0.39895
1992,1st Quintile,West,Disagree completely,0.46084,297,637,0.42210,0.49958
1992,1st Quintile,East,Agree completely,0.07155,88,1378,0.05794,0.08517
1992,1st Quintile,East,Agree,0.10374,155,1378,0.08764,0.11985
1992,1st Quintile,East,Disagree,0.32750,462,1378,0.30271,0.35229
1992,1st Quintile,East,Disagree completely,0.49721,673,1378,0.47080,0.52362
1992,2nd Quintile,West,Agree completely,0.03212,35,1037,0.02138,0.04285
1992,2nd Quintile,West,Agree,0.12730,131,1037,0.10700,0.14760
1992,2nd Quintile,West,Disagree,0.35423,365,1037,0.32511,0.38336
1992,2nd Quintile,West,Disagree completely,0.48635,506,1037,0.45591,0.51679
1992,2nd Quintile,East,Agree completely,0.06109,71,1153,0.04726,0.07492
1992,2nd Quintile,East,Agree,0.10121,111,1153,0.08379,0.11862
1992,2nd Quintile,East,Disagree,0.30731,364,1153,0.28067,0.33396
1992,2nd Quintile,East,Disagree completely,0.53039,607,1153,0.50157,0.55921
1992,3rd Quintile,West,Agree completely,0.05892,74,1359,0.04640,0.07144
1992,3rd Quintile,West,Agree,0.10372,144,1359,0.08751,0.11994
1992,3rd Quintile,West,Disagree,0.34639,475,1359,0.32109,0.37170
1992,3rd Quintile,West,Disagree completely,0.49096,666,1359,0.46437,0.51755
1992,3rd Quintile,East,Agree completely,0.03860,32,674,0.02405,0.05316
1992,3rd Quintile,East,Agree,0.10257,72,674,0.07964,0.12549
1992,3rd Quintile,East,Disagree,0.31149,217,674,0.27650,0.34648
1992,3rd Quintile,East,Disagree completely,0.54734,353,674,0.50974,0.58495
1992,4th Quintile,West,Agree completely,0.04476,71,1750,0.03507,0.05445
1992,4th Quintile,West,Agree,0.12245,212,1750,0.10708,0.13781
1992,4th Quintile,West,Disagree,0.32791,562,1750,0.30591,0.34991
1992,4th Quintile,West,Disagree completely,0.50488,905,1750,0.48145,0.52831
1992,4th Quintile,East,Agree,0.10463,31,284,0.06897,0.14030
1992,4th Quintile,East,Disagree,0.27865,90,284,0.22642,0.33089
1992,4th Quintile,East,Disagree completely,0.55709,163,284,0.49922,0.61497
1992,5th Quintile,West,Agree completely,0.04021,76,2030,0.03167,0.04876
1992,5th Quintile,West,Agree,0.08825,180,2030,0.07591,0.10060
1992,5th Quintile,West,Disagree,0.34587,686,2030,0.32517,0.36657
1992,5th Quintile,West,Disagree completely,0.52566,1088,2030,0.50393,0.54739
1992,5th Quintile,East,Disagree,0.32495,44,116,0.23935,0.41055
1992,5th Quintile,East,Disagree completely,0.57087,72,116,0.48040,0.66133
1993,1st Quintile,West,Agree completely,0.09927,94,1261,0.08276,0.11579
1993,1st Quintile,West,Agree,0.14526,186,1261,0.12580,0.16471
1993,1st Quintile,West,Disagree,0.35091,478,1261,0.32456,0.37726
1993,1st Quintile,West,Disagree completely,0.40456,503,1261,0.37746,0.43166
1993,1st Quintile,East,Agree completely,0.08054,63,925,0.06299,0.09808
1993,1st Quintile,East,Agree,0.15340,141,925,0.13016,0.17664
1993,1st Quintile,East,Disagree,0.40432,373,925,0.37267,0.43596
1993,1st Quintile,East,Disagree completely,0.36175,348,925,0.33076,0.39273
1993,2nd Quintile,West,Agree completely,0.05776,88,1521,0.04604,0.06949
1993,2nd Quintile,West,Agree,0.12272,182,1521,0.10623,0.13922
1993,2nd Quintile,West,Disagree,0.37893,576,1521,0.35454,0.40332
1993,2nd Quintile,West,Disagree completely,0.44059,675,1521,0.41563,0.46555
1993,2nd Quintile,East,Agree completely,0.05305,61,1078,0.03966,0.06643
1993,2nd Quintile,East,Agree,0.12481,129,1078,0.10507,0.14455
1993,2nd Quintile,East,Disagree,0.39754,424,1078,0.36831,0.42677
1993,2nd Quintile,East,Disagree completely,0.42460,464,1078,0.39508,0.45413
1993,3rd Quintile,West,Agree completely,0.06024,97,1758,0.04912,0.07137
1993,3rd Quintile,West,Agree,0.12476,222,1758,0.10931,0.14021
1993,3rd Quintile,West,Disagree,0.35515,635,1758,0.33278,0.37753
1993,3rd Quintile,West,Disagree completely,0.45985,804,1758,0.43654,0.48315
1993,3rd Quintile,East,Agree completely,0.06985,43,753,0.05163,0.08806
1993,3rd Quintile,East,Agree,0.11443,82,753,0.09167,0.13718
1993,3rd Quintile,East,Disagree,0.38428,305,753,0.34951,0.41905
1993,3rd Quintile,East,Disagree completely,0.43145,323,753,0.39605,0.46685
1993,4th Quintile,West,Agree completely,0.05673,117,2055,0.04672,0.06673
1993,4th Quintile,West,Agree,0.11508,255,2055,0.10128,0.12888
1993,4th Quintile,West,Disagree,0.37468,759,2055,0.35375,0.39561
1993,4th Quintile,West,Disagree completely,0.45351,924,2055,0.43198,0.47504
1993,4th Quintile,East,Agree,0.10573,47,415,0.07611,0.13536
1993,4th Quintile,East,Disagree,0.37388,169,415,0.32728,0.42049
1993,4th Quintile,East,Disagree completely,0.45393,199,415,0.40597,0.50189
1993,5th Quintile,West,Agree completely,0.06755,130,2179,0.05701,0.07809
1993,5th Quintile,West,Agree,0.09592,220,2179,0.08355,0.10829
1993,5th Quintile,West,Disagree,0.35795,774,2179,0.33782,0.37808
1993,5th Quintile,West,Disagree completely,0.47858,1055,2179,0.45760,0.49956
1993,5th Quintile,East,Disagree,0.35461,59,141,0.27536,0.43385
1993,5th Quintile,East,Disagree completely,0.55539,82,141,0.47307,0.63770
1995,1st Quintile,West,Agree completely,0.05733,79,1544,0.04573,0.06893
1995,1st Quintile,West,Agree,0.12976,195,1544,0.11299,0.14653
1995,1st Quintile,West,Disagree,0.37698,566,1544,0.35279,0.40116
1995,1st Quintile,West,Disagree completely,0.43593,704,1544,0.41119,0.46068
1995,1st Quintile,East,Agree completely,0.05390,38,652,0.03655,0.07125
1995,1st Quintile,East,Agree,0.13331,87,652,0.10720,0.15942
1995,1st Quintile,East,Disagree,0.38234,260,652,0.34501,0.41967
1995,1st Quintile,East,Disagree completely,0.43045,267,652,0.39242,0.46849
1995,2nd Quintile,West,Agree completely,0.05680,86,1705,0.04581,0.06779
1995,2nd Quintile,West,Agree,0.09789,199,1705,0.08378,0.11200
1995,2nd Quintile,West,Disagree,0.38819,661,1705,0.36505,0.41133
1995,2nd Quintile,West,Disagree completely,0.45712,759,1705,0.43347,0.48077
1995,2nd Quintile,East,Agree completely,0.05876,52,909,0.04347,0.07406
1995,2nd Quintile,East,Agree,0.10856,98,909,0.08833,0.12879
1995,2nd Quintile,East,Disagree,0.40998,381,909,0.37799,0.44197
1995,2nd Quintile,East,Disagree completely,0.42269,378,909,0.39056,0.45482
1995,3rd Quintile,West,Agree completely,0.04458,83,1800,0.03504,0.05412
1995,3rd Quintile,West,Agree,0.12112,206,1800,0.10605,0.13620
1995,3rd Quintile,West,Disagree,0.35875,637,1800,0.33658,0.38091
1995,3rd Quintile,West,Disagree completely,0.47555,874,1800,0.45247,0.49863
1995,3rd Quintile,East,Agree completely,0.04729,38,801,0.03258,0.06200
1995,3rd Quintile,East,Agree,0.11422,94,801,0.09218,0.13627
1995,3rd Quintile,East,Disagree,0.42527,332,801,0.39101,0.45953
1995,3rd Quintile,East,Disagree completely,0.41321,337,801,0.37909,0.44734
1995,4th Quintile,West,Agree completely,0.04964,90,1914,0.03990,0.05937
1995,4th Quintile,West,Agree,0.09715,186,1914,0.08388,0.11042
1995,4th Quintile,West,Disagree,0.38765,732,1914,0.36581,0.40948
1995,4th Quintile,West,Disagree completely,0.46557,906,1914,0.44322,0.48792
1995,4th Quintile,East,Agree,0.11115,63,615,0.08629,0.13601
1995,4th Quintile,East,Disagree,0.40635,267,615,0.36750,0.44520
1995,4th Quintile,East,Disagree completely,0.44537,285,615,0.40606,0.48469
1995,5th Quintile,West,Agree completely,0.04230,78,2054,0.03359,0.05100
1995,5th Quintile,West,Agree,0.09571,190,2054,0.08299,0.10844
1995,5th Quintile,West,Disagree,0.36068,747,2054,0.33991,0.38145
1995,5th Quintile,West,Disagree completely,0.50131,1039,2054,0.47968,0.52294
1995,5th Quintile,East,Agree,0.11917,32,305,0.08275,0.15559
1995,5th Quintile,East,Disagree,0.44882,145,305,0.39291,0.50473
1995,5th Quintile,East,Disagree completely,0.39051,128,305,0.33566,0.44535
1996,1st Quintile,West,Agree completely,0.04675,63,1596,0.03639,0.05711
1996,1st Quintile,West,Agree,0.13464,193,1596,0.11789,0.15139
1996,1st Quintile,West,Disagree,0.39567,633,1596,0.37168,0.41967
1996,1st Quintile,West,Disagree completely,0.42294,707,1596,0.39870,0.44719
1996,1st Quintile,East,Agree completely,0.05252,32,649,0.03535,0.06970
1996,1st Quintile,East,Agree,0.14630,97,649,0.11909,0.17351
1996,1st Quintile,East,Disagree,0.43597,285,649,0.39779,0.47415
1996,1st Quintile,East,Disagree completely,0.36521,235,649,0.32813,0.40228
1996,2nd Quintile,West,Agree completely,0.03897,69,1599,0.02949,0.04846
1996,2nd Quintile,West,Agree,0.13468,196,1599,0.11794,0.15142
1996,2nd Quintile,West,Disagree,0.38820,607,1599,0.36430,0.41209
1996,2nd Quintile,West,Disagree completely,0.43815,727,1599,0.41382,0.46247
1996,2nd Quintile,East,Agree completely,0.04441,36,832,0.03040,0.05842
1996,2nd Quintile,East,Agree,0.10836,99,832,0.08723,0.12950
1996,2nd Quintile,East,Disagree,0.42074,362,832,0.38717,0.45431
1996,2nd Quintile,East,Disagree completely,0.42649,335,832,0.39286,0.46011
1996,3rd Quintile,West,Agree completely,0.05631,91,1671,0.04525,0.06736
1996,3rd Quintile,West,Agree,0.12158,196,1671,0.10591,0.13726
1996,3rd Quintile,West,Disagree,0.40512,667,1671,0.38157,0.42866
1996,3rd Quintile,West,Disagree completely,0.41699,717,1671,0.39334,0.44064
1996,3rd Quintile,East,Agree,0.13422,108,808,0.11070,0.15774
1996,3rd Quintile,East,Disagree,0.44805,385,808,0.41374,0.48236
1996,3rd Quintile,East,Disagree completely,0.38567,315,808,0.35208,0.41925
1996,4th Quintile,West,Agree completely,0.05356,87,1948,0.04356,0.06356
1996,4th Quintile,West,Agree,0.10510,198,1948,0.09148,0.11872
1996,4th Quintile,West,Disagree,0.38724,749,1948,0.36560,0.40888
1996,4th Quintile,West,Disagree completely,0.45410,914,1948,0.43198,0.47621
1996,4th Quintile,East,Agree,0.11309,79,638,0.08849,0.13768
1996,4th Quintile,East,Disagree,0.42971,297,638,0.39127,0.46816
1996,4th Quintile,East,Disagree completely,0.40822,262,638,0.37005,0.44639
1996,5th Quintile,West,Agree completely,0.04402,79,2003,0.03503,0.05300
1996,5th Quintile,West,Agree,0.08398,179,2003,0.07183,0.09613
1996,5th Quintile,West,Disagree,0.39620,771,2003,0.37477,0.41762
1996,5th Quintile,West,Disagree completely,0.47580,974,2003,0.45393,0.49768
1996,5th Quintile,East,Agree,0.09918,36,342,0.06745,0.13091
1996,5th Quintile,East,Disagree,0.46216,164,342,0.40924,0.51507
1996,5th Quintile,East,Disagree completely,0.39319,142,342,0.34135,0.44504
1997,1st Quintile,West,Agree completely,0.08018,90,1450,0.06620,0.09416
1997,1st Quintile,West,Agree,0.12793,174,1450,0.11073,0.14513
1997,1st Quintile,West,Disagree,0.39262,578,1450,0.36747,0.41776
1997,1st Quintile,West,Disagree completely,0.39927,608,1450,0.37405,0.42448
1997,1st Quintile,East,Agree completely,0.06016,40,565,0.04054,0.07978
1997,1st Quintile,East,Agree,0.09921,54,565,0.07454,0.12388
1997,1st Quintile,East,Disagree,0.43634,233,565,0.39541,0.47727
1997,1st Quintile,East,Disagree completely,0.40429,238,565,0.36379,0.44479
1997,2nd Quintile,West,Agree completely,0.06374,85,1625,0.05186,0.07562
1997,2nd Quintile,West,Agree,0.12605,200,1625,0.10991,0.14219
1997,2nd Quintile,West,Disagree,0.40015,668,1625,0.37632,0.42397
1997,2nd Quintile,West,Disagree completely,0.41006,672,1625,0.38614,0.43399
1997,2nd Quintile,East,Agree completely,0.05346,40,833,0.03818,0.06875
1997,2nd Quintile,East,Agree,0.12929,106,833,0.10649,0.15208
