year,age_gr,regtyp,plh0190,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Urban regions,Agree,0.15555682493743006,42,3266,0.15477575968375687,0.15633789019110325
1990,17-29 y.,Urban regions,Disagree,0.40856519651089235,116,3266,0.40750584109509824,0.40962455192668645
1990,17-29 y.,Urban regions,Disagree completely,0.4358779785516776,121,3266,0.4348093505278544,0.4369466065755008
1990,17-29 y.,Rural regions,Agree completely,0.050157801724397745,31,3266,0.04982003648501115,0.05049556696378434
1990,17-29 y.,Rural regions,Agree,0.1173614572531885,75,3266,0.11686340585181754,0.11785950865455946
1990,17-29 y.,Rural regions,Disagree,0.3326812489817285,196,3266,0.33195212597626156,0.3334103719871955
1990,17-29 y.,Rural regions,Disagree completely,0.4997994920406852,278,3266,0.4990257611340861,0.5005732229472842
1990,30-45 y.,Urban regions,Agree,0.10533892066401226,48,3266,0.10476648609650185,0.10591135523152267
1990,30-45 y.,Urban regions,Disagree,0.31913994072306906,147,3266,0.3182707368428816,0.3200091446032565
1990,30-45 y.,Urban regions,Disagree completely,0.5755211386129186,252,3266,0.574599499661999,0.5764427775638383
1990,30-45 y.,Rural regions,Agree completely,0.050468331810551464,48,3266,0.050167730138723186,0.05076893348237974
1990,30-45 y.,Rural regions,Agree,0.12050145283761327,105,3266,0.120054418488447,0.12094848718677953
1990,30-45 y.,Rural regions,Disagree,0.2879711764274143,273,3266,0.2873493767569225,0.28859297609790613
1990,30-45 y.,Rural regions,Disagree completely,0.5410590389244209,498,3266,0.5403747682488239,0.5417433096000178
1990,46-65 y.,Urban regions,Agree,0.13026530508534895,43,3266,0.12962802053556108,0.13090258963513682
1990,46-65 y.,Urban regions,Disagree,0.33050419960584493,121,3266,0.3296135886539543,0.33139481055773556
1990,46-65 y.,Urban regions,Disagree completely,0.539230495308806,194,3266,0.5382867502336461,0.5401742403839658
1990,46-65 y.,Rural regions,Agree completely,0.07032878952138995,47,3266,0.06997875454672085,0.07067882449605904
1990,46-65 y.,Rural regions,Agree,0.05229619608768766,35,3266,0.051991440596284896,0.05260095157909042
1990,46-65 y.,Rural regions,Disagree,0.24290535026506296,168,3266,0.2423183020028806,0.24349239852724533
1990,46-65 y.,Rural regions,Disagree completely,0.6344696641258595,428,3266,0.6338104184017881,0.6351289098499309
1991,17-29 y.,Urban regions,Agree,0.12168349879884173,38,3530,0.12102491271990704,0.12234208487777642
1991,17-29 y.,Urban regions,Disagree,0.34084298856183365,100,3530,0.3398881217444396,0.3417978553792277
1991,17-29 y.,Urban regions,Disagree completely,0.5374735126393245,134,3530,0.5364690864716687,0.5384779388069804
1991,17-29 y.,Rural regions,Agree completely,0.051426131359783876,31,3530,0.05111019048209357,0.05174207223747418
1991,17-29 y.,Rural regions,Agree,0.11479537400127937,76,3530,0.11433937662303054,0.1152513713795282
1991,17-29 y.,Rural regions,Disagree,0.35250958831569534,225,3530,0.3518261796953221,0.3531929969360686
1991,17-29 y.,Rural regions,Disagree completely,0.48126890632324154,290,3530,0.4805541741087454,0.4819836385377377
1991,30-45 y.,Urban regions,Agree,0.12728341852719163,56,3530,0.12668082746586087,0.1278860095885224
1991,30-45 y.,Urban regions,Disagree,0.33538720762394747,142,3530,0.334533601050354,0.3362408141975409
1991,30-45 y.,Urban regions,Disagree completely,0.537329373848861,237,3530,0.5364278931945593,0.5382308545031628
1991,30-45 y.,Rural regions,Agree completely,0.06545092881530372,60,3530,0.0651196286387209,0.06578222899188654
1991,30-45 y.,Rural regions,Agree,0.09656773026620989,90,3530,0.09617206628488449,0.09696339424753529
1991,30-45 y.,Rural regions,Disagree,0.3025580469364719,283,3530,0.301942698511664,0.30317339536127985
1991,30-45 y.,Rural regions,Disagree completely,0.5354232939820144,485,3530,0.5347551961672808,0.5360913917967479
1991,46-65 y.,Urban regions,Agree,0.14294452205007357,47,3530,0.142314637920891,0.14357440617925615
1991,46-65 y.,Urban regions,Disagree,0.3103084057743084,112,3530,0.30947588193884223,0.3111409296097746
1991,46-65 y.,Urban regions,Disagree completely,0.5467470721756179,180,3530,0.5458512207648575,0.5476429235863783
1991,46-65 y.,Rural regions,Agree completely,0.0514486854632164,38,3530,0.05118027965804646,0.051717091268386334
1991,46-65 y.,Rural regions,Agree,0.08463508596424922,65,3530,0.0842969069149429,0.08497326501355554
1991,46-65 y.,Rural regions,Disagree,0.25314615159332626,188,3530,0.2526178549826233,0.25367444820402923
1991,46-65 y.,Rural regions,Disagree completely,0.6107700769792082,440,3530,0.6101776752272525,0.6113624787311638
1991,66 and older,Urban regions,Disagree completely,1.0,44,3530,1.0,1.0
1991,66 and older,Rural regions,Disagree,0.37715517165602985,62,3530,0.37612675012442515,0.37818359318763456
1991,66 and older,Rural regions,Disagree completely,0.62284482834397,107,3530,0.6218164068123653,0.6238732498755748
1992,17-29 y.,Urban regions,Agree completely,0.03523234009063476,55,10341,0.03510715381763596,0.035357526363633554
1992,17-29 y.,Urban regions,Agree,0.10909512248318347,177,10341,0.10888343609541741,0.10930680887094953
1992,17-29 y.,Urban regions,Disagree,0.3439771661253485,548,10341,0.3436546147620743,0.3442997174886227
1992,17-29 y.,Urban regions,Disagree completely,0.5116953713008332,778,10341,0.511355960419492,0.5120347821821744
1992,17-29 y.,Rural regions,Agree completely,0.047420400223544504,45,10341,0.04722198632437475,0.04761881412271426
1992,17-29 y.,Rural regions,Agree,0.1045547145763225,114,10341,0.10426906723676056,0.10484036191588443
1992,17-29 y.,Rural regions,Disagree,0.38776549500389024,391,10341,0.38731063020618445,0.388220359801596
1992,17-29 y.,Rural regions,Disagree completely,0.46025939019624273,487,10341,0.4597940905497516,0.46072468984273385
1992,30-45 y.,Urban regions,Agree completely,0.05046215954843092,100,10341,0.05033695969569605,0.050587359401165786
1992,30-45 y.,Urban regions,Agree,0.11687474035595309,229,10341,0.11669098659086366,0.11705849412104252
1992,30-45 y.,Urban regions,Disagree,0.353168582426625,739,10341,0.35289521211513414,0.3534419527381159
1992,30-45 y.,Urban regions,Disagree completely,0.47949451766899104,1054,10341,0.47920877885315216,0.4797802564848299
1992,30-45 y.,Rural regions,Agree completely,0.05450618922966298,74,10341,0.0543118587644588,0.05470051969486716
1992,30-45 y.,Rural regions,Agree,0.10832462269113077,146,10341,0.1080585773764511,0.10859066800581045
1992,30-45 y.,Rural regions,Disagree,0.3480352382255332,456,10341,0.3476274710096823,0.3484430054413842
1992,30-45 y.,Rural regions,Disagree completely,0.4891339498536729,692,10341,0.4887060362824771,0.48956186342486874
1992,46-65 y.,Urban regions,Agree completely,0.046683875535864,87,10341,0.046565732257075027,0.04680201881465297
1992,46-65 y.,Urban regions,Agree,0.10493717205762693,192,10341,0.10476553994921654,0.10510880416603731
1992,46-65 y.,Urban regions,Disagree,0.31691946538579835,586,10341,0.3166588995268348,0.3171800312447619
1992,46-65 y.,Urban regions,Disagree completely,0.5314594870207107,1017,10341,0.5311800295299537,0.5317389445114676
1992,46-65 y.,Rural regions,Agree completely,0.06805096852341641,74,10341,0.06784942545370086,0.06825251159313196
1992,46-65 y.,Rural regions,Agree,0.10848362637951685,123,10341,0.10823473984986705,0.10873251290916665
1992,46-65 y.,Rural regions,Disagree,0.330177165233653,381,10341,0.3298008011910028,0.33055352927630316
1992,46-65 y.,Rural regions,Disagree completely,0.4932882398634137,589,10341,0.49288812424348577,0.4936883554833416
1992,66 and older,Urban regions,Agree completely,0.04750284489781427,35,10341,0.04734150662391178,0.04766418317171676
1992,66 and older,Urban regions,Agree,0.09160210802808295,74,10341,0.09138331345500117,0.09182090260116474
1992,66 and older,Urban regions,Disagree,0.3171624124728673,229,10341,0.31680943635792314,0.3175153885878115
