year,age_gr,sex,plh0190,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,17-29 y.,male,Agree completely,0.03958,55,1301,0.02898,0.05018
1992,17-29 y.,male,Agree,0.10309,141,1301,0.08656,0.11962
1992,17-29 y.,male,Disagree,0.38418,499,1301,0.35774,0.41062
1992,17-29 y.,male,Disagree completely,0.47316,606,1301,0.44602,0.50030
1992,17-29 y.,female,Agree completely,0.03863,45,1329,0.02827,0.04900
1992,17-29 y.,female,Agree,0.11168,154,1329,0.09474,0.12862
1992,17-29 y.,female,Disagree,0.33214,453,1329,0.30680,0.35747
1992,17-29 y.,female,Disagree completely,0.51756,677,1329,0.49068,0.54443
1992,30-45 y.,male,Agree completely,0.05030,80,1736,0.04002,0.06059
1992,30-45 y.,male,Agree,0.10715,179,1736,0.09260,0.12171
1992,30-45 y.,male,Disagree,0.36509,607,1736,0.34244,0.38775
1992,30-45 y.,male,Disagree completely,0.47745,870,1736,0.45395,0.50096
1992,30-45 y.,female,Agree completely,0.05282,96,1803,0.04249,0.06315
1992,30-45 y.,female,Agree,0.12135,201,1803,0.10627,0.13642
1992,30-45 y.,female,Disagree,0.33408,595,1803,0.31230,0.35585
1992,30-45 y.,female,Disagree completely,0.49176,911,1803,0.46868,0.51484
1992,46-65 y.,male,Agree completely,0.05549,82,1507,0.04393,0.06705
1992,46-65 y.,male,Agree,0.10089,149,1507,0.08568,0.11610
1992,46-65 y.,male,Disagree,0.31916,475,1507,0.29562,0.34270
1992,46-65 y.,male,Disagree completely,0.52446,801,1507,0.49923,0.54968
1992,46-65 y.,female,Agree completely,0.05185,80,1561,0.04085,0.06285
1992,46-65 y.,female,Agree,0.11087,168,1561,0.09529,0.12645
1992,46-65 y.,female,Disagree,0.32385,498,1561,0.30063,0.34707
1992,46-65 y.,female,Disagree completely,0.51343,815,1561,0.48863,0.53823
1992,66 and older,male,Agree,0.07986,37,429,0.05418,0.10555
1992,66 and older,male,Disagree,0.26912,119,429,0.22710,0.31114
1992,66 and older,male,Disagree completely,0.60718,273,429,0.56091,0.65345
1992,66 and older,female,Agree completely,0.05658,45,761,0.04015,0.07301
1992,66 and older,female,Agree,0.10603,84,761,0.08414,0.12791
1992,66 and older,female,Disagree,0.35375,255,761,0.31976,0.38775
1992,66 and older,female,Disagree completely,0.48364,377,761,0.44811,0.51917
1993,17-29 y.,male,Agree completely,0.04186,77,1659,0.03222,0.05150
1993,17-29 y.,male,Agree,0.12131,192,1659,0.10560,0.13703
1993,17-29 y.,male,Disagree,0.42642,679,1659,0.40262,0.45023
1993,17-29 y.,male,Disagree completely,0.41040,711,1659,0.38672,0.43408
1993,17-29 y.,female,Agree completely,0.06408,101,1624,0.05217,0.07600
1993,17-29 y.,female,Agree,0.11118,171,1624,0.09589,0.12647
1993,17-29 y.,female,Disagree,0.38551,631,1624,0.36183,0.40919
1993,17-29 y.,female,Disagree completely,0.43922,721,1624,0.41508,0.46337
1993,30-45 y.,male,Agree completely,0.05656,103,1999,0.04643,0.06669
1993,30-45 y.,male,Agree,0.10501,221,1999,0.09157,0.11845
1993,30-45 y.,male,Disagree,0.39278,781,1999,0.37136,0.41419
1993,30-45 y.,male,Disagree completely,0.44565,894,1999,0.42386,0.46745
