year,age_gr,migback,plh0190,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,17-29 y.,No migration background,Agree completely,0.03724,94,2500,0.02981,0.04466
1992,17-29 y.,No migration background,Agree,0.10590,276,2500,0.09384,0.11797
1992,17-29 y.,No migration background,Disagree,0.36274,906,2500,0.34389,0.38159
1992,17-29 y.,No migration background,Disagree completely,0.49412,1224,2500,0.47452,0.51372
1992,17-29 y.,Direct migration background,Disagree completely,0.49797,37,37,0.33464,0.66130
1992,30-45 y.,No migration background,Agree completely,0.05126,168,3374,0.04382,0.05870
1992,30-45 y.,No migration background,Agree,0.11648,366,3374,0.10566,0.12731
1992,30-45 y.,No migration background,Disagree,0.35100,1141,3374,0.33489,0.36710
1992,30-45 y.,No migration background,Disagree completely,0.48126,1699,3374,0.46440,0.49812
1992,30-45 y.,Direct migration background,Disagree,0.31938,51,126,0.23765,0.40112
1992,30-45 y.,Direct migration background,Disagree completely,0.53947,75,126,0.45209,0.62685
1992,46-65 y.,No migration background,Agree completely,0.05410,150,2836,0.04577,0.06243
1992,46-65 y.,No migration background,Agree,0.10557,291,2836,0.09425,0.11688
1992,46-65 y.,No migration background,Disagree,0.32243,906,2836,0.30522,0.33963
1992,46-65 y.,No migration background,Disagree completely,0.51791,1489,2836,0.49951,0.53630
1992,46-65 y.,Direct migration background,Disagree,0.31326,66,190,0.24713,0.37938
1992,46-65 y.,Direct migration background,Disagree completely,0.52905,124,190,0.45788,0.60021
1992,66 and older,No migration background,Agree completely,0.05418,66,1120,0.04092,0.06745
1992,66 and older,No migration background,Agree,0.09550,109,1120,0.07828,0.11273
1992,66 and older,No migration background,Disagree,0.32764,348,1120,0.30014,0.35514
1992,66 and older,No migration background,Disagree completely,0.52267,597,1120,0.49341,0.55194
1992,66 and older,Direct migration background,Disagree completely,0.56826,51,51,0.43097,0.70556
1993,17-29 y.,No migration background,Agree completely,0.05205,128,2369,0.04311,0.06100
1993,17-29 y.,No migration background,Agree,0.11690,261,2369,0.10395,0.12984
