year,migback,quintil_oecd,plh0190,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,No migration background,1st Quintile,Agree completely,0.06806,116,1917,0.05679,0.07934
1992,No migration background,1st Quintile,Agree,0.10784,213,1917,0.09395,0.12173
1992,No migration background,1st Quintile,Disagree,0.34466,664,1917,0.32338,0.36594
1992,No migration background,1st Quintile,Disagree completely,0.47943,924,1917,0.45706,0.50180
1992,No migration background,2nd Quintile,Agree completely,0.04187,100,2061,0.03322,0.05052
1992,No migration background,2nd Quintile,Agree,0.11734,224,2061,0.10345,0.13124
1992,No migration background,2nd Quintile,Disagree,0.33929,687,2061,0.31885,0.35974
1992,No migration background,2nd Quintile,Disagree completely,0.50150,1050,2061,0.47990,0.52309
1992,No migration background,3rd Quintile,Agree completely,0.05495,100,1895,0.04468,0.06521
1992,No migration background,3rd Quintile,Agree,0.10777,207,1895,0.09381,0.12174
1992,No migration background,3rd Quintile,Disagree,0.34079,642,1895,0.31944,0.36213
1992,No migration background,3rd Quintile,Disagree completely,0.49650,946,1895,0.47398,0.51901
1992,No migration background,4th Quintile,Agree completely,0.04592,82,1918,0.03655,0.05529
1992,No migration background,4th Quintile,Agree,0.11780,221,1918,0.10337,0.13223
1992,No migration background,4th Quintile,Disagree,0.32674,608,1918,0.30574,0.34773
1992,No migration background,4th Quintile,Disagree completely,0.50955,1007,1918,0.48717,0.53193
1992,No migration background,5th Quintile,Agree completely,0.04029,80,2039,0.03175,0.04883
1992,No migration background,5th Quintile,Agree,0.08880,177,2039,0.07645,0.10115
1992,No migration background,5th Quintile,Disagree,0.35200,700,2039,0.33127,0.37274
1992,No migration background,5th Quintile,Disagree completely,0.51890,1082,2039,0.49721,0.54059
1992,Direct migration background,1st Quintile,Disagree completely,0.48302,43,43,0.33189,0.63415
1992,Direct migration background,2nd Quintile,Disagree,0.34778,38,93,0.25046,0.44510
1992,Direct migration background,2nd Quintile,Disagree completely,0.46766,55,93,0.36570,0.56962
1992,Direct migration background,3rd Quintile,Disagree,0.32419,40,104,0.23379,0.41458
1992,Direct migration background,3rd Quintile,Disagree completely,0.55806,64,104,0.46215,0.65397
1992,Direct migration background,4th Quintile,Disagree,0.29848,36,89,0.20287,0.39408
1992,Direct migration background,4th Quintile,Disagree completely,0.49245,53,89,0.38799,0.59690
1992,Direct migration background,5th Quintile,Disagree completely,0.65493,72,72,0.54435,0.76551
1993,No migration background,1st Quintile,Agree completely,0.09913,122,1582,0.08440,0.11386
1993,No migration background,1st Quintile,Agree,0.15127,237,1582,0.13361,0.16893
1993,No migration background,1st Quintile,Disagree,0.35874,598,1582,0.33509,0.38238
1993,No migration background,1st Quintile,Disagree completely,0.39086,625,1582,0.36681,0.41491
1993,No migration background,2nd Quintile,Agree completely,0.05493,113,1961,0.04484,0.06501
1993,No migration background,2nd Quintile,Agree,0.12405,228,1961,0.10945,0.13864
1993,No migration background,2nd Quintile,Disagree,0.39325,768,1961,0.37163,0.41488
1993,No migration background,2nd Quintile,Disagree completely,0.42777,852,1961,0.40587,0.44968
1993,No migration background,3rd Quintile,Agree completely,0.06199,108,1926,0.05121,0.07276
1993,No migration background,3rd Quintile,Agree,0.11779,220,1926,0.10339,0.13219
1993,No migration background,3rd Quintile,Disagree,0.35750,726,1926,0.33609,0.37891
1993,No migration background,3rd Quintile,Disagree completely,0.46273,872,1926,0.44045,0.48500
1993,No migration background,4th Quintile,Agree completely,0.06056,120,1989,0.05008,0.07105
1993,No migration background,4th Quintile,Agree,0.10934,217,1989,0.09562,0.12305
1993,No migration background,4th Quintile,Disagree,0.38082,747,1989,0.35948,0.40217
1993,No migration background,4th Quintile,Disagree completely,0.44928,905,1989,0.42741,0.47115
1993,No migration background,5th Quintile,Agree completely,0.06496,119,1995,0.05414,0.07578
1993,No migration background,5th Quintile,Agree,0.09564,193,1995,0.08274,0.10855
1993,No migration background,5th Quintile,Disagree,0.35737,720,1995,0.33634,0.37841
1993,No migration background,5th Quintile,Disagree completely,0.48202,963,1995,0.46009,0.50395
1993,Direct migration background,1st Quintile,Agree,0.14004,81,465,0.10847,0.17162
1993,Direct migration background,1st Quintile,Disagree,0.42347,204,465,0.37851,0.46843
1993,Direct migration background,1st Quintile,Disagree completely,0.37407,180,465,0.33004,0.41810
1993,Direct migration background,2nd Quintile,Agree,0.12336,73,520,0.09507,0.15165
1993,Direct migration background,2nd Quintile,Disagree,0.34067,205,520,0.29989,0.38144
1993,Direct migration background,2nd Quintile,Disagree completely,0.46914,242,520,0.42620,0.51207
1993,Direct migration background,3rd Quintile,Agree,0.15742,72,457,0.12399,0.19084
1993,Direct migration background,3rd Quintile,Disagree,0.39692,176,457,0.35202,0.44183
1993,Direct migration background,3rd Quintile,Disagree completely,0.38468,209,457,0.34003,0.42934
1993,Direct migration background,4th Quintile,Agree,0.14905,74,401,0.11415,0.18396
1993,Direct migration background,4th Quintile,Disagree,0.33001,145,401,0.28393,0.37609
1993,Direct migration background,4th Quintile,Disagree completely,0.48376,182,401,0.43479,0.53274
1993,Direct migration background,5th Quintile,Agree,0.08538,34,286,0.05294,0.11783
1993,Direct migration background,5th Quintile,Disagree,0.34768,98,286,0.29239,0.40297
1993,Direct migration background,5th Quintile,Disagree completely,0.48430,154,286,0.42628,0.54232
1993,Indirect migration background,1st Quintile,Disagree,0.38600,49,95,0.28759,0.48442
1993,Indirect migration background,1st Quintile,Disagree completely,0.47670,46,95,0.37573,0.57767
1993,Indirect migration background,2nd Quintile,Disagree completely,0.55728,45,45,0.41051,0.70405
1993,Indirect migration background,3rd Quintile,Disagree,0.28794,38,84,0.19053,0.38536
1993,Indirect migration background,3rd Quintile,Disagree completely,0.51391,46,84,0.40639,0.62144
1993,Indirect migration background,4th Quintile,Disagree,0.32181,36,72,0.21314,0.43047
1993,Indirect migration background,4th Quintile,Disagree completely,0.49263,36,72,0.37634,0.60892
1995,No migration background,1st Quintile,Agree completely,0.05556,71,1367,0.04341,0.06771
1995,No migration background,1st Quintile,Agree,0.12094,166,1367,0.10365,0.13823
1995,No migration background,1st Quintile,Disagree,0.38877,535,1367,0.36292,0.41462
1995,No migration background,1st Quintile,Disagree completely,0.43473,595,1367,0.40844,0.46102
1995,No migration background,2nd Quintile,Agree completely,0.05874,97,1841,0.04800,0.06949
1995,No migration background,2nd Quintile,Agree,0.09707,188,1841,0.08354,0.11060
1995,No migration background,2nd Quintile,Disagree,0.38782,734,1841,0.36555,0.41008
1995,No migration background,2nd Quintile,Disagree completely,0.45637,822,1841,0.43361,0.47913
1995,No migration background,3rd Quintile,Agree completely,0.04392,91,1999,0.03493,0.05290
1995,No migration background,3rd Quintile,Agree,0.11901,219,1999,0.10481,0.13321
1995,No migration background,3rd Quintile,Disagree,0.37845,767,1999,0.35719,0.39972
1995,No migration background,3rd Quintile,Disagree completely,0.45862,922,1999,0.43677,0.48047
1995,No migration background,4th Quintile,Agree completely,0.04401,84,2097,0.03523,0.05279
1995,No migration background,4th Quintile,Agree,0.09899,197,2097,0.08621,0.11178
1995,No migration background,4th Quintile,Disagree,0.40123,838,2097,0.38025,0.42222
1995,No migration background,4th Quintile,Disagree completely,0.45577,978,2097,0.43445,0.47709
1995,No migration background,5th Quintile,Agree completely,0.04292,80,2054,0.03415,0.05169
1995,No migration background,5th Quintile,Agree,0.09812,185,2054,0.08525,0.11098
1995,No migration background,5th Quintile,Disagree,0.36668,770,2054,0.34584,0.38753
1995,No migration background,5th Quintile,Disagree completely,0.49228,1019,2054,0.47065,0.51391
1995,Direct migration background,1st Quintile,Agree completely,0.06425,41,720,0.04633,0.08218
1995,Direct migration background,1st Quintile,Agree,0.15708,102,720,0.13048,0.18367
1995,Direct migration background,1st Quintile,Disagree,0.34672,251,720,0.31194,0.38151
1995,Direct migration background,1st Quintile,Disagree completely,0.43195,326,720,0.39574,0.46815
1995,Direct migration background,2nd Quintile,Agree completely,0.04703,34,654,0.03079,0.06327
1995,Direct migration background,2nd Quintile,Agree,0.12160,96,654,0.09653,0.14666
1995,Direct migration background,2nd Quintile,Disagree,0.43763,272,654,0.39958,0.47568
1995,Direct migration background,2nd Quintile,Disagree completely,0.39375,252,654,0.35627,0.43122
1995,Direct migration background,3rd Quintile,Agree,0.12762,69,479,0.09771,0.15754
1995,Direct migration background,3rd Quintile,Disagree,0.34925,170,479,0.30651,0.39199
1995,Direct migration background,3rd Quintile,Disagree completely,0.46813,240,479,0.42340,0.51287
1995,Direct migration background,4th Quintile,Agree,0.10656,45,348,0.07410,0.13903
