year,sampreg,plh0190,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,West,Agree completely,0.04649,290,6814,0.04149,0.05149
1992,West,Agree,0.10868,738,6814,0.10129,0.11608
1992,West,Disagree,0.34450,2324,6814,0.33321,0.35578
1992,West,Disagree completely,0.50033,3462,6814,0.48846,0.51220
1992,East,Agree completely,0.06155,217,3637,0.05374,0.06937
1992,East,Agree,0.10079,375,3637,0.09101,0.11058
1992,East,Disagree,0.31512,1177,3637,0.30001,0.33022
1992,East,Disagree completely,0.52254,1868,3637,0.50630,0.53877
1993,West,Agree completely,0.06655,526,8776,0.06134,0.07177
1993,West,Agree,0.11716,1065,8776,0.11043,0.12389
1993,West,Disagree,0.36367,3223,8776,0.35361,0.37374
1993,West,Disagree completely,0.45262,3962,8776,0.44221,0.46304
1993,East,Agree completely,0.06556,204,3360,0.05719,0.07393
1993,East,Agree,0.12608,410,3360,0.11486,0.13731
1993,East,Disagree,0.39184,1330,3360,0.37533,0.40835
1993,East,Disagree completely,0.41651,1416,3360,0.39984,0.43319
1995,West,Agree completely,0.04933,417,9021,0.04487,0.05380
1995,West,Agree,0.10676,976,9021,0.10039,0.11313
1995,West,Disagree,0.37347,3345,9021,0.36348,0.38345
1995,West,Disagree completely,0.47044,4283,9021,0.46014,0.48074
1995,East,Agree completely,0.04956,164,3318,0.04217,0.05695
1995,East,Agree,0.11654,374,3318,0.10562,0.12746
1995,East,Disagree,0.41075,1385,3318,0.39401,0.42749
1995,East,Disagree completely,0.42315,1395,3318,0.40633,0.43996
1996,West,Agree completely,0.04795,389,8823,0.04349,0.05241
1996,West,Agree,0.11243,962,8823,0.10584,0.11902
1996,West,Disagree,0.39486,3431,8823,0.38466,0.40506
1996,West,Disagree completely,0.44476,4041,8823,0.43439,0.45513
1996,East,Agree completely,0.04404,134,3335,0.03708,0.05101
1996,East,Agree,0.12285,419,3335,0.11171,0.13400
1996,East,Disagree,0.43648,1493,3335,0.41965,0.45332
1996,East,Disagree completely,0.39662,1289,3335,0.38002,0.41323
1997,West,Agree completely,0.04889,380,8528,0.04432,0.05347
1997,West,Agree,0.11015,904,8528,0.10350,0.11680
1997,West,Disagree,0.39827,3411,8528,0.38788,0.40866
1997,West,Disagree completely,0.44268,3833,8528,0.43214,0.45323
1997,East,Agree completely,0.05291,157,3159,0.04510,0.06071
1997,East,Agree,0.11936,366,3159,0.10806,0.13067
1997,East,Disagree,0.43157,1404,3159,0.41430,0.44885
1997,East,Disagree completely,0.39616,1232,3159,0.37910,0.41322
2008,West,Agree completely,0.04893,561,13398,0.04528,0.05259
2008,West,Agree,0.11868,1447,13398,0.11320,0.12416
2008,West,Disagree,0.39723,5168,13398,0.38894,0.40552
2008,West,Disagree completely,0.43516,6222,13398,0.42676,0.44355
2008,East,Agree completely,0.04595,157,4242,0.03964,0.05225
2008,East,Agree,0.13268,542,4242,0.12247,0.14289
2008,East,Disagree,0.43460,1913,4242,0.41968,0.44952
2008,East,Disagree completely,0.38677,1630,4242,0.37212,0.40143
2013,West,Agree completely,0.05404,638,12997,0.05015,0.05792
2013,West,Agree,0.09878,1257,12997,0.09365,0.10391
2013,West,Disagree,0.36745,4595,12997,0.35916,0.37574
2013,West,Disagree completely,0.47973,6507,12997,0.47114,0.48832
2013,East,Agree completely,0.06012,198,3927,0.05268,0.06755
2013,East,Agree,0.11027,391,3927,0.10047,0.12006
2013,East,Disagree,0.39358,1589,3927,0.37830,0.40886
2013,East,Disagree completely,0.43604,1749,3927,0.42053,0.45155
2018,West,Agree completely,0.05520,951,17988,0.05187,0.05854
2018,West,Agree,0.12080,2020,17988,0.11604,0.12557
2018,West,Disagree,0.37058,6609,17988,0.36352,0.37764
2018,West,Disagree completely,0.45341,8408,17988,0.44614,0.46069
2018,East,Agree completely,0.05384,238,4649,0.04735,0.06033
2018,East,Agree,0.13787,540,4649,0.12796,0.14778
2018,East,Disagree,0.40998,1907,4649,0.39584,0.42412
2018,East,Disagree completely,0.39830,1964,4649,0.38423,0.41238
