year,migback,plh0190,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Agree completely,0.05442,189,3321,0.04671,0.06214
1990,No migration background,Agree,0.10370,348,3321,0.09333,0.11407
1990,No migration background,Disagree,0.29906,1013,3321,0.28348,0.31463
1990,No migration background,Disagree completely,0.54282,1771,3321,0.52588,0.55977
1990,Direct migration background,Disagree completely,0.49630,51,51,0.35771,0.63489
1991,No migration background,Agree completely,0.05998,220,3624,0.05225,0.06772
1991,No migration background,Agree,0.10122,392,3624,0.09140,0.11104
1991,No migration background,Disagree,0.29671,1103,3624,0.28184,0.31159
1991,No migration background,Disagree completely,0.54208,1909,3624,0.52586,0.55830
1991,Direct migration background,Disagree,0.30060,36,97,0.20888,0.39233
1991,Direct migration background,Disagree completely,0.49663,61,97,0.39661,0.59665
1992,No migration background,Agree completely,0.04948,478,9830,0.04519,0.05377
1992,No migration background,Agree,0.10718,1042,9830,0.10107,0.11330
1992,No migration background,Disagree,0.34085,3301,9830,0.33148,0.35022
1992,No migration background,Disagree completely,0.50249,5009,9830,0.49261,0.51238
1992,Direct migration background,Agree,0.10624,63,520,0.07973,0.13276
1992,Direct migration background,Disagree,0.30685,170,520,0.26717,0.34653
1992,Direct migration background,Disagree completely,0.53577,287,520,0.49287,0.57868
1992,Indirect migration background,Disagree completely,0.56347,34,34,0.39425,0.73269
1993,No migration background,Agree completely,0.06725,582,9455,0.06220,0.07230
1993,No migration background,Agree,0.11728,1095,9455,0.11079,0.12377
1993,No migration background,Disagree,0.36929,3560,9455,0.35956,0.37902
1993,No migration background,Disagree completely,0.44618,4218,9455,0.43616,0.45620
1993,Direct migration background,Agree completely,0.06164,125,2254,0.05171,0.07157
1993,Direct migration background,Agree,0.13229,334,2254,0.11830,0.14628
1993,Direct migration background,Disagree,0.36885,828,2254,0.34893,0.38877
1993,Direct migration background,Disagree completely,0.43722,967,2254,0.41674,0.45771
1993,Indirect migration background,Agree,0.10584,46,404,0.07581,0.13588
1993,Indirect migration background,Disagree,0.34569,165,404,0.29925,0.39212
1993,Indirect migration background,Disagree completely,0.49550,193,404,0.44668,0.54431
1995,No migration background,Agree completely,0.04830,424,9361,0.04396,0.05265
1995,No migration background,Agree,0.10573,955,9361,0.09950,0.11196
1995,No migration background,Disagree,0.38396,3645,9361,0.37410,0.39381
1995,No migration background,Disagree completely,0.46201,4337,9361,0.45191,0.47211
1995,Direct migration background,Agree completely,0.05496,133,2520,0.04606,0.06386
1995,Direct migration background,Agree,0.12599,342,2520,0.11303,0.13895
1995,Direct migration background,Disagree,0.36453,925,2520,0.34574,0.38333
1995,Direct migration background,Disagree completely,0.45452,1120,2520,0.43507,0.47396
1995,Indirect migration background,Agree,0.10719,53,434,0.07806,0.13633
1995,Indirect migration background,Disagree,0.33052,160,434,0.28621,0.37483
1995,Indirect migration background,Disagree completely,0.50533,221,434,0.45823,0.55242
1996,No migration background,Agree completely,0.04381,387,9278,0.03965,0.04798
1996,No migration background,Agree,0.11343,1043,9278,0.10698,0.11989
1996,No migration background,Disagree,0.40559,3847,9278,0.39560,0.41558
1996,No migration background,Disagree completely,0.43717,4001,9278,0.42707,0.44726
1996,Direct migration background,Agree completely,0.06600,111,2383,0.05603,0.07597
1996,Direct migration background,Agree,0.12355,295,2383,0.11033,0.13676
1996,Direct migration background,Disagree,0.38227,892,2383,0.36276,0.40179
1996,Direct migration background,Disagree completely,0.42818,1085,2383,0.40831,0.44805
1996,Indirect migration background,Agree,0.08823,43,472,0.06262,0.11385
1996,Indirect migration background,Disagree,0.41098,185,472,0.36654,0.45541
1996,Indirect migration background,Disagree completely,0.43860,244,472,0.39378,0.48341
1997,No migration background,Agree completely,0.04754,402,8957,0.04313,0.05195
1997,No migration background,Agree,0.11077,948,8957,0.10427,0.11727
1997,No migration background,Disagree,0.40778,3730,8957,0.39760,0.41795
1997,No migration background,Disagree completely,0.43391,3877,8957,0.42365,0.44417
1997,Direct migration background,Agree completely,0.06132,110,2210,0.05132,0.07133
1997,Direct migration background,Agree,0.11380,250,2210,0.10056,0.12705
1997,Direct migration background,Disagree,0.39493,900,2210,0.37455,0.41532
1997,Direct migration background,Disagree completely,0.42994,950,2210,0.40930,0.45059
1997,Indirect migration background,Agree,0.13702,72,495,0.10670,0.16735
1997,Indirect migration background,Disagree,0.33260,185,495,0.29105,0.37414
1997,Indirect migration background,Disagree completely,0.47528,238,495,0.43125,0.51932
2008,No migration background,Agree completely,0.04871,619,15188,0.04529,0.05214
2008,No migration background,Agree,0.11643,1677,15188,0.11133,0.12153
2008,No migration background,Disagree,0.40814,6141,15188,0.40032,0.41595
2008,No migration background,Disagree completely,0.42672,6751,15188,0.41886,0.43459
2008,Direct migration background,Agree completely,0.04329,70,1725,0.03368,0.05290
2008,Direct migration background,Agree,0.13935,215,1725,0.12300,0.15570
2008,Direct migration background,Disagree,0.38779,672,1725,0.36479,0.41079
2008,Direct migration background,Disagree completely,0.42956,768,1725,0.40620,0.45293
2008,Indirect migration background,Agree,0.15491,97,698,0.12805,0.18178
2008,Indirect migration background,Disagree,0.37533,268,698,0.33938,0.41128
2008,Indirect migration background,Disagree completely,0.41359,333,698,0.37703,0.45016
2013,No migration background,Agree completely,0.05455,729,14732,0.05088,0.05822
2013,No migration background,Agree,0.10007,1413,14732,0.09522,0.10491
2013,No migration background,Disagree,0.37281,5403,14732,0.36500,0.38062
2013,No migration background,Disagree completely,0.47257,7187,14732,0.46451,0.48063
2013,Direct migration background,Agree completely,0.06704,79,1539,0.05454,0.07954
2013,Direct migration background,Agree,0.11344,174,1539,0.09760,0.12929
2013,Direct migration background,Disagree,0.37010,544,1539,0.34597,0.39423
2013,Direct migration background,Disagree completely,0.44942,742,1539,0.42456,0.47428
2013,Indirect migration background,Agree,0.09178,61,625,0.06913,0.11443
2013,Indirect migration background,Disagree,0.36706,237,625,0.32924,0.40488
2013,Indirect migration background,Disagree completely,0.50111,327,625,0.46188,0.54035
2018,No migration background,Agree completely,0.05314,868,17248,0.04980,0.05649
2018,No migration background,Agree,0.12139,1888,17248,0.11652,0.12627
2018,No migration background,Disagree,0.38283,6580,17248,0.37558,0.39009
2018,No migration background,Disagree completely,0.44263,7912,17248,0.43522,0.45004
2018,Direct migration background,Agree completely,0.06006,235,3947,0.05264,0.06747
2018,Direct migration background,Agree,0.13810,499,3947,0.12733,0.14886
2018,Direct migration background,Disagree,0.34139,1377,3947,0.32660,0.35619
2018,Direct migration background,Disagree completely,0.46045,1836,3947,0.44490,0.47601
2018,Indirect migration background,Agree completely,0.06641,86,1442,0.05355,0.07926
2018,Indirect migration background,Agree,0.11750,173,1442,0.10087,0.13413
2018,Indirect migration background,Disagree,0.39119,559,1442,0.36599,0.41639
2018,Indirect migration background,Disagree completely,0.42490,624,1442,0.39938,0.45043
