year,bula_h,migback,plh0193,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Schleswig-Holstein,No migration background,Strongly agree,0.07531,39,584,0.05389,0.09673
2003,Schleswig-Holstein,No migration background,Agree,0.33650,183,584,0.29814,0.37485
2003,Schleswig-Holstein,No migration background,Disagree,0.46489,286,584,0.42440,0.50538
2003,Schleswig-Holstein,No migration background,Strongly disagree,0.12331,76,584,0.09662,0.15000
2003,Hamburg,No migration background,Agree,0.26838,60,245,0.21278,0.32398
2003,Hamburg,No migration background,Disagree,0.48488,136,245,0.42217,0.54759
2003,Hamburg,No migration background,Strongly disagree,0.18723,49,245,0.13829,0.23618
2003,Lower Saxony,No migration background,Strongly agree,0.07217,114,1645,0.05966,0.08468
2003,Lower Saxony,No migration background,Agree,0.30966,494,1645,0.28731,0.33201
2003,Lower Saxony,No migration background,Disagree,0.49835,846,1645,0.47418,0.52252
2003,Lower Saxony,No migration background,Strongly disagree,0.11983,191,1645,0.10413,0.13553
2003,Lower Saxony,Direct migration background,Agree,0.35634,69,194,0.28877,0.42391
2003,Lower Saxony,Direct migration background,Disagree,0.44809,94,194,0.37793,0.51825
2003,Lower Saxony,Direct migration background,Strongly disagree,0.13468,31,194,0.08652,0.18284
2003,Bremen,No migration background,Agree,0.29811,39,137,0.22123,0.37499
2003,Bremen,No migration background,Disagree,0.39442,57,137,0.31228,0.47656
2003,Bremen,No migration background,Strongly disagree,0.25959,41,137,0.18590,0.33327
2003,North Rhine-Westphalia,No migration background,Strongly agree,0.08499,266,3713,0.07602,0.09396
2003,North Rhine-Westphalia,No migration background,Agree,0.31783,1170,3713,0.30285,0.33281
2003,North Rhine-Westphalia,No migration background,Disagree,0.49762,1895,3713,0.48153,0.51370
2003,North Rhine-Westphalia,No migration background,Strongly disagree,0.09956,382,3713,0.08993,0.10920
2003,North Rhine-Westphalia,Direct migration background,Strongly agree,0.11655,94,697,0.09271,0.14039
2003,North Rhine-Westphalia,Direct migration background,Agree,0.30084,217,697,0.26676,0.33491
2003,North Rhine-Westphalia,Direct migration background,Disagree,0.44592,295,697,0.40899,0.48285
2003,North Rhine-Westphalia,Direct migration background,Strongly disagree,0.13669,91,697,0.11117,0.16221
