year,plh0193,migback,quintil_oecd,proportion,n,lower_confidence,upper_confidence
2003,Strongly agree,No migration background,2nd Quintile,0.19068736141906872,27727,0.1860632983799652,0.19531142445817226
2003,Strongly agree,No migration background,3rd Quintile,0.18957871396895787,27727,0.18496495570301377,0.19419247223490196
2003,Strongly agree,No migration background,4th Quintile,0.14855875831485588,27727,0.14437245104553292,0.15274506558417883
2003,Strongly agree,No migration background,1st Quintile,0.12638580931263857,27727,0.12247457686649038,0.13029704175878676
2003,Strongly agree,No migration background,5th Quintile,0.1197339246119734,27727,0.11591254465368968,0.12355530457025711
2003,Strongly agree,Direct migration background,2nd Quintile,0.05044345898004435,27727,0.04786733076304357,0.05301958719704512
2003,Strongly agree,Direct migration background,1st Quintile,0.04656319290465632,27727,0.044083077079970195,0.04904330872934244
2003,Strongly agree,Direct migration background,3rd Quintile,0.042682926829268296,27727,0.04030356972184182,0.04506228393669477
2003,Strongly agree,Direct migration background,4th Quintile,0.03215077605321508,27727,0.030074408596864315,0.03422714350956584
2003,Strongly agree,Indirect migration background,2nd Quintile,0.014966740576496674,27727,0.01353753832096611,0.01639594283202724
2003,Strongly agree,Direct migration background,5th Quintile,0.010532150776053215,27727,0.009330539465428419,0.011733762086678012
2003,Strongly agree,Indirect migration background,3rd Quintile,0.008869179600886918,27727,0.007765579210334943,0.009972779991438894
2003,Strongly agree,Indirect migration background,1st Quintile,0.008314855875831485,27727,0.007246000620896967,0.009383711130766002
2003,Strongly agree,Indirect migration background,4th Quintile,0.0066518847006651885,27727,0.005695070256980281,0.007608699144350096
2003,Strongly agree,Indirect migration background,5th Quintile,0.003880266075388027,27727,0.003148468181081066,0.004612063969694987
2003,Agree,No migration background,3rd Quintile,0.20223787815996686,27727,0.19750993130501393,0.20696582501491978
2003,Agree,No migration background,4th Quintile,0.19823179997237186,27727,0.19353917652884287,0.20292442341590086
2003,Agree,No migration background,5th Quintile,0.18469401851084405,27727,0.18012638385153598,0.18926165317015212
2003,Agree,No migration background,2nd Quintile,0.1641110650642354,27727,0.15975145295398113,0.16847067717448966
2003,Agree,No migration background,1st Quintile,0.09476447023069484,27727,0.09131693910897148,0.0982120013524182
2003,Agree,Direct migration background,2nd Quintile,0.032877469263710456,27727,0.030778555618826958,0.03497638290859396
2003,Agree,Direct migration background,3rd Quintile,0.027351844177372565,27727,0.025431956501459733,0.029271731853285396
2003,Agree,Direct migration background,1st Quintile,0.02652300041442188,27727,0.02463162036542625,0.02841438046341751
2003,Agree,Direct migration background,4th Quintile,0.02085923470092554,27727,0.019177039531193527,0.022541429870657555
2003,Agree,Direct migration background,5th Quintile,0.01174195330846802,27727,0.010473980371442515,0.013009926245493525
2003,Agree,Indirect migration background,3rd Quintile,0.009117281392457521,27727,0.007998491751016759,0.010236071033898283
2003,Agree,Indirect migration background,1st Quintile,0.007597734493714601,27727,0.00657564114976434,0.008619827837664863
2003,Agree,Indirect migration background,4th Quintile,0.007597734493714601,27727,0.00657564114976434,0.008619827837664863
2003,Agree,Indirect migration background,2nd Quintile,0.006768890730763918,27727,0.005803754678707953,0.0077340267828198824
2003,Agree,Indirect migration background,5th Quintile,0.005525625086337892,27727,0.004653071443572177,0.0063981787291036065
2003,Disagree,No migration background,5th Quintile,0.2648397496681206,27727,0.2596459257384275,0.27003357359781377
2003,Disagree,No migration background,4th Quintile,0.21088564384600797,27727,0.2060839097088059,0.21568737798321003
2003,Disagree,No migration background,3rd Quintile,0.18936089512611418,27727,0.18474916851225293,0.19397262173997543
2003,Disagree,No migration background,2nd Quintile,0.13787217902522284,27727,0.13381402263125214,0.14193033541919353
2003,Disagree,No migration background,1st Quintile,0.06694481319931728,27727,0.06400298868324766,0.06988663771538689
2003,Disagree,Direct migration background,2nd Quintile,0.026929641570263608,27727,0.02502421578366966,0.028835067356857556
2003,Disagree,Direct migration background,3rd Quintile,0.023231556988431632,27727,0.02145843098496891,0.025004682991894355
2003,Disagree,Direct migration background,1st Quintile,0.02124028067513749,27727,0.01954312062721119,0.022937440723063793
2003,Disagree,Direct migration background,4th Quintile,0.016783614640622037,27727,0.015271544513034186,0.018295684768209888
2003,Disagree,Direct migration background,5th Quintile,0.012990707377204628,27727,0.011657856227308378,0.014323558527100877
2003,Disagree,Indirect migration background,3rd Quintile,0.007206523800493078,27727,0.00621089603345937,0.008202151567526786
2003,Disagree,Indirect migration background,4th Quintile,0.0058790062582969845,27727,0.0049791436335337,0.006778868883060269
2003,Disagree,Indirect migration background,2nd Quintile,0.005689360895126114,27727,0.004804046725929684,0.006574675064322544
2003,Disagree,Indirect migration background,5th Quintile,0.005594538213540679,27727,0.004716590801520656,0.006472485625560701
2003,Disagree,Indirect migration background,1st Quintile,0.0045514887161008915,27727,0.003759186690847552,0.005343790741354231
2003,Strongly disagree,No migration background,5th Quintile,0.2858517805582291,27727,0.280533524299168,0.29117003681729015
2003,Strongly disagree,No migration background,4th Quintile,0.21559191530317612,27727,0.21075139667129733,0.2204324339350549
2003,Strongly disagree,No migration background,3rd Quintile,0.16217516843118382,27727,0.15783633055284704,0.1665140063095206
2003,Strongly disagree,No migration background,2nd Quintile,0.09672762271414823,27727,0.09324834374498583,0.10020690168331062
2003,Strongly disagree,No migration background,1st Quintile,0.06111645813282002,27727,0.05829684462732649,0.06393607163831354
2003,Strongly disagree,Direct migration background,1st Quintile,0.0356111645813282,27727,0.03342982236057276,0.037792506802083646
2003,Strongly disagree,Direct migration background,2nd Quintile,0.030317613089509143,27727,0.028299400611818612,0.032335825567199675
2003,Strongly disagree,Direct migration background,3rd Quintile,0.02935514918190568,27727,0.027368244864141515,0.03134205349966984
2003,Strongly disagree,Direct migration background,5th Quintile,0.026948989412897015,27727,0.025042898214042472,0.028855080611751557
2003,Strongly disagree,Direct migration background,4th Quintile,0.02165543792107796,27727,0.01994213548207491,0.02336874036008101
2003,Strongly disagree,Indirect migration background,3rd Quintile,0.009624639076034648,27727,0.008475436025964426,0.01077384212610487
2003,Strongly disagree,Indirect migration background,2nd Quintile,0.008180943214629451,27727,0.007120658395100427,0.009241228034158475
2003,Strongly disagree,Indirect migration background,5th Quintile,0.006737247353224254,27727,0.005774354526734138,0.0077001401797143695
2003,Strongly disagree,Indirect migration background,4th Quintile,0.006256015399422521,27727,0.0053279239081709985,0.007184106890674044
2003,Strongly disagree,Indirect migration background,1st Quintile,0.0038498556304138597,27727,0.003120919875686949,0.00457879138514077
2008,Strongly agree,No migration background,2nd Quintile,0.19870410367170627,23673,0.19362099610967679,0.20378721123373575
2008,Strongly agree,No migration background,3rd Quintile,0.17494600431965443,23673,0.1701062577332192,0.17978575090608967
2008,Strongly agree,No migration background,4th Quintile,0.17350611951043918,23673,0.16868212681090233,0.17833011220997602
2008,Strongly agree,No migration background,5th Quintile,0.13390928725701945,23673,0.12957101840844876,0.13824755610559014
2008,Strongly agree,No migration background,1st Quintile,0.11159107271418287,23673,0.10758009170710524,0.11560205372126049
2008,Strongly agree,Direct migration background,1st Quintile,0.0503959683225342,23673,0.04760921457164591,0.05318272207342249
2008,Strongly agree,Direct migration background,2nd Quintile,0.040316774658027354,23673,0.03781103316400747,0.04282251615204724
2008,Strongly agree,Direct migration background,3rd Quintile,0.03959683225341973,23673,0.03711263294750086,0.042081031559338594
2008,Strongly agree,Direct migration background,4th Quintile,0.023758099352051837,23673,0.02181804457967804,0.025698154124425634
2008,Strongly agree,Indirect migration background,1st Quintile,0.012958963282937365,23673,0.01151823475244454,0.01439969181343019
2008,Strongly agree,Indirect migration background,2nd Quintile,0.012239020878329733,23673,0.010838373886280598,0.013639667870378869
2008,Strongly agree,Indirect migration background,3rd Quintile,0.011519078473722102,23673,0.010159756189827089,0.012878400757617115
2008,Strongly agree,Direct migration background,5th Quintile,0.007919366450683946,23673,0.006790225578943544,0.009048507322424347
2008,Strongly agree,Indirect migration background,4th Quintile,0.004319654427645789,23673,0.003484217069191865,0.005155091786099713
2008,Strongly agree,Indirect migration background,5th Quintile,0.004319654427645789,23673,0.003484217069191865,0.005155091786099713
2008,Agree,No migration background,4th Quintile,0.23089071383449147,23673,0.2255225386139231,0.23625888905505985
2008,Agree,No migration background,5th Quintile,0.20846493998736576,23673,0.20329028960230303,0.2136395903724285
2008,Agree,No migration background,3rd Quintile,0.19219835754895767,23673,0.18717890186509295,0.1972178132328224
2008,Agree,No migration background,2nd Quintile,0.13566013897662665,23673,0.13129801683274983,0.14002226112050348
2008,Agree,No migration background,1st Quintile,0.09049273531269741,23673,0.08683813938153881,0.09414733124385602
2008,Agree,Direct migration background,3rd Quintile,0.024320909665192673,23673,0.02235857611757812,0.026283243212807228
2008,Agree,Direct migration background,1st Quintile,0.023689197725837018,23673,0.02175188984117952,0.025626505610494517
2008,Agree,Direct migration background,2nd Quintile,0.02242577384712571,23673,0.02053961609537966,0.02431193159887176
