year,migback,sampreg,plh0193,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No migration background,West,Strongly agree,0.07766,938,13477,0.07314,0.08218
2003,No migration background,West,Agree,0.32558,4188,13477,0.31767,0.33349
2003,No migration background,West,Disagree,0.49324,6874,13477,0.48479,0.50168
2003,No migration background,West,Strongly disagree,0.10352,1477,13477,0.09838,0.10867
2003,No migration background,East,Strongly agree,0.10946,473,5191,0.10096,0.11795
2003,No migration background,East,Agree,0.38722,1998,5191,0.37397,0.40048
2003,No migration background,East,Disagree,0.44847,2450,5191,0.43494,0.46200
2003,No migration background,East,Strongly disagree,0.05485,270,5191,0.04865,0.06104
2003,Direct migration background,West,Strongly agree,0.12088,312,2479,0.10805,0.13372
2003,Direct migration background,West,Agree,0.34153,833,2479,0.32286,0.36020
2003,Direct migration background,West,Disagree,0.41913,1040,2479,0.39971,0.43856
2003,Direct migration background,West,Strongly disagree,0.11845,294,2479,0.10573,0.13117
2003,Direct migration background,East,Agree,0.41313,39,77,0.30242,0.52383
2003,Direct migration background,East,Disagree,0.34873,38,77,0.24159,0.45588
2003,Indirect migration background,West,Strongly agree,0.10730,78,740,0.08498,0.12961
2003,Indirect migration background,West,Agree,0.38908,265,740,0.35393,0.42423
2003,Indirect migration background,West,Disagree,0.40858,322,740,0.37314,0.44403
2003,Indirect migration background,West,Strongly disagree,0.09504,75,740,0.07389,0.11618
2008,No migration background,West,Strongly agree,0.06710,723,11934,0.06261,0.07158
2008,No migration background,West,Agree,0.33126,3712,11934,0.32282,0.33971
2008,No migration background,West,Disagree,0.48750,5984,11934,0.47854,0.49647
2008,No migration background,West,Strongly disagree,0.11414,1515,11934,0.10843,0.11984
2008,No migration background,East,Strongly agree,0.09019,378,4643,0.08194,0.09843
2008,No migration background,East,Agree,0.38340,1718,4643,0.36941,0.39739
2008,No migration background,East,Disagree,0.46052,2264,4643,0.44618,0.47486
2008,No migration background,East,Strongly disagree,0.06590,283,4643,0.05876,0.07303
2008,Direct migration background,West,Strongly agree,0.13713,216,1812,0.12129,0.15297
2008,Direct migration background,West,Agree,0.35778,613,1812,0.33570,0.37986
2008,Direct migration background,West,Disagree,0.43399,822,1812,0.41117,0.45682
2008,Direct migration background,West,Strongly disagree,0.07110,161,1812,0.05926,0.08293
2008,Direct migration background,East,Disagree,0.40183,33,33,0.23196,0.57170
2008,Indirect migration background,West,Strongly agree,0.08600,60,723,0.06555,0.10646
2008,Indirect migration background,West,Agree,0.35222,240,723,0.31737,0.38706
2008,Indirect migration background,West,Disagree,0.47243,347,723,0.43601,0.50884
2008,Indirect migration background,West,Strongly disagree,0.08935,76,723,0.06855,0.11016
2013,No migration background,West,Strongly agree,0.06159,893,16024,0.05786,0.06531
2013,No migration background,West,Agree,0.29932,4437,16024,0.29223,0.30641
2013,No migration background,West,Disagree,0.52307,8645,16024,0.51533,0.53080
2013,No migration background,West,Strongly disagree,0.11603,2049,16024,0.11107,0.12099
2013,No migration background,East,Strongly agree,0.08475,476,5474,0.07738,0.09213
2013,No migration background,East,Agree,0.36829,1907,5474,0.35551,0.38107
2013,No migration background,East,Disagree,0.48680,2723,5474,0.47356,0.50004
2013,No migration background,East,Strongly disagree,0.06016,368,5474,0.05386,0.06646
