year,age_gr,sampreg,plh0193,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,17-29 y.,West,Strongly agree,0.07227,202,2922,0.06288,0.08166
2003,17-29 y.,West,Agree,0.30692,878,2922,0.29019,0.32364
2003,17-29 y.,West,Disagree,0.50451,1477,2922,0.48637,0.52264
2003,17-29 y.,West,Strongly disagree,0.11631,365,2922,0.10468,0.12794
2003,17-29 y.,East,Strongly agree,0.07691,76,1068,0.06092,0.09290
2003,17-29 y.,East,Agree,0.35838,382,1068,0.32961,0.38716
2003,17-29 y.,East,Disagree,0.50018,541,1068,0.47018,0.53019
2003,17-29 y.,East,Strongly disagree,0.06452,69,1068,0.04978,0.07927
2003,30-45 y.,West,Strongly agree,0.06775,389,5418,0.06106,0.07444
2003,30-45 y.,West,Agree,0.34780,1797,5418,0.33512,0.36049
2003,30-45 y.,West,Disagree,0.48654,2672,5418,0.47323,0.49985
2003,30-45 y.,West,Strongly disagree,0.09791,560,5418,0.09000,0.10582
2003,30-45 y.,East,Strongly agree,0.09941,128,1484,0.08418,0.11464
2003,30-45 y.,East,Agree,0.38956,555,1484,0.36474,0.41438
2003,30-45 y.,East,Disagree,0.46551,738,1484,0.44013,0.49090
2003,30-45 y.,East,Strongly disagree,0.04552,63,1484,0.03491,0.05613
2003,46-65 y.,West,Strongly agree,0.09663,464,5643,0.08892,0.10434
2003,46-65 y.,West,Agree,0.33454,1768,5643,0.32223,0.34686
2003,46-65 y.,West,Disagree,0.46598,2808,5643,0.45297,0.47900
2003,46-65 y.,West,Strongly disagree,0.10284,603,5643,0.09492,0.11077
2003,46-65 y.,East,Strongly agree,0.11896,176,1869,0.10428,0.13364
2003,46-65 y.,East,Agree,0.39868,748,1869,0.37648,0.42088
2003,46-65 y.,East,Disagree,0.42845,849,1869,0.40601,0.45089
2003,46-65 y.,East,Strongly disagree,0.05391,96,1869,0.04367,0.06415
2003,66 and older,West,Strongly agree,0.10352,273,2713,0.09205,0.11498
2003,66 and older,West,Agree,0.31710,843,2713,0.29959,0.33462
2003,66 and older,West,Disagree,0.46753,1279,2713,0.44875,0.48631
2003,66 and older,West,Strongly disagree,0.11185,318,2713,0.09999,0.12372
2003,66 and older,East,Strongly agree,0.13711,114,904,0.11467,0.15954
2003,66 and older,East,Agree,0.39221,362,904,0.36036,0.42406
2003,66 and older,East,Disagree,0.40799,375,904,0.37593,0.44005
2003,66 and older,East,Strongly disagree,0.06269,53,904,0.04688,0.07851
2008,17-29 y.,West,Strongly agree,0.05813,121,2324,0.04861,0.06764
2008,17-29 y.,West,Agree,0.30519,657,2324,0.28646,0.32391
2008,17-29 y.,West,Disagree,0.51739,1217,2324,0.49707,0.53771
2008,17-29 y.,West,Strongly disagree,0.11929,329,2324,0.10611,0.13248
2008,17-29 y.,East,Strongly agree,0.08479,51,822,0.06573,0.10384
2008,17-29 y.,East,Agree,0.33586,280,822,0.30355,0.36816
2008,17-29 y.,East,Disagree,0.50087,434,822,0.46667,0.53508
2008,17-29 y.,East,Strongly disagree,0.07848,57,822,0.06008,0.09688
2008,30-45 y.,West,Strongly agree,0.07271,275,4006,0.06467,0.08075
2008,30-45 y.,West,Agree,0.34003,1273,4006,0.32536,0.35470
2008,30-45 y.,West,Disagree,0.48618,2017,4006,0.47070,0.50166
2008,30-45 y.,West,Strongly disagree,0.10108,441,4006,0.09175,0.11042
2008,30-45 y.,East,Strongly agree,0.06631,68,1147,0.05190,0.08072
2008,30-45 y.,East,Agree,0.41597,435,1147,0.38743,0.44451
2008,30-45 y.,East,Disagree,0.45618,574,1147,0.42735,0.48502
2008,30-45 y.,East,Strongly disagree,0.06154,70,1147,0.04762,0.07545
2008,46-65 y.,West,Strongly agree,0.08515,334,4989,0.07740,0.09289
2008,46-65 y.,West,Agree,0.34929,1631,4989,0.33606,0.36252
2008,46-65 y.,West,Disagree,0.46965,2450,4989,0.45580,0.48350
2008,46-65 y.,West,Strongly disagree,0.09591,574,4989,0.08774,0.10408
2008,46-65 y.,East,Strongly agree,0.10162,142,1680,0.08717,0.11607
2008,46-65 y.,East,Agree,0.40708,666,1680,0.38358,0.43058
2008,46-65 y.,East,Disagree,0.44155,784,1680,0.41780,0.46530
2008,46-65 y.,East,Strongly disagree,0.04975,88,1680,0.03935,0.06015
2008,66 and older,West,Strongly agree,0.09244,269,3150,0.08233,0.10256
2008,66 and older,West,Agree,0.33694,1004,3150,0.32043,0.35345
2008,66 and older,West,Disagree,0.45315,1469,3150,0.43576,0.47054
2008,66 and older,West,Strongly disagree,0.11747,408,3150,0.10622,0.12871
2008,66 and older,East,Strongly agree,0.10792,129,1114,0.08969,0.12615
2008,66 and older,East,Agree,0.36164,386,1114,0.33342,0.38987
2008,66 and older,East,Disagree,0.44708,521,1114,0.41787,0.47629
2008,66 and older,East,Strongly disagree,0.08336,78,1114,0.06712,0.09960
2013,17-29 y.,West,Strongly agree,0.04583,142,2852,0.03815,0.05350
2013,17-29 y.,West,Agree,0.26998,759,2852,0.25368,0.28627
2013,17-29 y.,West,Disagree,0.54715,1562,2852,0.52888,0.56543
2013,17-29 y.,West,Strongly disagree,0.13704,389,2852,0.12442,0.14966
2013,17-29 y.,East,Strongly agree,0.07602,50,703,0.05642,0.09563
2013,17-29 y.,East,Agree,0.32153,228,703,0.28697,0.35608
2013,17-29 y.,East,Disagree,0.49535,356,703,0.45836,0.53233
