year,sampreg,sex,plh0193,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,West,male,Strongly agree,0.08629,648,8041,0.08016,0.09243
2003,West,male,Agree,0.33066,2537,8041,0.32038,0.34094
2003,West,male,Disagree,0.47606,3941,8041,0.46514,0.48697
2003,West,male,Strongly disagree,0.10699,915,8041,0.10023,0.11374
2003,West,female,Strongly agree,0.08435,680,8655,0.07850,0.09021
2003,West,female,Agree,0.32996,2749,8655,0.32006,0.33987
2003,West,female,Disagree,0.48162,4295,8655,0.47109,0.49215
2003,West,female,Strongly disagree,0.10406,931,8655,0.09763,0.11050
2003,East,male,Strongly agree,0.10570,251,2579,0.09383,0.11757
2003,East,male,Agree,0.38341,966,2579,0.36464,0.40218
2003,East,male,Disagree,0.45817,1223,2579,0.43893,0.47740
2003,East,male,Strongly disagree,0.05272,139,2579,0.04409,0.06135
2003,East,female,Strongly agree,0.11519,243,2746,0.10324,0.12713
2003,East,female,Agree,0.39206,1081,2746,0.37379,0.41032
2003,East,female,Disagree,0.43458,1280,2746,0.41603,0.45312
2003,East,female,Strongly disagree,0.05818,142,2746,0.04942,0.06693
2008,West,male,Strongly agree,0.08438,501,6865,0.07781,0.09096
2008,West,male,Agree,0.33516,2192,6865,0.32400,0.34633
2008,West,male,Disagree,0.46734,3311,6865,0.45553,0.47914
2008,West,male,Strongly disagree,0.11312,861,6865,0.10562,0.12061
2008,West,female,Strongly agree,0.07351,498,7604,0.06765,0.07938
2008,West,female,Agree,0.33764,2373,7604,0.32701,0.34827
2008,West,female,Disagree,0.48904,3842,7604,0.47781,0.50028
2008,West,female,Strongly disagree,0.09981,891,7604,0.09307,0.10654
2008,East,male,Strongly agree,0.09161,191,2301,0.07982,0.10340
2008,East,male,Agree,0.38974,853,2301,0.36981,0.40967
2008,East,male,Disagree,0.45642,1122,2301,0.43607,0.47678
2008,East,male,Strongly disagree,0.06222,135,2301,0.05235,0.07210
2008,East,female,Strongly agree,0.09138,199,2462,0.08000,0.10277
2008,East,female,Agree,0.38046,914,2462,0.36128,0.39964
2008,East,female,Disagree,0.45794,1191,2462,0.43826,0.47762
2008,East,female,Strongly disagree,0.07022,158,2462,0.06013,0.08032
2013,West,male,Strongly agree,0.06286,537,8894,0.05782,0.06791
2013,West,male,Agree,0.30762,2612,8894,0.29803,0.31722
2013,West,male,Disagree,0.51695,4659,8894,0.50656,0.52734
2013,West,male,Strongly disagree,0.11257,1086,8894,0.10600,0.11914
2013,West,female,Strongly agree,0.06538,648,10803,0.06072,0.07004
2013,West,female,Agree,0.30377,3027,10803,0.29510,0.31244
2013,West,female,Disagree,0.51532,5761,10803,0.50589,0.52474
2013,West,female,Strongly disagree,0.11554,1367,10803,0.10951,0.12157
2013,East,male,Strongly agree,0.08037,230,2595,0.06991,0.09083
2013,East,male,Agree,0.38148,907,2595,0.36279,0.40017
2013,East,male,Disagree,0.47518,1278,2595,0.45597,0.49440
2013,East,male,Strongly disagree,0.06297,180,2595,0.05362,0.07231
2013,East,female,Strongly agree,0.09182,266,3102,0.08166,0.10199
2013,East,female,Agree,0.35174,1073,3102,0.33493,0.36855
2013,East,female,Disagree,0.49858,1554,3102,0.48098,0.51618
2013,East,female,Strongly disagree,0.05785,209,3102,0.04964,0.06607
2018,West,male,Strongly agree,0.05980,886,10806,0.05533,0.06427
2018,West,male,Agree,0.28497,3164,10806,0.27646,0.29348
2018,West,male,Disagree,0.52074,5187,10806,0.51132,0.53016
2018,West,male,Strongly disagree,0.13450,1569,10806,0.12806,0.14093
2018,West,female,Strongly agree,0.06526,923,11872,0.06082,0.06970
2018,West,female,Agree,0.28934,3340,11872,0.28118,0.29750
2018,West,female,Disagree,0.51680,5961,11872,0.50781,0.52579
2018,West,female,Strongly disagree,0.12860,1648,11872,0.12258,0.13462
2018,East,male,Strongly agree,0.07122,255,2795,0.06169,0.08076
2018,East,male,Agree,0.33505,927,2795,0.31755,0.35256
2018,East,male,Disagree,0.50288,1355,2795,0.48434,0.52142
2018,East,male,Strongly disagree,0.09084,258,2795,0.08019,0.10150
2018,East,female,Strongly agree,0.07276,248,3140,0.06367,0.08184
2018,East,female,Agree,0.32698,1026,3140,0.31057,0.34339
2018,East,female,Disagree,0.51950,1617,3140,0.50203,0.53698
2018,East,female,Strongly disagree,0.08076,249,3140,0.07123,0.09029
