year,age_gr,pgisced97,plh0193,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,17-29 y.,No answer / don't know,Agree,0.28646,61,189,0.22184,0.35109
2003,17-29 y.,No answer / don't know,Disagree,0.49268,97,189,0.42122,0.56415
2003,17-29 y.,No answer / don't know,Strongly disagree,0.15363,31,189,0.10208,0.20517
2003,17-29 y.,Pre-primary Level,Agree,0.23333,146,588,0.19912,0.26755
2003,17-29 y.,Pre-primary Level,Disagree,0.56750,338,588,0.52742,0.60758
2003,17-29 y.,Pre-primary Level,Strongly disagree,0.15013,104,588,0.12124,0.17903
2003,17-29 y.,Lower Secondary Level,Strongly agree,0.10313,80,815,0.08224,0.12402
2003,17-29 y.,Lower Secondary Level,Agree,0.38752,298,815,0.35405,0.42098
2003,17-29 y.,Lower Secondary Level,Disagree,0.41972,367,815,0.38581,0.45362
2003,17-29 y.,Lower Secondary Level,Strongly disagree,0.08964,70,815,0.07001,0.10926
2003,17-29 y.,Upper Secondary Level,Strongly agree,0.07810,132,1746,0.06551,0.09069
2003,17-29 y.,Upper Secondary Level,Agree,0.32156,559,1746,0.29964,0.34347
2003,17-29 y.,Upper Secondary Level,Disagree,0.51207,893,1746,0.48862,0.53552
2003,17-29 y.,Upper Secondary Level,Strongly disagree,0.08827,162,1746,0.07496,0.10158
2003,17-29 y.,Post-secondary Non-tertiary Level,Agree,0.29539,94,243,0.23791,0.35287
2003,17-29 y.,Post-secondary Non-tertiary Level,Disagree,0.56389,149,243,0.50141,0.62637
2003,17-29 y.,First Stage of Tertiary Education,Disagree,0.58759,48,48,0.44685,0.72833
2003,17-29 y.,Second Stage of Tertiary Education,Agree,0.26133,61,172,0.19548,0.32718
2003,17-29 y.,Second Stage of Tertiary Education,Disagree,0.57464,111,172,0.50054,0.64875
2003,30-45 y.,Lower Secondary Level,Strongly agree,0.15633,69,433,0.12208,0.19058
2003,30-45 y.,Lower Secondary Level,Agree,0.41278,168,433,0.36635,0.45921
2003,30-45 y.,Lower Secondary Level,Disagree,0.33440,157,433,0.28991,0.37889
2003,30-45 y.,Lower Secondary Level,Strongly disagree,0.09649,39,433,0.06864,0.12433
2003,30-45 y.,Upper Secondary Level,Strongly agree,0.08038,295,3559,0.07145,0.08932
2003,30-45 y.,Upper Secondary Level,Agree,0.39023,1357,3559,0.37420,0.40626
2003,30-45 y.,Upper Secondary Level,Disagree,0.45974,1665,3559,0.44336,0.47611
2003,30-45 y.,Upper Secondary Level,Strongly disagree,0.06965,242,3559,0.06128,0.07801
2003,30-45 y.,Post-secondary Non-tertiary Level,Agree,0.29555,158,515,0.25610,0.33500
2003,30-45 y.,Post-secondary Non-tertiary Level,Disagree,0.58018,308,515,0.53751,0.62285
2003,30-45 y.,Post-secondary Non-tertiary Level,Strongly disagree,0.08536,49,515,0.06121,0.10952
2003,30-45 y.,First Stage of Tertiary Education,Strongly agree,0.05871,44,697,0.04124,0.07617
2003,30-45 y.,First Stage of Tertiary Education,Agree,0.34728,249,697,0.31190,0.38265
2003,30-45 y.,First Stage of Tertiary Education,Disagree,0.51531,354,697,0.47818,0.55244
2003,30-45 y.,First Stage of Tertiary Education,Strongly disagree,0.07871,50,697,0.05871,0.09872
2003,30-45 y.,Second Stage of Tertiary Education,Strongly agree,0.03876,59,1574,0.02922,0.04830
2003,30-45 y.,Second Stage of Tertiary Education,Agree,0.27297,387,1574,0.25096,0.29499
2003,30-45 y.,Second Stage of Tertiary Education,Disagree,0.54127,890,1574,0.51664,0.56589
2003,30-45 y.,Second Stage of Tertiary Education,Strongly disagree,0.14700,238,1574,0.12950,0.16450
2003,46-65 y.,Primary Level,Disagree,0.43984,41,41,0.28601,0.59367
2003,46-65 y.,Lower Secondary Level,Strongly agree,0.15756,107,686,0.13027,0.18484
2003,46-65 y.,Lower Secondary Level,Agree,0.33668,243,686,0.30129,0.37207
2003,46-65 y.,Lower Secondary Level,Disagree,0.42833,280,686,0.39128,0.46539
2003,46-65 y.,Lower Secondary Level,Strongly disagree,0.07742,56,686,0.05741,0.09744
2003,46-65 y.,Upper Secondary Level,Strongly agree,0.11345,396,3860,0.10344,0.12345
2003,46-65 y.,Upper Secondary Level,Agree,0.37761,1449,3860,0.36232,0.39291
2003,46-65 y.,Upper Secondary Level,Disagree,0.42909,1721,3860,0.41347,0.44471
2003,46-65 y.,Upper Secondary Level,Strongly disagree,0.07985,294,3860,0.07130,0.08840
2003,46-65 y.,Post-secondary Non-tertiary Level,Agree,0.31355,74,221,0.25225,0.37486
2003,46-65 y.,Post-secondary Non-tertiary Level,Disagree,0.48215,115,221,0.41612,0.54818
2003,46-65 y.,Post-secondary Non-tertiary Level,Strongly disagree,0.15294,32,221,0.10538,0.20050
2003,46-65 y.,First Stage of Tertiary Education,Strongly agree,0.07300,42,644,0.05289,0.09310
2003,46-65 y.,First Stage of Tertiary Education,Agree,0.36103,225,644,0.32391,0.39815
2003,46-65 y.,First Stage of Tertiary Education,Disagree,0.47259,316,644,0.43400,0.51117
2003,46-65 y.,First Stage of Tertiary Education,Strongly disagree,0.09339,61,644,0.07090,0.11588
2003,46-65 y.,Second Stage of Tertiary Education,Strongly agree,0.04644,63,1983,0.03717,0.05570
2003,46-65 y.,Second Stage of Tertiary Education,Agree,0.26484,493,1983,0.24541,0.28427
2003,46-65 y.,Second Stage of Tertiary Education,Disagree,0.55446,1177,1983,0.53258,0.57634
2003,46-65 y.,Second Stage of Tertiary Education,Strongly disagree,0.13426,250,1983,0.11925,0.14927
2003,66 and older,Lower Secondary Level,Strongly agree,0.14038,107,773,0.11588,0.16489
2003,66 and older,Lower Secondary Level,Agree,0.32777,268,773,0.29466,0.36088
2003,66 and older,Lower Secondary Level,Disagree,0.44661,333,773,0.41154,0.48168
2003,66 and older,Lower Secondary Level,Strongly disagree,0.08524,65,773,0.06554,0.10493
2003,66 and older,Upper Secondary Level,Strongly agree,0.10894,206,1874,0.09483,0.12305
2003,66 and older,Upper Secondary Level,Agree,0.32929,625,1874,0.30801,0.35058
2003,66 and older,Upper Secondary Level,Disagree,0.46111,863,1874,0.43854,0.48369
2003,66 and older,Upper Secondary Level,Strongly disagree,0.10065,180,1874,0.08703,0.11428
2003,66 and older,Post-secondary Non-tertiary Level,Agree,0.38182,32,75,0.27112,0.49251
2003,66 and older,Post-secondary Non-tertiary Level,Disagree,0.39366,43,75,0.28234,0.50497
2003,66 and older,First Stage of Tertiary Education,Agree,0.33941,86,196,0.27295,0.40587
2003,66 and older,First Stage of Tertiary Education,Disagree,0.45636,110,196,0.38645,0.52627
2003,66 and older,Second Stage of Tertiary Education,Strongly agree,0.08379,39,572,0.06106,0.10651
2003,66 and older,Second Stage of Tertiary Education,Agree,0.31013,164,572,0.27219,0.34807
2003,66 and older,Second Stage of Tertiary Education,Disagree,0.48205,288,572,0.44107,0.52304
2003,66 and older,Second Stage of Tertiary Education,Strongly disagree,0.12403,81,572,0.09700,0.15107
2008,17-29 y.,No answer / don't know,Strongly agree,0.09567,32,311,0.06293,0.12841
2008,17-29 y.,No answer / don't know,Agree,0.34850,102,311,0.29546,0.40155
2008,17-29 y.,No answer / don't know,Disagree,0.46166,142,311,0.40617,0.51716
2008,17-29 y.,No answer / don't know,Strongly disagree,0.09416,35,311,0.06165,0.12667
2008,17-29 y.,Pre-primary Level,Agree,0.25172,79,347,0.20599,0.29745
2008,17-29 y.,Pre-primary Level,Disagree,0.58725,207,347,0.53538,0.63913
2008,17-29 y.,Pre-primary Level,Strongly disagree,0.15148,61,347,0.11370,0.18926
2008,17-29 y.,Lower Secondary Level,Strongly agree,0.08599,35,535,0.06221,0.10977
2008,17-29 y.,Lower Secondary Level,Agree,0.36279,185,535,0.32201,0.40357
2008,17-29 y.,Lower Secondary Level,Disagree,0.46440,261,535,0.42210,0.50670
2008,17-29 y.,Lower Secondary Level,Strongly disagree,0.08681,54,535,0.06293,0.11070
2008,17-29 y.,Upper Secondary Level,Strongly agree,0.07318,87,1411,0.05959,0.08678
2008,17-29 y.,Upper Secondary Level,Agree,0.30871,436,1411,0.28460,0.33282
2008,17-29 y.,Upper Secondary Level,Disagree,0.50764,726,1411,0.48154,0.53373
2008,17-29 y.,Upper Secondary Level,Strongly disagree,0.11047,162,1411,0.09411,0.12683
2008,17-29 y.,Post-secondary Non-tertiary Level,Agree,0.27208,70,202,0.21056,0.33361
2008,17-29 y.,Post-secondary Non-tertiary Level,Disagree,0.59522,132,202,0.52736,0.66308
2008,17-29 y.,Second Stage of Tertiary Education,Agree,0.24859,40,233,0.19297,0.30420
2008,17-29 y.,Second Stage of Tertiary Education,Disagree,0.58706,147,233,0.52370,0.65041
2008,17-29 y.,Second Stage of Tertiary Education,Strongly disagree,0.15245,46,233,0.10619,0.19870
2008,30-45 y.,Lower Secondary Level,Strongly agree,0.19179,44,291,0.14647,0.23710
2008,30-45 y.,Lower Secondary Level,Agree,0.42463,128,291,0.36774,0.48152
2008,30-45 y.,Lower Secondary Level,Disagree,0.34355,119,291,0.28890,0.39821
2008,30-45 y.,Upper Secondary Level,Strongly agree,0.07822,207,2602,0.06790,0.08854
2008,30-45 y.,Upper Secondary Level,Agree,0.40379,1004,2602,0.38493,0.42264
2008,30-45 y.,Upper Secondary Level,Disagree,0.45129,1207,2602,0.43216,0.47041
2008,30-45 y.,Upper Secondary Level,Strongly disagree,0.06670,184,2602,0.05712,0.07629
2008,30-45 y.,Post-secondary Non-tertiary Level,Agree,0.29196,135,460,0.25037,0.33356
2008,30-45 y.,Post-secondary Non-tertiary Level,Disagree,0.57923,275,460,0.53406,0.62439
2008,30-45 y.,Post-secondary Non-tertiary Level,Strongly disagree,0.09902,50,460,0.07169,0.12635
2008,30-45 y.,First Stage of Tertiary Education,Agree,0.35272,159,447,0.30838,0.39707
2008,30-45 y.,First Stage of Tertiary Education,Disagree,0.49506,244,447,0.44866,0.54147
2008,30-45 y.,First Stage of Tertiary Education,Strongly disagree,0.07863,44,447,0.05365,0.10361
2008,30-45 y.,Second Stage of Tertiary Education,Strongly agree,0.03472,35,1231,0.02449,0.04495
2008,30-45 y.,Second Stage of Tertiary Education,Agree,0.24095,261,1231,0.21705,0.26485
2008,30-45 y.,Second Stage of Tertiary Education,Disagree,0.54580,727,1231,0.51798,0.57363
2008,30-45 y.,Second Stage of Tertiary Education,Strongly disagree,0.17853,208,1231,0.15713,0.19993
2008,46-65 y.,Lower Secondary Level,Strongly agree,0.14982,60,436,0.11628,0.18336
2008,46-65 y.,Lower Secondary Level,Agree,0.39250,168,436,0.34661,0.43839
2008,46-65 y.,Lower Secondary Level,Disagree,0.38472,177,436,0.33900,0.43044
2008,46-65 y.,Lower Secondary Level,Strongly disagree,0.07296,31,436,0.04852,0.09740
2008,46-65 y.,Upper Secondary Level,Strongly agree,0.09872,294,3459,0.08878,0.10866
2008,46-65 y.,Upper Secondary Level,Agree,0.39314,1346,3459,0.37686,0.40942
2008,46-65 y.,Upper Secondary Level,Disagree,0.43790,1548,3459,0.42137,0.45444
2008,46-65 y.,Upper Secondary Level,Strongly disagree,0.07024,271,3459,0.06172,0.07876
2008,46-65 y.,Post-secondary Non-tertiary Level,Agree,0.37975,101,242,0.31848,0.44103
2008,46-65 y.,Post-secondary Non-tertiary Level,Disagree,0.49541,141,242,0.43229,0.55854
2008,46-65 y.,First Stage of Tertiary Education,Strongly agree,0.05582,34,579,0.03711,0.07454
2008,46-65 y.,First Stage of Tertiary Education,Agree,0.33889,194,579,0.30030,0.37748
2008,46-65 y.,First Stage of Tertiary Education,Disagree,0.51242,302,579,0.47167,0.55317
2008,46-65 y.,First Stage of Tertiary Education,Strongly disagree,0.09287,49,579,0.06921,0.11653
2008,46-65 y.,Second Stage of Tertiary Education,Strongly agree,0.04651,65,1845,0.03690,0.05613
2008,46-65 y.,Second Stage of Tertiary Education,Agree,0.25625,461,1845,0.23632,0.27618
2008,46-65 y.,Second Stage of Tertiary Education,Disagree,0.55152,1039,1845,0.52882,0.57422
2008,46-65 y.,Second Stage of Tertiary Education,Strongly disagree,0.14572,280,1845,0.12962,0.16182
2008,66 and older,Lower Secondary Level,Strongly agree,0.13211,91,717,0.10731,0.15691
2008,66 and older,Lower Secondary Level,Agree,0.34420,236,717,0.30940,0.37900
2008,66 and older,Lower Secondary Level,Disagree,0.43683,325,717,0.40050,0.47316
2008,66 and older,Lower Secondary Level,Strongly disagree,0.08685,65,717,0.06623,0.10748
2008,66 and older,Upper Secondary Level,Strongly agree,0.10094,228,2220,0.08841,0.11348
