"plh0193","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"Stimme voll zu","2003","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Hamburg","","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Niedersachsen","","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Bremen","","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Hessen","","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Bayern","","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Berlin","","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Brandenburg","","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Sachsen","","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Stimme voll zu","2003","(noch) kein Abschluss","Thueringen","","","",""
"Stimme voll zu","2003","Hauptschule","Schleswig-Holstein","30","0.111784813141098","0.0745428776099145","0.149026748672281"
"Stimme voll zu","2003","Hauptschule","Hamburg","","","",""
"Stimme voll zu","2003","Hauptschule","Niedersachsen","85","0.106082112572688","0.0840872882916181","0.128076936853759"
"Stimme voll zu","2003","Hauptschule","Bremen","","","",""
"Stimme voll zu","2003","Hauptschule","Nordrhein-Westfalen","245","0.134339151225872","0.11894457983963","0.149733722612114"
"Stimme voll zu","2003","Hauptschule","Hessen","91","0.163122416554136","0.132300024308313","0.193944808799959"
"Stimme voll zu","2003","Hauptschule","Rheinland-Pfalz,Saarland","82","0.117460698824344","0.0932966769009334","0.141624720747754"
"Stimme voll zu","2003","Hauptschule","Baden-Wuerttemberg","153","0.122286776258634","0.103360006541186","0.141213545976083"
"Stimme voll zu","2003","Hauptschule","Bayern","118","0.0856430991727182","0.0710211556149361","0.1002650427305"
"Stimme voll zu","2003","Hauptschule","Berlin","","","",""
"Stimme voll zu","2003","Hauptschule","Brandenburg","40","0.16209522771445","0.115662643568812","0.208527811860087"
"Stimme voll zu","2003","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Stimme voll zu","2003","Hauptschule","Sachsen","41","0.0992219658331153","0.0704933810198928","0.127950550646338"
"Stimme voll zu","2003","Hauptschule","Sachsen-Anhalt","68","0.246844865615963","0.197047528831401","0.296642202400525"
"Stimme voll zu","2003","Hauptschule","Thueringen","44","0.199472946084526","0.154178755346814","0.244767136822238"
"Stimme voll zu","2003","Realschule","Schleswig-Holstein","","","",""
"Stimme voll zu","2003","Realschule","Hamburg","","","",""
"Stimme voll zu","2003","Realschule","Niedersachsen","","","",""
"Stimme voll zu","2003","Realschule","Bremen","","","",""
"Stimme voll zu","2003","Realschule","Nordrhein-Westfalen","55","0.0576698706604192","0.0427275410279773","0.0726122002928611"
"Stimme voll zu","2003","Realschule","Hessen","","","",""
"Stimme voll zu","2003","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Stimme voll zu","2003","Realschule","Baden-Wuerttemberg","44","0.0772356624656373","0.0554149710542296","0.099056353877045"
"Stimme voll zu","2003","Realschule","Bayern","33","0.0578706264443424","0.0405234883728025","0.0752177645158823"
"Stimme voll zu","2003","Realschule","Berlin","","","",""
"Stimme voll zu","2003","Realschule","Brandenburg","","","",""
"Stimme voll zu","2003","Realschule","Mecklenburg-Vorpommern","","","",""
"Stimme voll zu","2003","Realschule","Sachsen","45","0.0669106065401625","0.0476870007332987","0.0861342123470263"
"Stimme voll zu","2003","Realschule","Sachsen-Anhalt","","","",""
"Stimme voll zu","2003","Realschule","Thueringen","43","0.143636241638967","0.108280223558505","0.17899225971943"
"Stimme voll zu","2003","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Stimme voll zu","2003","(Fach-)Abitur","Hamburg","","","",""
"Stimme voll zu","2003","(Fach-)Abitur","Niedersachsen","","","",""
"Stimme voll zu","2003","(Fach-)Abitur","Bremen","","","",""
"Stimme voll zu","2003","(Fach-)Abitur","Nordrhein-Westfalen","37","0.0539619870146035","0.0369673667854514","0.0709566072437555"
"Stimme voll zu","2003","(Fach-)Abitur","Hessen","","","",""
"Stimme voll zu","2003","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Stimme voll zu","2003","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Stimme voll zu","2003","(Fach-)Abitur","Bayern","","","",""
"Stimme voll zu","2003","(Fach-)Abitur","Berlin","","","",""
"Stimme voll zu","2003","(Fach-)Abitur","Brandenburg","","","",""
"Stimme voll zu","2003","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Stimme voll zu","2003","(Fach-)Abitur","Sachsen","","","",""
"Stimme voll zu","2003","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Stimme voll zu","2003","(Fach-)Abitur","Thueringen","","","",""
"Stimme voll zu","2003","AkademikerIn","Schleswig-Holstein","","","",""
"Stimme voll zu","2003","AkademikerIn","Hamburg","","","",""
"Stimme voll zu","2003","AkademikerIn","Niedersachsen","","","",""
"Stimme voll zu","2003","AkademikerIn","Bremen","","","",""
"Stimme voll zu","2003","AkademikerIn","Nordrhein-Westfalen","32","0.0356293140203578","0.0231237697364467","0.0481348583042689"
"Stimme voll zu","2003","AkademikerIn","Hessen","","","",""
"Stimme voll zu","2003","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Stimme voll zu","2003","AkademikerIn","Baden-Wuerttemberg","","","",""
"Stimme voll zu","2003","AkademikerIn","Bayern","","","",""
"Stimme voll zu","2003","AkademikerIn","Berlin","","","",""
"Stimme voll zu","2003","AkademikerIn","Brandenburg","","","",""
"Stimme voll zu","2003","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Stimme voll zu","2003","AkademikerIn","Sachsen","","","",""
"Stimme voll zu","2003","AkademikerIn","Sachsen-Anhalt","","","",""
"Stimme voll zu","2003","AkademikerIn","Thueringen","","","",""
"Stimme eher zu","2003","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Stimme eher zu","2003","(noch) kein Abschluss","Hamburg","","","",""
"Stimme eher zu","2003","(noch) kein Abschluss","Niedersachsen","","","",""
"Stimme eher zu","2003","(noch) kein Abschluss","Bremen","","","",""
"Stimme eher zu","2003","(noch) kein Abschluss","Nordrhein-Westfalen","76","0.321436289530456","0.261724934336705","0.381147644724207"
"Stimme eher zu","2003","(noch) kein Abschluss","Hessen","","","",""
"Stimme eher zu","2003","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Stimme eher zu","2003","(noch) kein Abschluss","Baden-Wuerttemberg","39","0.353041185495723","0.268923318428016","0.437159052563429"
"Stimme eher zu","2003","(noch) kein Abschluss","Bayern","","","",""
"Stimme eher zu","2003","(noch) kein Abschluss","Berlin","","","",""
"Stimme eher zu","2003","(noch) kein Abschluss","Brandenburg","","","",""
"Stimme eher zu","2003","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Stimme eher zu","2003","(noch) kein Abschluss","Sachsen","","","",""
"Stimme eher zu","2003","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Stimme eher zu","2003","(noch) kein Abschluss","Thueringen","","","",""
"Stimme eher zu","2003","Hauptschule","Schleswig-Holstein","95","0.343328469840541","0.287209363436235","0.399447576244847"
"Stimme eher zu","2003","Hauptschule","Hamburg","","","",""
"Stimme eher zu","2003","Hauptschule","Niedersachsen","255","0.336389682864599","0.302643201168719","0.370136164560479"
"Stimme eher zu","2003","Hauptschule","Bremen","","","",""
"Stimme eher zu","2003","Hauptschule","Nordrhein-Westfalen","656","0.332619303067016","0.31135001472334","0.353888591410691"
"Stimme eher zu","2003","Hauptschule","Hessen","199","0.377641783253511","0.337199209525884","0.418084356981137"
"Stimme eher zu","2003","Hauptschule","Rheinland-Pfalz,Saarland","231","0.343644195139986","0.308000717118617","0.379287673161354"
"Stimme eher zu","2003","Hauptschule","Baden-Wuerttemberg","434","0.401453251284364","0.373134313653786","0.429772188914942"
"Stimme eher zu","2003","Hauptschule","Bayern","539","0.368946642426549","0.343734145144178","0.39415913970892"
"Stimme eher zu","2003","Hauptschule","Berlin","59","0.395796452845722","0.3195451740241","0.472047731667344"
"Stimme eher zu","2003","Hauptschule","Brandenburg","107","0.456934562161991","0.394173036172928","0.519696088151054"
"Stimme eher zu","2003","Hauptschule","Mecklenburg-Vorpommern","40","0.311749748409981","0.231504495263894","0.391995001556068"
"Stimme eher zu","2003","Hauptschule","Sachsen","200","0.497501093235466","0.449454123101429","0.545548063369503"
"Stimme eher zu","2003","Hauptschule","Sachsen-Anhalt","118","0.383939983449973","0.327771198450698","0.440108768449249"
"Stimme eher zu","2003","Hauptschule","Thueringen","123","0.374966718856235","0.32009350089401","0.42983993681846"
"Stimme eher zu","2003","Realschule","Schleswig-Holstein","50","0.356794397397211","0.283251927526366","0.430336867268057"
"Stimme eher zu","2003","Realschule","Hamburg","","","",""
"Stimme eher zu","2003","Realschule","Niedersachsen","184","0.350759387253269","0.310768419056384","0.390750355450155"
"Stimme eher zu","2003","Realschule","Bremen","","","",""
"Stimme eher zu","2003","Realschule","Nordrhein-Westfalen","326","0.352077549292622","0.321463345690014","0.38269175289523"
"Stimme eher zu","2003","Realschule","Hessen","138","0.390045774792777","0.338799195691082","0.441292353894471"
"Stimme eher zu","2003","Realschule","Rheinland-Pfalz,Saarland","81","0.305365043406213","0.249596998084147","0.361133088728278"
"Stimme eher zu","2003","Realschule","Baden-Wuerttemberg","204","0.366299433174451","0.326919557583437","0.405679308765464"
"Stimme eher zu","2003","Realschule","Bayern","231","0.350908700960118","0.315452399320515","0.386365002599722"
"Stimme eher zu","2003","Realschule","Berlin","85","0.346680312742561","0.286842953786545","0.406517671698576"
"Stimme eher zu","2003","Realschule","Brandenburg","132","0.381110141629391","0.328390648398351","0.433829634860431"
"Stimme eher zu","2003","Realschule","Mecklenburg-Vorpommern","93","0.440877401573161","0.373885962763239","0.507868840383083"
"Stimme eher zu","2003","Realschule","Sachsen","259","0.415793941953893","0.377875730036584","0.453712153871203"
"Stimme eher zu","2003","Realschule","Sachsen-Anhalt","145","0.482602319051726","0.426796475926295","0.538408162177156"
"Stimme eher zu","2003","Realschule","Thueringen","147","0.338810550481004","0.291096793807911","0.386524307154096"
"Stimme eher zu","2003","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Stimme eher zu","2003","(Fach-)Abitur","Hamburg","","","",""
