year,quintil_oecd,sampreg,plh0193,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2003,1st Quintile,West,Disagree,0.4026381909547739,27727,0.396865466342613,0.40841091556693476
2003,1st Quintile,West,Agree,0.3498743718592965,27727,0.3442605407968619,0.35548820292173106
2003,1st Quintile,West,Strongly agree,0.13442211055276382,27727,0.1304070410991649,0.13843718000636274
2003,1st Quintile,West,Strongly disagree,0.11306532663316583,27727,0.1093378479570269,0.11679280530930476
2003,1st Quintile,East,Agree,0.4515195369030391,27727,0.4456618860109325,0.4573771877951457
2003,1st Quintile,East,Disagree,0.3907380607814761,27727,0.38499491933207636,0.39648120223087585
2003,1st Quintile,East,Strongly agree,0.13024602026049203,27727,0.12628428844206904,0.13420775207891503
2003,1st Quintile,East,Strongly disagree,0.027496382054992764,27727,0.025571571374777648,0.02942119273520788
2003,2nd Quintile,West,Disagree,0.44250304754164976,27727,0.43665670830353787,0.44834938677976166
2003,2nd Quintile,West,Agree,0.35514018691588783,27727,0.3495072200565697,0.36077315377520597
2003,2nd Quintile,West,Strongly agree,0.11743193823648923,27727,0.11364252604270374,0.12122135043027472
2003,2nd Quintile,West,Strongly disagree,0.08492482730597319,27727,0.08164349395542471,0.08820616065652166
2003,2nd Quintile,East,Disagree,0.4233226837060703,27727,0.41750691890201685,0.4291384485101237
2003,2nd Quintile,East,Agree,0.41533546325878595,27727,0.40953506900522374,0.42113585751234817
2003,2nd Quintile,East,Strongly agree,0.12060702875399361,27727,0.11677364379568714,0.12444041371230008
2003,2nd Quintile,East,Strongly disagree,0.04073482428115016,27727,0.038408035864923896,0.04306161269737643
2003,3rd Quintile,West,Disagree,0.47990473355165225,27727,0.4740241070397723,0.4857853600635322
2003,3rd Quintile,West,Agree,0.34325692170288774,27727,0.33766820578997364,0.34884563761580184
2003,3rd Quintile,West,Strongly disagree,0.0922893718368562,27727,0.08888251263561991,0.0956962310380925
2003,3rd Quintile,West,Strongly agree,0.08454897290860375,27727,0.0812742364392568,0.0878237093779507
2003,3rd Quintile,East,Disagree,0.47035040431266845,27727,0.464475379386611,0.4762254292387259
2003,3rd Quintile,East,Agree,0.37331536388140163,27727,0.3676220243314368,0.37900870343136644
2003,3rd Quintile,East,Strongly agree,0.10714285714285714,27727,0.10350222138380094,0.11078349290191333
2003,3rd Quintile,East,Strongly disagree,0.04919137466307277,27727,0.04664574240233232,0.05173700692381323
2003,4th Quintile,West,Disagree,0.48689416419386744,27727,0.4810108046226542,0.49277752376508066
2003,4th Quintile,West,Agree,0.32171117705242336,27727,0.3162126668488376,0.32720968725600913
2003,4th Quintile,West,Strongly disagree,0.11646884272997032,27727,0.11269294307024016,0.12024474238970048
2003,4th Quintile,West,Strongly agree,0.07492581602373888,27727,0.07182690824901335,0.07802472379846441
2003,4th Quintile,East,Disagree,0.5257826887661142,27727,0.5199051368551005,0.5316602406771279
2003,4th Quintile,East,Agree,0.36464088397790057,27727,0.3589752704912667,0.3703064974645344
2003,4th Quintile,East,Strongly disagree,0.06077348066298342,27727,0.05796127642395471,0.06358568490201214
2003,4th Quintile,East,Strongly agree,0.04880294659300184,27727,0.04626686687727306,0.05133902630873062
2003,5th Quintile,West,Disagree,0.5585874799357945,27727,0.5527426409405608,0.5644323189310282
2003,5th Quintile,West,Agree,0.26845906902086675,27727,0.2632427639189357,0.2736753741227978
2003,5th Quintile,West,Strongly disagree,0.1276083467094703,27727,0.12368099385811412,0.13153569956082647
2003,5th Quintile,West,Strongly agree,0.04534510433386838,27727,0.0428960803690219,0.047794128298714864
2003,5th Quintile,East,Disagree,0.5350140056022409,27727,0.5291430723655474,0.5408849388389344
2003,5th Quintile,East,Agree,0.3277310924369748,27727,0.322206058299152,0.3332561265747976
2003,5th Quintile,East,Strongly disagree,0.08823529411764706,27727,0.08489667260561827,0.09157391562967586
2003,5th Quintile,East,Strongly agree,0.049019607843137254,27727,0.046478194371693864,0.051561021314580645
2008,1st Quintile,West,Disagree,0.44655581947743467,23673,0.44022289641904694,0.4528887425358224
2008,1st Quintile,West,Agree,0.34679334916864607,23673,0.34073031380581975,0.3528563845314724
2008,1st Quintile,West,Strongly agree,0.12034837688044339,23673,0.11620356432166373,0.12449318943922305
2008,1st Quintile,West,Strongly disagree,0.08630245447347586,23673,0.08272526268515008,0.08987964626180163
2008,1st Quintile,East,Agree,0.4457236842105263,23673,0.43939190971903735,0.4520554587020153
2008,1st Quintile,East,Disagree,0.37006578947368424,23673,0.36391520356271784,0.37621637538465064
2008,1st Quintile,East,Strongly agree,0.12335526315789473,23673,0.11916616941309983,0.12754435690268962
2008,1st Quintile,East,Strongly disagree,0.06085526315789474,23673,0.05780986024225952,0.06390066607352995
2008,2nd Quintile,West,Disagree,0.4295929592959296,23673,0.4232870105205936,0.43589890807126563
2008,2nd Quintile,West,Agree,0.35148514851485146,23673,0.3454031981006185,0.35756709892908445
2008,2nd Quintile,West,Strongly agree,0.1188118811881188,23673,0.11469001703018043,0.12293374534605718
2008,2nd Quintile,West,Strongly disagree,0.1001100110011001,23673,0.0962864952195324,0.1039335267826678
2008,2nd Quintile,East,Disagree,0.44150110375275936,23673,0.4351754345249499,0.44782677298056883
2008,2nd Quintile,East,Agree,0.3995584988962472,23673,0.3933189246085545,0.40579807318393996
2008,2nd Quintile,East,Strongly agree,0.11810154525386314,23673,0.11399036514789035,0.12221272535983593
2008,2nd Quintile,East,Strongly disagree,0.04083885209713024,23673,0.038317624948992414,0.04336007924526807
2008,3rd Quintile,West,Disagree,0.46432659290347195,23673,0.45797341167007044,0.47067977413687345
2008,3rd Quintile,West,Agree,0.3540633346051126,23673,0.34797126483466156,0.3601554043755636
2008,3rd Quintile,West,Strongly disagree,0.10072491415490271,23673,0.09689098435969076,0.10455884395011467
2008,3rd Quintile,West,Strongly agree,0.08088515833651277,23673,0.07741180686784137,0.08435850980518418
2008,3rd Quintile,East,Disagree,0.49334377447141736,23673,0.4869749256496114,0.4997126232932233
2008,3rd Quintile,East,Agree,0.3617854346123727,23673,0.3556642099804674,0.36790665924427807
2008,3rd Quintile,East,Strongly agree,0.09005481597494126,23673,0.08640819597743513,0.0937014359724474
2008,3rd Quintile,East,Strongly disagree,0.0548159749412686,23673,0.051916354317134046,0.057715595565403156
2008,4th Quintile,West,Disagree,0.48181083265966046,23673,0.4754456353974812,0.4881760299218397
2008,4th Quintile,West,Agree,0.33656696308272704,23673,0.330547417445044,0.3425865087204101
2008,4th Quintile,West,Strongly disagree,0.11910536243600107,23673,0.11497909794134617,0.12323162693065598
2008,4th Quintile,West,Strongly agree,0.06251684182161142,23673,0.05943287515861563,0.06560080848460721
2008,4th Quintile,East,Disagree,0.5201371036846615,23673,0.5137728581678648,0.5265013492014582
2008,4th Quintile,East,Agree,0.37017994858611825,23673,0.3640289714994998,0.3763309256727367
2008,4th Quintile,East,Strongly disagree,0.06341045415595545,23673,0.060306005317038905,0.06651490299487199
2008,4th Quintile,East,Strongly agree,0.04627249357326478,23673,0.0435963893196331,0.048948597826896464
2008,5th Quintile,West,Disagree,0.5543908227848101,23673,0.5480592077486836,0.5607224378209367
2008,5th Quintile,West,Agree,0.2592958860759494,23673,0.2537131176465469,0.26487865450535186
2008,5th Quintile,West,Strongly disagree,0.1493275316455696,23673,0.14478727341770656,0.15386778987343266
2008,5th Quintile,West,Strongly agree,0.03698575949367089,23673,0.034581601262835604,0.039389917724506174
2008,5th Quintile,East,Disagree,0.5602484472049689,23673,0.5539254433893334,0.5665714510206045
2008,5th Quintile,East,Agree,0.2981366459627329,23673,0.2923093995028387,0.30396389242262717
2008,5th Quintile,East,Strongly disagree,0.09316770186335403,23673,0.08946494152072255,0.09687046220598551
2008,5th Quintile,East,Strongly agree,0.0484472049689441,23673,0.04571206075331645,0.05118234918457175
2013,1st Quintile,West,Disagree,0.3976759199483538,44486,0.39312788123491715,0.4022239586617904
2013,1st Quintile,West,Agree,0.36346029696578436,44486,0.3589905222990781,0.36793007163249064
