year,quintil_oecd,plh0193,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,1st Quintile,Strongly agree,0.13137,451,3373,0.11997,0.14277
2003,1st Quintile,Agree,0.36754,1259,3373,0.35126,0.38381
2003,1st Quintile,Disagree,0.41088,1377,3373,0.39427,0.42748
2003,1st Quintile,Strongly disagree,0.09021,286,3373,0.08054,0.09988
2003,2nd Quintile,Strongly agree,0.10828,407,3834,0.09844,0.11812
2003,2nd Quintile,Agree,0.37021,1428,3834,0.35493,0.38550
2003,2nd Quintile,Disagree,0.44758,1729,3834,0.43184,0.46332
2003,2nd Quintile,Strongly disagree,0.07392,270,3834,0.06564,0.08221
2003,3rd Quintile,Strongly agree,0.09291,361,4047,0.08397,0.10186
2003,3rd Quintile,Agree,0.34608,1410,4047,0.33142,0.36074
2003,3rd Quintile,Disagree,0.47453,1938,4047,0.45914,0.48991
2003,3rd Quintile,Strongly disagree,0.08648,338,4047,0.07782,0.09514
2003,4th Quintile,Strongly agree,0.07637,312,4445,0.06856,0.08417
2003,4th Quintile,Agree,0.32959,1474,4445,0.31577,0.34342
2003,4th Quintile,Disagree,0.48125,2190,4445,0.46656,0.49594
2003,4th Quintile,Strongly disagree,0.11279,469,4445,0.10349,0.12209
2003,5th Quintile,Strongly agree,0.04877,291,6318,0.04346,0.05408
2003,5th Quintile,Agree,0.29898,1761,6318,0.28769,0.31027
2003,5th Quintile,Disagree,0.53886,3502,6318,0.52657,0.55115
2003,5th Quintile,Strongly disagree,0.11339,764,6318,0.10557,0.12121
2008,1st Quintile,Strongly agree,0.11923,343,2949,0.10754,0.13093
2008,1st Quintile,Agree,0.38058,1128,2949,0.36305,0.39810
2008,1st Quintile,Disagree,0.42433,1247,2949,0.40649,0.44217
2008,1st Quintile,Strongly disagree,0.07586,231,2949,0.06630,0.08542
2008,2nd Quintile,Strongly agree,0.10898,361,3366,0.09845,0.11951
2008,2nd Quintile,Agree,0.35324,1193,3366,0.33709,0.36939
2008,2nd Quintile,Disagree,0.45147,1532,3366,0.43466,0.46828
2008,2nd Quintile,Strongly disagree,0.08630,280,3366,0.07682,0.09579
2008,3rd Quintile,Strongly agree,0.07746,270,3806,0.06896,0.08595
2008,3rd Quintile,Agree,0.36519,1331,3806,0.34989,0.38049
2008,3rd Quintile,Disagree,0.46583,1847,3806,0.44998,0.48168
2008,3rd Quintile,Strongly disagree,0.09152,358,3806,0.08236,0.10069
2008,4th Quintile,Strongly agree,0.06299,220,3862,0.05532,0.07065
2008,4th Quintile,Agree,0.36076,1313,3862,0.34561,0.37591
2008,4th Quintile,Disagree,0.47953,1915,3862,0.46377,0.49529
2008,4th Quintile,Strongly disagree,0.09672,414,3862,0.08740,0.10605
2008,5th Quintile,Strongly agree,0.04327,195,5247,0.03776,0.04877
2008,5th Quintile,Agree,0.27530,1367,5247,0.26321,0.28738
2008,5th Quintile,Disagree,0.54252,2923,5247,0.52903,0.55600
2008,5th Quintile,Strongly disagree,0.13892,762,5247,0.12956,0.14828
2013,1st Quintile,Strongly agree,0.12219,630,5081,0.11319,0.13120
2013,1st Quintile,Agree,0.36629,1881,5081,0.35304,0.37953
2013,1st Quintile,Disagree,0.41884,2123,5081,0.40527,0.43241
2013,1st Quintile,Strongly disagree,0.09268,447,5081,0.08471,0.10065
2013,2nd Quintile,Strongly agree,0.09076,403,5178,0.08293,0.09858
2013,2nd Quintile,Agree,0.35433,1708,5178,0.34131,0.36736
2013,2nd Quintile,Disagree,0.47580,2602,5178,0.46220,0.48941
2013,2nd Quintile,Strongly disagree,0.07910,465,5178,0.07175,0.08645
2013,3rd Quintile,Strongly agree,0.06286,288,4844,0.05603,0.06970
2013,3rd Quintile,Agree,0.33044,1468,4844,0.31719,0.34369
2013,3rd Quintile,Disagree,0.51533,2589,4844,0.50126,0.52941
2013,3rd Quintile,Strongly disagree,0.09136,499,4844,0.08325,0.09948
2013,4th Quintile,Strongly agree,0.04773,216,4822,0.04171,0.05375
2013,4th Quintile,Agree,0.31124,1357,4822,0.29817,0.32431
2013,4th Quintile,Disagree,0.53668,2708,4822,0.52261,0.55076
2013,4th Quintile,Strongly disagree,0.10435,541,4822,0.09572,0.11298
2013,5th Quintile,Strongly agree,0.03247,144,5465,0.02777,0.03717
2013,5th Quintile,Agree,0.24188,1204,5465,0.23052,0.25323
2013,5th Quintile,Disagree,0.58203,3228,5465,0.56895,0.59511
2013,5th Quintile,Strongly disagree,0.14363,889,5465,0.13433,0.15293
2018,1st Quintile,Strongly agree,0.11581,1144,7071,0.10835,0.12327
2018,1st Quintile,Agree,0.33504,2526,7071,0.32404,0.34604
2018,1st Quintile,Disagree,0.44008,2604,7071,0.42851,0.45165
2018,1st Quintile,Strongly disagree,0.10907,797,7071,0.10181,0.11634
2018,2nd Quintile,Strongly agree,0.08082,416,5276,0.07347,0.08818
2018,2nd Quintile,Agree,0.33216,1740,5276,0.31945,0.34487
2018,2nd Quintile,Disagree,0.49185,2613,5276,0.47836,0.50534
2018,2nd Quintile,Strongly disagree,0.09517,507,5276,0.08725,0.10309
