year,migback,pgisced97,plh0193,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No migration background,No answer / don't know,Agree,0.27532,49,139,0.20079,0.34984
2003,No migration background,No answer / don't know,Disagree,0.54249,90,139,0.45937,0.62561
2003,No migration background,Pre-primary Level,Agree,0.22205,113,479,0.18479,0.25931
2003,No migration background,Pre-primary Level,Disagree,0.58156,279,479,0.53734,0.62578
2003,No migration background,Pre-primary Level,Strongly disagree,0.16443,87,479,0.13120,0.19765
2003,No migration background,Primary Level,Agree,0.41610,32,63,0.29340,0.53879
2003,No migration background,Primary Level,Disagree,0.29011,31,63,0.17715,0.40307
2003,No migration background,Lower Secondary Level,Strongly agree,0.13520,246,1873,0.11971,0.15069
2003,No migration background,Lower Secondary Level,Agree,0.35624,680,1873,0.33454,0.37793
2003,No migration background,Lower Secondary Level,Disagree,0.42338,794,1873,0.40100,0.44577
2003,No migration background,Lower Secondary Level,Strongly disagree,0.08518,153,1873,0.07253,0.09782
2003,No migration background,Upper Secondary Level,Strongly agree,0.09270,854,9756,0.08695,0.09846
2003,No migration background,Upper Secondary Level,Agree,0.36273,3536,9756,0.35319,0.37227
2003,No migration background,Upper Secondary Level,Disagree,0.46559,4635,9756,0.45569,0.47548
2003,No migration background,Upper Secondary Level,Strongly disagree,0.07898,731,9756,0.07363,0.08433
2003,No migration background,Post-secondary Non-tertiary Level,Strongly agree,0.03124,35,882,0.01975,0.04273
2003,No migration background,Post-secondary Non-tertiary Level,Agree,0.28099,254,882,0.25131,0.31067
2003,No migration background,Post-secondary Non-tertiary Level,Disagree,0.58208,509,882,0.54951,0.61465
2003,No migration background,Post-secondary Non-tertiary Level,Strongly disagree,0.10569,84,882,0.08539,0.12600
2003,No migration background,First Stage of Tertiary Education,Strongly agree,0.07257,100,1498,0.05943,0.08572
2003,No migration background,First Stage of Tertiary Education,Agree,0.34739,531,1498,0.32327,0.37151
2003,No migration background,First Stage of Tertiary Education,Disagree,0.49429,736,1498,0.46896,0.51961
2003,No migration background,First Stage of Tertiary Education,Strongly disagree,0.08574,131,1498,0.07156,0.09993
2003,No migration background,Second Stage of Tertiary Education,Strongly agree,0.04398,132,3905,0.03755,0.05041
2003,No migration background,Second Stage of Tertiary Education,Agree,0.27140,991,3905,0.25745,0.28535
2003,No migration background,Second Stage of Tertiary Education,Disagree,0.54823,2250,3905,0.53261,0.56384
2003,No migration background,Second Stage of Tertiary Education,Strongly disagree,0.13639,532,3905,0.12563,0.14716
2003,Direct migration background,Primary Level,Agree,0.37110,60,125,0.28607,0.45613
