year,pgisced97,regtyp,plh0193,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No answer / don't know,Urban regions,Agree,0.29909,50,119,0.21647,0.38170
2003,No answer / don't know,Urban regions,Disagree,0.47067,69,119,0.38061,0.56074
2003,No answer / don't know,Rural regions,Disagree,0.55680,45,45,0.41002,0.70358
2003,Pre-primary Level,Urban regions,Agree,0.22726,100,402,0.18625,0.26828
2003,Pre-primary Level,Urban regions,Disagree,0.58749,232,402,0.53931,0.63567
2003,Pre-primary Level,Urban regions,Strongly disagree,0.13242,70,402,0.09925,0.16560
2003,Pre-primary Level,Rural regions,Agree,0.24668,46,187,0.18473,0.30863
2003,Pre-primary Level,Rural regions,Disagree,0.52105,107,187,0.44926,0.59285
2003,Pre-primary Level,Rural regions,Strongly disagree,0.19302,34,187,0.13630,0.24974
2003,Primary Level,Urban regions,Strongly agree,0.18535,37,182,0.12874,0.24196
2003,Primary Level,Urban regions,Agree,0.40684,75,182,0.33527,0.47841
2003,Primary Level,Urban regions,Disagree,0.30583,70,182,0.23870,0.37295
2003,Lower Secondary Level,Urban regions,Strongly agree,0.14688,261,1831,0.13066,0.16310
2003,Lower Secondary Level,Urban regions,Agree,0.35094,637,1831,0.32907,0.37281
2003,Lower Secondary Level,Urban regions,Disagree,0.40966,757,1831,0.38713,0.43219
2003,Lower Secondary Level,Urban regions,Strongly disagree,0.09252,176,1831,0.07924,0.10580
2003,Lower Secondary Level,Rural regions,Strongly agree,0.11650,102,876,0.09524,0.13776
2003,Lower Secondary Level,Rural regions,Agree,0.37023,340,876,0.33823,0.40222
2003,Lower Secondary Level,Rural regions,Disagree,0.44145,380,876,0.40855,0.47435
2003,Lower Secondary Level,Rural regions,Strongly disagree,0.07182,54,876,0.05471,0.08893
2003,Upper Secondary Level,Urban regions,Strongly agree,0.09649,654,7033,0.08959,0.10339
2003,Upper Secondary Level,Urban regions,Agree,0.35734,2451,7033,0.34614,0.36854
2003,Upper Secondary Level,Urban regions,Disagree,0.45691,3288,7033,0.44526,0.46855
2003,Upper Secondary Level,Urban regions,Strongly disagree,0.08926,640,7033,0.08259,0.09592
2003,Upper Secondary Level,Rural regions,Strongly agree,0.09982,375,4006,0.09054,0.10910
2003,Upper Secondary Level,Rural regions,Agree,0.37436,1539,4006,0.35937,0.38935
2003,Upper Secondary Level,Rural regions,Disagree,0.45658,1854,4006,0.44115,0.47200
2003,Upper Secondary Level,Rural regions,Strongly disagree,0.06925,238,4006,0.06138,0.07711
2003,Post-secondary Non-tertiary Level,Urban regions,Strongly agree,0.03807,40,880,0.02542,0.05073
2003,Post-secondary Non-tertiary Level,Urban regions,Agree,0.31502,271,880,0.28431,0.34573
2003,Post-secondary Non-tertiary Level,Urban regions,Disagree,0.53906,475,880,0.50610,0.57201
2003,Post-secondary Non-tertiary Level,Urban regions,Strongly disagree,0.10785,94,880,0.08734,0.12835
2003,Post-secondary Non-tertiary Level,Rural regions,Agree,0.28589,87,227,0.22698,0.34480
2003,Post-secondary Non-tertiary Level,Rural regions,Disagree,0.52651,140,227,0.46141,0.59160
2003,First Stage of Tertiary Education,Urban regions,Strongly agree,0.07274,73,1068,0.05716,0.08833
2003,First Stage of Tertiary Education,Urban regions,Agree,0.32606,353,1068,0.29793,0.35419
2003,First Stage of Tertiary Education,Urban regions,Disagree,0.49763,534,1068,0.46763,0.52763
2003,First Stage of Tertiary Education,Urban regions,Strongly disagree,0.10357,108,1068,0.08529,0.12185
2003,First Stage of Tertiary Education,Rural regions,Strongly agree,0.07398,46,612,0.05323,0.09474
