"plh0193","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Stimme voll zu","2003","(noch) kein Abschluss","maennlich","33","0.0847126652478096","0.0579867268599564","0.111438603635663"
"Stimme voll zu","2003","(noch) kein Abschluss","weiblich","39","0.108334042632572","0.0802056291418888","0.136462456123255"
"Stimme voll zu","2003","Hauptschule","maennlich","512","0.123133158529678","0.113017035024612","0.133249282034743"
"Stimme voll zu","2003","Hauptschule","weiblich","542","0.127181519397354","0.117250834096368","0.137112204698341"
"Stimme voll zu","2003","Realschule","maennlich","194","","",""
"Stimme voll zu","2003","Realschule","weiblich","208","","",""
"Stimme voll zu","2003","(Fach-)Abitur","maennlich","48","0.0389533739443657","0.0275453159262263","0.0503614319625051"
"Stimme voll zu","2003","(Fach-)Abitur","weiblich","58","0.0418356819923188","0.0309437688798929","0.0527275951047447"
"Stimme voll zu","2003","AkademikerIn","maennlich","100","","",""
"Stimme voll zu","2003","AkademikerIn","weiblich","64","0.0408181628803235","0.0318786165012374","0.0497577092594096"
"Stimme eher zu","2003","(noch) kein Abschluss","maennlich","118","","",""
"Stimme eher zu","2003","(noch) kein Abschluss","weiblich","130","","",""
"Stimme eher zu","2003","Hauptschule","maennlich","1500","","",""
"Stimme eher zu","2003","Hauptschule","weiblich","1600","","",""
"Stimme eher zu","2003","Realschule","maennlich","896","0.3616780306643","0.342717762438316","0.380638298890285"
"Stimme eher zu","2003","Realschule","weiblich","1212","","",""
"Stimme eher zu","2003","(Fach-)Abitur","maennlich","349","0.318014831636987","0.290556249724763","0.345473413549211"
"Stimme eher zu","2003","(Fach-)Abitur","weiblich","344","0.271859216096933","0.24765503167024","0.296063400523625"
"Stimme eher zu","2003","AkademikerIn","maennlich","605","0.272200690298024","0.254572646160264","0.289828734435784"
"Stimme eher zu","2003","AkademikerIn","weiblich","500","0.279830847705726","0.259549195411331","0.30011250000012"
"Lehne eher ab","2003","(noch) kein Abschluss","maennlich","205","","",""
"Lehne eher ab","2003","(noch) kein Abschluss","weiblich","233","","",""
"Lehne eher ab","2003","Hauptschule","maennlich","1721","","",""
"Lehne eher ab","2003","Hauptschule","weiblich","1847","","",""
"Lehne eher ab","2003","Realschule","maennlich","1215","","",""
"Lehne eher ab","2003","Realschule","weiblich","1624","","",""
"Lehne eher ab","2003","(Fach-)Abitur","maennlich","575","0.538242187309016","0.508847899278899","0.567636475339133"
"Lehne eher ab","2003","(Fach-)Abitur","weiblich","730","0.547905333748631","0.520829726821273","0.574980940675989"
"Lehne eher ab","2003","AkademikerIn","maennlich","1389","","",""
